System Export Report
Generated: 2024-03-17
Status: OK
timestamp	,inverter_temperature_C,grid_export_raw,irradiance_w_m2,panel_efficiency_pct,ambient_temp_C,voltage_V,current_A,frequency_Hz,reactive_power_kvar,sensor_v1_legacy,estimated_yield_daily ,cloud_cover_pct,humidity_pct,wind_speed_ms,energy_wh ,energy_wh,forecast_yield
2024-03-14 06:45:00,35.8,28.4156,98.101,38.5515,35.6641,40.7969,45.3976,16.2613,74.6552,99.3366,88.2141,61.4731,60.2269,53.9586,33562.7122,63285.8989,37326.3207
14.03.2024 07:00:00,41.45,26.4446,5.1887,87.7624,12.7218,99.0015,6.6173,42.8864,60.1586,3.9522,10.9046,95.1812,33.4166,80.6406,43813.143,82556.7088,48977.1802
2024-03-14 07:15:00,43.84,95.696,99.0573,65.5393,57.5108,68.9178,22.2794,67.8599,59.3396,66.3507,32.7159,45.9701,80.7483,65.5627,-999.0,97596.5067,51408.1298
2024-03-14 07:30:00,43.41,24.4746,49.6825,91.0068,53.8596,22.9704,95.6191,70.5335,93.9958,73.2577,57.6632,76.9919,80.5419,38.6061,61648.152,116086.5258,73474.202
2024-03-14 07:45:00,49.37,10.1505,51.9722,19.4484,36.2952,88.1797,24.5497,59.6924,59.3758,85.0423,45.0309,68.2714,13.8983,28.8486,76499.588,144007.2254,62881.171
14.03.2024 08:00:00,50.4,33.3649,92.7316,6.958,12.2871,69.5338,77.8732,16.2655,53.5394,56.8351,21.785,16.8059,31.4771,15.6125,offline,167768.2953,87791.7027
14.03.2024 08:15:00,50.78,59.4347,80.8704,68.0756,70.9232,98.5759,43.777,55.1828,4.4519,35.2144,25.2976,78.2818,82.8968,81.8647,95617.6029,179949.0934,101867.6379
2024-03-14 08:30:00,58.46,65.102,17.8743,82.4404,4.1308,91.9295,86.4428,59.0078,67.2274,99.6962,49.2207,55.0304,21.6734,23.0025,100072.4642,188324.2327,102123.4508
2024-03-14 08:45:00,53.51,88.2741,2.7347,56.2063,18.4618,38.817,44.8487,57.8359,54.9792,4.6536,64.6827,57.3779,67.3884,48.8994,107505.5633,202298.4591,106656.4808
14.03.2024 09:00:00,60.79,94.6804,60.6118,91.4383,14.8937,74.1795,28.3247,81.1018,1.7089,49.3294,19.7053,96.4823,86.3134,59.211,131036.1208,246535.9071,144584.0066
2024-03-14 09:15:00,56.35,95.7496,96.2171,4.0627,0.2921,93.3002,58.8379,24.8308,91.6503,56.8896,22.4157,0.6653,47.8034,60.1226,112083.5083,210904.9956,93367.8439
2024-13-40 88:99:00,59.48,4.1942,62.4006,52.1847,25.2266,77.0533,54.4553,73.5899,87.9937,6.443,58.9045,9.7178,94.117,98.995,520367.5083,241853.3362,116170.9938
2024-03-14 09:45:00,63.77,68.8512,61.0255,69.6006,4.1337,13.0312,97.0422,79.3335,66.3194,20.6145,54.4601,24.7245,70.136,15.4645,139709.2557,262841.4008,173422.4819
2024-03-14 10:00:00,58.78,46.4064,99.6973,74.5487,66.5866,85.1351,22.312,58.5095,63.5601,37.1265,6.7935,24.8095,3.8821,29.9937,136838.4722,257444.3277,154998.5067
2024-03-14 10:15:00,62.95,55.3195,18.9187,98.3525,61.874,89.2239,74.4991,99.9108,70.9232,37.1429,28.7501,12.6885,60.7604,81.4838,-999.0,250764.9148,138663.9727
14.03.2024 10:30:00,68.38,27.3691,23.8863,50.7601,20.4101,93.294,86.1763,21.229,12.469,12.8234,30.9839,72.9859,57.7492,49.4049,-999.0,284092.385,161441.8265
2024-03-14 10:45:00,66.59,67.6241,92.332,82.9038,58.9317,4.4637,88.0876,81.4976,75.8373,35.0637,57.4104,64.3436,96.514,22.3513,158044.2096,297311.114,164073.1248
2024-03-14 11:00:00,61.63,46.3148,9.0158,28.3711,23.0245,86.5647,46.1248,52.8453,0.8922,13.7074,69.5659,73.6873,94.8766,70.3563,152088.3979,286114.188,144319.5526
2024-03-14 11:15:00,68.64,84.9732,25.5963,33.9057,23.3293,60.289,1.5805,56.8283,67.8699,91.877,59.5802,55.7423,66.7971,39.7698,156279.8085,293994.04,117185.9194
2024-03-14 11:30:00,69.64,4.0678,42.6003,34.6628,27.3203,56.8267,15.7106,39.6163,20.118,51.5341,38.9225,90.8783,42.8916,7.5728,168558.627,317078.2187,125305.975
2024-03-14 11:45:00,68.76,79.7483,62.2622,4.4318,42.1349,34.2517,50.2147,70.8681,4.5898,98.4991,55.6624,64.4377,33.1505,3.5094,160833.5526,302555.0789,191091.4148
2024-03-14 12:00:00,60.61,52.5636,84.8431,20.6961,72.1921,36.2801,17.9029,98.2074,23.0612,13.1814,5.3316,67.2422,10.816,83.5702,-999.0,283332.2918,138474.6707
2024-03-14 12:15:00,65.89,33.8174,91.9016,29.0187,87.4349,33.1839,47.7844,42.4548,5.8255,93.0294,36.2297,99.5472,32.6617,17.4409,159651.6338,300333.0716,162402.7706
,,,,,,,,,,,,,,,,,
2024-03-14 12:30:00,61.01,83.7534,41.2986,14.4212,67.8121,46.3071,58.8199,3.7622,17.1517,24.6239,66.3639,73.5395,70.1287,13.3086,153767.8313,289271.5229,134883.1544
2024-03-14 12:45:00,69.59,76.6506,88.7664,10.3047,76.2781,51.1492,89.3753,15.6766,97.8161,10.1431,73.7194,4.4847,95.3385,72.6978,offline,310430.6781,150294.8102
2024-03-14 13:00:00,68.34,66.6036,54.0733,84.7715,52.2327,67.4808,30.0845,14.2011,77.9904,67.1905,39.2311,28.1706,51.8153,97.1452,165089.3167,310555.9155,130164.4416
2024-03-14 13:15:00,69.62,5.4441,0.613,21.7255,30.8342,81.2934,23.4467,85.8875,43.765,34.7885,55.1688,27.497,9.1472,62.0645,162797.0769,306246.5045,153979.1291
2024-03-14 13:30:00,60.29,19.8349,1.4583,27.3492,86.5794,65.1588,96.3874,59.0082,63.2556,53.9526,56.7929,13.4119,73.7862,35.8651,145759.8748,274216.5646,122601.5783
2024-03-14 13:45:00,57.03,44.4824,62.61,80.2054,26.4373,44.6792,53.2153,88.5698,50.9776,41.8849,66.1151,92.3245,83.9708,93.9636,135857.6509,255600.3838,133761.0311
2024-03-14 14:00:00,61.72,39.9888,49.944,93.8617,57.3796,75.9813,78.7387,42.832,38.6846,97.9048,27.0853,72.34,55.2996,63.5656,134295.9594,252664.4037,97199.6395
2024-03-14 14:15:00,64.71,88.282,85.3687,30.9244,82.2914,31.7395,31.301,83.9192,55.4205,41.3921,19.5767,23.3556,62.1979,96.9653,140337.8515,264023.1609,98212.8236
2024-03-14 14:30:00,58.74,83.7114,65.1055,68.0337,37.6913,79.024,67.6022,41.1123,77.8818,96.4762,30.2782,63.8111,41.842,45.458,124132.886,233557.8257,78422.0046
2024-03-14 14:45:00,60.22,21.0609,95.7184,29.8375,18.5815,85.7026,53.4234,74.4271,24.526,63.028,32.0768,97.5483,76.4602,90.4726,121396.5685,228413.5488,138134.3709
2024-03-14 15:00:00,61.56,49.9658,94.2274,61.4831,37.0749,85.9074,21.021,0.0255,60.5425,75.0872,47.7524,79.5505,69.053,12.2672,122793.8795,231040.4935,101573.7008
2024-03-14 15:15:00,52.75,69.8245,95.794,47.2447,7.9555,85.4652,69.4792,49.2083,93.937,46.1329,87.3719,66.6898,68.0273,4.7693,102532.8228,192949.7069,129159.8421
2024-03-14 15:30:00,58.37,95.9781,40.0748,30.2491,13.3477,98.1628,8.6467,57.2974,64.1147,37.6148,74.6787,62.7924,71.3811,74.7137,100959.9713,189992.746,92811.1178
2024-03-14 15:45:00,52.58,57.8977,52.2593,65.0669,26.9331,32.8906,57.6061,22.4688,30.4875,17.9676,14.0189,96.7217,60.7701,6.2287,86591.1317,162979.3275,70564.6606
14.03.2024 16:00:00,47.78,48.0774,68.471,94.507,0.3139,70.2222,71.8358,9.546,80.8418,17.0654,38.4621,67.8686,58.834,10.7467,-999.0,148148.0434,96741.2018
2024-03-14 16:15:00,43.59,23.9249,4.1843,96.1711,73.3404,22.0742,55.7762,73.9576,73.1884,84.5293,28.9484,95.2647,30.011,94.4541,69972.0827,131735.5155,65093.9119
2024-03-14 16:30:00,45.1,87.7374,21.3787,19.0203,33.5945,59.0488,78.8394,75.4232,99.2016,2.0766,20.9843,62.0381,28.8404,41.8862,64014.1713,120534.642,47439.6998
2024-03-14 16:45:00,45.85,68.6823,80.4584,24.8032,52.8808,14.0264,62.2168,86.6024,26.6874,33.5266,16.3712,18.0736,21.5322,72.3936,54415.337,102488.8336,57723.9
2024-03-14 17:00:00,41.19,61.7804,79.6607,9.2317,94.803,35.6039,17.3096,93.6172,0.6325,79.2793,66.2541,98.6024,28.0893,13.8668,44890.4896,84582.1204,37345.8613
2024-03-14 17:15:00,38.88,93.4282,41.8651,56.1439,39.5369,87.3747,47.689,72.6235,39.0829,12.8226,56.0045,86.9424,98.1026,82.9952,29637.5945,55906.6776,34862.5524
14.03.2024 17:30:00,36.0,63.0388,39.1224,73.2187,61.2102,17.1598,84.9387,53.788,57.649,86.5523,87.4082,62.6295,19.3941,80.9087,23438.8082,44252.9595,14692.8927
2024-03-14 17:45:00,31.96,91.3554,27.9344,65.8866,80.1587,51.9817,43.375,39.5284,56.4585,25.3117,16.2823,19.8729,6.7556,34.5719,10721.4133,20344.257,9306.0734
2024-03-14 18:00:00,26.88,96.4913,35.2721,43.7321,20.0652,6.4987,58.5629,43.3729,87.0314,44.8281,65.3322,80.8257,80.1914,39.4801,-999.0,0.0,0.0
2024-03-14 18:15:00,29.37,30.4719,8.7552,48.3254,56.4243,9.1875,29.5953,21.1528,3.1966,4.3636,30.1837,8.9987,14.2314,5.6871,-100.0,0.0,0.0
2024-03-14 18:30:00,28.84,26.7576,3.3719,7.2734,74.6247,51.4411,45.7047,52.5685,56.4736,21.3742,88.2381,58.6978,48.6265,31.9564,-100.0,0.0,0.0
2024-03-14 18:45:00,28.51,89.7105,62.133,74.4979,65.135,56.2568,97.7243,59.6321,8.7897,79.9194,44.5458,85.1366,12.8152,41.0436,-100.0,0.0,0.0
14.03.2024 19:00:00,27.28,89.5144,55.9486,69.8328,27.2434,95.0446,81.1036,64.521,82.5011,41.4401,35.2127,15.669,68.4219,12.3884,-100.0,0.0,0.0
2024-03-14 19:15:00,31.49,75.5765,54.4551,95.4442,19.1585,6.3998,42.1737,93.5189,81.4063,50.0078,97.7131,95.7817,95.5325,30.174,-100.0,0.0,0.0
14.03.2024 19:30:00,29.47,99.5227,28.9733,54.5931,34.2766,87.213,85.0957,20.0453,82.1975,30.3097,60.8184,41.3942,62.4245,52.4254,-100.0,0.0,0.0
2024-03-14 19:45:00,28.94,90.2379,3.5608,39.8294,56.1379,63.8715,21.7053,15.7209,81.5075,85.7458,21.6755,82.9678,5.2017,16.5653,-100.0,0.0,0.0
2024-03-14 20:00:00,27.25,38.5845,69.8733,4.1108,53.8659,12.9428,45.4059,37.3501,33.194,48.1992,12.6289,33.497,18.8824,5.8241,-100.0,0.0,0.0
2024-03-14 20:15:00,30.05,61.8916,76.1355,72.0189,99.7944,60.9125,50.1551,54.9761,21.8333,76.8379,4.8811,50.3455,46.9129,92.2698,-100.0,0.0,0.0
2024-03-14 20:30:00,27.08,13.7071,99.2261,50.8788,14.9757,37.4289,48.3971,79.9745,84.5107,53.9847,87.2547,34.8012,4.6494,82.2834,-100.0,0.0,0.0
2024-03-14 20:45:00,33.06,67.5584,75.06,91.2237,88.8748,20.0159,37.4345,49.3419,46.2895,96.8311,44.8045,63.6261,40.2458,67.636,-100.0,0.0,0.0
2024-03-14 21:00:00,28.59,70.2178,24.9453,40.8423,48.5893,66.3066,75.2258,75.3512,61.7138,54.5382,82.2214,41.1673,65.1905,50.7118,-100.0,0.0,0.0
2024-03-14 21:15:00,28.18,78.4778,59.8971,76.1155,22.8172,88.8793,15.8938,6.9591,14.9702,57.9296,52.9885,32.2448,51.6122,17.7403,-100.0,0.0,0.0
2024-03-14 21:30:00,31.05,7.565,77.0344,95.3184,93.764,19.8833,91.8999,32.9102,40.3941,80.025,68.9082,62.0852,18.4378,23.2616,-100.0,0.0,0.0
2024-03-14 21:45:00,30.02,26.873,53.6692,22.9321,6.0681,96.3869,70.8616,15.1954,78.9167,76.8083,58.2635,14.4836,83.5113,22.7434,-100.0,0.0,0.0
2024-03-14 22:00:00,35.68,62.409,58.2433,22.4675,99.0385,92.8015,85.4604,59.8976,30.4005,69.2828,12.8122,51.0562,66.4184,54.3342,-100.0,0.0,0.0
2024-03-14 22:15:00,28.8,47.8711,64.7419,39.3036,51.1106,61.0688,29.5557,77.5579,51.6658,4.922,60.2802,1.6343,91.0799,32.9674,-100.0,0.0,0.0
2024-03-14 22:30:00,31.06,65.9983,61.3173,94.8842,92.3657,58.1068,84.4617,60.47,41.288,38.6536,27.4485,72.368,7.3634,11.9022,-100.0,0.0,0.0
2024-03-14 22:45:00,27.47,41.8819,72.3807,96.2731,7.4832,98.7761,7.5152,11.1585,63.4526,84.4706,87.7342,30.3822,69.7578,62.1006,-100.0,0.0,0.0
2024-03-14 23:00:00,33.49,66.1352,13.4528,58.372,58.9539,58.193,21.1459,43.5698,12.2147,76.0458,97.9133,78.4044,43.0371,12.7158,-100.0,0.0,0.0
2024-03-14 23:15:00,31.45,98.5321,56.5595,90.4806,27.3972,23.0609,54.1909,27.5019,37.2547,33.3521,85.9614,89.5593,41.5928,21.4915,-100.0,0.0,0.0
2024-03-14 23:30:00,28.51,13.192,51.4337,87.9649,98.3042,81.0183,52.6699,89.8082,60.033,37.9326,42.4313,17.2363,44.809,81.6772,-100.0,0.0,0.0
2024-03-14 23:45:00,29.87,90.8512,85.9527,35.4911,60.7731,98.9048,90.8993,2.7395,67.735,99.8302,36.2637,64.2649,26.0455,20.3095,-100.0,0.0,0.0
2024-03-15 00:00:00,28.83,65.3457,28.7726,17.0149,45.1926,90.7226,1.869,72.1843,90.3838,36.2983,82.9812,15.5657,28.7689,74.3993,-100.0,0.0,0.0
2024-03-15 00:15:00,31.71,86.571,50.2283,14.9915,54.659,72.8613,83.2704,18.634,65.9382,62.4296,74.8024,14.3848,97.3359,13.6842,-100.0,0.0,0.0
2024-03-15 00:30:00,27.14,1.5594,14.4151,24.7928,35.3552,95.3124,43.221,2.8537,8.2556,41.5378,26.7207,69.0209,65.1723,34.3192,-100.0,0.0,0.0
2024-03-15 00:45:00,28.19,97.0884,31.0042,68.1556,96.2311,80.1531,75.2257,41.7304,59.3666,94.5624,83.8116,95.4202,42.3024,16.6123,-100.0,0.0,0.0
2024-03-15 01:00:00,30.69,72.6186,48.6829,54.0843,8.9839,76.6907,24.2671,98.4952,66.0033,68.0713,80.6535,63.151,17.5717,33.6625,-100.0,0.0,0.0
2024-03-15 01:15:00,25.8,87.1041,43.8483,24.8796,97.1668,94.5477,80.0402,92.2075,69.4923,74.9985,27.3552,32.4101,97.5832,99.494,-100.0,0.0,0.0
2024-03-15 01:30:00,27.2,91.4289,82.898,8.0805,77.1743,46.5218,44.001,23.4866,33.6253,34.3235,92.0271,35.1668,39.0727,34.6331,-100.0,0.0,0.0
2024-03-15 01:45:00,29.93,61.7245,75.115,24.1428,22.2014,37.7606,71.1043,20.2922,1.1891,61.1575,87.63,90.42,68.5367,19.5453,-100.0,0.0,0.0
2024-03-15 02:00:00,28.44,49.5167,11.7991,84.2627,51.658,16.3613,97.1809,55.8807,49.6159,31.5768,53.1128,57.9727,3.819,40.2081,-100.0,0.0,0.0
2024-03-15 02:15:00,25.34,46.1569,21.4527,26.9804,56.6231,15.5502,65.6372,3.4653,51.6931,75.2217,34.9204,46.6129,77.5941,28.9991,-100.0,0.0,0.0
2024-03-15 02:30:00,28.51,36.4169,6.7354,86.1714,90.2228,64.7322,86.4191,34.8623,32.6183,82.6508,1.0596,89.89,22.3642,37.6648,-100.0,0.0,0.0
15.03.2024 02:45:00,32.61,76.6364,98.1747,2.5725,34.4042,36.0203,36.3914,90.1573,58.1631,31.9742,80.604,25.0241,75.8799,34.8646,-100.0,0.0,0.0
2024-03-15 03:00:00,31.38,10.8097,53.5277,46.4534,8.2149,63.9257,78.8398,55.4968,70.2222,44.9797,7.0159,48.086,79.2071,74.828,-100.0,0.0,0.0
2024-03-15 03:15:00,28.61,48.4615,2.8474,96.3852,38.0193,74.6762,19.3664,48.2072,94.3502,34.8017,57.7775,62.6845,13.2672,40.1972,-100.0,0.0,0.0
2024-03-15 03:30:00,30.28,80.375,73.2362,71.5412,86.4949,22.3542,0.7698,72.624,99.3172,32.6593,75.11,8.3383,44.867,26.1719,-100.0,0.0,0.0
15.03.2024 03:45:00,32.03,90.9531,48.3035,99.4194,8.0567,56.6843,98.1667,7.9102,83.5636,60.541,34.1713,86.7045,24.4871,23.1145,-100.0,0.0,0.0
2024-03-15 04:00:00,29.86,77.7844,31.0905,77.1708,70.5872,47.3902,29.3919,5.2996,59.7609,38.9832,32.7624,77.6703,9.0424,30.4991,-100.0,0.0,0.0
2024-03-15 04:15:00,32.82,67.2659,92.3726,63.9351,27.8276,84.1014,62.8977,79.259,4.398,68.2813,68.2575,84.5235,92.0375,3.5288,-100.0,0.0,0.0
2024-03-15 04:30:00,32.27,72.0125,25.7871,38.373,15.9799,54.0493,40.2824,1.3736,69.9366,76.0515,89.7099,16.5379,45.9474,50.2999,-100.0,0.0,0.0
2024-03-15 04:45:00,31.38,71.9747,18.8218,20.1686,96.7093,2.8639,73.3387,54.8202,20.6173,57.0411,17.4341,57.015,67.844,19.9081,-100.0,0.0,0.0
2024-03-15 05:00:00,31.33,69.8022,2.6722,90.6761,18.3344,83.977,50.4301,24.2581,75.3829,63.1347,56.2374,44.9032,31.6817,17.3295,-100.0,0.0,0.0
2024-03-15 05:15:00,31.48,80.1658,54.2434,25.8015,19.9415,97.5977,44.2504,38.5583,64.7545,26.2357,85.9694,66.5601,40.0604,15.255,-100.0,0.0,0.0
2024-03-15 05:30:00,27.47,35.9468,54.8642,38.748,71.8935,73.895,9.6465,43.1302,12.8261,17.39,91.4833,60.2399,4.6848,95.4628,-100.0,0.0,0.0
2024-03-15 05:45:00,30.36,31.9186,27.3597,67.1348,6.3408,44.2733,2.6444,44.1269,65.3185,78.4428,46.6895,80.0112,78.1761,10.3163,-100.0,0.0,0.0
2024-03-15 06:00:00,37.62,64.496,82.262,13.2225,43.1826,52.4621,63.7921,98.1068,14.64,69.1445,99.773,7.4947,75.4833,73.6915,-100.0,0.0,0.0
2024-03-15 06:15:00,34.85,66.0926,86.7767,91.6345,87.1225,29.609,71.8186,26.4183,45.2627,59.7724,49.6558,62.5258,81.0193,81.0919,9820.4591,18650.4631,11700.0325
2024-03-15 06:30:00,34.13,4.1868,17.1433,81.2389,94.1411,89.8944,81.2946,4.5053,99.3085,20.3923,46.0264,53.0166,12.7317,25.1079,20442.3575,38619.6321,21321.9532
2024-03-15 06:45:00,33.45,83.7328,10.7691,87.5709,31.9003,12.9101,13.0423,5.4109,95.5223,56.1096,45.6215,25.3145,14.9037,33.2629,32360.0795,61024.9495,20196.1983
2024-03-15 07:00:00,39.57,61.8229,65.491,88.6396,50.9955,32.7704,99.3128,91.0588,49.7664,71.8126,45.0545,77.5632,48.2599,11.3367,39510.9011,74468.4941,38362.599
2024-03-15 07:15:00,42.35,36.5747,59.3583,39.0889,49.7025,46.8063,29.8425,41.5883,9.5926,56.474,66.1944,73.8635,50.4238,41.1135,51095.2751,96247.1173,52011.3647
2024-03-15 07:30:00,45.43,86.8161,16.0993,23.2941,3.3886,33.6951,10.0474,11.4964,32.0659,98.4216,78.8763,9.7783,87.0435,67.5861,59635.3886,112302.5306,71726.5465
2024-03-15 07:45:00,48.63,64.0675,34.3068,16.0654,42.7718,20.9377,24.7266,60.9047,61.932,29.2862,76.528,57.8251,79.1595,34.8513,74323.9272,139916.9832,90234.5397
2024-03-15 08:00:00,53.58,14.9946,59.8918,76.4204,12.6064,58.098,28.3229,99.0084,11.9762,34.3322,91.9516,66.2747,3.4577,68.4866,86307.2037,162445.5429,106293.0131
2024-03-15 08:15:00,52.0,54.432,42.9782,35.4169,13.3155,15.8097,18.748,16.5075,13.3974,13.8977,58.0946,63.0286,6.0913,57.2306,85267.1445,160490.2317,93397.3505
2024-03-15 08:30:00,56.69,4.9634,24.0577,51.1491,67.8131,61.6039,47.344,54.0658,17.0932,8.5716,22.6452,13.6308,52.0231,40.2657,102484.913,192859.6365,68234.1642
2024-03-15 08:45:00,52.51,85.2977,52.9085,72.2911,6.1618,87.7057,57.4216,69.9537,42.7792,67.0605,54.9065,29.9516,51.1772,87.9083,102741.0324,193341.1409,96706.372
2024-03-15 09:00:00,53.9,60.4004,41.0101,92.9636,17.9743,30.4091,13.0721,35.7636,48.8155,52.7146,19.8072,34.1833,56.2807,17.934,106430.8921,200278.0772,103628.7023
2024-03-15 09:15:00,61.02,93.4515,65.5309,14.5056,48.1538,95.4929,74.5139,12.8627,2.9823,20.4314,69.4513,9.7119,84.2731,70.278,-999.0,238798.6802,144318.825
2024-03-15 09:30:00,60.82,16.5691,98.6064,44.7802,69.0757,78.6908,3.354,86.8042,42.908,75.0564,10.2411,67.4525,85.2962,69.3483,129833.5876,244275.1446,116892.6106
2024-03-15 09:45:00,61.11,38.5427,46.6554,56.2792,53.7812,75.4217,73.4071,61.361,46.8171,61.5855,99.1675,98.5869,84.3969,19.1319,132729.1198,249718.7452,149704.3096
2024-03-15 10:00:00,62.88,59.1583,93.4542,57.0703,79.3636,34.6966,95.1652,77.0742,71.2404,28.0568,46.4916,76.2732,2.6696,35.6184,140442.5912,264220.0715,125822.2639
2024-03-15 10:15:00,62.25,62.6366,48.119,74.7288,64.1966,55.0381,22.4495,96.2556,73.7622,2.395,72.6447,84.6533,88.1894,10.7714,144471.768,271794.9239,175521.0182
2024-03-15 10:30:00,66.6,82.4013,85.0881,78.4685,88.2145,19.0309,91.4694,31.3826,51.8889,32.0091,22.806,17.1481,59.8757,48.6376,162320.2465,305350.0634,183586.3149
2024-03-15 10:45:00,68.1,63.0243,0.0723,45.8962,29.2036,70.3855,16.2629,56.8791,99.7491,71.4803,21.8135,18.2838,83.3067,45.9643,155439.1105,292413.5278,158703.1532
2024-03-15 11:00:00,62.68,88.087,5.4318,46.629,7.4858,59.2796,26.9708,10.2866,96.9541,31.9277,59.1286,20.6505,70.665,32.1425,139775.9038,262966.6991,135358.9816
2024-03-15 11:15:00,67.83,57.8671,81.8447,63.6008,6.3826,53.7264,53.8555,37.9392,48.8692,34.0541,43.4803,90.902,2.3396,2.767,159859.8099,300724.4427,159913.7443
