System Export Report
Generated: 2024-03-17
Status: OK
timestamp	;inverter_temperature_C;grid_export_raw;irradiance_w_m2;panel_efficiency_pct;ambient_temp_C;voltage_V;current_A;frequency_Hz;reactive_power_kvar;sensor_v1_legacy;estimated_yield_daily ;cloud_cover_pct;humidity_pct;wind_speed_ms;generation;forecast_yield
2024-03-14 01:15:00;31,2200;77,5576;12,3355;39,1911;2,8614;38,1441;21,0078;9,8292;58,3128;2,7446;4,1545;55,4174;78,0560;60,0157;120,0000;0,0000
2024-03-14 01:20:00;37,2200;64,9406;34,2863;24,2511;36,2142;17,0988;29,7763;91,1119;67,6324;59,0561;93,5036;38,4408;46,5132;84,8190;120,0000;0,0000
2024-03-14 01:25:00;32,0100;59,4218;82,0674;50,4775;85,9586;11,9252;32,0558;48,8028;26,0738;28,6623;93,5358;53,2135;94,4860;44,8369;120,0000;0,0000
2024-03-14 01:30:00;30,8200;45,3863;86,1105;86,1054;12,1111;75,3346;40,8139;76,5764;22,1096;63,6225;39,3163;82,2043;74,7514;77,8413;120,0000;0,0000
2024-03-14 01:35:00;30,8200;61,6037;70,6081;43,5592;82,4909;85,1606;37,6767;28,0211;80,9410;96,1077;11,7359;26,1518;96,7705;37,1987;120,0000;0,0000
2024-03-14 01:40:00;30,6500;62,4190;13,2100;93,1008;14,9970;10,0005;6,5335;71,0581;55,7981;54,8455;0,6430;77,4635;7,7401;19,9058;120,0000;0,0000
2024-03-14 01:45:00;30,3900;47,4063;13,1962;45,1183;78,1970;84,0885;0,4827;97,0804;52,8671;48,2453;3,6981;54,9299;96,6025;96,4963;120,0000;0,0000
2024-03-14 01:50:00;27,1600;64,9890;27,0682;17,4594;75,5684;31,0591;46,8403;59,8931;65,2678;75,0100;1,7982;50,9489;88,6429;60,3833;120,0000;0,0000
2024-03-14 01:55:00;29,3000;55,4920;66,2507;61,7118;4,6757;53,8826;39,8661;13,9534;4,6247;48,1240;37,7784;44,6359;50,5561;30,4059;120,0000;0,0000
2024-03-14 02:00:00;27,7800;85,9766;27,9351;10,6352;3,4774;71,6480;7,8442;34,4896;82,7512;25,4827;14,9804;11,2599;31,8590;71,5100;120,0000;0,0000
14.03.2024 02:05:00;33,0400;0,7756;85,3276;99,3167;34,9142;3,6540;17,3645;84,0301;90,2151;24,5265;92,2259;99,3606;57,9538;54,2052;120,0000;0,0000
2024-03-14 02:10:00;31,2800;33,4888;54,6046;27,4242;29,9362;4,7525;69,9498;2,4528;33,5358;93,3287;55,7964;72,4578;30,8748;74,6955;120,0000;0,0000
2024-03-14 02:15:00;29,1300;40,8596;71,3872;55,9800;84,6236;42,3144;73,4558;71,4093;23,2143;82,4203;44,6068;34,0969;31,5790;40,6305;120,0000;0,0000
2024-03-14 02:20:00;32,8300;73,2791;17,2005;40,1073;14,5999;19,3684;29,6968;5,7016;96,7053;37,4945;87,1939;34,5105;17,1798;35,7418;120,0000;0,0000
2024-03-14 02:25:00;28,6100;99,6547;18,5837;47,4832;81,9329;47,6497;97,7354;54,9062;52,3903;21,5547;70,7057;95,1060;22,4273;60,7867;120,0000;0,0000
14.03.2024 02:30:00;30,8600;12,6999;20,7784;29,6475;82,7183;73,6104;68,0085;43,5179;4,2599;72,3415;88,7034;14,3615;23,6087;4,9903;120,0000;0,0000
2024-03-14 02:35:00;29,1500;74,2026;99,8343;8,1703;45,3120;52,3498;88,1212;92,5141;64,5447;34,3638;51,2250;78,6495;13,6383;62,6191;120,0000;0,0000
2024-03-14 02:40:00;32,5400;68,8107;48,0452;80,9330;63,1899;1,8754;64,9742;1,8813;2,7170;55,0284;50,0531;97,5676;80,3533;80,6011;120,0000;0,0000
2024-03-14 02:45:00;30,3100;61,9822;24,6854;84,5632;71,2964;10,3935;26,2818;92,3505;81,7411;85,5777;98,2383;64,5659;1,2574;39,8779;888888.8;0,0000
14.03.2024 02:50:00;32,9200;67,9434;85,0209;85,6092;2,6907;80,7990;1,0087;76,0953;27,0152;55,4356;19,8982;39,3287;10,1362;84,8588;120,0000;0,0000
2024-03-14 02:55:00;29,7100;94,6119;18,8264;29,7961;30,3386;85,8162;83,3053;16,6925;88,2516;53,8346;52,3411;89,6900;48,0821;54,6215;120,0000;0,0000
2024-03-14 03:00:00;28,4800;84,2549;45,5827;42,3338;69,7798;18,8661;32,1435;44,0136;59,0273;43,7666;79,8044;92,4192;65,6741;63,7192;120,0000;0,0000
2024-03-14 03:05:00;28,0400;84,2746;21,0045;70,4913;45,4476;20,5819;62,1377;20,5599;3,3964;50,7756;55,5280;1,6252;8,8403;3,1787;120,0000;0,0000
2024-03-14 03:10:00;32,3700;62,8116;81,0625;23,7164;67,9474;3,4506;65,6394;62,0077;92,5116;5,5160;24,5913;16,1907;89,7694;78,3787;120,0000;0,0000
2024-03-14 03:15:00;27,7800;95,2145;79,0709;41,3996;98,2791;53,9645;3,2665;59,0416;47,2661;18,9584;53,4211;11,4125;99,8408;23,1780;120,0000;0,0000
14.03.2024 03:20:00;29,6700;22,1975;59,2598;69,9923;51,0890;23,1253;1,7826;97,2081;58,2116;59,9024;45,4770;28,8160;70,6189;61,7149;120,0000;0,0000
2024-03-14 03:25:00;30,7700;22,7010;49,8222;94,3435;15,7839;84,6969;65,3805;68,9582;87,4285;65,7561;22,2662;98,7194;28,9038;24,6454;120,0000;0,0000
2024-03-14 03:30:00;29,4600;74,2202;79,9132;93,8271;96,9384;40,6273;10,0199;51,0434;73,8856;33,4160;34,8996;45,5509;44,0077;99,1246;120,0000;0,0000
2024-03-14 03:35:00;31,9300;55,7731;91,8563;30,1969;24,5285;12,4337;24,3328;33,4949;21,9758;81,5640;38,2775;88,3884;34,3651;38,7888;120,0000;0,0000
14.03.2024 03:40:00;28,9400;93,3061;69,2575;33,8091;90,3770;2,5296;15,0928;28,6266;86,4150;66,7971;81,4929;26,9932;2,7506;36,1383;120,0000;0,0000
2024-03-14 03:45:00;35,7700;33,3898;35,0702;95,8657;9,9997;20,7814;64,3913;62,4890;31,9722;47,6751;32,0922;82,1760;41,7033;97,3033;120,0000;0,0000
2024-03-14 03:50:00;30,1500;60,2174;9,6861;52,1613;73,6077;56,3892;53,6454;7,1172;62,1081;92,9866;5,6146;84,6187;82,4615;18,5264;120,0000;0,0000
14.03.2024 03:55:00;27,8500;66,1259;84,8462;74,0229;90,6551;44,3078;39,9332;88,5334;81,3312;99,4187;27,6426;59,1844;54,5172;8,6412;120,0000;0,0000
2024-03-14 04:00:00;31,6800;78,0333;31,0584;55,6157;49,6077;19,0283;79,9513;74,5697;64,3665;53,3645;97,4279;59,4550;31,5012;44,9156;120,0000;0,0000
2024-03-14 04:05:00;25,6900;8,0951;86,8149;73,5222;96,0751;34,3407;95,1662;27,9379;49,4258;22,7961;20,0795;96,5835;49,7621;60,5260;120,0000;0,0000
;;;;;;;;;;;;;;;;
14.03.2024 04:10:00;34,6000;27,6082;1,7217;85,4517;25,0274;79,6800;17,5362;72,6441;77,0303;77,7969;59,2891;73,4339;97,8606;55,5324;120,0000;0,0000
14.03.2024 04:15:00;31,3800;90,1023;50,9931;12,6626;94,4472;67,0172;48,7022;33,4180;3,9389;32,7400;12,3534;79,1377;69,3189;37,1597;120,0000;0,0000
2024-03-14 04:20:00;27,8900;97,9465;14,2478;7,1480;82,1736;51,5790;63,0310;40,0030;92,4128;60,7465;79,1827;99,4516;96,1494;35,9141;120,0000;0,0000
2024-03-14 04:25:00;32,7800;50,6371;58,7890;70,0076;65,7531;7,0204;50,8808;34,1725;27,2110;39,3235;4,2033;94,9236;35,6825;8,9578;120,0000;0,0000
2024-03-14 04:30:00;30,7700;89,8520;40,3283;62,3926;45,1718;53,7158;33,4067;83,0436;44,6373;36,9156;84,1478;94,6963;42,5607;65,0093;120,0000;0,0000
2024-03-14 04:35:00;31,3900;71,1150;27,6760;48,3369;64,4420;83,0841;89,4100;21,1000;81,3501;87,0576;23,7188;21,5623;32,3937;86,4898;120,0000;0,0000
2024-03-14 04:40:00;27,2100;10,4896;30,1892;22,3112;23,7422;19,2684;98,1976;65,2968;8,3377;72,9406;69,2644;87,2565;2,3962;25,6018;120,0000;0,0000
14.03.2024 04:45:00;30,0600;29,4615;11,9843;49,1106;90,1990;10,0023;14,7502;89,7247;42,9037;12,2466;42,3073;57,9905;6,8987;36,5386;120,0000;0,0000
2024-03-14 04:50:00;31,5900;69,5062;49,8546;55,7981;34,6373;34,7011;68,6105;58,3044;81,8125;42,5471;39,2673;62,2549;57,1804;95,0115;120,0000;0,0000
2024-03-14 04:55:00;30,6000;93,5876;73,4898;39,0103;94,9654;91,2428;78,2385;85,6542;34,4448;60,3799;27,2029;42,8790;36,9284;57,7284;120,0000;0,0000
14.03.2024 05:00:00;29,4800;77,4844;46,1345;75,9496;64,2900;85,0454;40,3175;82,1559;81,5405;53,1168;94,7891;89,1676;77,5822;6,2815;120,0000;0,0000
2024-03-14 05:05:00;29,6600;50,0955;58,6023;93,4581;1,4898;91,8984;58,5594;38,5897;24,0065;62,7834;54,4742;77,2161;80,5063;94,7919;120,0000;0,0000
2024-03-14 05:10:00;31,9400;5,2156;35,8293;94,0939;23,2438;7,6207;41,7500;70,5670;12,7368;68,0954;11,4942;5,5921;20,0660;0,0324;120,0000;0,0000
2024-03-14 05:15:00;31,6400;21,2744;54,8764;82,7804;44,3680;85,2556;0,6538;39,3700;6,0790;89,0711;40,8744;57,6714;72,4533;51,1007;120,0000;0,0000
2024-03-14 05:20:00;27,7700;71,8322;74,7596;4,4961;59,0995;26,4886;12,4063;18,1429;44,3155;93,2329;16,4774;1,8716;49,3581;79,8118;120,0000;0,0000
2024-03-14 05:25:00;30,2100;95,0235;36,7506;73,8992;80,1639;69,6052;70,4411;5,6205;26,8343;52,3948;24,4156;87,2978;18,5211;30,2813;120,0000;0,0000
2024-03-14 05:30:00;32,9300;69,7460;78,2275;69,6715;41,3179;34,5707;61,6212;49,8258;51,6006;17,9243;60,1492;3,8523;68,6532;32,9823;120,0000;0,0000
2024-03-14 05:35:00;30,1900;31,4143;35,2286;43,5386;35,1982;33,5709;80,9773;24,3839;31,8460;42,3459;58,0609;79,5712;84,8788;53,5745;120,0000;0,0000
2024-03-14 05:40:00;30,4200;82,7405;46,4457;64,4424;21,4137;42,1140;31,8132;80,9184;54,8964;26,2156;85,6643;10,2427;21,5061;32,7678;120,0000;0,0000
2024-03-14 05:45:00;28,6900;96,5416;37,9615;56,7404;70,9280;36,2323;70,3991;50,4186;77,4434;78,9851;74,5334;1,3090;7,4323;92,1113;120,0000;0,0000
2024-03-14 05:50:00;26,9300;39,4485;8,8257;32,4977;72,1355;76,0792;28,0473;20,7152;6,8429;31,3413;81,7489;17,3791;31,6212;53,2706;120,0000;0,0000
14.03.2024 05:55:00;26,9600;87,4321;54,3476;3,6057;81,1812;72,7012;97,2985;22,2868;61,9350;50,8837;60,6003;39,1738;69,5126;16,4680;120,0000;0,0000
2024-03-14 06:00:00;27,6000;31,9517;55,6604;74,5211;56,0824;46,2662;68,6175;58,6633;93,0983;70,3551;80,0045;46,1375;73,5641;78,7021;120,0000;0,0000
2024-03-14 06:05:00;29,6700;31,8144;60,3921;26,8509;13,2079;2,4868;8,3398;44,8545;44,1065;91,4307;43,9049;26,8318;68,0483;85,8339;143,3372;30,6992
2024-03-14 06:10:00;32,4200;95,0301;95,6225;27,4039;8,6125;11,3629;82,4142;9,6207;42,2440;6,8566;53,0988;45,0502;3,2030;12,8776;167,5967;51,9749
2024-03-14 06:15:00;32,8300;43,1603;88,6934;16,2890;90,9581;23,9893;95,1229;8,1855;96,5309;71,1587;9,3257;36,7846;43,8703;70,7057;195,3193;78,8452
2024-03-14 06:20:00;35,7600;8,5109;6,0703;98,8767;54,5525;51,1234;87,0808;85,6361;61,1813;57,3247;55,9029;51,1153;78,0504;6,4532;215,3781;121,8264
2024-03-14 06:25:00;35,1500;86,6364;4,8912;34,2369;82,9431;56,8073;22,1393;28,8643;63,0843;52,8141;69,7137;99,2383;93,2609;81,6429;246,6514;128,4555
2024-03-14 06:30:00;32,8100;85,0425;47,3113;45,3852;92,3567;54,2166;43,3572;25,2966;59,4973;5,3717;58,5900;18,2329;65,3550;83,4350;260,8425;155,7994
2024-03-14 06:35:00;34,4200;99,7954;66,8802;17,3950;59,5989;67,0926;76,0863;74,8563;10,4826;32,1881;70,1803;54,8137;80,0041;75,4122;295,5481;182,8467
2024-03-14 06:40:00;38,9500;5,4087;48,4905;77,7510;38,7825;69,5299;78,5698;31,9227;91,3807;28,6240;15,5995;2,2004;69,1480;30,7868;324,6887;155,8507
2024-03-14 06:45:00;41,2700;89,8249;47,8049;25,2853;97,7855;28,7601;68,7759;72,4791;15,5380;7,9767;36,2060;19,3546;54,7317;83,5565;340,7325;320,8133
14.03.2024 06:50:00;36,8400;60,9203;49,1173;48,9488;93,6896;42,8529;90,8203;7,1151;64,0732;66,0353;73,5928;99,3471;73,5828;26,4386;349,9137;260,9981
2024-03-14 06:55:00;39,7300;48,3117;75,5835;20,8840;48,1969;93,6667;22,1163;66,5665;47,6865;53,8114;95,7719;63,6424;98,0881;24,5244;-999.0;301,7897
2024-03-14 07:00:00;39,1300;73,1425;36,7729;94,0776;26,0297;63,9529;44,7361;59,5054;21,3122;46,2638;23,9266;25,8582;96,1206;87,0720;401,6136;294,0953
2024-03-14 07:05:00;38,3900;38,1898;67,6844;75,8477;41,3817;52,0389;38,4779;45,2708;42,0318;4,6430;67,4981;68,6103;9,6673;39,3790;398,8618;311,1135
2024-03-14 07:10:00;44,1600;3,8797;7,0567;26,9274;78,4003;4,3926;87,6662;54,6684;48,3040;51,0525;61,3109;73,9254;88,2316;74,4442;471,2296;423,8203
2024-03-14 07:15:00;39,3500;15,1473;72,2312;20,4149;62,6108;10,5310;53,6889;62,7870;26,4860;37,4214;13,2917;92,6290;45,5182;24,0459;513,5977;431,0531
2024-03-14 07:20:00;42,4300;44,7909;37,2546;32,3286;46,7056;48,5498;31,8357;20,1178;39,4251;20,5177;36,3645;28,9279;45,1006;63,0539;556,9614;458,5087
2024-03-14 07:25:00;42,9800;69,7937;86,2646;18,8818;59,2597;8,9016;68,4971;80,1707;50,8279;29,5410;14,7489;40,9558;83,4272;39,1078;530,0585;474,6905
2024-03-14 07:30:00;43,6100;38,9461;21,4615;63,0672;88,9648;62,1584;46,0959;89,8962;56,7692;41,6170;72,8459;74,4001;46,2496;77,3009;546,8081;428,9884
2024-03-14 07:35:00;41,8300;54,2429;14,9586;4,4220;93,8775;8,4881;8,9592;94,4306;33,0385;99,2965;37,4619;92,5485;36,7675;42,1162;578,4371;450,8959
2024-03-14 07:40:00;45,6300;47,2183;58,5515;11,2382;35,3033;76,5569;84,9389;55,9042;90,6483;18,7541;24,9454;84,9473;17,8422;56,6329;559,9976;413,2446
2024-03-14 07:45:00;44,1600;71,3949;34,9849;53,9084;49,4068;73,6249;49,3822;45,6112;5,5178;56,7335;25,2913;86,3754;65,4722;63,1465;573,8957;480,2068
14.03.2024 07:50:00;45,0600;69,8690;77,8661;89,6434;54,3278;26,5661;48,0479;6,0944;51,4246;96,2122;9,2899;60,8049;34,8802;21,3968;609,7795;493,9272
2024-03-14 07:55:00;42,9000;30,0080;41,9294;90,3633;44,2668;41,3717;81,7117;26,6932;29,3305;36,2979;29,8880;15,0664;54,1475;34,2409;659,8825;418,3964
14.03.2024 08:00:00;48,6200;46,4697;16,9546;59,5447;51,9984;47,7829;42,6966;19,9829;31,7623;41,2027;12,4204;66,2528;61,3018;56,9390;666,5563;565,4299
2024-03-14 08:05:00;48,8600;36,5572;54,0343;74,8914;35,0318;93,7415;39,5908;11,1593;95,2028;3,5029;45,4453;85,3905;44,9284;41,6100;715,3143;583,5222
2024-03-14 08:10:00;48,1000;72,6853;29,5530;27,9093;31,6433;93,6126;64,2142;78,9070;25,2031;45,0281;16,7772;99,0680;28,4446;29,8053;705,5961;589,2702
14.03.2024 08:15:00;51,2300;96,9610;91,9165;70,3028;22,3431;50,7018;0,6292;15,4565;14,7040;37,4964;77,1077;63,7315;95,6953;13,4729;762,4154;724,4081
14.03.2024 08:20:00;49,5500;12,0795;74,7422;3,9896;73,0181;69,5116;26,1253;88,5134;7,1798;68,2720;94,6745;19,7966;79,3712;67,8122;731,7447;529,7243
2024-03-14 08:25:00;47,2400;87,3953;88,7880;47,0697;12,0304;77,0739;67,4492;94,1931;1,6993;16,6622;30,2529;11,4131;82,3965;63,1792;743,4688;575,6860
2024-03-14 08:30:00;51,0800;84,3656;71,4063;50,0611;92,1922;21,7598;16,9624;64,6906;35,4347;75,8003;83,2674;83,7553;95,0568;96,6538;816,0602;768,8950
2024-03-14 08:35:00;53,7900;22,4180;89,6922;1,5295;53,8272;37,8381;34,5994;63,5901;37,9931;65,9880;42,4259;30,0028;81,0810;42,5240;839,7835;614,3510
2024-03-14 08:40:00;52,5400;19,6489;76,6367;67,5987;1,1865;72,3799;55,6930;32,3372;55,0026;77,9130;71,6659;36,8279;56,2033;64,9426;818,8906;822,0079
2024-03-14 08:45:00;50,7600;45,3409;35,7194;36,1918;83,8617;90,0176;72,1114;98,8927;6,6251;95,7196;18,8535;4,6958;75,8435;86,5633;806,6825;560,2261
14.03.2024 08:50:00;52,0400;94,0873;21,0775;10,3591;23,9371;75,7952;81,2761;58,6649;75,3134;76,6814;91,9880;35,8027;71,7697;48,7001;-999.0;563,5237
2024-03-14 08:55:00;58,9600;64,7919;41,2496;73,6280;41,9052;43,0194;84,0834;5,7041;64,8507;27,6994;1,0322;32,7447;44,2217;39,2842;954,8134;884,8141
2024-03-14 09:00:00;59,6400;56,5722;64,3146;58,6578;88,8416;23,6824;61,9228;32,4668;1,8587;9,4728;4,2478;21,1532;64,3086;69,7002;942,8337;803,3663
2024-03-14 09:05:00;52,6700;51,4652;67,5473;95,2273;11,8572;6,2607;11,4561;31,0489;7,3584;75,8248;84,6985;45,2548;90,5062;26,5977;847,8287;987,7332
14.03.2024 09:10:00;58,0200;21,9320;95,7752;49,9053;89,8151;57,7659;39,4608;85,8489;43,1854;42,3824;26,0607;9,3575;86,8916;22,3509;897,7352;850,1442
14.03.2024 09:15:00;58,5300;68,6126;23,6515;96,7909;99,8349;90,6000;74,7927;0,0702;87,3010;91,9696;16,5012;27,0368;46,6507;91,6079;960,8167;873,4037
2024-03-14 09:20:00;59,4100;68,0564;34,2518;32,8010;61,2651;48,2958;43,1899;61,7334;45,4095;58,0344;49,3582;58,4256;76,6910;3,2929;980,5606;597,2852
14.03.2024 09:25:00;58,3000;89,0232;46,1945;58,1252;51,8658;25,7784;94,2781;38,3605;76,5986;30,3281;36,1155;31,3860;18,1721;46,7765;-999.0;1.129,4622
14.03.2024 09:30:00;62,6300;29,2058;25,8072;77,5872;18,5924;65,1386;69,5102;29,1086;35,3060;73,7279;21,1417;33,6892;49,3772;43,4623;-999.0;791,4002
2024-03-14 09:35:00;57,1000;43,1100;25,4418;3,0950;69,3177;23,0723;23,7686;75,6855;62,7328;64,7784;84,9645;59,5838;5,1224;95,5878;-999.0;707,7962
2024-03-14 09:40:00;61,9500;2,6505;64,6578;79,1955;15,0470;61,3113;46,2382;32,0817;45,6034;33,7106;58,8166;84,9286;32,4134;41,8816;1.062,6250;937,7647
2024-03-14 09:45:00;61,2500;28,9349;21,9499;22,4590;93,6856;24,9731;90,7593;42,1444;7,7206;69,1063;75,2984;60,9698;2,5355;42,3656;1.033,8170;973,0780
14.03.2024 09:50:00;66,4000;32,0344;55,2172;40,1313;32,6769;2,5373;90,5261;79,8331;42,2100;36,5527;45,5029;85,3550;5,2025;68,9843;1.172,8688;1.143,9484
2024-03-14 09:55:00;60,2400;91,8409;57,4649;80,8352;79,2927;82,9754;16,2471;10,1140;24,4531;99,7443;4,6630;51,5363;55,7883;93,0674;1.021,0628;749,0717
2024-03-14 10:00:00;63,3200;23,5527;51,8858;11,9851;6,7667;34,9130;2,2493;2,2789;33,2807;29,2032;71,2343;84,9933;65,2357;88,2791;1.143,4268;928,2198
2024-03-14 10:05:00;63,7400;88,7605;83,8759;14,8930;69,1259;1,5978;98,2712;83,3439;75,8450;6,4345;92,2938;92,4215;35,5602;58,3983;1.138,5839;861,3704
2024-03-14 10:10:00;60,6700;0,4235;57,6385;83,0574;60,6474;33,1918;43,6903;61,0362;1,8196;35,8828;2,6318;92,6624;56,1040;33,5811;1.068,4945;836,7485
2024-03-14 10:15:00;60,1700;32,4616;60,8452;35,7315;82,0556;33,1372;64,6796;89,9504;82,0343;68,7560;13,6119;52,7830;95,6083;59,4094;1.117,5045;1.105,0136
2024-03-14 10:20:00;63,6400;25,3624;31,1042;5,1612;70,1260;21,5726;3,3724;97,4346;92,3065;26,4260;2,9296;59,7873;67,0933;87,4712;1.087,4477;1.212,9915
2024-03-14 10:25:00;61,7800;89,5235;25,3523;85,4942;28,6432;76,4844;12,2790;96,3559;72,9623;95,6994;94,5781;30,6071;85,5427;31,0658;1.081,9179;898,3415
2024-03-14 10:30:00;55,2400;77,1113;69,7605;75,5045;82,5485;28,5498;76,8600;58,4288;1,4100;88,8155;12,0447;34,6917;72,9635;22,1838;1.127,7563;1.061,5512
2024-03-14 10:35:00;61,3000;90,7695;94,8762;85,7550;54,4015;19,6713;90,0147;33,0153;79,0809;62,1637;26,9483;79,0757;78,8906;91,9727;1.102,1038;1.010,8014
2024-03-14 10:40:00;60,9600;47,0761;28,6534;37,8400;2,0182;70,3578;72,3943;2,5563;56,8234;48,1208;98,2537;34,7543;64,4349;95,8497;1.119,6364;1.034,9349
2024-03-14 10:45:00;61,5000;68,7035;78,5711;91,3895;64,7297;33,6625;97,5728;59,8522;89,5154;72,4401;48,3793;71,7401;32,0001;2,8507;1.125,1618;920,2028
2024-03-14 10:50:00;67,2700;13,4066;44,6361;47,3658;70,3711;12,1031;57,8554;36,8625;17,2313;84,9140;83,5819;27,9402;96,7915;75,4635;1.208,3550;1.331,4910
2024-03-14 10:55:00;67,0200;79,4316;8,2505;73,3150;47,1230;92,7021;19,9418;50,8941;65,4343;29,3624;46,9117;85,7405;79,5776;52,8010;1.177,7306;925,8464
2024-03-14 11:00:00;62,3000;2,8875;62,0549;94,7649;24,6858;4,7385;43,2704;36,7670;57,3431;53,1522;7,8891;68,1343;96,6587;72,4509;1.219,1827;1.131,0008
2024-03-14 11:05:00;59,3900;9,1429;94,9957;63,1488;10,9699;54,6474;77,5286;84,2314;34,6840;45,4594;83,2787;37,2251;84,0629;52,6914;1.185,1107;937,8478
2024-03-14 11:10:00;61,7500;90,4385;49,7592;26,6737;73,2772;59,7144;49,2716;2,6899;70,8922;16,3452;19,3992;69,8564;96,4374;59,2766;1.206,3786;1.156,3831
2024-03-14 11:15:00;64,1500;40,2744;93,5098;52,4864;70,1063;25,5903;94,0083;54,0198;27,1811;76,6471;88,8020;5,7137;71,6390;29,3436;1.197,7874;1.233,4551
2024-03-14 11:20:00;61,1600;62,6055;17,0886;79,7386;33,5109;71,4611;20,3679;96,6310;12,7114;21,4315;52,3783;11,3362;51,6203;4,2124;1.197,2913;883,4697
2024-03-14 11:25:00;62,9100;75,8992;86,0425;78,2873;10,8624;42,4698;37,9980;78,5602;58,6978;52,7908;17,0953;26,7652;36,3037;42,5338;1.259,5890;1.230,1388
2024-03-14 11:30:00;66,4600;54,5284;70,7004;11,1197;56,4614;34,0512;85,7737;90,7970;87,8006;67,3750;77,1663;11,8419;0,8299;79,1335;1.143,2232;1.069,5063
2024-03-14 11:35:00;64,1800;19,4703;66,1391;59,7953;88,1334;75,4613;53,1922;76,2275;87,8742;86,6013;66,6928;15,4637;10,3684;34,0403;1.185,4563;988,1292
2024-03-14 11:40:00;64,8200;47,5051;41,6442;74,4559;56,7629;9,4982;0,2138;50,8114;42,9803;61,1750;51,8727;51,1128;10,5180;65,4791;1.188,8721;1.055,2628
2024-03-14 11:45:00;68,3200;1,5477;58,3159;95,6854;5,8005;50,6294;86,9725;74,5748;63,4461;2,2164;87,9775;22,7568;64,3236;71,2479;1.301,4186;1.141,4068
2024-03-14 11:50:00;64,3600;6,1525;6,3029;83,0675;15,7958;68,2642;10,4280;39,2073;85,9832;27,7563;96,4380;33,7029;34,1786;94,4834;1.218,9842;882,2132
2024-03-14 11:55:00;65,0600;77,4638;98,4016;86,5868;24,0999;40,6040;14,8116;58,1638;8,5399;28,0890;62,0303;75,5480;17,0776;16,7984;1.155,9572;1.355,6178
2024-03-14 12:00:00;63,8800;42,2620;65,7322;18,5271;59,1165;91,4304;59,5393;73,0625;72,3766;16,9115;42,7147;1,6394;93,8745;48,3282;1.245,8492;949,1716
