System Export Report
Generated: 2024-03-17
Status: OK
timestamp	;inverter_temperature_C;grid_export_raw;irradiance_w_m2;panel_efficiency_pct;ambient_temp_C;voltage_V;current_A;frequency_Hz;reactive_power_kvar;sensor_v1_legacy;estimated_yield_daily ;cloud_cover_pct;humidity_pct;wind_speed_ms;kw_output ;kw_output;forecast_yield
2024-03-14 10:00:00;63,6700;12,3961;18,3379;54,6332;86,1617;81,4712;10,8234;28,5395;54,7502;79,5505;63,3405;26,8871;98,0385;49,0402;1.351,8920;2.560,3570;1.801,4543
2024-03-14 10:15:00;60,1300;38,0335;16,8609;38,4464;62,7928;27,5118;49,8332;6,9789;86,6084;97,0992;6,8338;2,6624;18,7196;9,7786;1.239,8132;2.349,6488;1.468,6513
2024-03-14 10:30:00;67,2300;0,7411;50,7068;82,0740;48,6731;74,1090;79,5545;45,9452;66,1332;76,4560;67,3333;2,9641;16,1464;61,2540;1.338,2485;2.534,7072;1.286,8681
14.03.2024 10:45:00;61,8000;43,6129;66,2285;94,1289;82,8592;76,0368;31,2711;69,5644;99,0424;46,7490;67,1095;26,6151;1,8680;9,5703;1.332,9623;2.524,7692;1.729,4642
2024-03-14 11:00:00;64,9300;41,5782;62,2010;93,9186;33,0581;53,9879;91,2101;52,8045;94,5559;77,6343;10,6872;27,6179;89,6276;72,5961;-999.0;2.545,7307;1.682,1080
2024-03-14 11:15:00;64,7400;31,4383;49,0531;61,3716;93,2152;75,4540;59,6393;60,3570;62,8710;84,5253;92,0655;31,2694;31,8323;59,9667;1.359,0556;2.573,8246;1.734,6043
2024-03-14 11:30:00;69,0000;58,5305;66,2728;38,6799;35,3197;93,2444;61,5498;51,8897;8,6167;16,1510;42,0191;60,6809;47,2599;88,1625;1.478,4766;2.798,3360;1.446,1747
2024-03-14 11:45:00;69,4900;71,0717;26,4701;6,5565;7,6341;92,8161;3,2682;93,2290;99,5330;83,5208;84,5465;69,1788;84,3628;97,0390;1.464,8232;2.772,6677;1.311,9390
2024-03-14 12:00:00;64,9000;95,1911;16,1938;14,5087;21,0567;2,9641;51,0167;93,7978;53,7718;23,8711;38,9057;34,9190;52,1242;0,2085;1.440,7270;2.727,3668;1.244,8245
2024-03-14 12:15:00;70,8300;41,1222;0,3128;84,2538;47,3369;48,9881;97,4434;3,8710;9,8477;74,0126;16,1267;50,2401;3,2637;52,3657;1.511,2162;2.859,8864;1.408,2769
;;;;;;;;;;;;;;;;;
2024-03-14 12:30:00;68,7800;40,2577;80,8427;38,0428;77,4001;80,0623;75,9390;68,7903;10,8815;7,5828;72,2903;87,8520;78,7154;80,9275;1.441,4842;2.728,7904;1.224,5622
2024-03-14 12:45:00;65,8700;94,9102;18,4682;51,1625;72,5537;33,8311;80,3149;79,4702;38,9284;69,1491;61,7294;47,1624;40,5057;64,8012;1.296,9988;2.457,1578;1.272,4060
2024-03-14 13:00:00;67,1100;96,4086;8,3739;48,8898;21,9339;21,1278;12,2046;11,1355;0,5376;20,9118;57,4590;29,5565;73,4421;13,1959;1.495,3358;2.830,0313;1.644,8719
2024-03-14 13:15:00;63,8200;56,1950;53,7363;89,3548;41,0258;43,2669;62,2380;29,0427;32,2558;54,8675;2,4630;61,0623;58,9636;70,6978;1.286,8679;2.438,1117;1.196,6520
2024-03-14 13:30:00;64,7700;40,0231;33,3244;82,4538;19,5855;86,3695;83,3887;28,5787;35,2199;51,9646;36,1988;24,7373;25,6420;45,5639;1.292,4531;2.448,6117;1.312,1757
2024-03-14 13:45:00;61,6200;86,5728;69,6905;21,2294;53,2085;60,7712;51,8538;59,9556;39,3210;51,8732;69,3505;61,9366;27,8687;68,3156;-999.0;2.360,9845;1.301,1783
14.03.2024 14:00:00;60,6200;56,3487;82,5228;26,4403;9,7043;20,6833;58,6677;1,8723;21,0255;80,2416;24,8237;40,3047;61,8548;35,5142;1.095,2089;2.077,7927;1.221,8495
2024-03-14 14:15:00;59,2800;13,3199;90,4681;18,8209;33,9141;10,7153;82,3696;11,7507;7,1617;18,0389;19,0762;55,7254;82,3013;63,2748;-999.0;2.088,1452;685,7856
2024-03-14 14:30:00;59,4500;27,7815;82,3229;67,2965;67,1111;72,1424;97,8855;0,3421;33,8159;38,0915;89,7519;77,6405;80,9790;78,6781;1.086,9120;2.062,1947;1.005,1277
2024-03-14 14:45:00;61,0700;14,5456;60,9973;59,4424;77,1184;27,1598;2,1859;58,4076;90,6380;67,5994;55,6965;44,6240;14,3485;3,1374;-999.0;2.093,1463;1.003,1493
2024-03-14 15:00:00;53,6000;34,5824;40,1089;67,9709;92,6734;63,4767;28,8150;41,1417;11,9523;74,1229;3,9259;74,5523;38,9662;64,8754;-999.0;1.734,9929;670,3407
2024-03-14 15:15:00;52,1200;91,1267;43,3081;9,1284;67,1349;37,7561;75,9832;87,0496;91,7689;26,2849;24,2114;18,8914;44,2640;30,5694;786,5844;1.497,5787;881,1928
2024-03-14 15:30:00;49,5300;75,7763;89,5917;20,4598;77,6958;72,5250;0,4072;77,7751;97,9376;45,0720;79,4086;48,8525;84,6217;62,4398;793,3191;1.510,2399;792,8177
2024-03-14 15:45:00;48,3900;55,4370;15,8705;32,5551;95,9689;10,9532;71,2985;16,6042;49,4053;33,6896;39,9088;18,4697;68,5496;89,6896;-999.0;1.383,4834;1.012,9769
2024-03-14 16:00:00;46,3200;88,4671;55,4162;10,9194;30,0263;20,8851;18,7851;3,7072;25,4010;47,6142;42,4753;16,5736;94,9121;12,0725;688,1592;1.312,5393;623,5652
2024-03-14 16:15:00;44,4100;77,5419;52,0201;92,3071;79,7007;32,5166;13,1068;74,9576;88,3521;84,3426;41,6357;12,8905;34,0018;28,5296;888888.8;1.119,9392;483,1796
2024-03-14 16:30:00;46,0400;65,3374;98,5603;71,1194;58,1149;46,9897;80,9361;85,9052;35,1790;4,7170;46,4812;68,6639;41,3960;78,1258;508,3500;974,4980;568,6823
14.03.2024 16:45:00;47,0800;43,4960;73,9325;43,5317;86,9586;95,7052;69,0232;76,6021;35,6062;43,0321;75,4747;6,1582;59,7975;42,9495;507,4428;972,7925;478,0617
2024-03-14 17:00:00;41,7000;62,2982;73,8979;82,7593;24,4904;29,0152;42,7849;39,8582;86,5173;11,0389;86,9592;43,9538;65,9236;91,8861;367,5648;709,8219;422,8353
2024-03-14 17:15:00;36,6100;76,0598;32,3212;0,5673;46,2881;51,4405;88,5321;82,1074;92,0805;5,8280;21,3353;26,4539;18,0943;14,9325;266,4552;519,7359;310,5857
14.03.2024 17:30:00;35,9300;14,8095;24,1063;6,3403;1,9744;47,9897;85,9815;94,7878;67,5109;44,0356;98,5685;12,2717;21,0227;14,4122;182,0018;360,9635;211,5214
14.03.2024 17:45:00;33,8000;53,5680;87,2443;31,7951;59,8761;58,7747;3,8048;99,5509;84,1574;6,6646;90,4889;71,8998;80,7658;85,9302;76,8553;163,2881;89,5994
2024-03-14 18:00:00;30,3600;16,3841;20,9912;20,4282;51,4333;45,0068;90,6454;63,0265;8,2746;91,4602;92,6387;23,2106;17,4669;5,3890;-10,0000;0,0000;0,0000
2024-03-14 18:15:00;31,0200;37,6007;38,9101;95,0179;44,9419;0,2595;0,2638;16,5033;59,4347;22,8359;19,9650;27,6896;62,3580;87,2444;-10,0000;0,0000;0,0000
2024-03-14 18:30:00;29,8200;67,2458;16,4067;84,9428;70,1099;4,4439;18,9287;91,4493;63,5249;60,3562;89,5212;20,3536;93,4666;9,6224;-10,0000;0,0000;0,0000
2024-03-14 18:45:00;30,4600;64,2457;91,6705;27,2138;69,7595;27,7325;28,1384;84,3373;68,0654;64,9533;57,2577;54,1724;62,0511;77,6375;-10,0000;0,0000;0,0000
2024-03-14 19:00:00;30,0600;63,4612;12,2008;88,1138;80,9535;92,3720;84,0507;2,0605;44,3909;46,0942;26,1398;21,0450;46,8815;97,1065;-10,0000;0,0000;0,0000
2024-03-14 19:15:00;30,6800;45,2052;59,0804;32,0506;24,7826;97,1990;66,7892;92,6730;62,2021;5,7649;63,5372;70,1703;32,3405;95,9311;-10,0000;0,0000;0,0000
2024-03-14 19:30:00;25,8400;6,6383;62,9992;69,6197;56,3717;35,3635;97,5154;78,0496;11,3837;86,4841;2,9084;91,2072;17,9861;45,5154;-10,0000;0,0000;0,0000
2024-03-14 19:45:00;26,6900;39,1070;66,5597;61,3808;20,4597;77,5578;11,1164;77,1976;57,1594;8,6183;95,4894;68,7250;7,6056;24,1279;-10,0000;0,0000;0,0000
2024-03-14 20:00:00;31,7400;65,2461;98,0273;71,5482;15,7943;39,4803;26,7361;60,6774;50,8873;67,2389;35,3207;10,3430;74,7885;33,2645;-10,0000;0,0000;0,0000
2024-03-14 20:15:00;31,6300;80,0240;37,0662;95,6926;62,1186;86,5209;46,0686;67,7955;42,0817;35,5954;64,6771;24,4412;23,7129;21,7504;-10,0000;0,0000;0,0000
2024-03-14 20:30:00;29,1000;38,6416;65,0798;60,7473;8,4780;54,5503;23,0228;92,8966;87,0250;21,4235;23,2418;31,9912;98,8635;12,1030;-10,0000;0,0000;0,0000
2024-03-14 20:45:00;28,2000;44,9732;21,4398;69,7131;43,9305;81,3975;87,2240;0,0233;68,0538;3,2487;94,0398;39,5433;73,0299;14,6614;-10,0000;0,0000;0,0000
2024-03-14 21:00:00;28,4600;28,2073;0,9812;37,3694;43,7963;75,7301;52,5569;30,2599;21,0565;51,3970;10,8690;20,1831;25,8732;3,8845;-10,0000;0,0000;0,0000
14.03.2024 21:15:00;29,2800;47,1175;72,8041;67,2916;57,3414;91,4184;54,7430;93,3123;60,8312;71,4109;73,3966;87,5481;64,4863;18,8795;-10,0000;0,0000;0,0000
2024-03-14 21:30:00;32,5500;18,6736;20,3704;84,7171;65,6039;76,0601;8,8586;63,6335;16,1799;96,2373;90,1226;52,0756;52,1305;2,0375;-10,0000;0,0000;0,0000
2024-03-14 21:45:00;28,1200;36,2083;71,6005;15,9659;15,3190;80,8473;62,5336;44,6911;52,2286;59,9471;12,1120;17,8708;94,4441;58,3002;-10,0000;0,0000;0,0000
2024-03-14 22:00:00;30,4300;93,1609;9,7751;45,3246;68,1786;79,3860;45,6200;53,9626;24,0774;67,7982;7,7651;63,6967;70,9731;41,1773;-10,0000;0,0000;0,0000
2024-03-14 22:15:00;27,4700;92,7686;12,3942;33,2036;81,7078;55,2576;14,2759;70,4037;75,9813;17,4694;34,4097;76,8598;19,9260;52,6304;-10,0000;0,0000;0,0000
2024-03-14 22:30:00;29,4200;28,7120;20,2971;60,3104;29,5499;85,3542;74,3921;10,6791;71,5780;77,3986;15,4407;3,0066;43,8461;67,9459;-10,0000;0,0000;0,0000
2024-03-14 22:45:00;30,8400;3,6133;4,7257;2,2466;77,8225;74,1415;42,0205;93,5139;69,7345;93,7841;79,2462;74,1429;71,3008;7,7088;-10,0000;0,0000;0,0000
2024-03-14 23:00:00;28,7800;72,3277;36,3854;66,0011;82,1707;30,4811;71,0867;70,9349;82,3167;95,1857;26,2697;36,9143;15,1703;42,1579;-10,0000;0,0000;0,0000
2024-03-14 23:15:00;29,8700;24,7625;31,7491;89,3325;37,2446;24,9265;65,5089;51,6907;56,0619;69,7761;52,2756;34,3136;74,0417;58,2705;-10,0000;0,0000;0,0000
2024-03-14 23:30:00;30,0500;45,9313;7,9991;31,7976;69,1613;59,1720;20,8235;6,3823;78,8401;19,7334;43,4735;88,6588;98,4075;82,8843;-10,0000;0,0000;0,0000
2024-03-14 23:45:00;31,2600;38,8518;40,5479;74,4700;28,4995;33,7231;25,8965;28,0273;53,6439;79,6048;68,0548;20,4577;98,6127;40,0414;-10,0000;0,0000;0,0000
2024-03-15 00:00:00;28,9100;27,7682;85,7624;3,7505;55,4996;53,6187;98,5112;57,7687;27,2187;69,8683;28,7784;57,1582;7,4656;83,6796;-10,0000;0,0000;0,0000
15.03.2024 00:15:00;32,1700;19,3410;9,3938;45,1292;33,1548;43,0496;11,9557;42,1781;93,8566;82,3474;52,2421;34,9089;7,5489;36,5712;-10,0000;0,0000;0,0000
2024-03-15 00:30:00;33,1000;73,0038;26,0821;41,5603;61,4150;37,2013;73,0617;22,0849;40,2923;23,0241;57,3144;7,3939;54,1437;54,3353;-10,0000;0,0000;0,0000
2024-03-15 00:45:00;27,7500;14,1141;17,5260;37,4673;95,7035;61,1756;84,5457;91,2020;37,3428;54,4422;81,9780;32,4350;19,3523;72,7766;-10,0000;0,0000;0,0000
2024-03-15 01:00:00;34,3600;0,4628;15,3981;29,3287;75,5667;63,3271;14,9256;63,8653;6,5756;88,6486;11,1434;79,3894;4,8768;19,7565;-10,0000;0,0000;0,0000
2024-03-15 01:15:00;31,0900;92,6804;8,9964;60,2815;70,7622;47,0278;62,1229;22,8151;16,0293;84,7473;4,1586;34,7343;19,7962;11,3509;-10,0000;0,0000;0,0000
2024-03-15 01:30:00;29,6900;69,7343;56,5278;31,7787;10,7169;6,9712;89,9117;24,9298;70,5139;34,0871;26,3852;0,2872;14,4167;91,8382;-10,0000;0,0000;0,0000
2024-03-15 01:45:00;34,5000;1,7350;94,8134;31,2922;70,8214;78,1410;52,1400;52,0854;65,2322;85,8795;77,5983;97,8967;89,5578;70,3467;-10,0000;0,0000;0,0000
2024-03-15 02:00:00;33,2800;25,9404;80,4993;77,7902;46,0586;61,0983;54,5411;25,4172;21,6371;68,6755;42,0661;70,0518;12,8500;21,6939;-10,0000;0,0000;0,0000
2024-03-15 02:15:00;29,8100;35,6306;25,5945;17,7167;71,2577;47,8249;12,3386;95,2603;0,5406;26,7850;2,5315;66,6865;94,3640;88,8793;-10,0000;0,0000;0,0000
2024-03-15 02:30:00;31,5900;80,7596;67,2605;40,7237;60,7558;58,5724;60,1354;4,3934;51,3352;52,0690;57,1759;67,4869;12,6759;81,0259;-10,0000;0,0000;0,0000
2024-03-15 02:45:00;31,6800;81,3494;13,5349;24,9752;31,8215;57,6633;79,5911;98,0155;60,3327;27,0850;44,8381;7,8186;37,5326;31,5874;-10,0000;0,0000;0,0000
2024-03-15 03:00:00;29,2500;49,3365;71,8173;5,7628;90,4168;11,7750;62,4548;69,6987;0,9158;22,9405;94,8962;63,2923;70,5209;28,9660;-10,0000;0,0000;0,0000
2024-03-15 03:15:00;30,3800;4,5628;93,0131;89,3414;68,7650;55,1789;74,4737;25,8636;95,4667;52,2715;84,4778;94,8481;27,5358;78,8204;-10,0000;0,0000;0,0000
2024-03-15 03:30:00;27,6000;0,2842;17,6757;36,1745;53,2611;22,7430;12,1403;10,2619;63,8638;99,2993;98,0420;48,4535;20,4160;27,0334;-10,0000;0,0000;0,0000
15.03.2024 03:45:00;28,7700;46,9035;46,6438;5,2866;66,7192;85,0257;3,5764;12,0326;99,8137;91,7164;87,5231;21,2190;62,5086;55,3311;-10,0000;0,0000;0,0000
2024-13-40 88:99:00;27,4800;70,8873;14,1133;21,7669;67,6627;13,6387;44,0215;57,5481;79,0910;2,0070;37,1127;54,9315;44,1937;77,5814;4.717,1781;0,0000;0,0000
2024-03-15 04:15:00;28,5900;16,5899;54,3092;87,4043;98,8868;14,0132;62,7402;69,3521;24,1770;47,5038;83,4656;54,9023;27,3683;23,4862;-10,0000;0,0000;0,0000
2024-03-15 04:30:00;30,2200;95,5070;65,5886;10,2615;54,8142;15,6470;49,9813;50,3929;2,4259;22,9342;28,4863;55,4943;6,3930;41,4999;-10,0000;0,0000;0,0000
2024-03-15 04:45:00;30,7500;88,4463;4,9273;68,0449;29,4085;20,3571;91,7451;54,4076;18,8667;28,7011;71,5061;2,4810;89,5642;30,9697;-10,0000;0,0000;0,0000
15.03.2024 05:00:00;31,4200;1,5299;49,9702;14,4596;57,3128;56,3511;95,1784;53,0081;68,0415;39,9339;24,8570;82,3303;33,8110;51,8058;-10,0000;0,0000;0,0000
2024-03-15 05:15:00;30,7500;63,4800;10,1515;69,9831;40,0557;35,1399;43,1588;58,9193;85,9605;80,5863;26,3434;92,8495;41,7294;6,4538;-10,0000;0,0000;0,0000
2024-03-15 05:30:00;29,3700;69,9359;21,7670;98,8559;50,8613;1,9293;61,6682;46,2209;35,6449;64,7458;46,0152;4,7746;66,9183;96,9876;-10,0000;0,0000;0,0000
2024-03-15 05:45:00;30,8000;93,2820;40,3330;30,5152;91,0314;60,1114;18,3853;98,6689;58,1108;15,4027;9,4258;71,8430;15,3120;77,9764;-10,0000;0,0000;0,0000
2024-03-15 06:00:00;28,8000;48,5318;26,1931;21,2759;18,0659;86,4291;95,3954;68,7443;87,3451;87,5609;17,9228;14,4320;62,6567;42,7044;-10,0000;0,0000;0,0000
2024-03-15 06:15:00;31,7800;10,3240;73,2604;38,0955;11,7615;82,4897;34,7335;36,5732;30,0728;78,1345;8,6219;86,2148;47,4581;54,6723;85,7506;180,0112;94,9094
15.03.2024 06:30:00;34,8300;24,5434;50,7250;45,8797;20,4248;18,3316;14,3674;11,4540;86,7916;46,3890;66,6746;17,6479;0,6425;16,2182;174,8909;347,5950;217,2554
2024-03-15 06:45:00;41,7000;72,7642;55,0640;49,1481;99,7589;37,2695;23,3558;67,0035;34,8956;58,9048;91,7530;6,3472;64,2077;58,0733;263,2347;513,6813;300,9403
15.03.2024 07:00:00;41,3000;35,0587;12,4300;99,8439;45,9014;91,7577;95,3999;66,5352;51,3202;30,1631;61,7584;29,2461;57,8756;67,7574;350,1392;677,0616;407,8851
2024-03-15 07:15:00;40,4300;70,2537;6,9462;90,0555;44,3138;64,9268;70,0558;50,0749;74,1753;54,7296;17,2236;55,3506;59,3083;19,9053;427,7487;822,9675;542,2598
2024-03-15 07:30:00;40,6400;63,7089;88,0206;44,3929;92,4154;81,3763;48,3117;85,7105;62,4474;1,2367;79,0945;48,8627;85,6914;14,7433;519,7427;995,9164;545,8605
2024-03-15 07:45:00;45,1800;18,9795;97,6752;30,6488;21,5436;65,2899;14,8694;32,4682;5,2600;12,9651;44,2761;83,2108;48,5378;47,7665;-999.0;1.145,6088;589,1202
2024-03-15 08:00:00;50,7900;48,6214;53,5650;65,1400;92,8857;12,5760;86,6970;39,4443;74,3296;20,0434;59,9324;10,4163;5,7032;30,5023;697,0324;1.329,2209;725,1912
2024-03-15 08:15:00;50,9300;84,0096;80,5492;29,3624;71,0022;43,5373;12,5483;71,5172;62,5563;99,8300;80,5530;92,7024;84,6920;38,3883;-999.0;1.583,5182;941,8495
2024-03-15 08:30:00;51,3800;84,5264;10,4119;19,2342;36,0820;11,2339;42,6711;86,9060;69,2765;65,0207;33,7082;68,4744;13,9659;67,0481;828,0775;1.575,5857;735,0913
2024-03-15 08:45:00;53,0600;70,4818;77,6803;72,2109;29,8187;83,0139;15,8590;20,9733;64,0559;24,4771;4,2721;29,7877;60,9830;22,2038;928,7415;1.764,8340;902,8363
2024-03-15 09:00:00;51,2400;54,3063;13,7585;92,5990;65,7457;30,1629;15,1342;63,5592;50,1801;57,0345;44,7474;88,0180;95,3707;26,5468;903,6332;1.717,6304;659,7651
15.03.2024 09:15:00;60,6400;76,2521;81,8210;28,5403;36,1447;59,5174;56,5118;60,7972;95,2726;32,3729;8,9135;42,9360;67,5020;55,6371;1.076,8875;2.043,3485;1.079,8669
2024-03-15 09:30:00;54,3400;27,1841;36,1549;33,8183;65,4889;28,5379;83,6136;45,9845;41,9867;87,7494;49,8702;74,2514;91,9427;34,9112;1.060,0282;2.011,6531;1.080,6650
2024-03-15 09:45:00;56,2500;41,7596;35,2509;98,2799;77,6576;62,1964;96,6611;25,3961;70,3454;36,0085;67,0063;74,5168;91,2423;0,7424;1.088,0223;2.064,2819;1.058,4285
