System Export Report
Generated: 2024-03-17
Status: OK
timestamp	,inverter_temperature_C,grid_export_raw,irradiance_w_m2,panel_efficiency_pct,ambient_temp_C,voltage_V,current_A,frequency_Hz,reactive_power_kvar,sensor_v1_legacy,estimated_yield_daily ,cloud_cover_pct,humidity_pct,wind_speed_ms,output ,output,forecast_yield
2024-03-14 02:45:00,31.09,22.1097,21.3418,85.4207,42.7009,25.9678,76.631,2.8261,30.1125,50.5661,79.0491,36.5048,45.7678,40.9611,0.0,0.0,0.0
2024-03-14 03:00:00,33.69,98.5156,11.6089,10.9082,98.5174,32.9586,23.6988,9.5507,13.2539,18.7572,41.0447,15.5601,65.3354,75.4412,0.0,0.0,0.0
2024-13-40 88:99:00,28.84,76.4518,7.458,17.6532,95.5217,4.1974,62.914,87.8358,80.5944,62.9519,95.0926,1.4397,70.1166,81.9031,591.2498,0.0,0.0
2024-03-14 03:30:00,31.17,12.019,52.6647,20.9113,12.8296,71.5476,25.9997,57.5205,48.5113,57.6793,99.7549,15.3983,20.153,50.1125,0.0,0.0,0.0
2024-03-14 03:45:00,32.81,36.0031,34.5187,64.1154,74.3183,20.6428,68.1422,2.515,9.0154,42.0,22.8923,1.8036,5.4113,4.7323,0.0,0.0,0.0
2024-03-14 04:00:00,30.22,97.44,79.857,32.4273,39.8578,86.5581,7.6843,13.8381,44.1574,92.8291,21.6265,53.6549,12.6176,95.1296,0.0,0.0,0.0
2024-03-14 04:15:00,30.2,7.1705,32.7761,77.4078,40.4386,90.7849,50.0618,70.1179,46.6274,12.8307,50.0878,91.6437,25.616,60.5547,0.0,0.0,0.0
2024-03-14 04:30:00,31.1,83.3645,92.3582,99.4636,98.1231,67.2339,15.1173,80.3563,57.7193,8.9581,51.0203,66.6233,90.569,44.5487,0.0,0.0,0.0
2024-03-14 04:45:00,31.0,66.3625,22.2697,55.2666,61.6304,4.2548,87.3999,83.9758,44.6904,55.2592,52.6229,91.6616,70.0331,44.9857,0.0,0.0,0.0
14.03.2024 05:00:00,30.0,54.7777,79.2706,98.6196,47.5254,30.057,47.5766,42.4012,25.4846,89.2819,7.9753,64.2394,35.2553,74.8283,0.0,0.0,0.0
2024-03-14 05:15:00,30.96,2.3554,86.3488,38.4945,90.9454,97.8208,84.6745,81.3158,64.892,75.6459,89.7489,19.3468,4.3113,90.7858,0.0,0.0,0.0
2024-03-14 05:30:00,27.9,89.2963,62.8099,64.3587,80.217,78.8665,28.7587,75.5939,53.5717,26.5174,78.0113,7.4509,29.5389,26.4547,0.0,0.0,0.0
2024-03-14 05:45:00,34.44,72.4619,18.7857,24.5522,15.0844,48.5925,4.6987,10.5815,13.5699,95.8394,50.061,50.9366,6.2815,48.8182,0.0,0.0,0.0
2024-03-14 06:00:00,29.13,28.1312,9.8392,31.9418,80.9404,31.6065,64.8158,87.2223,88.723,35.0458,25.3931,46.364,6.8726,85.2195,0.0,0.0,0.0
14.03.2024 06:15:00,35.54,52.2653,8.6547,55.4759,86.7023,85.9002,87.5179,53.881,58.5031,16.9371,68.3439,30.423,14.0828,63.0972,11.5288,21.6742,9.9942
2024-03-14 06:30:00,32.7,52.9727,61.0328,47.4319,41.5349,48.3893,1.0228,43.646,53.6469,75.4032,18.4664,2.6241,22.8111,37.1774,24.1684,45.4367,28.9141
2024-03-14 06:45:00,37.86,68.374,29.441,32.9997,88.3842,34.8034,36.7613,84.8852,94.2298,73.285,80.6695,94.5568,18.0983,66.0517,34.4802,64.8228,40.5508
2024-03-14 07:00:00,39.92,39.7523,91.7689,53.4054,46.6014,37.5529,28.2547,97.4883,8.8025,31.0225,82.5275,88.0825,73.0932,50.5352,43.9822,82.6866,29.6885
2024-03-14 07:15:00,43.12,83.955,17.7864,88.2373,63.7829,64.2314,53.5616,31.7985,0.257,17.0214,17.3314,91.7326,11.8883,87.2123,54.8045,103.0325,57.1855
2024-03-14 07:30:00,44.21,42.7925,81.7123,35.3363,52.2208,2.0426,60.939,92.5782,41.7112,83.8004,88.5058,11.4888,61.7381,15.9481,65.2139,122.6021,69.4701
2024-03-14 07:45:00,43.76,15.8328,42.1873,15.9604,63.9995,32.2776,53.4571,5.0381,72.2786,17.8471,35.1763,2.1242,58.5149,2.3797,75.6954,142.3073,84.8684
2024-03-14 08:00:00,46.83,72.5167,6.8437,48.6011,34.8409,2.4367,71.3569,31.5269,53.2657,24.5449,45.2157,47.8182,60.2331,98.8322,-999.0,157.9945,81.6349
2024-03-14 08:15:00,52.03,57.7153,14.0818,72.4728,23.896,71.9974,95.1968,14.6277,5.6151,19.6068,41.1583,52.5422,15.0297,12.1609,98.0642,184.3607,106.719
14.03.2024 08:30:00,51.62,25.0892,51.0309,71.4412,91.2387,48.9471,48.8624,39.3854,16.3498,82.5006,54.9616,25.5609,49.0942,52.7472,109.8219,206.4652,106.7946
2024-03-14 08:45:00,52.79,69.5569,21.788,35.2557,71.0955,35.6014,46.906,96.6614,23.1074,63.027,29.9461,76.4414,95.0382,52.1613,116.6416,219.2862,135.3547
14.03.2024 09:00:00,54.86,25.7747,94.182,80.3539,58.0171,81.4522,47.2466,99.8181,60.2924,72.3908,6.7951,63.123,50.3506,71.6775,124.6828,234.4037,89.472
14.03.2024 09:15:00,56.52,81.9457,57.5457,11.4619,77.68,41.933,26.7041,74.4241,5.5552,73.7375,93.6067,56.0008,94.1747,65.667,138.2298,259.872,118.329
2024-03-14 09:30:00,58.07,95.2483,60.5452,15.7821,37.2108,56.0782,56.2869,46.7653,19.4433,16.3775,72.5986,37.6333,83.2507,99.3933,137.3236,258.1683,149.4116
2024-03-14 09:45:00,57.83,13.609,20.492,6.2562,46.4928,20.112,87.8808,48.5418,81.4098,53.7073,62.0447,58.6731,15.9744,82.649,146.4955,275.4116,79.83
2024-03-14 10:00:00,62.37,5.83,88.4882,39.8369,86.2405,22.9747,92.465,81.9677,86.3528,51.3168,22.1703,83.5061,90.8801,74.7996,153.0077,287.6545,171.5843
2024-03-14 10:15:00,65.04,22.9841,29.9579,90.0954,44.577,56.0962,38.3289,64.503,22.5643,3.5611,43.3964,88.8535,70.5913,53.9646,150.8266,283.554,126.6765
2024-03-14 10:30:00,66.0,28.4781,23.0953,74.3065,31.5726,71.7314,69.6229,41.7776,74.0094,56.3842,36.9537,13.2328,40.6679,2.9572,165.7879,311.6813,123.2457
2024-03-14 10:45:00,60.08,89.9057,0.6859,37.432,35.0969,64.0242,86.3594,37.0047,11.0339,72.9091,59.4374,21.8956,48.1275,32.3264,175.9587,330.8023,153.527
2024-03-14 11:00:00,61.19,64.6419,91.3793,21.2112,44.6244,26.2255,36.8409,41.7611,1.8829,20.7997,72.4401,12.6905,2.1829,17.3913,159.2039,299.3034,177.1976
14.03.2024 11:15:00,64.19,55.3926,93.3297,7.1275,8.1263,6.7076,21.3286,81.1315,26.9569,70.6362,43.5798,88.5492,55.1361,48.5508,-999.0,327.6479,148.59
2024-03-14 11:30:00,67.07,45.3678,47.1425,1.8507,20.4412,41.3661,91.9064,52.7791,25.0777,22.3589,8.4746,23.1699,91.1529,81.2643,163.4708,307.3251,166.9856
2024-03-14 11:45:00,70.02,89.4577,15.3128,25.7281,42.1731,67.0887,88.9244,43.816,62.3404,96.4081,60.1547,82.4412,51.3952,58.0181,197.0833,370.5165,227.8876
2024-03-14 12:00:00,65.95,99.8789,42.2162,22.1424,29.4866,39.5384,11.8903,3.551,76.5646,45.0174,66.7835,33.1804,11.5746,34.8696,190.7442,358.5991,179.6829
2024-03-14 12:15:00,68.13,32.9954,49.8534,19.4257,79.0274,49.6906,64.6354,20.8345,91.0655,66.6512,97.4787,61.2333,66.0375,25.7112,195.4669,367.4777,234.7817
,,,,,,,,,,,,,,,,,
2024-03-14 12:30:00,69.14,92.9893,15.5837,43.0089,61.0112,41.8759,42.6244,40.2403,17.3227,99.0109,32.634,53.5964,87.899,0.6645,181.9369,342.0415,138.6664
2024-03-14 12:45:00,63.15,93.8263,18.5624,14.8846,48.9845,28.0415,97.8942,17.2232,31.3744,42.3794,37.2175,73.7518,26.6186,38.4665,176.0269,330.9305,165.5017
2024-03-14 13:00:00,66.76,47.3565,66.2615,51.9441,22.3264,63.6221,88.4233,55.4562,39.6108,87.1581,26.5876,30.5551,99.4566,52.5507,181.6812,341.5606,165.0143
2024-03-14 13:15:00,67.51,13.2306,19.4507,80.4947,98.8823,10.9273,73.4673,99.737,57.1279,82.6858,49.0696,81.5806,4.6882,16.8915,170.7149,320.9439,168.7964
2024-03-14 13:30:00,65.17,15.3906,38.4593,45.3936,74.0494,74.5726,77.6527,14.7713,12.6278,41.1255,26.1479,54.7975,53.5616,6.913,-999.0,283.2902,166.7802
14.03.2024 13:45:00,60.85,38.4891,54.8931,9.577,46.049,28.7404,26.5611,99.0135,58.3944,67.2255,20.2541,87.1546,1.9542,7.4142,155.6346,292.593,144.9079
14.03.2024 14:00:00,58.53,45.1782,15.8322,62.0242,66.6878,72.5426,41.8318,62.1416,6.789,34.806,43.2715,82.5203,32.7325,64.2551,141.6581,266.3172,149.59
2024-03-14 14:15:00,62.9,27.0037,43.5698,68.7405,88.7932,12.5157,46.0007,23.0422,59.1964,40.6673,49.9305,38.7516,2.9834,34.6594,150.8324,283.5649,102.0053
2024-03-14 14:30:00,54.49,81.767,54.2268,13.6037,18.1743,21.5086,17.226,54.3671,54.04,93.7524,31.9606,47.2534,78.6735,23.4848,136.6378,256.8791,152.3061
2024-03-14 14:45:00,54.28,22.7997,76.6625,62.8559,81.6834,78.0447,91.1581,44.6634,4.0416,51.6637,77.0248,81.5736,38.6699,36.6551,-999.0,234.8088,133.6064
2024-03-14 15:00:00,53.33,73.9659,26.4799,76.4534,67.1016,5.6488,68.4366,83.9489,44.8672,93.0147,84.4057,15.7952,74.1874,70.3799,117.9336,221.7152,108.0705
2024-03-14 15:15:00,52.35,9.2435,70.9563,73.4668,74.5122,53.3124,45.7826,30.6329,84.9883,56.6744,56.052,17.0265,21.034,6.2903,118.7729,223.2931,139.0245
2024-03-14 15:30:00,50.8,69.9332,20.1034,85.7517,12.3926,82.7753,39.5589,65.038,6.1525,87.0052,90.9284,89.6969,8.169,3.3397,106.3261,199.8932,107.4604
2024-03-14 15:45:00,49.73,73.2146,63.9534,64.4758,41.4172,98.4443,19.3685,76.4199,52.3656,42.3308,44.3321,39.5909,69.6562,92.642,97.4671,183.2382,92.5683
2024-03-14 16:00:00,49.57,98.9382,47.7457,6.2063,6.8442,51.5783,14.3843,38.0184,26.9497,91.9373,71.7342,65.0817,15.099,19.458,83.8611,157.6588,63.566
2024-03-14 16:15:00,43.37,38.2873,64.2813,69.3786,68.2908,19.986,86.2987,88.3443,67.5446,83.4568,25.8638,60.3275,97.7433,26.5301,77.1105,144.9677,55.5813
2024-03-14 16:30:00,41.02,11.5106,14.1859,41.7353,64.8389,14.2685,38.8238,64.2653,45.6552,2.5039,28.9996,11.0207,85.5934,0.2057,65.1992,122.5745,73.8852
2024-03-14 16:45:00,43.72,99.6379,97.8316,93.8255,87.9565,40.8673,57.0368,98.9309,70.3025,15.8189,33.8287,5.8625,78.1946,9.1678,53.5128,100.6041,39.894
2024-13-40 88:99:00,35.92,37.7961,17.502,68.8111,52.1625,75.9482,98.6933,38.5885,72.4057,25.9103,77.0319,22.1825,33.934,92.642,591.2498,82.9353,53.3554
2024-03-14 17:15:00,37.36,33.113,49.208,38.6403,52.0424,8.8623,47.2536,29.8956,60.5182,16.8609,36.2368,84.6653,95.1905,89.341,34.8416,65.5022,31.9871
2024-03-14 17:30:00,33.55,38.5669,52.0145,17.6437,38.7991,59.3326,55.0838,18.0463,80.995,25.5415,70.1836,1.2635,29.0354,26.2631,24.0373,45.19,25.4446
2024-03-14 17:45:00,28.56,25.0952,40.685,13.8426,80.7587,3.3591,59.9315,57.489,15.1938,80.4159,11.7573,7.9585,24.6652,89.626,11.2075,21.0701,11.5628
2024-03-14 18:00:00,29.92,60.0659,30.8136,7.8499,96.1149,12.6615,30.433,95.4135,76.4095,19.3316,33.7205,10.0194,0.1665,18.5532,-999.0,0.0,0.0
2024-03-14 18:15:00,29.31,29.6802,63.9247,3.8341,58.346,15.834,29.1318,28.336,29.6827,54.3217,81.0284,91.0983,40.8636,86.6992,0.0,0.0,0.0
2024-03-14 18:30:00,30.77,46.0993,16.3382,3.4266,36.6922,60.1961,74.2946,23.194,25.1872,55.9781,24.9156,28.1791,22.8641,63.9607,0.0,0.0,0.0
2024-03-14 18:45:00,32.42,75.4728,64.0114,12.3837,73.4147,54.2499,46.6236,11.1576,98.9738,55.6623,36.5454,2.0425,99.9863,76.7002,0.0,0.0,0.0
2024-03-14 19:00:00,28.79,25.6608,79.3536,63.885,70.9146,78.1332,96.8753,92.4635,43.648,50.8974,34.1843,83.2944,13.1309,39.8933,0.0,0.0,0.0
2024-03-14 19:15:00,32.22,24.9059,96.1584,55.988,53.6137,95.4244,23.0956,90.4134,13.469,55.3178,90.121,54.8484,23.1401,97.2484,0.0,0.0,0.0
2024-03-14 19:30:00,27.79,97.2084,75.9862,25.1785,92.7936,37.2867,44.9464,64.2623,91.1702,89.0529,47.3765,94.6031,16.1702,49.1919,0.0,0.0,0.0
2024-03-14 19:45:00,28.56,92.1132,45.41,61.503,62.4019,32.7124,78.4955,12.4522,9.8744,37.7896,2.6184,29.8241,84.5207,88.7603,888888.8,0.0,0.0
2024-03-14 20:00:00,29.57,62.7592,33.7926,89.2235,11.6433,12.3071,89.353,78.7096,19.0228,97.5223,23.0074,58.4229,30.2848,99.703,0.0,0.0,0.0
2024-03-14 20:15:00,28.0,10.7517,20.0026,51.8073,56.7365,20.5867,33.3869,48.6233,32.9612,13.5756,93.2163,10.2352,19.2841,64.072,0.0,0.0,0.0
2024-03-14 20:30:00,28.98,44.7292,80.3749,86.9263,15.5194,96.6951,26.0015,51.3527,70.1743,77.9502,7.2281,49.5796,3.7181,11.631,0.0,0.0,0.0
2024-03-14 20:45:00,31.27,94.4098,62.1732,80.7866,23.8124,49.311,13.0574,86.9119,57.9575,70.9066,1.9461,16.005,80.3888,47.1038,0.0,0.0,0.0
2024-03-14 21:00:00,32.49,41.2527,50.6966,73.783,68.3151,61.6808,23.2779,9.3758,45.8399,95.7467,94.1294,25.1647,3.8977,30.115,0.0,0.0,0.0
2024-03-14 21:15:00,30.06,8.8198,87.9552,94.1294,47.7208,15.1605,28.553,94.2426,75.0596,57.9951,10.0327,75.34,46.7719,36.8203,0.0,0.0,0.0
2024-03-14 21:30:00,31.54,73.8155,95.834,83.1809,78.151,20.4818,34.945,85.0335,86.2522,37.811,41.1697,59.4139,46.6547,46.2009,0.0,0.0,0.0
2024-03-14 21:45:00,29.4,15.5201,12.2388,25.9891,35.3741,97.7313,85.1704,17.1013,57.3154,87.1251,78.9524,62.7859,21.5742,11.7115,0.0,0.0,0.0
14.03.2024 22:00:00,30.63,78.0796,90.5915,45.8226,20.219,20.7795,17.2627,39.4658,23.3189,77.4673,53.7087,9.6673,29.6187,34.3465,0.0,0.0,0.0
2024-03-14 22:15:00,32.76,56.0621,4.769,87.7418,60.0097,40.3193,44.9449,25.591,67.0884,77.3455,49.5232,21.343,63.8976,88.1883,0.0,0.0,0.0
2024-03-14 22:30:00,33.28,72.5885,32.5925,43.5519,75.035,73.5639,10.5264,18.0501,30.3734,0.3384,31.0738,66.2615,13.3694,71.4462,0.0,0.0,0.0
2024-03-14 22:45:00,32.25,64.2704,87.8898,75.9055,91.3255,60.3054,79.3904,63.1897,70.2323,24.936,27.1141,17.1785,2.9133,23.6093,0.0,0.0,0.0
2024-03-14 23:00:00,31.26,19.0898,23.2252,75.9198,45.9952,37.6835,51.7329,43.9103,1.7959,29.5621,5.3059,18.9589,70.3179,24.8223,0.0,0.0,0.0
2024-03-14 23:15:00,32.13,99.888,61.6982,92.9276,20.9834,98.6174,71.7278,18.5698,95.04,58.7968,21.2821,5.424,33.0162,74.6823,0.0,0.0,0.0
14.03.2024 23:30:00,29.8,60.9323,84.5517,53.7577,70.2088,93.4137,27.5312,82.8397,88.3713,73.7791,31.09,63.3025,98.9978,36.7327,0.0,0.0,0.0
2024-03-14 23:45:00,25.98,93.7766,87.3026,1.4582,79.5328,26.0722,66.6059,43.7525,87.9235,39.1183,44.9634,65.045,73.6896,98.174,0.0,0.0,0.0
15.03.2024 00:00:00,29.38,94.0794,3.713,80.9656,45.4298,74.7345,91.7706,15.0162,93.7391,9.7329,28.2201,17.8056,98.1672,68.8512,0.0,0.0,0.0
15.03.2024 00:15:00,30.12,63.2456,42.7477,37.5526,62.1603,68.2333,35.6996,15.8863,9.9167,91.1137,4.5986,5.5871,65.8709,84.1678,0.0,0.0,0.0
2024-03-15 00:30:00,30.92,62.2798,75.6197,35.52,69.8914,95.2966,83.6806,9.8105,47.7169,78.6107,91.5701,47.6518,84.1885,34.4088,0.0,0.0,0.0
2024-03-15 00:45:00,28.32,72.1861,30.4816,16.3327,65.7376,97.1315,12.5213,39.7768,77.1288,29.6538,60.2733,74.0209,94.2175,48.3856,0.0,0.0,0.0
2024-03-15 01:00:00,31.66,89.895,22.9722,55.7112,3.0795,84.6407,76.8955,97.3655,63.3951,39.2788,21.9942,14.008,28.7576,29.2373,0.0,0.0,0.0
2024-03-15 01:15:00,30.19,38.5121,93.2282,76.8614,43.82,47.5486,31.0086,93.0634,40.5371,5.1634,39.7256,91.2881,70.3377,27.3511,0.0,0.0,0.0
2024-03-15 01:30:00,32.56,67.1025,10.8972,37.0172,79.4499,25.5754,69.6328,96.2136,12.303,72.962,86.4415,36.5126,2.387,83.1724,0.0,0.0,0.0
2024-03-15 01:45:00,26.6,21.4598,2.275,71.4772,87.8586,36.417,86.4898,54.3088,0.8033,40.3147,33.4511,24.0101,65.1609,67.5102,0.0,0.0,0.0
2024-03-15 02:00:00,28.35,52.8375,95.485,28.5908,90.9902,36.4935,42.5237,90.2812,41.8785,42.2832,49.5737,9.6958,50.2444,0.9394,0.0,0.0,0.0
2024-03-15 02:15:00,32.79,79.0493,81.3918,73.2943,67.9749,33.186,99.0676,72.9366,73.0418,17.0357,48.8372,6.5075,33.184,66.3782,0.0,0.0,0.0
2024-03-15 02:30:00,28.0,41.6293,54.9159,99.7748,95.4897,60.4781,46.6894,75.9751,43.6104,96.4621,90.9148,86.2199,77.2526,61.7667,0.0,0.0,0.0
2024-03-15 02:45:00,30.77,65.349,2.432,7.4783,1.5177,3.38,10.5451,88.6492,60.2623,45.2903,26.3914,50.6483,39.7763,35.2655,0.0,0.0,0.0
2024-03-15 03:00:00,33.66,52.7357,30.4413,88.7576,80.0236,8.5592,25.9582,67.3455,72.7724,40.8241,43.3437,62.8399,69.8266,96.9872,0.0,0.0,0.0
2024-03-15 03:15:00,31.72,69.498,93.9948,99.0179,95.6357,39.1537,19.9259,14.1608,96.0009,51.8565,59.9148,9.9549,6.2086,35.2398,0.0,0.0,0.0
2024-03-15 03:30:00,27.51,46.2653,27.8598,26.1567,64.1621,85.143,96.0093,20.6895,5.0285,65.7948,43.5243,73.1749,53.9176,56.0486,0.0,0.0,0.0
15.03.2024 03:45:00,31.92,52.8179,26.0078,34.2181,21.9485,31.5335,44.432,81.5771,26.4554,10.6792,96.1546,82.4748,23.0269,91.5578,0.0,0.0,0.0
2024-03-15 04:00:00,31.22,14.3642,8.1048,24.2825,81.9404,43.8977,64.7228,24.7574,31.7145,92.3497,36.8425,31.1562,66.2033,97.3999,0.0,0.0,0.0
2024-03-15 04:15:00,32.63,62.2067,65.4779,26.4164,17.038,77.3203,64.1242,60.5667,76.9611,41.0966,15.6411,47.7098,41.6468,50.9793,0.0,0.0,0.0
2024-03-15 04:30:00,30.98,91.153,0.053,15.8484,60.0474,92.486,98.6036,57.7526,17.232,10.4025,91.7802,33.1283,53.0617,59.056,0.0,0.0,0.0
2024-03-15 04:45:00,32.34,54.7906,67.7362,8.9582,84.4143,50.9741,60.9796,57.2532,0.418,23.1898,44.1794,26.8557,35.6285,10.4047,0.0,0.0,0.0
2024-03-15 05:00:00,29.36,41.097,9.8603,1.3339,71.5837,81.9226,58.7284,31.9454,77.9652,37.5864,97.3267,70.4575,96.0045,53.3649,0.0,0.0,0.0
2024-03-15 05:15:00,32.87,13.0047,14.7941,61.4604,63.2137,59.8811,58.2718,65.4121,42.9196,58.699,86.6023,59.5429,0.1478,93.2473,0.0,0.0,0.0
2024-03-15 05:30:00,30.7,46.7077,60.4252,34.5631,38.7914,74.0609,71.8832,90.8092,8.0783,38.8254,19.9965,55.4592,6.3926,0.7265,0.0,0.0,0.0
2024-03-15 05:45:00,28.6,13.1567,31.9588,18.5537,68.045,47.0956,97.4619,44.6724,22.7216,12.2415,14.7895,28.6197,94.5196,19.5171,0.0,0.0,0.0
15.03.2024 06:00:00,30.35,68.0913,60.1762,51.9379,50.3227,56.1533,85.0931,14.2323,65.1337,38.5323,84.8791,16.8069,0.4742,21.596,0.0,0.0,0.0
2024-03-15 06:15:00,33.14,11.6031,20.6462,83.1486,40.5032,52.4922,28.9616,68.0022,6.2168,16.502,77.0339,71.2889,45.5822,28.3881,11.2897,21.2247,10.9966
2024-03-15 06:30:00,30.57,98.5971,71.1292,18.0229,20.9717,21.627,70.5711,8.4693,58.6826,0.1145,70.4424,2.8099,42.372,54.1715,22.3771,42.069,22.4511
2024-03-15 06:45:00,41.03,54.9909,56.4783,43.8826,7.7735,79.3761,86.8844,97.0851,62.0192,32.4241,29.0012,13.3356,74.7818,59.1533,33.6392,63.2416,37.1657
2024-03-15 07:00:00,33.92,94.0821,31.4341,56.771,53.9101,22.8686,13.51,49.6074,71.7002,8.6032,86.0833,1.7274,67.9123,95.5427,44.8145,84.2513,41.6095
2024-03-15 07:15:00,44.14,33.5603,78.8561,36.7877,20.3347,69.4507,30.2613,31.6992,21.3749,69.3305,65.3354,10.7185,21.9219,47.9104,57.2809,107.6881,63.3766
2024-03-15 07:30:00,45.32,53.0761,43.7783,84.3894,38.8674,21.9458,99.886,15.0644,35.795,89.7486,91.2722,11.0465,12.9961,3.5141,62.2839,117.0937,77.6212
2024-03-15 07:45:00,45.87,45.2759,92.119,4.6703,19.0889,50.8355,82.8738,12.8982,85.876,92.9867,83.8933,31.2488,57.0187,9.8033,78.9204,148.3703,106.8286
2024-03-15 08:00:00,42.95,45.5572,10.4352,59.819,40.8159,33.1791,41.9179,35.7008,62.758,50.0381,41.5167,22.5798,5.4766,7.1642,-999.0,149.4996,85.691
2024-03-15 08:15:00,49.52,65.9379,95.7584,93.7523,4.4398,66.2155,8.5125,84.0319,84.6325,24.1721,1.8005,42.1585,42.5428,26.2966,107.2173,201.5684,124.8502
2024-03-15 08:30:00,52.05,20.054,95.7518,94.2631,69.4529,75.2259,14.9462,24.6184,51.9217,82.2964,97.2816,95.6667,66.6546,75.67,106.0591,199.3912,131.516
2024-03-15 08:45:00,50.65,88.0163,9.5583,5.3719,73.9444,19.135,2.0345,56.7188,95.3492,30.8193,7.7551,34.8627,21.709,21.0566,110.2321,207.2364,126.8459
2024-03-15 09:00:00,53.25,90.083,50.1721,25.5609,83.6746,26.3048,96.2587,86.0754,44.4729,93.3579,34.906,3.3504,24.5973,10.5951,118.3001,222.4041,153.1695
2024-03-15 09:15:00,61.36,9.6062,32.4798,7.8807,26.4736,76.4205,16.9477,55.8116,13.0325,68.2533,81.499,84.4111,77.1639,73.5729,145.22,273.0135,125.5762
2024-03-15 09:30:00,55.62,31.585,99.8733,30.4629,38.3237,38.9542,16.0305,46.5123,78.5271,69.4816,90.5184,15.4598,77.7877,62.2997,-999.0,256.5555,125.8114
2024-03-15 09:45:00,57.28,78.7345,18.9231,20.8312,69.7651,89.1653,85.2479,38.2066,67.859,22.6013,47.6168,29.975,99.0497,54.3627,142.7963,268.4571,161.3913
2024-03-15 10:00:00,60.32,60.0628,20.798,29.0012,80.4332,3.6412,83.2952,74.4652,78.7689,46.2816,38.5625,98.3713,30.3556,45.9939,154.8356,291.091,155.3481
15.03.2024 10:15:00,63.61,59.0608,53.2018,32.7725,66.4157,15.2662,74.3621,51.3203,13.4123,38.4464,75.109,88.068,38.4512,67.9669,161.8394,304.2582,162.3554
2024-03-15 10:30:00,57.15,70.5535,61.5928,15.3701,15.6623,24.4042,15.3985,8.8282,27.2275,18.0605,66.159,26.0234,88.8559,89.5123,158.2269,297.4667,136.7714
2024-03-15 10:45:00,72.65,65.5564,76.0494,95.9547,30.1533,36.3515,76.8969,22.4975,52.818,2.455,63.0585,90.7421,52.0838,41.6649,183.493,344.9669,226.7856
2024-03-15 11:00:00,63.52,33.8446,79.4853,14.1057,43.5044,8.5341,28.0719,61.107,33.6962,9.8105,82.5864,56.6505,5.395,73.0387,173.8427,326.8244,196.2814
15.03.2024 11:15:00,65.91,88.0312,2.4761,59.5689,43.7983,29.952,33.6468,21.8615,46.0713,22.4782,49.1045,85.5964,67.0373,60.548,178.767,336.082,173.3302
2024-03-15 11:30:00,64.68,63.3258,56.3696,26.6609,66.6764,19.7837,23.4186,96.5465,0.7971,8.4428,24.6242,76.0734,15.0431,73.4748,171.1249,321.7148,160.7346
2024-03-15 11:45:00,63.39,38.574,76.7567,42.6325,43.1342,33.3604,66.84,61.4442,90.7731,35.019,63.853,91.3698,24.2513,61.4681,171.6103,322.6273,124.7996
2024-03-15 12:00:00,63.19,90.7281,45.3044,54.9501,22.6627,10.3095,39.9535,58.2697,50.0617,59.2363,11.2654,69.7405,76.688,44.9731,175.8506,330.5992,206.2701
