System Export Report
Generated: 2024-03-17
Status: OK
timestamp	,inverter_temperature_C,grid_export_raw,irradiance_w_m2,panel_efficiency_pct,ambient_temp_C,voltage_V,current_A,frequency_Hz,reactive_power_kvar,sensor_v1_legacy,estimated_yield_daily ,cloud_cover_pct,humidity_pct,wind_speed_ms,mwh_yield ,mwh_yield,forecast_yield
2024-03-14 02:45:00,30.21,47.7176,62.32,97.5549,1.7601,88.1207,41.1936,16.6213,55.9467,64.9878,79.7739,68.9483,58.2657,17.6637,0.05,0.0,0.0
2024-03-14 03:00:00,30.86,99.3722,70.1445,97.9349,51.7724,1.0713,77.6485,33.2015,1.3562,25.6128,0.5902,32.9123,9.9189,3.2495,0.05,0.0,0.0
2024-03-14 03:15:00,29.68,62.2298,65.9197,65.566,77.771,16.4808,8.3736,90.1357,29.1545,55.6533,90.2348,97.7224,38.9305,73.7728,0.05,0.0,0.0
2024-03-14 03:30:00,31.59,93.1586,68.238,89.5805,6.9377,77.557,49.3969,99.2422,99.2182,0.793,14.2445,98.8428,19.5618,53.2909,0.05,0.0,0.0
2024-03-14 03:45:00,29.96,68.0297,7.8659,62.3395,84.5607,96.5434,63.9083,29.6476,42.3737,1.3966,79.1086,15.5941,1.8138,48.3464,0.05,0.0,0.0
14.03.2024 04:00:00,30.75,43.5498,13.9812,13.6034,54.4832,95.2552,49.1832,77.1467,76.9107,78.672,68.6246,45.3251,24.2438,41.276,0.05,0.0,0.0
2024-03-14 04:15:00,29.5,18.9611,32.6619,21.1836,97.0335,1.0072,89.0064,43.9743,21.1676,63.9774,78.8202,66.9789,98.6159,63.7836,0.05,0.0,0.0
2024-03-14 04:30:00,27.65,73.4773,35.7292,80.7781,2.9777,62.3058,84.3961,13.1971,96.3472,82.6629,56.2738,73.9091,72.8137,14.9346,0.05,0.0,0.0
2024-03-14 04:45:00,32.37,76.8013,43.7322,48.8822,26.1233,41.1749,76.9055,77.8626,61.0004,71.3786,68.9068,29.9183,85.5853,14.3233,0.05,0.0,0.0
2024-03-14 05:00:00,30.93,54.3134,1.1832,52.2711,26.6029,53.5036,0.3461,12.2122,90.6505,13.158,18.2144,98.9577,25.1012,87.9729,0.05,0.0,0.0
2024-03-14 05:15:00,30.61,32.6732,40.0616,48.2455,87.811,29.6904,29.166,29.4125,37.4178,95.2572,8.3182,27.5915,23.601,84.1351,0.05,0.0,0.0
2024-03-14 05:30:00,28.91,27.0994,11.8088,18.3688,19.1597,52.5041,96.447,27.4927,51.8311,28.3398,23.499,55.0701,39.1877,63.0363,0.05,0.0,0.0
14.03.2024 05:45:00,31.09,79.4203,44.4421,44.3251,17.4778,18.9008,97.8351,68.1261,59.3521,72.4969,37.7365,17.3666,45.6266,75.2376,0.05,0.0,0.0
2024-03-14 06:00:00,28.41,36.8285,8.3481,58.9213,59.8029,56.9352,87.596,48.2121,85.9213,99.5706,96.753,4.774,22.5715,31.8127,0.05,0.0,0.0
2024-03-14 06:15:00,34.23,29.1299,2.6456,42.2358,30.4787,41.5212,26.7983,24.6887,60.8537,23.9779,61.9674,31.6898,1.6439,61.3087,0.0807,0.0576,0.0298
2024-03-14 06:30:00,34.0,95.8984,3.6478,9.6627,14.2352,99.5285,87.8448,34.4806,26.5479,6.6945,32.5147,95.6942,33.4877,62.7343,0.1102,0.1131,0.0559
2024-03-14 06:45:00,35.61,42.541,40.1364,43.931,82.0226,92.1304,37.2803,62.8162,28.2267,75.1067,13.2566,68.6066,72.203,85.4275,0.1317,0.1536,0.0889
2024-03-14 07:00:00,39.42,63.946,96.2302,20.7701,30.4251,45.5563,14.209,31.3185,82.8712,87.5325,55.1553,50.2644,47.4698,45.4615,0.1663,0.2186,0.1434
2024-03-14 07:15:00,42.58,61.0498,65.1799,0.6769,92.3558,30.9767,52.7264,46.7104,69.5298,54.0719,81.5875,34.1172,15.1524,46.8804,0.1962,0.2749,0.1582
14.03.2024 07:30:00,45.18,93.3912,39.4466,67.4093,77.2577,40.808,3.7491,51.6618,90.4253,78.786,75.8869,21.5898,47.9791,55.3047,0.2255,0.3298,0.1779
2024-03-14 07:45:00,45.87,49.0284,14.7726,44.3289,74.5663,55.5934,15.0486,80.4957,57.4196,40.9788,3.6807,65.4674,43.9981,73.398,0.2486,0.3733,0.2053
14.03.2024 08:00:00,51.92,59.3434,8.4995,71.4421,39.007,42.9793,91.5371,58.0545,45.4953,2.4836,59.3658,29.1453,21.9958,3.7961,0.2929,0.4567,0.2506
2024-03-14 08:15:00,52.4,92.1637,8.6758,60.5419,67.217,11.2301,95.7275,71.9562,54.4957,38.8344,92.5951,0.6754,67.3476,91.9132,0.3022,0.4742,0.2034
2024-13-40 88:99:00,54.1,71.9478,50.882,94.2836,59.0175,16.8495,61.6489,74.2671,26.2825,95.9317,84.0068,44.2313,14.64,53.2442,1.472,0.5026,0.2788
2024-03-14 08:45:00,53.09,80.6593,3.8032,68.3754,21.7464,2.2694,62.1038,50.7387,70.6095,47.5227,90.5849,96.9527,73.8837,34.4093,0.3387,0.5427,0.1957
2024-03-14 09:00:00,53.72,68.8932,26.0279,86.6863,88.1016,52.3008,69.4031,92.7431,34.8358,77.5151,64.1681,29.1063,63.9552,65.6246,0.3528,0.5692,0.2715
2024-03-14 09:15:00,58.44,49.1289,79.4245,63.8505,20.466,7.571,20.2879,59.9858,4.3121,19.58,37.3433,36.4039,60.9788,67.3526,0.4027,0.663,0.3596
2024-03-14 09:30:00,57.37,72.1521,10.7212,8.7684,71.0188,81.8478,42.432,83.6589,27.8166,23.4953,26.0691,39.7095,91.9459,78.3656,0.3882,0.6359,0.436
2024-03-14 09:45:00,57.61,74.9094,11.4377,8.6777,40.8069,62.1499,71.3609,6.8458,37.2857,9.8745,18.5702,20.6109,67.3592,75.5954,0.4215,0.6985,0.3967
14.03.2024 10:00:00,63.93,88.7589,53.3121,14.6709,51.6531,82.4895,76.0705,64.0123,15.8248,82.5696,22.3383,49.5107,99.2107,43.9924,0.483,0.8141,0.3635
2024-03-14 10:15:00,61.53,37.5482,25.247,22.4362,77.587,62.7736,8.2784,93.0946,62.1626,90.2888,13.9463,93.4243,36.0974,6.4253,0.4599,0.7705,0.5023
2024-03-14 10:30:00,59.56,45.5431,82.8147,31.4282,43.9032,43.5875,26.0319,38.6573,87.182,56.2887,56.7316,84.6916,96.5492,40.7129,0.4457,0.7439,0.3792
2024-03-14 10:45:00,66.18,99.6854,59.3145,58.1339,68.5354,86.2576,99.6462,40.9252,41.9994,22.5439,26.7266,0.7588,65.4192,45.8233,0.4691,0.788,0.4312
2024-13-40 88:99:00,65.59,39.8938,35.8204,17.6158,91.8189,0.8564,70.9589,31.5053,86.1065,2.9041,77.2842,23.1413,54.2597,79.8971,1.472,0.8147,0.4097
2024-03-14 11:15:00,64.99,79.2415,26.4473,67.0509,25.1031,7.4552,82.2712,61.2028,79.5607,23.3727,84.291,77.4289,45.9427,39.6366,0.5052,0.8558,0.4388
2024-03-14 11:30:00,67.65,61.6505,57.078,67.7063,16.8459,38.2876,83.6602,74.4997,32.1342,90.0444,88.285,0.4703,68.0063,48.8003,0.5014,0.8486,0.4295
2024-03-14 11:45:00,67.39,7.5747,51.4581,37.401,18.6563,32.5713,0.565,61.1166,58.3398,26.884,83.758,26.7712,25.8674,39.5843,-999.0,0.8792,0.3938
2024-03-14 12:00:00,68.97,67.0684,99.2998,95.5103,90.5852,37.9187,19.4236,17.1347,10.1424,41.4249,90.2259,78.9014,18.2375,54.2724,0.5126,0.8697,0.3697
2024-03-14 12:15:00,65.46,47.47,76.498,77.5099,93.7961,73.3658,79.17,39.93,51.464,11.723,4.4741,39.3693,35.147,69.1147,0.4941,0.835,0.432
,,,,,,,,,,,,,,,,,
2024-03-14 12:30:00,63.88,62.0273,10.0663,39.5731,95.4672,58.629,64.5062,96.8023,68.9917,90.588,10.4363,17.8838,58.2616,54.2868,0.4985,0.8432,0.4466
2024-03-14 12:45:00,64.71,56.772,99.1206,45.6705,28.4506,7.5132,53.301,13.937,25.2407,51.7729,55.5536,46.2426,79.683,94.3129,0.4791,0.8067,0.4702
2024-03-14 13:00:00,64.33,94.5123,74.4278,68.1323,59.3578,65.9446,54.1989,97.8042,22.3664,66.7786,46.6279,24.1897,15.0043,36.4335,0.5091,0.8632,0.5403
2024-03-14 13:15:00,66.32,58.2509,14.1073,4.0556,89.2252,72.9738,96.032,2.6511,58.3618,81.4465,54.7497,42.4142,45.7301,58.0939,888888.8,0.8358,0.412
2024-03-14 13:30:00,62.62,75.052,97.5353,58.797,13.905,95.3578,27.1158,94.1936,75.5908,14.7723,30.1183,74.2688,67.3575,94.6647,0.4624,0.7754,0.3102
14.03.2024 13:45:00,62.49,45.6501,85.9777,46.6472,62.9276,14.3023,82.7965,2.3007,80.6027,26.5108,60.2704,44.8454,14.3541,75.7869,0.4623,0.7751,0.3498
14.03.2024 14:00:00,60.73,74.8435,81.0012,63.0419,75.2452,84.1085,76.4307,88.578,76.2313,92.1513,10.9203,94.3004,89.1696,11.7304,-999.0,0.7313,0.2916
2024-03-14 14:15:00,60.15,49.8975,71.6434,42.2598,80.8546,96.8192,24.5743,22.0856,36.9271,91.4986,49.8585,11.0833,32.1166,9.7152,0.4453,0.7431,0.2724
2024-03-14 14:30:00,63.41,64.5448,96.4603,21.1063,94.4842,6.6059,19.7498,29.2218,28.9401,3.8138,69.7109,64.3577,93.9023,21.745,0.4249,0.7048,0.4066
2024-03-14 14:45:00,56.94,24.3867,35.7272,26.255,15.17,66.2509,25.7781,24.1784,33.6941,75.0583,54.4114,2.0308,27.51,50.0469,0.3811,0.6224,0.3776
2024-03-14 15:00:00,55.43,69.1096,57.8412,32.3321,88.5198,46.1515,62.71,17.7478,67.2477,43.4674,50.2662,39.96,72.1971,82.7211,0.3877,0.635,0.299
2024-03-14 15:15:00,54.26,75.9122,85.3986,48.0581,15.6292,90.9313,28.281,95.7741,6.3256,2.5202,7.3713,49.7162,20.509,20.0411,0.3505,0.5649,0.3394
2024-03-14 15:30:00,52.7,63.4438,75.8044,80.5014,61.9729,89.3301,63.8393,95.4297,63.2473,63.084,2.9193,38.8434,40.8229,94.6019,0.3531,0.5699,0.2917
2024-03-14 15:45:00,48.88,67.2783,81.8055,89.0486,0.9395,74.7501,96.6076,21.0807,90.4749,20.7845,76.5638,17.1341,81.3631,81.32,-999.0,0.4854,0.2545
2024-03-14 16:00:00,45.35,27.7008,16.8217,20.4177,95.1829,74.9776,84.284,10.9237,71.4712,36.5033,70.2854,98.5272,69.1826,71.8982,0.2568,0.3888,0.1939
2024-03-14 16:15:00,45.91,58.4153,94.8161,74.5558,67.3946,72.8476,30.8574,46.2747,36.3919,73.6445,43.3701,12.1944,69.4443,84.167,0.2468,0.37,0.2042
2024-03-14 16:30:00,43.08,60.7157,24.1706,0.4777,60.1535,6.2977,88.0951,64.6339,96.9607,15.4971,50.3132,83.5784,13.5846,78.8186,0.2218,0.3229,0.1599
2024-03-14 16:45:00,46.94,15.4048,76.4609,29.9514,16.5883,63.3611,66.7624,11.4527,28.8322,53.0975,80.298,61.3298,94.7384,27.667,0.2016,0.2851,0.1503
14.03.2024 17:00:00,43.03,56.7005,19.7411,63.8895,43.6188,54.5844,75.1859,49.3297,77.9843,8.3073,59.0773,4.7802,31.6022,91.1892,0.1714,0.2283,0.1313
2024-03-14 17:15:00,40.29,90.8505,22.1386,9.5446,20.3697,40.2067,90.664,83.8651,48.5521,89.4034,82.9415,54.0104,45.5885,40.0003,0.146,0.1804,0.0835
2024-03-14 17:30:00,31.02,20.4628,64.2446,9.8525,76.1773,94.3356,35.7684,7.6939,39.4548,68.994,59.7452,71.0145,82.6494,45.1344,0.1082,0.1095,0.0682
2024-03-14 17:45:00,35.34,15.553,7.1465,71.632,21.9688,78.378,80.063,23.2807,64.0509,54.7634,51.4435,22.1347,84.5961,5.4415,0.079,0.0546,0.0289
2024-03-14 18:00:00,31.51,13.2328,97.8897,24.9958,14.1681,32.8044,24.4556,79.5534,31.8831,53.5832,46.7375,18.0135,71.922,97.0352,0.05,0.0,0.0
14.03.2024 18:15:00,29.25,83.7705,68.906,70.1311,90.1806,32.1645,22.0766,0.663,50.179,65.0954,5.7377,99.6476,65.6588,36.201,0.05,0.0,0.0
2024-03-14 18:30:00,30.68,96.3867,43.2584,99.2981,62.2122,33.4256,8.3238,71.3824,74.9232,12.2757,91.4684,72.3604,8.9765,35.0963,0.05,0.0,0.0
2024-03-14 18:45:00,31.38,6.8776,87.834,77.2018,47.3537,77.5974,88.4516,31.8997,66.6536,37.3705,85.565,58.4425,20.9832,76.7274,0.05,0.0,0.0
2024-03-14 19:00:00,29.36,3.4967,40.119,71.1845,43.573,70.7555,87.2409,39.6698,5.6362,77.3285,11.6118,33.4688,53.3275,61.66,0.05,0.0,0.0
2024-03-14 19:15:00,29.91,55.0652,46.9022,36.5386,88.8433,1.3394,17.1876,6.6694,76.3315,18.5059,96.6282,98.8418,69.69,10.8076,0.05,0.0,0.0
2024-03-14 19:30:00,29.48,20.3127,99.0646,16.3607,41.3599,89.6541,44.5705,97.4309,60.5747,49.7142,78.6671,3.8887,3.5064,54.598,0.05,0.0,0.0
2024-03-14 19:45:00,29.03,83.7525,49.1523,76.0789,49.3231,18.5743,1.4806,9.7553,11.0304,2.6668,10.8897,46.6842,98.4047,7.4359,0.05,0.0,0.0
2024-03-14 20:00:00,31.26,51.5178,63.6188,42.9815,14.3483,48.1148,79.6672,36.9306,67.792,43.3015,30.5674,19.9206,19.6184,45.1316,0.05,0.0,0.0
2024-03-14 20:15:00,29.68,77.9146,92.1036,57.6786,2.9021,99.8476,78.3099,66.7208,90.1321,29.569,50.4821,60.7809,21.979,82.4893,0.05,0.0,0.0
2024-03-14 20:30:00,28.35,33.7278,49.7858,62.5386,70.9662,72.5307,89.4316,27.2137,81.5486,12.9998,85.0946,89.1596,99.5417,14.3242,0.05,0.0,0.0
14.03.2024 20:45:00,29.65,22.8152,67.7798,37.9716,59.0613,9.4165,22.1237,64.915,78.249,89.7246,41.0184,12.5012,29.3335,40.5624,0.05,0.0,0.0
2024-03-14 21:00:00,29.23,21.1447,43.3355,55.825,19.1267,46.0547,86.4312,70.0976,65.1174,97.6536,52.3937,66.3365,70.2506,99.53,0.05,0.0,0.0
2024-03-14 21:15:00,32.31,2.8415,56.9784,80.3726,20.5428,80.8656,41.8314,60.1849,34.2861,35.78,26.3856,56.6434,46.0495,91.5372,0.05,0.0,0.0
2024-03-14 21:30:00,31.37,72.4822,71.6088,34.6069,83.2165,80.0204,99.8551,10.1402,18.0674,75.1117,88.4339,61.4341,16.227,5.1667,0.05,0.0,0.0
2024-03-14 21:45:00,31.25,30.6482,82.3888,15.412,3.8429,9.1603,87.1757,52.5302,41.9712,15.191,46.9024,98.8995,97.2036,70.9573,0.05,0.0,0.0
2024-03-14 22:00:00,30.22,37.5331,51.0766,1.7287,49.3894,59.1286,95.9203,21.008,3.4996,99.8438,37.176,79.7431,38.7282,93.976,0.05,0.0,0.0
2024-03-14 22:15:00,29.06,15.501,8.664,90.4878,43.5843,73.3185,14.9961,41.9932,5.0911,93.2558,33.8736,59.8237,4.1301,49.9814,0.05,0.0,0.0
2024-03-14 22:30:00,29.1,90.1894,68.9521,84.5699,11.127,21.2541,13.575,6.1384,69.0741,44.3797,29.8397,49.692,60.2127,43.3784,0.05,0.0,0.0
2024-03-14 22:45:00,32.03,90.4649,90.4917,35.0298,39.2549,17.1535,80.6529,42.6392,85.2023,21.9371,92.6196,98.0944,71.1027,24.7274,0.05,0.0,0.0
2024-03-14 23:00:00,27.29,79.5166,44.0204,49.2856,44.9574,17.3326,66.006,31.3977,29.2552,87.2303,1.717,46.0134,64.3159,25.1439,0.05,0.0,0.0
2024-03-14 23:15:00,30.03,72.2736,81.0599,52.6594,5.6336,13.4547,89.3584,49.2414,85.0414,38.0212,1.2077,6.0752,13.7458,82.5953,0.05,0.0,0.0
2024-03-14 23:30:00,31.11,42.607,84.4569,8.3344,54.614,81.4955,14.7493,83.0581,24.904,79.6723,68.5066,23.4919,46.6615,77.9462,0.05,0.0,0.0
2024-03-14 23:45:00,25.9,6.1105,98.0727,68.135,58.1566,4.484,58.1531,31.8284,62.8442,0.2575,87.2887,3.3814,39.9266,63.7524,0.05,0.0,0.0
2024-03-15 00:00:00,32.02,78.8925,55.5265,96.7396,7.5932,51.5392,87.2112,7.1894,55.8615,40.6094,24.4561,64.7656,62.1717,1.7101,0.05,0.0,0.0
2024-03-15 00:15:00,32.69,87.2905,58.7317,8.714,77.5854,75.9736,46.0748,27.9017,35.8178,11.0404,51.7383,0.4974,79.8567,70.611,0.05,0.0,0.0
2024-03-15 00:30:00,31.51,52.0578,84.591,36.1199,70.6234,3.477,0.8455,19.3258,41.7302,6.6361,38.1522,47.2934,20.9936,39.725,0.05,0.0,0.0
2024-03-15 00:45:00,33.07,39.7305,71.8429,8.201,95.0579,99.2536,97.4564,16.8227,19.3261,44.9478,5.778,66.4376,36.6862,62.2363,0.05,0.0,0.0
2024-03-15 01:00:00,32.28,54.5953,32.6142,89.1967,88.6668,19.8419,98.4698,31.3923,0.394,38.9717,46.4726,64.4942,48.3405,45.8035,0.05,0.0,0.0
2024-03-15 01:15:00,30.79,86.9462,92.7559,88.439,84.9122,56.8334,25.8922,72.1328,22.6243,2.0802,52.1793,62.8199,74.6382,63.6938,0.05,0.0,0.0
2024-03-15 01:30:00,29.89,41.4394,57.2904,70.3641,76.0769,52.9562,87.1439,1.737,45.1922,12.1695,55.655,11.2632,3.4683,7.5926,0.05,0.0,0.0
2024-03-15 01:45:00,32.49,18.2255,71.9906,96.1921,63.2391,27.6293,45.2283,37.8777,53.0695,77.7254,45.4101,76.9739,8.4207,77.3188,0.05,0.0,0.0
2024-03-15 02:00:00,30.37,49.3816,48.5317,82.1166,19.338,65.7278,35.0151,12.687,79.2865,74.5838,95.5604,71.4338,61.4207,95.5094,0.05,0.0,0.0
2024-03-15 02:15:00,29.37,0.8898,86.6412,58.1281,42.958,81.4987,90.7383,42.513,76.6947,54.7727,21.3923,84.9818,55.4658,86.7498,0.05,0.0,0.0
2024-03-15 02:30:00,33.04,96.0204,86.0504,93.5876,40.481,28.7439,49.4443,8.0778,78.2818,76.6368,86.4447,22.0034,13.0403,65.286,0.05,0.0,0.0
2024-03-15 02:45:00,29.11,88.5251,91.8972,13.7038,42.1303,46.6702,29.9923,42.2652,64.9707,32.6997,50.5481,78.7762,77.6711,56.7744,0.05,0.0,0.0
2024-03-15 03:00:00,28.66,38.0125,49.9156,89.2815,9.8206,56.4881,64.4965,58.2439,51.6757,32.2055,80.9798,34.5525,16.0559,72.2688,0.05,0.0,0.0
2024-03-15 03:15:00,31.26,88.8789,52.1631,79.3994,31.9635,60.5854,55.5579,0.6209,47.7611,36.8676,66.6605,58.0272,62.7529,88.4935,0.05,0.0,0.0
15.03.2024 03:30:00,29.93,45.3598,33.0563,89.2234,86.0694,26.3204,18.9546,1.3179,57.9353,49.8826,73.5414,94.5104,85.9347,74.402,0.05,0.0,0.0
2024-03-15 03:45:00,30.55,11.5146,86.7295,11.5557,73.3868,13.5513,9.8804,4.1851,5.1698,38.9914,72.0009,40.8747,56.4314,52.4489,0.05,0.0,0.0
2024-03-15 04:00:00,26.84,9.2908,29.886,42.079,85.9805,68.0881,10.6752,65.8223,43.93,49.0362,85.3243,6.6782,62.5365,18.2444,0.05,0.0,0.0
2024-03-15 04:15:00,31.41,31.4007,98.6142,98.6887,92.5064,81.3083,26.4589,75.2422,29.2345,63.6926,37.1378,53.5329,39.2031,36.6839,0.05,0.0,0.0
2024-03-15 04:30:00,30.83,9.8969,78.1366,24.8835,17.7793,20.4038,30.9172,89.9978,15.2384,34.0386,88.0359,62.9237,82.6222,49.7957,0.05,0.0,0.0
15.03.2024 04:45:00,29.47,16.4098,56.3953,71.9884,42.368,30.6039,46.2026,30.1471,64.5712,73.4995,35.7256,62.6825,32.8611,15.5966,0.05,0.0,0.0
2024-03-15 05:00:00,34.49,6.535,68.8246,68.7513,55.8335,80.2304,5.3762,20.1193,30.9306,1.6587,22.5622,52.2704,9.9061,69.611,0.05,0.0,0.0
2024-03-15 05:15:00,32.94,60.1887,1.7036,42.4689,4.5029,63.097,39.1519,25.2132,22.6252,83.3973,13.8796,82.1312,79.7511,81.4316,0.05,0.0,0.0
2024-03-15 05:30:00,27.99,18.2403,99.6782,58.063,38.4276,89.2803,33.0362,55.4677,90.9639,27.0366,48.3083,47.4216,76.848,3.4356,ERR,0.0,0.0
2024-03-15 05:45:00,30.01,51.4082,16.0797,11.9954,91.8209,21.0152,26.9014,60.8356,97.5324,49.7323,82.1623,52.4586,43.118,62.977,0.05,0.0,0.0
2024-03-15 06:00:00,27.54,6.3082,87.9309,66.8248,88.2738,26.4636,56.2621,15.532,61.2825,19.1721,77.0348,32.2293,99.423,24.9354,888888.8,0.0,0.0
15.03.2024 06:15:00,29.43,10.6602,9.4954,28.2677,19.4039,45.6905,20.1302,52.1358,16.5598,93.268,11.7282,43.9418,95.5802,99.4311,0.0798,0.0559,0.0168
2024-03-15 06:30:00,35.59,21.8215,27.6589,70.1272,68.9725,13.9109,36.4251,66.0198,51.2542,74.0213,72.0348,58.0467,34.0853,93.3512,-999.0,0.1082,0.0578
15.03.2024 06:45:00,35.99,18.2535,9.1656,64.6214,67.9237,19.3388,36.7558,94.8454,99.2672,19.9497,86.2354,47.5274,10.3563,6.1621,888888.8,0.1579,0.0945
2024-03-15 07:00:00,38.47,88.8897,88.0231,11.2179,39.9542,53.5952,40.1733,57.7413,95.9228,47.3484,51.7073,31.793,85.276,10.3515,0.1641,0.2145,0.1335
2024-03-15 07:15:00,44.81,67.4021,25.0932,78.3578,31.8056,22.8596,68.6833,18.6877,5.2436,96.8749,4.4327,55.1803,98.4143,65.5465,0.2037,0.2889,0.1198
2024-03-15 07:30:00,43.08,26.2173,23.5003,33.3588,19.4277,23.6887,54.3275,61.3951,72.3495,5.7004,43.061,19.5432,64.3187,60.5752,0.2249,0.3289,0.1911
2024-03-15 07:45:00,50.11,94.9019,61.4718,30.3936,98.3965,48.8547,89.1339,68.5638,63.9287,62.7008,69.31,25.6591,27.0597,79.012,0.2675,0.4089,0.2312
2024-03-15 08:00:00,46.9,33.3237,28.0496,36.6304,10.4663,25.8392,8.7893,22.2337,0.4358,36.1226,95.9705,19.0395,19.8337,72.9825,0.2705,0.4146,0.1407
2024-03-15 08:15:00,48.44,76.9261,72.4372,40.2302,61.2619,98.559,31.03,38.0139,73.5683,18.6362,47.9444,51.4431,29.7796,83.0668,-999.0,0.4475,0.1999
2024-03-15 08:30:00,53.1,97.2166,40.9935,60.6055,10.0413,13.7397,42.2624,83.306,52.4865,35.3011,77.8483,46.9813,88.5427,28.51,0.3319,0.5299,0.2486
2024-03-15 08:45:00,53.67,16.0584,49.6253,75.118,87.3709,82.4401,41.0431,87.9889,69.9785,5.088,66.1008,5.1274,35.7729,80.876,0.3442,0.553,0.3221
2024-03-15 09:00:00,54.9,23.0707,71.0847,46.9138,67.9045,85.8373,25.537,76.3907,22.796,72.3359,79.7937,17.7267,47.5988,56.0792,-999.0,0.5593,0.2615
2024-03-15 09:15:00,54.54,3.6249,56.3216,92.4413,57.6062,73.3804,15.5875,68.9834,82.3891,64.7078,8.1051,19.1808,79.4089,9.0694,-999.0,0.6391,0.4226
2024-03-15 09:30:00,60.72,70.1026,90.3886,7.4328,95.6547,30.2585,73.3492,4.2812,43.0641,17.0099,48.2272,6.8871,49.2744,43.0979,-999.0,0.7137,0.4082
15.03.2024 09:45:00,61.24,99.3513,43.0093,92.2677,46.0996,88.6996,40.934,1.156,84.2871,22.7259,51.9436,68.6456,38.2633,25.0487,0.4402,0.7336,0.42
2024-03-15 10:00:00,63.52,89.7271,14.0338,57.7297,18.3626,76.9997,46.1127,62.501,14.1827,41.907,79.407,32.5236,4.2339,76.8992,-999.0,0.7517,0.4769
15.03.2024 10:15:00,67.75,14.75,50.954,97.3702,96.6028,24.8927,11.3274,11.8969,33.5246,12.4943,95.8147,63.5278,53.9371,38.1241,0.4804,0.8091,0.384
15.03.2024 10:30:00,62.32,73.003,1.7066,18.678,2.3644,33.72,43.934,73.0339,29.0798,29.6035,57.0716,35.2607,48.5741,76.2893,0.4576,0.7663,0.4399
2024-03-15 10:45:00,66.75,76.3621,34.4649,27.5156,10.0781,8.4364,43.2708,80.6069,65.0197,4.7621,53.1472,9.1392,19.5876,86.5296,0.4727,0.7946,0.4747
2024-03-15 11:00:00,63.74,4.1824,93.1742,49.5508,75.1134,26.4762,18.3922,97.5983,31.0924,1.2031,12.698,20.3758,27.1981,94.5969,0.4659,0.7818,0.3057
2024-03-15 11:15:00,62.95,72.8494,22.2732,16.4375,60.9812,82.8612,39.7842,37.8352,17.2371,36.6141,53.6018,4.3286,99.9632,4.2187,0.4886,0.8246,0.4691
15.03.2024 11:30:00,69.65,96.2604,98.758,42.8058,62.9088,31.7697,25.9354,18.0503,97.6111,58.9344,77.5187,41.9818,98.8522,77.8046,0.5038,0.8532,0.6042
15.03.2024 11:45:00,64.44,69.0559,21.6074,86.6852,48.501,72.387,13.1288,70.4746,65.1907,37.4073,49.6372,88.5143,29.9822,82.0205,-999.0,0.7841,0.4365
2024-03-15 12:00:00,69.04,8.2393,80.3385,47.3654,53.6548,83.9726,33.2265,67.6507,15.9237,84.018,93.5482,70.1752,30.7673,90.8154,0.4823,0.8128,0.5031
