System Export Report
Generated: 2024-03-17
Status: OK
timestamp	;inverter_temperature_C;grid_export_raw;irradiance_w_m2;panel_efficiency_pct;ambient_temp_C;voltage_V;current_A;frequency_Hz;reactive_power_kvar;sensor_v1_legacy;estimated_yield_daily ;cloud_cover_pct;humidity_pct;wind_speed_ms;yield_wh ;yield_wh;forecast_yield
2024-03-14 13:15:00;60,9900;58,0393;38,6884;56,2249;98,2283;54,2654;6,8028;9,5896;99,1462;47,0918;13,5383;39,7085;28,0461;94,2714;224.786,7822;425.419,1506;243.140,2902
14.03.2024 13:30:00;65,8600;26,4577;23,2663;39,5915;82,8894;78,2272;32,8248;99,0631;73,6187;26,4187;92,0609;27,8245;80,7332;82,3228;213.271,0306;403.769,5375;247.916,5519
2024-03-14 13:45:00;60,7700;6,0714;53,8912;97,9522;60,4928;8,7010;30,2508;16,4469;59,7424;71,9067;65,0165;2,9686;28,1257;0,6968;190.144,3279;360.291,3364;215.112,3481
2024-03-14 14:00:00;59,0200;43,8762;81,9092;66,9753;90,4653;17,1410;16,2557;18,2457;79,7119;50,6414;41,7226;66,5153;37,9304;71,9306;184.997,3679;350.615,0516;166.266,0385
2024-03-14 14:15:00;59,4900;43,3938;9,2929;59,6936;69,2888;68,4406;98,6173;35,6487;62,8438;78,4696;19,3544;79,1188;42,8184;31,2471;183.853,5305;348.464,6373;180.852,5942
2024-03-14 14:30:00;57,6700;9,3428;46,5950;5,2121;89,7949;58,2201;86,5821;43,2532;65,3044;54,9736;6,1095;77,9895;79,4885;29,0626;172.930,2866;327.928,9388;174.830,8284
14.03.2024 14:45:00;57,3700;62,9838;28,4313;32,4477;28,1348;98,0160;54,0894;18,2380;5,3114;79,2494;5,9545;1,7433;68,0834;55,2756;177.409,6162;336.350,0784;173.387,0565
2024-03-14 15:00:00;52,2300;18,1702;0,3775;49,9535;42,2993;28,5970;34,9000;24,9633;15,7769;50,5906;52,7392;66,6463;73,1554;1,0834;151.919,1402;288.427,9837;137.217,9131
2024-03-14 15:15:00;55,4800;91,4140;83,6485;12,6567;23,7011;90,7687;91,6096;92,7647;24,7520;21,7459;9,3581;98,3917;49,2066;96,7248;148.490,0938;281.981,3763;172.476,9347
2024-03-14 15:30:00;54,8500;66,8857;6,9224;18,4394;30,1939;0,7684;89,8036;51,9127;47,5876;66,8927;23,5551;46,4885;1,4714;80,8525;139.739,9122;265.531,0350;140.654,4932
2024-03-14 15:45:00;47,4900;11,0866;48,7307;47,0650;68,9475;82,8273;94,4198;80,7013;19,6796;28,0175;70,2919;22,4371;64,3596;29,9373;129.720,7051;246.694,9256;127.912,5579
2024-03-14 16:00:00;50,6100;56,7640;72,4162;64,5351;6,6124;73,5872;52,5030;51,4819;92,2292;47,8692;63,6708;7,6598;24,6598;31,5659;117.178,0031;223.114,6459;132.126,5906
2024-03-14 16:15:00;46,3800;14,7166;65,1562;53,8843;6,3474;76,9025;51,1389;35,3592;22,6360;24,6727;47,6753;86,0194;23,0685;46,8903;108.944,3000;207.635,2841;111.631,5064
2024-03-14 16:30:00;37,9700;68,9870;18,7447;68,2024;4,2403;13,3317;27,3371;35,4434;66,8131;61,7352;64,0752;16,9823;15,4578;35,6795;90.984,5127;173.870,8838;93.692,0346
2024-03-14 16:45:00;42,0500;35,8111;69,9578;45,9258;58,5243;60,3395;76,8917;70,0036;49,4170;64,5355;74,4286;45,5235;4,5234;25,1308;70.023,6983;134.464,5529;79.555,1421
2024-03-14 17:00:00;41,8300;30,6337;18,1889;10,2451;45,2666;96,1752;33,5148;62,3618;31,6268;17,9231;74,3395;73,5770;60,8295;74,1089;64.057,2870;123.247,6995;60.887,3309
2024-03-14 17:15:00;35,3700;95,7999;34,1747;7,2605;41,2636;38,5956;65,4965;19,0814;54,9380;92,1667;75,2179;93,6454;42,2252;92,9209;42.570,9134;82.853,3172;38.450,1810
2024-03-14 17:30:00;33,9300;9,9326;77,1585;19,7047;58,0458;99,4762;36,7218;45,2035;16,2650;67,3985;17,1826;53,0550;38,5083;38,4515;30.724,9006;60.582,8132;35.465,1152
2024-03-14 17:45:00;32,3100;38,7106;81,9443;12,6696;85,9295;3,2508;88,0537;12,7150;44,9580;13,8401;81,8720;97,3639;26,0523;7,6444;13.815,6243;28.793,3738;17.311,1001
2024-03-14 18:00:00;29,4500;13,2237;70,8851;34,1270;13,8161;58,2663;81,3922;31,5928;63,1369;71,5790;42,8026;33,6995;50,5643;62,0372;-1.500,0000;0,0000;0,0000
2024-03-14 18:15:00;29,4100;63,0173;68,9712;58,5862;8,7199;51,7574;12,7689;58,2128;51,6011;77,8385;22,5729;84,0639;89,2483;90,7043;-1.500,0000;0,0000;0,0000
2024-03-14 18:30:00;30,0300;81,8873;4,4520;79,9422;39,3060;78,3765;50,1998;26,6876;63,2695;68,2938;81,4902;27,5562;2,0821;21,4888;-1.500,0000;0,0000;0,0000
2024-03-14 18:45:00;27,7300;65,1028;7,0998;60,3910;36,2326;53,1918;85,0752;85,5602;61,5771;4,3164;85,4632;96,8947;18,0819;51,7313;-1.500,0000;0,0000;0,0000
2024-03-14 19:00:00;34,1000;36,3221;66,6777;18,4662;14,1696;41,2716;7,4798;35,8915;9,9613;99,1430;36,1734;4,5613;57,6249;91,3128;-1.500,0000;0,0000;0,0000
2024-03-14 19:15:00;35,3800;63,0442;21,5305;13,3390;65,1492;61,5680;61,2629;92,8500;17,5061;64,2165;62,6508;2,0722;75,4160;17,0022;-1.500,0000;0,0000;0,0000
2024-03-14 19:30:00;32,6700;78,6531;51,7071;72,1261;29,4983;60,2483;17,1143;65,6221;23,9189;45,1838;34,7026;60,5240;98,9381;19,4336;-1.500,0000;0,0000;0,0000
2024-03-14 19:45:00;28,6500;74,8190;91,2682;90,6255;86,4262;79,7146;98,5729;34,8298;37,7496;5,6266;80,1435;38,9010;26,4160;99,3590;-1.500,0000;0,0000;0,0000
2024-03-14 20:00:00;31,3900;21,5477;32,2149;39,7704;9,8954;89,2915;62,1838;69,4560;50,0255;64,7074;30,6517;65,7587;21,3141;68,3307;-1.500,0000;0,0000;0,0000
2024-03-14 20:15:00;28,0500;90,2511;62,3315;82,5476;76,2434;80,3094;30,6452;81,6609;67,3297;21,7142;43,6002;92,3745;25,8074;7,7990;-1.500,0000;0,0000;0,0000
14.03.2024 20:30:00;29,5800;53,1405;53,0874;32,3999;44,4543;43,6257;44,7948;43,4903;69,3897;42,1136;61,7437;32,3356;34,9161;82,8847;-1.500,0000;0,0000;0,0000
2024-03-14 20:45:00;30,7500;42,5115;76,6611;72,4621;20,0586;1,6048;92,7294;85,3425;69,5136;98,7469;49,1921;17,9041;31,6753;78,0144;-1.500,0000;0,0000;0,0000
2024-03-14 21:00:00;28,0000;38,9284;35,8602;77,3169;85,2894;93,8134;19,2801;25,2128;8,9208;62,0703;50,9262;14,2172;66,9567;85,8314;-1.500,0000;0,0000;0,0000
2024-03-14 21:15:00;27,9500;5,3652;85,7849;65,4435;20,4468;67,2444;81,0355;93,6149;17,9918;86,6990;98,5995;50,5859;9,6049;46,0045;-1.500,0000;0,0000;0,0000
2024-03-14 21:30:00;30,4600;59,5446;36,7943;47,1253;13,5677;9,3647;83,7971;69,6340;25,8025;40,2193;93,1074;63,6597;81,2982;90,8925;-1.500,0000;0,0000;0,0000
14.03.2024 21:45:00;28,8100;0,0778;12,4673;27,2809;63,2836;1,1372;91,9865;85,9623;37,4765;76,0796;15,9037;82,0127;80,7374;18,5456;-1.500,0000;0,0000;0,0000
2024-03-14 22:00:00;29,9600;45,2602;69,0333;26,5786;66,8229;78,6410;34,1761;30,7522;55,8645;43,5215;78,7929;94,2756;21,2793;52,1257;-1.500,0000;0,0000;0,0000
2024-03-14 22:15:00;31,0400;13,3514;99,6845;29,8176;79,9715;30,9592;21,1924;76,1778;85,7824;1,8917;99,6458;44,2252;79,9457;15,8487;-1.500,0000;0,0000;0,0000
2024-03-14 22:30:00;29,6500;22,9099;24,4606;63,7108;77,9216;51,2748;76,7311;62,6641;17,2312;43,0669;65,6454;39,8348;25,0789;3,7541;-1.500,0000;0,0000;0,0000
2024-03-14 22:45:00;33,1100;56,7802;36,9119;71,0136;69,3888;5,7958;24,4328;75,3976;36,9570;33,6926;55,3383;20,9724;61,1700;32,5089;-1.500,0000;0,0000;0,0000
2024-03-14 23:00:00;35,5700;20,5730;76,0756;14,9023;64,1456;74,2640;64,1940;11,7532;36,9246;70,1955;24,5900;28,0029;18,9148;0,0784;-1.500,0000;0,0000;0,0000
2024-03-14 23:15:00;28,3100;64,6582;85,7943;37,0556;22,7121;18,0826;56,6551;75,1056;0,5041;58,1485;18,4764;18,5064;80,6964;73,4901;-1.500,0000;0,0000;0,0000
2024-03-14 23:30:00;28,3600;40,5899;34,3995;38,8608;96,1132;29,5704;25,8140;27,5490;97,6228;82,0863;50,1909;62,6481;48,2244;21,3283;-1.500,0000;0,0000;0,0000
14.03.2024 23:45:00;32,0700;37,1675;28,7998;74,5323;35,6401;42,9224;89,4263;83,3013;42,7771;13,8348;0,9391;28,0316;61,5958;40,4783;-1.500,0000;0,0000;0,0000
15.03.2024 00:00:00;30,1200;63,1712;18,2458;40,6898;52,6951;35,0540;91,1175;28,8968;9,2359;69,7383;58,9391;47,7896;67,9932;20,9496;-1.500,0000;0,0000;0,0000
2024-03-15 00:15:00;30,2500;10,4979;30,6344;67,9085;63,8681;93,1649;13,2917;63,1173;10,1801;20,9429;86,3434;81,3168;53,7538;30,1939;-1.500,0000;0,0000;0,0000
2024-03-15 00:30:00;28,8700;84,0151;91,3778;51,7059;23,6392;30,0540;86,3790;6,9122;51,8909;60,4464;86,3551;65,5287;89,6214;74,6574;-1.500,0000;0,0000;0,0000
2024-03-15 00:45:00;31,6100;97,5208;29,9920;83,7081;27,4515;42,0637;6,8365;8,3752;41,8082;53,3144;10,2144;79,1571;4,5813;56,4684;-1.500,0000;0,0000;0,0000
2024-03-15 01:00:00;35,3600;11,2485;28,3415;37,9671;5,8915;30,5323;59,4982;50,6736;1,2760;21,4868;30,8794;73,7995;25,9252;75,8197;-1.500,0000;0,0000;0,0000
2024-03-15 01:15:00;26,5500;87,9881;44,9089;28,0809;8,8414;31,5426;66,4933;34,7157;31,4288;37,1888;62,5995;37,4505;22,8510;79,3642;-1.500,0000;0,0000;0,0000
15.03.2024 01:30:00;24,9400;84,4876;12,6212;12,9210;5,2016;63,5897;53,4272;47,3284;6,8848;50,3570;95,8792;61,9785;35,3090;25,7723;-1.500,0000;0,0000;0,0000
15.03.2024 01:45:00;30,3900;70,3735;44,1179;79,7790;72,5714;16,5630;59,2975;25,0451;98,1006;29,0181;17,3156;74,9132;22,6598;24,3037;-1.500,0000;0,0000;0,0000
2024-03-15 02:00:00;29,9800;9,3073;63,8747;37,8737;90,2929;36,3647;65,7070;26,5967;27,1511;36,5253;88,9056;9,6406;2,2577;87,7696;-1.500,0000;0,0000;0,0000
2024-03-15 02:15:00;32,6900;93,5709;42,4423;24,2557;36,2805;48,0115;87,0180;6,3955;73,4514;48,9775;73,5832;22,3196;77,7381;44,5999;-1.500,0000;0,0000;0,0000
2024-03-15 02:30:00;27,9800;72,7467;57,0371;71,9675;41,5679;33,1885;99,3919;31,4466;84,5464;89,9325;58,1941;81,2634;19,1398;10,4384;-1.500,0000;0,0000;0,0000
2024-03-15 02:45:00;29,9600;67,4890;53,0900;86,9912;82,9447;16,6905;19,6467;53,5673;82,9568;21,9352;21,4705;74,2403;34,2237;51,5539;-1.500,0000;0,0000;0,0000
15.03.2024 03:00:00;28,1900;50,0744;1,8415;41,3796;54,4864;76,1109;87,5057;37,1991;78,1132;11,1362;59,0206;35,2350;13,0402;57,3616;-1.500,0000;0,0000;0,0000
2024-03-15 03:15:00;30,8600;27,1329;88,6038;76,6722;75,2130;10,7089;76,8936;80,8011;48,9698;45,8603;2,1490;43,0529;73,3529;81,1173;-1.500,0000;0,0000;0,0000
2024-03-15 03:30:00;30,9000;50,6143;62,0583;99,3295;79,7649;48,7145;58,6203;41,4524;61,0404;36,0351;49,2866;93,4538;20,5049;92,8280;-1.500,0000;0,0000;0,0000
2024-03-15 03:45:00;30,0700;43,3562;13,7296;91,1889;86,4726;41,0156;45,6645;93,4872;20,7806;80,2977;42,4360;10,1740;77,6409;10,5867;-1.500,0000;0,0000;0,0000
2024-03-15 04:00:00;32,3500;32,3907;51,2526;10,0712;38,3341;87,5808;95,5655;77,8067;60,8682;87,2886;98,8738;10,6757;82,2053;53,7672;-1.500,0000;0,0000;0,0000
2024-03-15 04:15:00;32,1400;98,5053;68,8548;57,8669;94,5085;84,7459;70,3298;52,2508;62,8671;33,4204;75,6072;4,1254;42,5811;82,2269;-1.500,0000;0,0000;0,0000
2024-03-15 04:30:00;32,8400;59,9567;87,7987;6,1917;40,9461;3,2112;53,2495;95,9381;61,7516;47,8543;40,8069;50,1877;77,2092;52,5852;-1.500,0000;0,0000;0,0000
2024-03-15 04:45:00;29,6000;4,3792;6,0201;89,9896;79,7816;97,9374;82,0878;66,4904;44,8556;96,9122;68,7722;77,4883;74,6594;79,7654;-1.500,0000;0,0000;0,0000
2024-03-15 05:00:00;30,8700;74,8844;11,9242;7,9082;85,4615;83,4448;71,5445;63,3332;71,2843;74,9099;27,5264;45,0491;49,1373;46,7864;-1.500,0000;0,0000;0,0000
2024-03-15 05:15:00;30,2700;13,5766;49,8766;62,3141;89,5847;12,0556;83,8107;16,3965;48,3500;16,9134;42,9601;38,7389;42,3825;82,9754;-1.500,0000;0,0000;0,0000
2024-03-15 05:30:00;29,0600;91,6452;78,3710;15,3086;26,2273;70,7607;25,4359;75,6362;48,7812;4,4445;45,5172;4,4628;40,1997;65,5658;-1.500,0000;0,0000;0,0000
15.03.2024 05:45:00;28,1700;10,7495;39,7278;2,9630;76,7654;38,3960;98,7184;13,3758;95,9278;17,6514;82,4526;24,5464;80,9433;41,3107;-1.500,0000;0,0000;0,0000
2024-03-15 06:00:00;31,3100;57,1215;18,7221;72,0177;94,4065;7,2476;78,5092;21,7390;23,1928;53,7427;71,1328;88,9925;49,3012;12,6658;-1.500,0000;0,0000;0,0000
15.03.2024 06:15:00;33,8200;27,9838;87,8393;53,9753;9,7636;65,2816;47,1101;6,9204;54,9354;80,3999;94,0596;19,8603;3,4733;51,3727;10.830,5772;23.181,4852;9.117,9519
15.03.2024 06:30:00;38,1900;16,1893;78,4696;56,9022;93,4365;27,5834;81,3071;39,0495;55,4342;53,3231;78,1603;57,4324;26,1025;71,2152;31.968,5955;62.920,9595;30.806,6004
2024-03-15 06:45:00;37,7000;99,1154;58,5360;59,1036;23,4318;42,3549;25,9989;64,5958;79,1033;76,0716;52,6688;95,5133;52,7807;35,7423;44.019,7627;85.577,1540;43.704,7344
2024-03-15 07:00:00;41,8600;69,6846;13,9751;49,5784;4,9047;96,8000;39,8871;90,4228;37,5364;99,8111;99,4100;93,4971;81,4084;20,7928;timeout;113.680,7918;54.020,2889
2024-03-15 07:15:00;44,4600;84,6804;35,9548;79,6806;64,8587;23,4774;33,4748;44,5646;70,5867;55,7190;24,5703;24,8042;0,5760;25,9254;72.239,4934;138.630,2477;85.006,6385
2024-03-15 07:30:00;42,0000;80,7355;1,0828;24,0733;30,2843;63,6498;20,5007;63,0081;18,1160;21,4873;1,6171;2,3291;53,0512;32,9717;89.720,8609;171.495,2186;71.834,7143
2024-03-15 07:45:00;44,5800;13,5962;30,0713;44,8583;45,0734;25,5167;22,6831;5,2324;52,8277;70,2245;83,9528;66,5139;42,7398;52,6448;-999.0;180.978,8833;82.911,9277
2024-03-15 08:00:00;55,6700;53,9983;20,5122;22,1767;21,4801;13,3122;94,3766;80,7698;62,2624;88,7581;52,9727;59,8506;67,6154;1,9575;121.749,4925;231.709,0459;139.614,8217
15.03.2024 08:15:00;50,9500;43,1396;57,7242;68,4850;10,5950;74,2100;90,4934;92,9021;96,4415;66,7426;99,2682;57,0235;7,4534;19,6537;127.951,0536;243.367,9808;113.377,0371
15.03.2024 08:30:00;49,6200;25,6137;70,7424;68,3754;46,4153;60,9044;40,7093;68,7167;8,8858;49,1372;96,7267;31,0858;55,3399;49,0675;124.312,0015;236.526,5628;83.950,6927
2024-03-15 08:45:00;57,9100;55,3727;79,6115;47,2155;36,1386;95,1187;76,4623;21,5014;18,9492;82,6361;71,7585;34,5075;11,6281;74,4804;158.435,0908;300.677,9707;135.148,3774
2024-03-15 09:00:00;58,7400;58,1259;53,7299;81,4854;92,2317;10,1019;99,9105;57,1155;21,2087;28,7897;82,6134;63,9641;90,4019;56,1771;168.982,2823;320.506,6907;146.086,0381
