System Export Report
Generated: 2024-03-17
Status: OK
timestamp	,inverter_temperature_C,grid_export_raw,irradiance_w_m2,panel_efficiency_pct,ambient_temp_C,voltage_V,current_A,frequency_Hz,reactive_power_kvar,sensor_v1_legacy,estimated_yield_daily ,cloud_cover_pct,humidity_pct,wind_speed_ms,kw_val,forecast_yield
2024-03-14 01:20:00,27.98,22.4528,65.7747,3.8819,25.9467,12.88,34.4289,80.8124,13.6043,51.5913,1.3971,54.5981,42.5051,41.8095,20.0,0.0
2024-03-14 01:25:00,28.25,37.1501,9.6505,40.8444,92.4982,18.4233,46.1702,58.0414,79.9317,97.3048,53.6343,25.3425,40.7417,45.7123,20.0,0.0
2024-03-14 01:30:00,28.61,11.049,48.6748,36.6808,76.6003,18.9163,76.2846,17.4482,5.1512,5.0077,90.1711,85.8598,54.8326,12.1626,20.0,0.0
2024-03-14 01:35:00,29.8,5.1031,92.0338,93.0863,72.3186,40.2089,30.96,86.7676,17.1709,56.9718,86.0221,96.894,98.616,77.4002,20.0,0.0
2024-03-14 01:40:00,33.42,24.6922,34.4009,21.5547,22.5452,51.7022,54.6365,62.6274,88.235,22.9519,29.2114,81.1289,66.3485,28.6431,20.0,0.0
2024-03-14 01:45:00,30.05,40.4723,85.3378,17.6834,5.7567,7.1038,19.1379,20.0757,64.606,29.6661,23.4292,73.1817,36.9245,95.7473,20.0,0.0
2024-03-14 01:50:00,31.03,29.4432,0.0154,7.1806,6.191,77.6602,77.7446,9.3681,60.2181,0.5392,68.1828,42.9584,93.4428,24.3115,20.0,0.0
2024-03-14 01:55:00,28.38,22.3908,74.5857,47.4804,71.8329,80.9592,23.2379,56.0609,64.6154,39.1786,35.6662,27.9051,92.4285,13.3812,20.0,0.0
2024-03-14 02:00:00,29.05,58.9893,44.5387,52.9221,72.8178,98.6823,84.0103,63.1143,0.9187,93.7616,49.263,25.0114,11.2995,87.6845,20.0,0.0
2024-03-14 02:05:00,31.7,14.7361,29.7199,74.0425,35.8063,16.5983,37.6701,85.8799,90.5765,80.1762,84.7395,4.2927,75.006,55.8719,20.0,0.0
2024-03-14 02:10:00,34.0,77.8298,75.1141,61.9116,82.8517,81.7321,46.8323,62.2617,38.9905,83.0796,81.1089,20.6745,17.2234,82.4184,20.0,0.0
2024-03-14 02:15:00,28.79,52.3588,97.993,81.2378,92.4168,67.59,68.4341,50.183,26.3533,74.5573,76.9895,33.131,17.0258,35.8941,20.0,0.0
2024-03-14 02:20:00,30.31,55.9592,24.7661,5.1632,80.0006,65.7079,70.4173,7.0302,50.6231,15.7137,58.1615,12.161,66.6527,68.8752,20.0,0.0
2024-03-14 02:25:00,34.05,5.6364,84.3556,42.2989,70.042,5.6445,62.0824,87.7594,10.9754,24.2537,46.8877,32.3491,53.8006,28.7526,20.0,0.0
2024-03-14 02:30:00,32.81,20.6227,84.1776,34.0977,88.4384,36.1824,89.9564,7.5406,9.0366,22.87,75.5381,87.7823,95.8111,90.1224,20.0,0.0
2024-03-14 02:35:00,30.47,2.1699,22.013,62.1282,17.0843,25.416,34.9864,78.3066,70.3119,51.2619,25.7972,45.3837,35.8809,20.1821,20.0,0.0
2024-03-14 02:40:00,30.83,38.2039,78.5303,20.1,91.1494,45.5887,11.2576,90.4105,74.5336,66.9614,90.8465,87.44,36.1499,17.0547,20.0,0.0
2024-03-14 02:45:00,27.0,33.1545,4.3069,70.5455,48.2043,58.7276,44.2134,92.0221,93.6734,19.6068,7.9592,95.195,48.9514,84.3763,20.0,0.0
2024-03-14 02:50:00,30.61,90.5561,68.8403,41.2264,31.2668,62.8857,63.092,29.9223,16.3757,55.2772,71.9526,24.156,24.159,36.8306,20.0,0.0
2024-03-14 02:55:00,29.04,52.6209,36.9048,3.5639,79.0903,43.9574,45.1644,47.2613,86.4527,26.7195,19.8116,77.1899,81.6304,98.3162,20.0,0.0
2024-03-14 03:00:00,27.76,24.3648,9.6173,14.7308,77.9761,16.2721,63.5418,86.5666,14.8171,99.9578,56.9934,30.3471,20.0745,62.1539,20.0,0.0
2024-03-14 03:05:00,28.41,52.3104,3.8538,65.4757,19.0855,23.0477,98.5865,23.4956,25.5965,74.539,22.2654,44.4789,70.5938,8.2911,20.0,0.0
2024-03-14 03:10:00,31.09,22.2277,96.9294,35.4129,96.3187,31.0018,15.0435,59.7631,82.7744,76.1068,38.4812,31.3182,54.9895,20.7742,20.0,0.0
2024-03-14 03:15:00,31.3,93.949,10.3667,42.6966,23.5931,95.3003,63.5022,54.8297,22.0205,52.5663,2.101,83.3049,57.9473,9.2306,20.0,0.0
2024-03-14 03:20:00,31.62,88.8532,69.3774,13.1706,55.7825,0.5419,9.5891,32.6735,49.8682,36.5621,63.2135,87.5125,27.9328,98.1466,20.0,0.0
2024-03-14 03:25:00,29.14,87.1915,22.686,77.4148,15.4705,34.3426,87.5478,11.5642,79.1103,2.3676,20.9433,76.0814,70.9278,87.4431,20.0,0.0
2024-03-14 03:30:00,31.56,92.9791,52.4291,61.7641,87.8599,44.475,76.0487,94.0707,5.6695,96.5342,46.5896,2.2535,67.4456,87.0278,20.0,0.0
2024-03-14 03:35:00,29.59,80.0669,55.9071,75.1242,13.1324,33.6915,68.1767,68.6555,43.3087,4.0296,81.2331,68.5263,68.0471,84.7373,20.0,0.0
2024-03-14 03:40:00,31.07,57.6147,5.7833,4.4881,70.2627,90.3273,21.8056,20.1065,59.86,49.1723,66.9922,7.1013,86.9882,91.7752,20.0,0.0
2024-03-14 03:45:00,33.65,49.1835,63.2407,70.4115,87.4756,47.2207,50.502,69.0992,86.1282,60.9966,2.6201,95.3477,78.2184,26.0601,20.0,0.0
2024-03-14 03:50:00,30.49,47.1887,76.9058,31.4657,11.2186,11.6989,90.4193,24.1446,4.6395,50.6338,85.1454,96.3197,51.7361,0.4894,20.0,0.0
2024-03-14 03:55:00,30.18,71.47,34.2844,54.8911,29.8867,31.2679,45.3993,47.7214,36.3678,36.7784,95.6835,2.4013,8.2339,34.8876,20.0,0.0
2024-03-14 04:00:00,32.57,94.5537,74.5741,63.7725,45.8981,41.3057,48.1706,44.2796,83.1854,47.3595,54.5819,77.1047,41.9835,83.38,20.0,0.0
2024-03-14 04:05:00,30.69,40.7006,65.7681,12.8211,44.4548,6.4333,47.4596,68.3307,30.7779,12.8207,80.64,88.8771,99.4369,28.26,20.0,0.0
2024-03-14 04:10:00,29.86,18.6883,95.0907,78.0571,59.2784,80.2344,76.2314,61.2931,94.5936,26.1142,0.0697,2.9098,16.0616,97.6305,20.0,0.0
2024-03-14 04:15:00,30.68,58.4788,16.4774,5.8038,94.2653,37.8514,17.4334,58.8101,10.0777,61.4496,90.658,29.0831,91.4129,11.1675,20.0,0.0
2024-03-14 04:20:00,25.68,56.2203,60.6378,45.5255,21.5913,70.4196,7.2761,26.6486,58.7727,98.2366,34.6374,0.4285,45.7154,61.4507,20.0,0.0
2024-03-14 04:25:00,28.19,98.5491,76.4315,39.8167,44.2046,92.1141,92.7068,39.0212,3.6396,87.1481,31.3112,97.3731,33.699,19.1455,20.0,0.0
2024-03-14 04:30:00,25.17,2.3491,14.9749,4.3131,49.5583,50.2853,51.3426,45.7682,53.1643,72.6273,42.7517,40.6852,71.9099,85.16,20.0,0.0
2024-03-14 04:35:00,27.88,43.693,29.9978,17.0547,60.8255,9.9789,5.3471,72.0298,75.2662,30.1147,66.388,26.3816,40.4145,97.396,20.0,0.0
2024-03-14 04:40:00,31.13,99.6054,23.0442,6.343,63.6667,20.1567,51.2978,57.6553,36.1521,50.4124,19.3137,71.2506,93.4339,4.6484,20.0,0.0
2024-03-14 04:45:00,29.05,77.5431,20.1964,17.8258,56.362,59.08,84.762,19.814,62.7793,49.9576,24.9024,25.2529,71.1219,2.1271,20.0,0.0
2024-03-14 04:50:00,31.77,41.1615,66.1232,36.2465,12.5676,78.9293,90.0804,97.4107,61.6398,29.2487,27.9058,93.1262,1.3092,98.3246,20.0,0.0
2024-03-14 04:55:00,33.72,28.2646,66.8584,98.2896,8.1498,41.4771,38.2047,36.0135,40.2956,53.5053,50.5924,61.6728,82.0783,18.8416,20.0,0.0
2024-03-14 05:00:00,27.62,24.5791,90.0701,78.7596,77.3232,6.7907,6.7303,13.1271,89.8993,64.2821,6.2299,36.683,19.5889,96.8744,20.0,0.0
2024-03-14 05:05:00,28.97,11.1294,29.0359,14.4859,33.0221,98.4755,73.7343,61.0292,36.9977,55.616,98.6918,8.8631,19.0617,72.0555,20.0,0.0
2024-03-14 05:10:00,33.42,74.1103,46.6347,72.723,96.6704,61.6977,71.1802,5.8853,58.2467,0.9127,78.8895,98.7052,56.7323,84.0714,20.0,0.0
2024-03-14 05:15:00,29.34,41.1646,68.8468,87.3198,58.3809,70.0664,81.6648,23.8066,71.9327,80.4882,95.3402,59.4579,31.2555,25.7451,20.0,0.0
2024-03-14 05:20:00,31.87,35.5764,85.48,97.4253,7.8588,19.9863,25.9719,42.382,88.4526,14.2582,71.966,22.0345,47.8967,38.9264,20.0,0.0
2024-03-14 05:25:00,29.16,23.4265,10.2764,89.7669,12.6776,37.531,97.0838,79.9954,99.8368,22.4732,71.4874,38.1591,68.1662,74.7923,20.0,0.0
2024-03-14 05:30:00,33.43,33.0254,91.086,92.627,47.8134,8.1638,60.2388,38.5457,86.0173,64.5633,71.0834,55.4023,62.7827,51.1715,20.0,0.0
2024-03-14 05:35:00,29.61,58.0173,14.9653,28.3654,93.0085,85.7441,36.3816,92.4034,3.4949,52.0037,37.2395,4.446,0.2192,88.7813,20.0,0.0
2024-03-14 05:40:00,29.3,63.2407,54.421,37.2005,84.1561,12.4546,74.7899,10.1067,83.9691,42.0046,24.9869,98.3443,25.3843,98.0842,20.0,0.0
2024-03-14 05:45:00,29.45,0.3266,59.8421,92.666,4.7325,73.2435,15.3975,45.9031,65.0211,94.379,56.7761,36.4893,5.7433,51.5238,20.0,0.0
2024-03-14 05:50:00,29.72,75.15,47.7376,80.4103,49.5883,67.9762,62.9852,30.006,69.6994,61.7404,30.7438,19.1246,48.6245,29.1196,20.0,0.0
2024-03-14 05:55:00,30.15,11.6475,76.9056,48.8137,83.5395,62.7096,41.7271,42.7841,44.3875,61.7104,58.9974,39.6478,3.1882,90.4303,20.0,0.0
2024-03-14 06:00:00,34.44,5.0613,2.4359,28.092,87.4333,84.1131,89.5182,41.8423,66.4851,24.2277,25.043,72.5775,81.3824,71.1654,20.0,0.0
2024-03-14 06:05:00,30.87,40.3585,95.6832,93.5797,46.1571,41.5908,30.838,8.2286,11.7831,7.4179,4.8348,62.8088,51.2827,16.5585,44.3691,23.9644
2024-03-14 06:10:00,33.79,4.462,45.3832,52.0771,88.6345,33.4749,26.7089,61.6447,85.8998,96.4234,37.5415,94.6137,84.3849,20.2463,70.0173,54.431
2024-03-14 06:15:00,30.97,53.1186,52.9299,7.516,0.3819,96.4765,77.54,78.9317,92.6403,94.7951,87.9561,46.1342,85.5498,7.9046,92.0157,85.1078
2024-03-14 06:20:00,29.78,24.5622,68.4253,62.5837,29.9259,12.8804,83.7336,27.4687,54.008,2.7781,0.1217,88.7408,86.1894,5.1002,123.5767,109.2826
2024-03-14 06:25:00,33.4,38.5318,41.4642,22.9168,99.7376,14.575,76.5169,90.5757,3.5946,54.5747,72.7039,42.966,66.8735,64.0615,152.8818,121.4352
2024-03-14 06:30:00,33.21,28.3654,76.0921,76.9589,74.399,87.6111,99.5471,90.1027,49.415,64.84,58.8463,43.5414,96.7603,30.3202,165.9443,150.7856
2024-03-14 06:35:00,31.54,65.9743,20.509,65.1527,49.1218,7.538,69.4181,96.7328,64.5753,1.5891,41.7396,32.4228,61.8603,66.9459,-999.0,196.9902
2024-03-14 06:40:00,34.85,89.0453,42.7254,74.5383,64.9777,19.3284,13.617,80.2288,32.3251,41.5497,24.6994,66.1764,8.498,3.3017,223.9481,220.3558
2024-03-14 06:45:00,37.14,28.1658,69.321,64.9417,36.1299,57.4475,78.8937,9.981,70.7283,73.5041,30.6162,29.2669,74.6934,15.0435,244.5994,200.8043
2024-03-14 06:50:00,37.83,72.2622,30.2774,46.1177,77.6865,72.7186,38.2742,24.0849,65.8421,12.9011,98.8102,32.3964,66.5652,24.5537,244.2447,212.0955
2024-03-14 06:55:00,38.96,69.5112,65.6051,96.6964,49.0281,88.4054,50.0452,82.3186,10.7188,12.9746,34.257,85.361,3.5208,80.6689,295.2078,219.3794
2024-03-14 07:00:00,42.14,1.0373,0.6863,38.0708,88.7604,87.8943,7.8633,35.7132,79.8163,13.4932,57.913,43.184,68.5912,84.5037,333.2155,291.2298
2024-03-14 07:05:00,36.39,62.9214,54.5252,95.9713,63.0161,84.1887,66.4068,17.5752,38.9876,76.2274,96.1174,68.6511,57.5586,38.4081,359.3379,386.1445
2024-03-14 07:10:00,42.13,68.2769,0.2595,56.25,60.1905,63.7399,76.6184,7.7022,81.4689,64.9007,6.9112,56.1383,9.3523,70.6427,402.6953,420.1888
2024-03-14 07:15:00,40.2,28.8652,62.1865,69.9465,54.8366,22.8571,56.9287,61.6117,43.9869,64.4703,3.4398,99.1529,17.2033,24.6353,404.5101,400.785
2024-03-14 07:20:00,45.91,54.9056,65.3404,12.1841,94.3751,69.4951,77.9387,46.8523,67.8928,63.1423,34.0063,4.9911,16.9207,13.3688,419.2491,443.2827
2024-03-14 07:25:00,43.46,54.3477,84.3564,2.6797,50.7729,3.0699,46.5366,3.1442,13.445,63.1932,43.0072,81.651,59.19,25.4001,-999.0,374.0999
2024-03-14 07:30:00,42.28,88.3131,87.828,9.1322,14.6266,45.7112,47.994,50.5552,27.2414,6.6555,90.7058,66.7589,10.6114,60.5545,469.2495,602.9677
2024-03-14 07:35:00,46.19,67.59,49.1153,19.9301,62.3632,18.9177,58.0441,51.2986,35.7153,13.4332,24.5681,96.0097,80.8322,54.6051,515.0747,448.2994
2024-03-14 07:40:00,44.22,49.4375,7.5308,57.3226,18.0299,77.4124,88.6266,56.5439,15.1787,21.0624,2.1917,11.9155,96.1351,51.6205,530.5259,466.0423
2024-03-14 07:45:00,43.28,56.5863,40.3047,81.4849,67.6116,8.5155,82.5138,34.6209,63.2082,37.8099,77.6779,7.6587,65.337,18.7433,542.6712,519.8161
2024-03-14 07:50:00,44.17,7.9149,82.7787,12.4819,21.1746,19.8242,84.788,86.334,65.0899,66.518,58.8075,0.1677,13.1366,20.43,540.3657,594.574
2024-03-14 07:55:00,48.75,22.8431,11.641,71.6896,31.1305,80.2413,71.6283,70.8318,74.5092,24.9713,49.8943,38.6857,36.9817,30.9937,630.2262,651.7959
2024-03-14 08:00:00,48.78,49.2627,41.9357,81.6098,0.6228,49.503,19.9148,39.4833,37.221,38.0156,34.0524,31.63,95.2636,62.7263,595.8115,720.395
2024-03-14 08:05:00,46.64,55.2376,48.4983,67.7666,2.1991,61.871,14.0702,86.2257,30.1618,52.2463,23.5449,37.3395,88.6183,17.9971,633.744,695.6379
2024-03-14 08:10:00,47.31,48.443,16.7823,12.9868,85.6979,66.7576,27.1957,92.785,39.2648,41.9767,42.1772,42.2097,55.15,1.1915,636.4525,524.3363
2024-03-14 08:15:00,50.7,61.9229,66.1008,1.7407,30.6751,8.2856,19.0884,8.9996,75.6634,62.8722,95.0605,22.8142,3.2781,57.3613,712.0044,717.1967
2024-03-14 08:20:00,53.54,36.9349,57.3818,13.1588,44.7225,75.2428,33.0922,26.3583,74.4412,14.6334,27.7588,22.2474,98.0854,10.3167,690.9937,649.9131
2024-03-14 08:25:00,51.4,42.2832,21.8001,60.7958,98.9913,15.665,37.9063,37.0996,25.364,23.1628,2.6033,38.9629,71.614,27.0413,735.6923,595.9753
2024-03-14 08:30:00,50.57,86.3986,26.401,21.9985,60.5681,28.0162,34.9305,71.5373,64.0576,24.1537,4.9921,95.5204,60.7379,68.3531,686.7266,637.3428
2024-03-14 08:35:00,50.25,57.4897,52.5131,52.8946,69.2577,71.5446,66.6201,57.2622,27.0044,21.2986,40.5484,78.7268,83.4523,33.2855,793.3069,824.7571
2024-03-14 08:40:00,50.96,69.775,60.2433,10.0057,62.3601,85.3851,82.9692,64.2534,19.7488,8.3927,72.3437,75.7409,89.3618,69.4975,776.5965,926.6951
2024-03-14 08:45:00,54.18,91.5342,64.9712,41.4504,77.2713,73.1583,57.4823,82.7124,53.8202,48.4265,93.7634,72.6654,63.0131,43.9078,-999.0,487.9702
2024-03-14 08:50:00,53.64,19.3228,90.4304,8.1861,15.1274,60.2517,31.9125,26.4811,15.8113,43.7859,62.4667,89.8431,89.5637,81.0812,862.8847,954.9431
2024-03-14 08:55:00,54.14,86.0398,76.5024,10.2096,53.8283,5.7621,93.5942,66.8693,70.3638,84.0044,4.3044,76.979,84.8509,96.1354,796.1339,922.8149
2024-03-14 09:00:00,56.2,14.5447,45.7156,43.4302,42.3438,98.342,57.6038,44.6138,54.3946,72.3693,42.8955,67.6509,93.3746,24.9431,892.4189,865.7883
2024-03-14 09:05:00,54.18,69.1886,45.9289,13.8358,94.4318,17.5899,94.9506,17.1529,93.5276,19.9463,54.5349,36.1544,43.3145,59.6741,896.6081,1041.9581
2024-03-14 09:10:00,54.23,18.8592,27.8625,52.244,82.9221,61.2568,0.1014,15.4375,90.1342,81.3572,54.1647,24.1227,79.9677,95.3188,903.6543,970.5571
2024-03-14 09:15:00,54.47,32.8174,33.9537,31.386,18.4501,17.3974,6.8447,86.3031,91.0905,95.2489,30.7111,56.5014,65.3735,48.1373,865.5382,737.5538
2024-03-14 09:20:00,55.59,80.9461,10.8578,64.0393,85.9091,57.2022,96.1913,93.7964,35.1911,30.7093,81.5367,94.6261,72.9709,92.3691,1017.5919,986.5149
2024-03-14 09:25:00,59.72,44.2643,24.2211,55.4735,29.7812,55.4296,88.9289,3.5168,1.6451,50.027,36.8488,33.9953,17.8696,19.8256,1001.1146,1027.2757
2024-03-14 09:30:00,58.18,53.3799,18.3917,18.4114,68.6307,30.9443,92.686,59.2456,65.6319,94.9814,97.2845,85.5658,50.246,49.8617,919.03,838.2326
2024-03-14 09:35:00,58.32,92.0057,95.0391,94.6982,88.1866,69.7551,64.4818,66.9066,38.5162,70.4611,2.9719,45.9857,94.3955,85.3365,944.2679,882.8089
2024-03-14 09:40:00,59.74,18.6125,27.9589,73.8691,13.6858,38.9849,26.8585,41.8629,40.359,81.1989,3.503,22.3109,7.6882,86.0438,1003.4567,742.7817
2024-03-14 09:45:00,59.0,84.5376,68.0847,59.911,40.2178,94.6339,1.0892,31.4587,84.3011,68.3352,68.0937,94.0661,72.8491,23.0208,1045.0894,990.9325
2024-03-14 09:50:00,60.99,44.671,99.1492,66.1929,30.722,65.0244,33.5067,67.6246,84.2584,9.7311,7.0972,22.9758,40.1817,14.055,1010.3952,1077.3779
2024-03-14 09:55:00,59.32,7.6938,16.2073,22.5363,86.7726,52.563,24.8435,25.9168,74.899,33.1091,45.1176,23.3951,42.3955,48.0231,1103.2584,996.0537
2024-03-14 10:00:00,59.41,24.5401,17.1838,34.3263,59.4242,72.5921,64.1204,10.4782,12.8873,72.9573,18.5579,17.5544,8.3471,24.9205,-999.0,858.278
2024-03-14 10:05:00,64.09,3.0729,24.6588,20.2512,79.2919,21.4438,21.9231,70.1361,49.4667,86.9554,3.745,99.4411,31.7087,28.2815,1101.7216,995.126
2024-03-14 10:10:00,59.71,79.9007,25.5726,43.2983,65.6374,45.225,47.9975,57.655,81.4889,40.9393,40.1396,83.594,2.6521,47.7807,1052.4865,1148.6014
2024-03-14 10:15:00,59.14,42.8571,1.0803,59.9041,55.8375,72.5843,67.152,40.1366,51.98,8.9977,39.1779,91.3524,11.2072,47.0313,1071.7263,1061.0437
2024-03-14 10:20:00,61.1,52.4508,28.5134,22.3297,2.2444,22.9755,91.289,40.5406,26.7628,0.2692,58.7671,51.1798,37.4756,46.8121,1072.6111,947.4118
2024-03-14 10:25:00,61.54,79.7161,52.5872,50.012,15.7253,62.3891,99.053,29.4527,53.4319,29.0132,14.2781,50.3337,64.9477,5.6079,1125.8613,1104.8533
2024-03-14 10:30:00,65.38,22.9453,4.8702,21.9407,52.3428,72.8407,99.7659,81.5969,50.1588,58.1901,65.2164,58.3834,86.9181,65.2131,1162.9508,980.4944
2024-03-14 10:35:00,64.02,11.8368,9.0946,1.2437,53.3976,70.6418,50.9489,5.0249,66.3261,65.9197,72.4846,30.2807,37.7886,60.8951,1142.8405,1055.4918
2024-03-14 10:40:00,65.58,79.8479,12.5471,28.5522,74.3699,87.6724,91.809,61.6603,2.2932,72.0442,89.5769,35.6655,46.3222,35.5737,1216.221,1330.9365
2024-03-14 10:45:00,70.38,79.5635,46.2215,17.8237,26.9409,67.9057,48.6493,53.6,61.3691,7.8033,44.6057,68.042,8.1872,10.3534,1245.9193,1381.989
2024-03-14 10:50:00,62.07,25.863,77.0824,35.6579,64.7616,76.2774,38.3368,70.3114,21.4984,57.3848,95.7101,11.8078,26.5422,53.4689,1108.6348,1214.0822
2024-03-14 10:55:00,60.49,4.9918,43.9337,23.0745,10.9674,77.4528,62.4149,25.9269,17.1545,6.0227,34.8787,68.3586,76.481,73.9831,1148.1353,1126.6038
2024-03-14 11:00:00,63.2,45.9215,43.2131,23.4061,66.764,37.0494,80.1263,71.6066,54.5872,66.5003,60.8362,94.5254,56.7831,38.6971,1092.684,1097.8553
2024-03-14 11:05:00,60.72,55.1403,81.4625,21.1003,61.7992,45.9252,6.7927,36.9219,36.8743,39.3633,68.5041,67.8429,63.5298,71.3373,1130.2867,890.9722
2024-03-14 11:10:00,62.3,52.5149,75.4446,70.4057,52.704,17.8776,81.9096,33.5164,55.9493,62.5839,86.3373,76.2093,1.422,96.7884,1149.2286,1258.6949
2024-03-14 11:15:00,68.47,18.0067,51.6787,70.9061,7.1389,92.5279,76.9161,3.0777,50.8033,24.401,39.8702,71.123,24.6704,90.8897,1266.1738,1229.5084
2024-03-14 11:20:00,64.47,84.9523,81.5779,44.4331,11.6016,68.6681,90.1442,75.4947,80.9621,94.0226,56.1654,50.5582,33.9602,87.636,1254.402,1102.076
2024-03-14 11:25:00,65.25,95.3559,3.7014,42.0564,26.1995,91.7525,14.6666,22.8454,31.1755,6.5735,82.3375,9.771,66.3811,62.7981,1195.9082,1187.791
2024-03-14 11:30:00,60.35,40.7236,65.6349,64.9819,42.7887,28.5683,70.2948,7.4666,68.8314,5.4808,25.5588,33.9993,97.5614,82.2533,1187.1658,1197.5122
2024-03-14 11:35:00,68.12,88.4276,70.7155,70.2848,27.0257,92.4954,80.799,91.4695,45.0109,54.7734,43.4543,94.0331,29.5825,94.8561,1204.498,1113.6334
2024-03-14 11:40:00,65.56,10.2091,36.0782,15.8973,14.9648,68.9724,88.8846,82.4459,89.7619,4.635,26.4793,35.6546,48.0827,75.257,1262.39,1154.3451
2024-03-14 11:45:00,58.13,14.0688,5.4814,61.9102,41.919,70.8144,22.1734,76.0931,22.5148,57.5067,28.4781,68.6336,88.5498,57.3031,1069.6729,1272.0777
2024-03-14 11:50:00,64.01,19.6912,5.0758,65.0449,96.4927,83.1762,28.585,44.3277,76.2397,35.6285,5.1942,48.9431,36.3442,40.3836,1189.5762,920.4053
2024-03-14 11:55:00,63.21,73.6669,98.8925,10.2247,63.1377,35.4902,31.5749,76.9667,35.1251,38.3604,70.5964,28.7623,15.4747,84.0823,1198.6816,903.3239
2024-03-14 12:00:00,64.12,92.1838,65.7936,84.593,10.4352,58.3616,42.1217,51.6135,8.4197,24.4669,74.3237,14.8105,26.6046,29.41,1168.0025,1032.8717
2024-03-14 12:05:00,69.86,18.2538,15.4571,93.0963,82.2975,9.3111,23.3076,17.9588,22.4158,89.1346,59.4827,63.7514,14.7135,31.2295,1237.4637,912.959
2024-03-14 12:10:00,65.08,37.9376,38.8314,26.5134,76.2739,13.0862,3.0643,96.4403,40.0904,47.8957,46.9677,95.4591,56.2679,16.9805,1221.0414,1340.2943
2024-03-14 12:15:00,66.07,96.6592,53.7299,4.7678,75.442,77.0639,19.5184,58.3286,80.7111,46.0499,69.3878,52.0955,75.0552,93.5009,1171.6063,1258.4422
2024-03-14 12:20:00,69.15,9.63,67.8169,5.9998,28.526,19.0863,35.6274,31.8861,76.7449,29.3718,37.8066,80.815,84.369,47.96,1267.1486,1295.4338
2024-03-14 12:25:00,67.9,90.1815,11.5851,54.6056,90.1525,21.0436,16.3203,67.5904,84.206,15.0735,12.3087,76.2685,93.941,96.7597,1330.445,1112.597
2024-03-14 12:30:00,66.06,52.5565,14.1268,25.3855,88.8521,65.1714,43.4343,15.8044,15.1922,19.6776,10.8657,35.3074,4.7276,56.4794,1232.4017,1244.3012
