System Export Report
Generated: 2024-03-17
Status: OK
timestamp	,inverter_temperature_C,grid_export_raw,irradiance_w_m2,panel_efficiency_pct,ambient_temp_C,voltage_V,current_A,frequency_Hz,reactive_power_kvar,sensor_v1_legacy,estimated_yield_daily ,cloud_cover_pct,humidity_pct,wind_speed_ms,yield_mwh,forecast_yield
2024-03-14 07:45:00,48.08,27.5083,74.5148,43.1529,26.9453,75.5182,5.5502,91.9248,89.8802,97.3308,23.9826,48.8129,80.4241,95.4972,0.2291,0.1915
2024-03-14 08:00:00,48.96,84.7517,61.4296,45.7547,64.2886,99.5442,14.3313,39.7774,22.941,88.3398,91.7294,90.0665,59.6266,86.3258,0.2575,0.1482
2024-03-14 08:15:00,49.4,2.3365,8.5377,21.484,19.3592,93.5604,62.0765,60.9389,13.8612,92.7957,20.2496,65.7237,97.473,62.6575,0.2858,0.1798
14.03.2024 08:30:00,52.81,36.2546,1.2266,17.1699,4.2794,27.2915,65.0283,16.9246,11.0082,95.7143,46.5173,56.2716,82.2428,32.7567,0.2926,0.1934
2024-03-14 08:45:00,59.41,56.8833,93.4606,23.5238,7.5369,97.6979,9.9127,84.014,13.7013,0.145,1.3665,22.0607,9.3816,88.921,-999.0,0.2656
2024-03-14 09:00:00,53.72,0.2031,74.1994,80.4024,75.034,19.6676,15.001,78.5162,91.5168,19.3132,4.6731,37.9212,46.6327,56.5992,0.333,0.2936
2024-03-14 09:15:00,57.17,66.3992,63.3676,37.0609,38.5023,73.4987,78.2182,4.2673,84.9105,35.5203,95.1031,18.4603,23.4448,87.8905,0.3373,0.3598
14.03.2024 09:30:00,60.98,35.1077,94.3746,62.7324,51.6262,14.7048,57.5573,41.0856,7.9319,1.7101,99.4535,59.1662,58.7666,98.2801,-999.0,0.3569
2024-03-14 09:45:00,59.28,48.935,14.8448,94.3757,9.1391,25.9967,3.7113,90.1264,49.1052,65.784,9.6809,93.5745,81.9894,93.864,0.3595,0.3332
2024-03-14 10:00:00,61.77,65.3787,10.1926,86.4971,38.0624,90.7728,40.2152,92.0006,48.773,51.3758,29.2019,57.0252,8.1322,0.6232,0.3898,0.2935
2024-03-14 10:15:00,62.67,19.6896,56.2766,21.8795,89.0649,87.2894,55.3338,20.2527,33.102,89.2499,34.9146,90.323,28.9025,44.238,0.3878,0.3522
14.03.2024 10:30:00,70.16,35.242,98.8142,58.489,42.5624,27.0249,76.7672,17.7659,77.1927,83.4083,7.1939,46.2798,49.7257,21.2003,0.4351,0.402
2024-03-14 10:45:00,65.75,78.0547,61.8537,51.6235,17.8931,14.8719,45.3388,55.2528,66.9243,67.2465,6.8767,66.3361,90.9083,68.9072,0.4562,0.4574
2024-03-14 11:00:00,65.73,45.8007,35.3577,79.2173,4.8297,14.8658,68.8906,64.6863,70.253,56.4456,51.7709,12.0575,62.5108,85.1828,0.4421,0.3873
2024-03-14 11:15:00,71.49,58.6447,1.2193,76.5827,56.5956,57.4377,34.9935,56.9051,97.3487,12.4354,79.9102,5.0304,24.2712,93.1907,0.4747,0.3989
2024-03-14 11:30:00,68.34,53.8953,90.1999,20.9199,69.883,5.6735,81.696,4.7591,52.1218,2.7908,10.0918,22.4204,97.8633,13.3245,0.4811,0.4979
2024-03-14 11:45:00,71.52,70.0361,47.1746,32.2094,96.1478,85.3895,88.6743,73.4938,8.7004,24.725,67.1562,54.4355,90.9891,15.0573,0.4541,0.4127
2024-03-14 12:00:00,67.42,25.1275,82.163,54.9256,43.2492,1.945,5.9199,41.0098,30.4643,11.8946,79.9194,42.1688,67.429,75.6162,0.4812,0.3588
14.03.2024 12:15:00,64.11,71.9672,36.304,89.481,30.8199,58.636,19.6929,55.4874,43.3166,7.3365,89.4113,63.2688,45.4683,80.7996,0.4229,0.382
,,,,,,,,,,,,,,,,
2024-03-14 12:30:00,66.27,51.0584,7.4046,5.7362,1.1414,8.9986,62.1937,92.2815,87.0585,62.6796,91.598,36.4182,48.2309,34.3504,0.4387,0.4429
2024-03-14 12:45:00,66.9,80.4909,4.6189,90.6516,65.3325,80.5394,49.1878,68.0898,4.0989,18.4647,77.1943,10.8746,63.073,94.1452,0.4524,0.4135
2024-03-14 13:00:00,66.05,74.3841,80.2365,39.8904,82.3497,49.39,20.9004,75.417,36.94,88.6186,83.2016,86.7167,35.9813,83.2181,0.4479,0.3479
2024-03-14 13:15:00,65.41,22.2387,72.8009,89.277,55.8892,76.2582,1.1138,23.8394,30.0051,99.2627,0.9955,61.664,6.4528,17.1942,0.4383,0.3711
2024-03-14 13:30:00,63.03,0.0371,13.2175,8.8771,11.2069,73.3568,46.3909,65.1717,65.0795,17.1579,65.0442,93.2165,22.3684,80.1182,0.4157,0.2693
14.03.2024 13:45:00,65.8,38.4096,27.877,68.4129,51.5762,53.1843,20.9861,88.4102,45.806,61.9518,15.1035,10.1736,41.1199,8.8139,-999.0,0.3115
2024-03-14 14:00:00,61.24,86.1883,26.8322,63.9702,15.0762,3.2642,20.4037,67.687,85.832,57.3136,53.1307,35.9089,68.5325,74.4526,0.396,0.3505
2024-03-14 14:15:00,62.69,9.4132,81.8115,82.6341,69.7494,63.269,29.6845,71.9357,57.5215,81.966,50.7177,96.8173,53.8361,69.3323,0.3946,0.3471
2024-03-14 14:30:00,56.46,29.2789,63.3236,62.9712,24.0545,1.7141,99.9916,18.1371,29.9117,34.3992,4.4184,94.3574,58.3623,16.757,0.3632,0.2892
2024-03-14 14:45:00,55.88,18.2165,91.3068,79.0988,62.6977,91.836,5.661,46.701,62.5362,91.4305,48.9693,37.6286,72.1673,49.2226,0.3414,0.2802
2024-03-14 15:00:00,56.4,2.8481,57.6426,27.3155,90.5971,18.9981,87.1113,0.1005,99.4662,82.0645,36.6896,91.7412,59.6239,38.3211,0.3144,0.3128
2024-03-14 15:15:00,54.44,84.1138,71.038,36.17,30.9735,36.9769,87.9304,46.4756,83.7239,76.7159,20.8194,2.85,70.0181,76.1953,0.3092,0.3127
2024-03-14 15:30:00,55.96,22.7774,60.514,50.2941,77.67,97.2465,20.2999,20.3007,28.4309,6.6627,90.002,29.8255,80.9498,39.0463,0.3081,0.3064
2024-03-14 15:45:00,49.33,82.9028,58.7017,54.5106,15.8703,0.9254,93.6932,93.2335,79.3296,1.0212,36.0984,92.5847,17.9519,76.7796,0.2563,0.1632
2024-03-14 16:00:00,52.93,5.9574,80.2603,15.182,34.1364,76.1087,22.0625,80.6519,4.9177,13.9843,25.8834,93.4579,2.4017,12.4331,0.2665,0.1301
2024-03-14 16:15:00,48.01,46.4765,75.8214,55.5924,59.7424,16.9906,26.9795,64.4415,11.0821,57.2815,16.1512,72.0617,49.8129,32.9437,0.2384,0.222
2024-03-14 16:30:00,45.07,22.7758,59.7076,83.1271,19.1854,27.5354,3.1959,54.4501,54.7947,4.5289,91.8514,74.2172,2.8424,50.4175,0.2193,0.1861
14.03.2024 16:45:00,46.3,81.422,36.5165,85.2134,9.6887,58.2039,74.4243,86.9638,32.3928,96.4291,27.3805,88.6751,20.6188,79.0482,-999.0,0.1268
2024-03-14 17:00:00,41.31,47.1764,68.0237,77.8726,35.1175,65.7654,59.3273,73.0133,20.1483,39.2941,35.0509,62.0168,95.2816,95.7665,-999.0,0.1146
14.03.2024 17:15:00,36.11,24.3987,74.4526,75.6721,28.8194,91.2371,1.9605,5.5242,10.9716,1.9577,70.9566,46.5835,33.4395,93.3148,0.1301,0.0716
2024-03-14 17:30:00,31.51,49.8485,28.7299,9.1069,26.7851,77.2473,91.5576,11.9275,75.8264,62.495,14.1733,14.2786,76.2132,34.9506,0.1034,0.0606
2024-03-14 17:45:00,34.46,92.2472,74.1521,20.9212,4.2388,30.6177,27.7848,11.5279,16.2922,99.3,27.914,74.6064,29.4099,48.5272,0.0746,0.0193
2024-03-14 18:00:00,29.52,35.1586,40.8676,96.1295,32.7638,67.3361,55.4772,14.2464,66.4363,9.6125,87.1509,28.5374,89.3595,68.9418,0.05,0.0
2024-03-14 18:15:00,26.31,25.5854,16.3085,34.7743,98.8492,13.0598,34.1399,1.4629,25.6691,84.8491,34.0903,8.4257,53.6937,28.2086,0.05,0.0
2024-03-14 18:30:00,26.38,84.3527,32.9248,98.8009,94.7731,15.0232,95.3592,14.5353,9.1137,70.6181,35.721,33.1169,95.1354,45.1271,0.05,0.0
2024-03-14 18:45:00,27.99,31.7405,22.325,11.3717,99.9283,12.5944,97.7364,52.1519,94.3779,46.9362,31.1534,12.4824,92.4768,71.8839,0.05,0.0
2024-03-14 19:00:00,29.27,32.9918,29.9937,94.6084,93.9397,98.9775,0.8222,57.8538,49.9151,9.2975,88.7526,89.4129,19.2421,56.8556,0.05,0.0
2024-03-14 19:15:00,32.17,92.578,99.4037,63.9698,47.9496,47.2619,54.7186,25.6256,69.7567,35.6403,61.6317,14.5089,55.7535,80.501,0.05,0.0
2024-03-14 19:30:00,32.74,26.5691,50.7776,63.8856,61.5819,14.893,3.3144,31.5954,57.5916,10.7225,13.4299,75.799,96.0372,54.7611,0.05,0.0
2024-03-14 19:45:00,34.28,19.4961,83.557,0.9028,24.1513,7.3682,63.9464,45.3693,55.9948,95.1124,24.9755,9.0738,75.8812,6.0199,0.05,0.0
2024-03-14 20:00:00,29.15,90.1492,58.2319,71.9251,3.2278,52.1224,40.4075,73.0004,61.8851,61.9301,24.3727,21.0304,34.6942,18.2779,0.05,0.0
2024-03-14 20:15:00,32.45,44.3555,35.6081,79.9695,67.6447,87.1217,5.2115,2.7683,24.9322,52.2651,27.7097,42.1905,96.8923,70.5376,0.05,0.0
2024-03-14 20:30:00,32.63,46.1728,26.5374,92.8062,19.0123,16.2121,29.4496,0.9058,67.4862,65.6122,33.2801,47.6042,83.1854,31.3325,0.05,0.0
2024-03-14 20:45:00,30.31,25.925,66.0139,53.1819,4.3453,57.8023,51.9463,13.5967,93.7579,21.6326,48.839,94.3118,46.5593,6.4707,0.05,0.0
2024-03-14 21:00:00,31.73,10.0928,91.8206,36.6454,86.5901,39.2045,20.5031,79.177,17.9767,40.9632,78.28,45.1688,28.1067,8.0861,0.05,0.0
2024-03-14 21:15:00,30.88,55.0644,48.6173,59.2269,91.092,15.6503,75.6275,95.6598,49.2324,5.9077,3.0016,35.7949,50.9839,56.9477,0.05,0.0
2024-03-14 21:30:00,28.71,67.9614,54.264,23.2922,96.6607,10.8255,34.4443,3.0541,47.7976,11.8304,1.5529,52.2848,68.6001,65.1893,0.05,0.0
14.03.2024 21:45:00,31.06,59.4303,70.7843,62.0765,75.0929,19.358,31.7404,19.3045,31.4377,26.3672,95.4626,45.2472,28.4795,80.3285,0.05,0.0
2024-03-14 22:00:00,30.86,19.1911,89.7818,41.7298,68.7121,18.9464,73.6919,46.4963,22.1937,36.309,1.5619,26.6276,35.888,46.943,0.05,0.0
2024-03-14 22:15:00,29.19,57.8339,90.8179,83.0588,16.5988,73.5511,64.6338,44.7691,55.638,77.924,43.4606,3.1526,13.1681,32.4463,0.05,0.0
2024-03-14 22:30:00,31.64,31.4457,64.949,41.4428,24.4237,13.3887,75.3784,73.4589,2.8521,42.8072,17.0855,35.2802,51.3245,92.0529,0.05,0.0
2024-03-14 22:45:00,28.49,34.4193,13.3551,68.4753,52.735,44.232,16.9297,1.6109,61.3305,82.4644,78.4331,45.8783,50.895,83.035,0.05,0.0
2024-03-14 23:00:00,31.82,77.2436,17.5676,2.4998,22.8791,67.396,97.0851,29.4943,1.4116,1.9723,15.9236,16.1264,16.7756,55.0361,0.05,0.0
2024-03-14 23:15:00,27.92,61.2383,25.0904,63.6785,30.6415,58.3992,64.3687,79.9166,39.6862,15.5652,64.9076,64.8138,95.4006,37.548,888888.8,0.0
2024-03-14 23:30:00,28.08,6.7529,14.7574,9.7708,73.6731,54.0714,83.0681,9.2169,8.9929,9.0221,40.4708,66.9799,34.6352,13.3151,0.05,0.0
2024-03-14 23:45:00,28.97,20.1321,83.8011,8.5946,79.3411,92.4966,66.4729,37.9217,32.0863,82.7205,37.2146,1.3334,22.2343,7.2984,0.05,0.0
2024-03-15 00:00:00,30.52,26.6133,93.616,30.9898,54.5508,28.6047,93.4956,61.6489,74.933,46.9291,18.1084,38.793,16.153,95.7339,0.05,0.0
2024-03-15 00:15:00,31.54,74.7299,66.0564,99.2653,86.4095,24.8754,28.0203,41.6436,23.1646,40.4223,26.19,1.8136,48.567,38.1231,0.05,0.0
15.03.2024 00:30:00,28.96,33.8276,90.231,76.0813,35.9057,17.6013,61.3869,41.6512,47.5054,30.9507,30.4729,13.7555,38.8699,60.5446,0.05,0.0
2024-03-15 00:45:00,27.14,12.5519,28.5962,99.4328,22.986,35.543,65.2764,51.1642,4.9284,69.6618,37.9619,78.2985,72.9927,44.083,0.05,0.0
2024-03-15 01:00:00,27.6,65.2133,27.9114,95.4332,67.0132,85.0928,22.0566,3.5137,99.234,48.7775,16.3125,11.5941,94.0397,91.2882,0.05,0.0
2024-03-15 01:15:00,31.91,87.1267,47.9091,23.062,29.8384,66.0395,19.9334,75.2192,93.8929,64.7306,55.1296,67.1899,2.9022,72.2202,0.05,0.0
2024-03-15 01:30:00,29.82,42.0351,14.1518,92.0222,19.3675,16.7634,56.3695,62.4415,3.6074,48.3886,21.3496,79.5516,83.9853,73.0019,0.05,0.0
2024-03-15 01:45:00,31.22,57.6523,15.1034,83.7711,46.4223,52.5425,75.4797,94.3183,12.8541,52.4842,76.3279,85.6681,37.944,64.7164,0.05,0.0
2024-03-15 02:00:00,31.12,28.2974,46.1364,13.3462,17.8879,93.2918,33.1311,65.7692,51.5437,68.8288,77.0953,39.1134,25.1787,55.9037,0.05,0.0
15.03.2024 02:15:00,29.65,71.4154,41.6548,73.1398,70.8822,62.0643,96.993,4.4967,41.5701,25.2577,24.3609,93.7237,60.4212,34.9442,0.05,0.0
2024-03-15 02:30:00,27.63,18.1154,0.6377,17.7706,16.6152,33.4469,22.6444,42.6866,32.7354,21.3867,68.3269,55.0217,22.0434,76.0254,0.05,0.0
2024-03-15 02:45:00,28.03,22.2669,85.8867,88.731,66.2382,96.7663,44.178,63.1515,62.2557,50.2831,36.4344,15.7626,39.555,43.043,0.05,0.0
2024-03-15 03:00:00,28.17,50.0935,52.3082,6.4947,65.4385,75.4984,25.1973,9.5668,57.7654,42.0384,49.1089,14.1753,63.2395,71.9803,0.05,0.0
2024-03-15 03:15:00,31.32,99.4153,69.5813,45.8041,72.8807,88.4218,76.5909,37.3313,14.7858,89.6058,5.1346,61.1603,49.6088,8.4827,0.05,0.0
2024-03-15 03:30:00,29.86,47.8639,19.4676,44.3748,80.005,15.0697,56.4156,30.0585,52.832,52.846,37.6407,46.4224,66.3178,75.1808,0.05,0.0
2024-03-15 03:45:00,31.51,37.9959,14.9491,42.8311,38.8592,91.7645,26.0825,78.2559,83.5772,20.0263,33.6803,67.2885,99.2638,47.7113,0.05,0.0
15.03.2024 04:00:00,28.17,6.077,61.1585,67.1577,88.7148,80.9675,60.1691,16.5098,30.5604,92.0691,77.8809,7.2394,23.296,49.1998,0.05,0.0
2024-03-15 04:15:00,32.21,88.3685,28.3767,44.6203,14.9799,32.5349,96.1032,23.4369,53.5861,70.7156,21.6613,68.7757,8.7936,83.9872,0.05,0.0
2024-03-15 04:30:00,27.79,94.5944,85.214,23.2066,4.524,60.2807,47.1901,69.843,57.5984,49.115,23.3372,79.2432,73.9626,65.3111,offline,0.0
2024-03-15 04:45:00,29.09,99.7786,59.2582,2.8082,90.6555,45.3097,64.434,15.5225,89.6736,56.345,0.2466,76.3615,47.2406,23.9389,888888.8,0.0
2024-03-15 05:00:00,28.76,59.6108,24.0987,60.4087,72.4664,3.8943,54.8837,55.2485,5.4065,94.3571,0.1995,25.2406,13.5414,54.2571,0.05,0.0
2024-03-15 05:15:00,30.16,81.4652,86.9201,63.8649,56.0616,75.4615,43.953,41.7642,45.67,98.0503,98.0719,1.1787,84.8288,71.3528,0.05,0.0
2024-03-15 05:30:00,27.69,44.1178,12.5552,22.7296,77.8698,83.5117,29.1868,29.9422,97.5551,77.2694,81.9626,43.2307,44.056,47.7325,0.05,0.0
2024-03-15 05:45:00,30.14,96.5927,0.7324,93.8633,67.8157,97.403,39.592,86.8721,26.575,49.3836,61.9037,12.8599,63.6118,93.3353,0.05,0.0
2024-03-15 06:00:00,34.35,1.6209,4.9682,28.4232,77.2002,6.6957,22.8446,86.4814,42.9538,69.2337,16.5689,85.2279,8.4008,49.2352,0.05,0.0
2024-03-15 06:15:00,31.91,22.5266,56.307,11.6566,57.3649,19.1503,76.3538,28.9662,11.2139,46.6157,86.7265,58.4926,30.5511,24.3535,0.0761,0.0346
2024-03-15 06:30:00,38.66,12.3117,17.6539,54.6652,74.4068,51.3287,84.0048,63.3035,96.1045,6.865,34.4424,21.5315,7.2324,7.3056,0.0975,0.0459
2024-03-15 06:45:00,38.05,79.6947,26.0287,21.1818,67.8576,85.4986,33.2209,59.8132,15.6546,77.5875,50.1215,54.0331,73.9953,36.365,-999.0,0.0993
15.03.2024 07:00:00,37.57,53.2346,88.0846,78.0656,37.697,89.9043,35.6888,53.1942,83.6749,9.418,34.6062,42.1633,90.8286,75.5212,0.1585,0.0991
2024-03-15 07:15:00,39.59,6.7794,53.9766,32.2299,31.6233,79.8974,8.4107,91.2493,19.2372,17.8713,38.4327,94.5319,83.7737,53.7982,0.1759,0.1289
2024-03-15 07:30:00,42.45,41.1433,46.3915,13.17,88.052,74.5207,20.2283,81.6738,89.1364,52.5141,61.0628,46.4436,52.6363,61.9358,0.1931,0.1425
2024-03-15 07:45:00,47.99,48.8624,89.8469,2.4467,31.7261,47.1084,10.7696,61.1927,58.6043,17.7963,6.0528,70.19,77.7695,91.7684,0.2219,0.1433
2024-03-15 08:00:00,53.18,0.1668,84.1031,32.106,55.6229,50.8435,76.5049,83.7011,56.9247,41.4995,79.9886,31.558,89.3279,25.7766,-999.0,0.1798
2024-03-15 08:15:00,47.11,76.5183,37.7703,86.9241,12.3524,82.7715,9.0547,6.109,27.3442,60.2604,84.4357,92.5885,19.8377,0.5947,0.2814,0.2479
2024-03-15 08:30:00,54.84,81.7432,54.9066,62.1855,11.1509,85.2008,24.308,99.2892,31.9236,42.8944,32.2272,9.5269,61.3991,48.1176,-999.0,0.2496
2024-03-15 08:45:00,49.34,19.0011,79.8902,37.1241,91.383,97.5724,17.0257,53.5078,40.7343,87.1843,64.0842,33.1274,14.1789,92.9274,-999.0,0.2851
2024-03-15 09:00:00,50.71,5.385,61.8696,38.6326,84.2202,86.407,99.4797,0.6846,10.0276,55.0616,53.3351,73.5323,72.667,30.3119,0.3111,0.2007
2024-03-15 09:15:00,58.97,17.3612,96.1823,34.6293,51.9064,22.1439,52.7769,89.5564,66.6857,82.5707,86.6465,94.9744,14.6116,76.2825,0.3483,0.2558
2024-03-15 09:30:00,60.17,42.8333,48.444,43.9631,15.863,7.5014,88.8786,97.8201,3.6882,43.5426,6.1135,97.9199,29.7234,98.9864,0.3582,0.3208
2024-03-15 09:45:00,61.2,40.9134,89.0714,38.3544,18.3289,27.5814,57.8613,12.6819,18.9211,70.6582,10.8091,4.4167,57.272,74.0952,0.3763,0.394
2024-03-15 10:00:00,63.44,91.9918,43.4807,50.7386,31.4053,18.2625,50.8241,87.8239,29.0121,12.1615,11.6627,63.7161,29.0976,24.7547,0.3978,0.4239
2024-03-15 10:15:00,62.99,0.6107,17.1096,79.8533,9.9392,7.9177,56.3651,24.0911,60.9709,99.3448,54.3664,58.907,15.0176,93.2282,0.4026,0.3126
2024-03-15 10:30:00,64.19,93.4133,89.1953,32.0918,93.8343,27.264,16.5052,64.3278,40.4774,76.9676,81.0274,48.4731,77.2339,13.2758,0.449,0.3817
2024-03-15 10:45:00,63.14,31.7519,13.0148,53.6727,3.9541,72.0211,8.1945,38.0341,30.7252,3.8118,52.5248,95.868,96.8904,34.4164,offline,0.3376
15.03.2024 11:00:00,65.49,62.4653,74.663,76.6102,18.168,64.9007,61.2118,22.2176,87.4292,2.5356,83.4584,61.2795,47.0623,56.7315,0.4346,0.3291
2024-03-15 11:15:00,66.12,89.648,99.1832,73.8718,6.1984,63.1792,40.9812,61.7094,46.9758,17.4184,51.7154,23.3906,52.17,52.8507,0.4536,0.5302
2024-03-15 11:30:00,67.92,39.4977,15.7188,3.3674,74.0076,4.9041,51.1883,59.9108,83.081,2.2782,53.3405,50.8387,77.9454,51.6357,0.4809,0.416
2024-03-15 11:45:00,69.07,86.116,80.4106,82.8029,26.728,13.9948,26.6885,91.2116,11.6252,90.654,21.1207,34.8282,44.5251,18.719,0.4381,0.4559
2024-03-15 12:00:00,65.86,62.9074,73.7657,7.5313,2.3224,54.8265,31.1642,89.4614,63.8585,9.1763,95.733,85.6449,21.8873,16.4805,0.4591,0.4008
15.03.2024 12:15:00,70.69,69.6478,56.4033,77.2538,95.9053,85.6966,75.8044,70.6302,73.3136,45.8948,86.3266,43.3663,32.2498,61.797,0.4718,0.5848
2024-03-15 12:30:00,66.74,42.2841,38.5799,89.3009,95.7699,28.6148,3.4511,23.2078,58.3841,78.1873,15.7167,22.6891,43.8619,92.1899,0.4226,0.3304
2024-03-15 12:45:00,68.84,70.9593,71.0535,6.5699,44.7981,85.1181,16.2194,4.2109,32.8043,13.5648,63.0086,98.9431,81.3373,37.2497,0.4541,0.3307
2024-03-15 13:00:00,66.67,42.4558,89.8531,64.5127,92.8583,31.2194,82.8516,19.0519,38.928,7.5676,59.3452,39.9438,28.6765,22.4344,ERR,0.428
2024-03-15 13:15:00,64.39,65.3116,54.7911,19.3619,27.6864,86.9142,21.6674,99.1288,8.5511,73.2152,98.6516,1.2531,89.3684,78.6429,0.4105,0.3719
2024-03-15 13:30:00,66.7,92.799,59.5708,36.7325,77.467,22.1456,97.3774,86.9681,59.1851,62.9356,19.4364,95.8646,26.2612,58.2441,0.458,0.4373
2024-03-15 13:45:00,59.44,10.4532,28.5766,27.0451,97.1703,81.1682,58.3736,17.5168,99.2006,40.7993,50.3106,68.8139,3.7994,54.6429,0.4031,0.3253
