System Export Report
Generated: 2024-03-17
Status: OK
timestamp	;inverter_temperature_C;grid_export_raw;irradiance_w_m2;panel_efficiency_pct;ambient_temp_C;voltage_V;current_A;frequency_Hz;reactive_power_kvar;sensor_v1_legacy;estimated_yield_daily ;cloud_cover_pct;humidity_pct;wind_speed_ms;yield ;yield;forecast_yield
2024-03-14 02:30:00;31,3400;81,5129;76,2145;74,7079;75,7323;63,8448;37,9046;13,6433;77,9973;86,5613;62,9238;83,3939;68,4566;29,1675;-2.000,0000;0,0000;0,0000
2024-03-14 02:45:00;28,5100;91,6137;13,5993;66,6403;98,1312;92,9421;38,3787;86,9385;47,3209;6,4422;74,5595;21,1217;76,8202;33,3382;-2.000,0000;0,0000;0,0000
2024-03-14 03:00:00;28,6400;45,7431;18,8653;44,3506;46,6398;11,1740;28,6402;14,6205;46,4566;11,6886;53,1952;82,2932;72,3481;82,9338;-2.000,0000;0,0000;0,0000
2024-03-14 03:15:00;30,8800;37,9331;69,5118;98,3889;88,1125;64,0240;37,4959;89,4993;10,2141;44,3672;52,4360;80,4369;20,9404;36,0364;-2.000,0000;0,0000;0,0000
2024-03-14 03:30:00;32,3100;24,6860;72,0765;15,4475;19,4956;83,0897;44,4833;58,9586;72,5812;62,5769;91,8430;2,6454;16,3031;77,3048;-2.000,0000;0,0000;0,0000
2024-03-14 03:45:00;30,0500;59,5622;49,0027;51,4284;56,6647;27,7291;29,4799;90,3204;7,4928;27,3610;68,8052;88,3920;12,6081;5,5871;-2.000,0000;0,0000;0,0000
14.03.2024 04:00:00;34,1400;2,0266;53,5445;67,9824;24,8560;73,9532;48,4846;77,5817;20,4470;83,7959;1,3197;14,8528;58,1275;88,2046;-2.000,0000;0,0000;0,0000
2024-03-14 04:15:00;27,7900;57,9995;73,8623;85,5529;42,0468;38,4698;90,9770;60,0300;66,9370;85,7400;91,0110;40,9890;0,5350;44,3931;-2.000,0000;0,0000;0,0000
14.03.2024 04:30:00;29,2900;71,2852;61,7444;30,0341;61,2625;42,5518;58,4116;41,4981;20,1533;91,1976;79,7545;56,4269;50,3935;1,3563;-2.000,0000;0,0000;0,0000
2024-03-14 04:45:00;25,9400;32,1998;49,0623;43,7021;75,3757;49,9348;41,7975;3,0675;35,2406;8,0871;5,4949;6,4197;47,4825;24,2677;-2.000,0000;0,0000;0,0000
2024-03-14 05:00:00;31,9000;87,3046;79,5001;17,8033;94,0201;58,9807;47,5852;47,5958;0,6209;50,6734;39,7647;55,9618;88,8366;77,2944;-2.000,0000;0,0000;0,0000
2024-03-14 05:15:00;28,7400;6,7666;11,9907;57,5017;39,7872;17,5216;78,2323;99,0877;0,8275;55,8429;91,4720;7,1175;93,3624;85,2518;-2.000,0000;0,0000;0,0000
14.03.2024 05:30:00;29,7400;16,2650;89,9081;4,4022;2,4272;92,5063;31,8142;19,1458;27,6773;98,7725;59,7160;52,7255;81,3138;74,1012;-2.000,0000;0,0000;0,0000
2024-03-14 05:45:00;30,5700;65,7369;48,1602;21,7680;75,4188;75,8463;62,1613;79,3217;68,1925;7,7299;56,3729;27,8062;89,9647;51,0004;-2.000,0000;0,0000;0,0000
2024-03-14 06:00:00;30,4000;78,3400;18,0016;88,3690;46,0713;97,1669;41,3029;9,0819;64,2978;26,7838;57,5233;20,7777;7,9591;56,1304;-2.000,0000;0,0000;0,0000
2024-03-14 06:15:00;31,2000;62,1810;9,6534;82,0690;81,2607;70,2234;90,7901;47,3960;7,5456;16,8199;57,4280;16,0730;42,8089;15,6982;10.316,0352;23.154,1461;14.792,1009
2024-03-14 06:30:00;37,9300;1,4224;80,0730;15,9809;97,7284;89,3889;96,8767;31,0799;88,9407;33,6450;3,1968;5,7283;74,2853;67,8472;25.560,2863;51.813,3382;25.112,4211
2024-03-14 06:45:00;34,0400;95,4348;2,5976;12,3481;4,3752;51,7516;31,9870;65,6535;81,9658;74,1118;74,3794;76,1905;26,0287;9,9309;37.643,1398;74.529,1028;34.976,7954
2024-03-14 07:00:00;39,6600;14,8010;68,9586;41,0638;79,7538;72,6773;90,2137;39,9010;13,6916;58,2384;80,4374;34,5160;40,3360;91,0108;47.200,7432;92.497,3972;51.444,0032
2024-03-14 07:15:00;40,6600;15,0054;77,3347;57,1566;91,0565;42,3954;84,5393;66,6574;54,4238;79,3274;76,7217;82,9730;8,8980;30,2061;53.972,0523;105.227,4583;62.700,8087
2024-03-14 07:30:00;39,7600;98,2659;69,7395;60,2620;81,5150;90,6480;93,6897;66,7824;57,3578;48,9097;77,3403;23,9122;88,3249;27,2263;73.819,5926;142.540,8340;83.811,3229
14.03.2024 07:45:00;45,7800;52,6342;60,2466;18,6627;83,1866;84,4113;5,2533;79,0195;76,0629;76,7907;49,5098;17,8677;61,9434;97,5743;88.961,8786;171.008,3318;50.570,7081
2024-03-14 08:00:00;47,0600;6,0433;54,7247;73,3848;85,7913;17,1027;80,5061;90,9087;26,2670;23,0900;37,7952;12,2542;5,5802;61,9673;-999.0;178.213,3236;83.439,6382
14.03.2024 08:15:00;49,5900;67,9860;84,9067;37,2806;20,3111;56,2758;58,0347;0,7475;77,1764;66,8412;92,3557;42,7964;29,7770;75,0471;107.632,7416;206.109,5543;104.076,9278
2024-03-14 08:30:00;53,5100;40,5839;33,0092;48,6603;9,7013;71,0437;9,1735;18,7725;15,4682;52,9880;70,3220;21,1299;89,5134;8,3718;114.579,8577;219.170,1325;97.300,6598
2024-03-14 08:45:00;47,3200;64,3561;16,7082;14,0350;64,7936;8,2094;2,6039;95,2538;89,3317;76,5780;35,3820;64,3665;79,3778;79,6468;128.225,6164;244.824,1589;108.554,9057
14.03.2024 09:00:00;51,4300;16,3955;53,4141;72,7295;67,8829;38,8433;14,8901;57,6098;58,3004;8,7863;99,5740;74,5689;23,2706;66,9888;142.228,6160;271.149,7980;120.451,5945
2024-03-14 09:15:00;53,9400;34,6455;4,0002;76,5380;71,6940;7,0527;62,9644;36,7072;62,8545;0,2546;93,9786;27,6048;13,9135;8,6722;152.424,7319;290.318,4961;131.277,4981
2024-03-14 09:30:00;54,5000;87,7643;99,3456;22,5926;83,2330;32,8870;48,6572;12,4271;26,8675;18,4218;16,5603;14,4356;25,9841;7,6215;149.548,2710;284.910,7495;157.968,2335
2024-03-14 09:45:00;60,6800;50,2011;16,8294;53,3564;28,5838;6,8783;85,6019;37,3881;14,1652;62,5919;30,7710;71,9850;36,2436;19,5990;161.698,2090;307.752,6330;201.887,3836
2024-03-14 10:00:00;61,0100;27,2803;94,2381;18,1308;26,7458;31,9846;47,4998;64,9196;2,5843;64,9877;31,9909;70,5548;96,3369;55,2456;170.343,1994;324.005,2148;139.012,6634
2024-03-14 10:15:00;61,7500;40,6172;9,9579;40,8725;16,7317;91,2306;39,3000;7,4243;71,6919;34,2969;46,7020;61,1429;79,8262;36,0230;181.160,4012;344.341,5543;159.864,9813
14.03.2024 10:30:00;59,4000;3,1757;91,4275;81,8602;3,6188;1,0185;24,5159;26,2807;4,7111;21,5638;51,2578;41,3236;88,2072;82,2921;172.653,9688;328.349,4614;126.905,1798
2024-03-14 10:45:00;64,3800;93,7553;17,2787;95,8990;83,3219;96,3936;12,1279;84,1870;31,1191;60,8536;10,8846;5,7482;39,8192;23,0866;187.509,3886;356.277,6506;163.433,7879
2024-03-14 11:00:00;65,3200;42,5573;0,2992;2,9557;77,2041;27,6680;77,2336;91,1341;31,9517;35,5613;24,3626;20,9430;38,1110;94,8180;203.419,7460;386.189,1225;206.631,3333
2024-03-14 11:15:00;63,1700;55,4397;95,1771;46,2385;44,1004;52,6896;69,9831;45,1314;72,7776;87,0904;74,8388;94,9120;13,8243;74,9479;180.737,5310;343.546,5582;184.584,0483
2024-03-14 11:30:00;69,9600;83,6469;73,5734;58,1307;7,1716;5,1213;71,9651;30,2567;90,7098;9,7361;15,4565;51,8115;53,1202;62,0199;223.305,0855;423.573,5608;210.877,6842
14.03.2024 11:45:00;66,2400;2,1795;62,7134;18,5830;43,5963;10,6733;77,9343;78,9036;52,5510;82,7502;12,3362;46,2777;46,9665;53,4367;197.104,4028;374.316,2772;218.559,9743
2024-03-14 12:00:00;63,4100;31,9161;77,9789;64,0665;18,7757;95,7261;19,2670;42,5047;93,0213;20,6200;66,1469;78,8656;22,6118;16,8833;-999.0;368.177,2377;177.392,7356
2024-03-14 12:15:00;67,8000;47,9777;70,8864;84,0065;89,2076;43,7117;4,2166;45,4541;75,6478;57,4624;51,2569;97,7234;46,6543;60,7841;213.354,9086;404.867,2282;141.009,0079
;;;;;;;;;;;;;;;;;
14.03.2024 12:30:00;65,1200;72,3281;86,6810;66,4780;99,8364;99,7528;20,1480;95,6750;29,5613;88,4472;51,3192;11,7747;28,1015;29,5998;-999.0;387.514,1828;154.730,3529
2024-03-14 12:45:00;62,2400;39,0616;89,7229;30,5443;90,5028;41,2446;75,1737;83,4583;94,6581;69,9052;22,2785;99,1662;28,1656;67,4993;190.989,8864;362.820,9863;155.302,2446
2024-03-14 13:00:00;67,0900;49,3578;95,1129;32,6795;28,9151;9,1928;42,5705;15,6665;31,9670;60,9959;81,5579;14,0190;2,0306;26,2266;178.629,4413;339.583,3497;141.688,8529
2024-03-14 13:15:00;60,7500;54,0532;22,3066;17,8056;85,2328;44,1308;8,9779;86,0844;12,1777;72,3317;96,6236;16,2285;38,3983;6,3667;180.701,8720;343.479,5194;209.397,6141
2024-03-14 13:30:00;61,5100;50,8895;84,1493;15,5758;5,8102;34,3941;48,0996;49,8988;32,9603;7,6380;10,9056;47,5984;47,6041;5,8337;194.982,9628;370.327,9702;244.338,9445
2024-03-14 13:45:00;58,6000;88,4376;28,4587;29,8781;85,1639;2,8091;3,5949;7,1919;52,9578;93,6569;48,1326;13,2762;74,1673;70,9312;168.944,4637;321.375,5917;201.574,2490
2024-03-14 14:00:00;60,4300;46,6702;75,4838;62,6276;41,7719;53,3978;37,9000;39,1916;45,7795;23,3841;72,0471;36,4882;84,9152;23,7089;185.101,6938;351.751,1844;194.850,5368
2024-03-14 14:15:00;60,2800;77,0427;4,8079;52,2888;39,1874;9,9110;2,5876;55,9994;8,0503;53,3273;90,0246;28,8254;70,7760;7,8840;170.638,7000;324.560,7561;190.877,9899
2024-03-14 14:30:00;55,1200;76,1671;81,5466;94,1906;29,5151;58,0048;32,8309;97,4120;98,3137;94,0734;7,6109;20,8277;15,7716;61,6603;-999.0;281.851,8455;167.118,2967
2024-03-14 14:45:00;55,0900;26,3168;14,1012;20,0242;15,9987;13,5338;44,5718;80,7789;18,2620;7,9782;10,0435;22,6316;26,8321;19,2770;148.886,0689;283.665,8096;60.950,6426
2024-03-14 15:00:00;55,1300;91,1371;84,4604;18,9240;66,4665;72,2706;72,9263;23,4746;80,0642;74,7594;12,3992;35,2229;42,6026;15,2942;-999.0;256.589,7460;155.341,9943
2024-03-14 15:15:00;53,4200;94,7486;35,4469;8,6056;49,7711;12,1420;2,9287;14,3103;86,6692;54,4900;31,8777;34,6475;29,4392;23,7734;124.411,5125;237.653,6436;127.902,0889
14.03.2024 15:30:00;54,4500;38,0376;34,8706;47,6272;1,5186;89,6783;67,5646;76,9067;77,3980;98,6156;16,2185;31,4975;5,1119;46,6498;-999.0;224.215,6445;138.992,9806
2024-03-14 15:45:00;49,2600;12,6459;22,5732;59,4351;12,7166;88,1019;55,3474;6,8976;39,3052;13,7866;24,9393;51,8678;25,3212;24,8022;106.389,5853;203.772,4204;124.232,2101
2024-03-14 16:00:00;44,7100;66,4188;54,2063;20,8465;28,8262;57,2867;22,4045;66,1432;69,9130;66,4847;4,5352;24,4222;61,2849;92,6537;91.547,6891;175.869,6555;99.926,5759
2024-03-14 16:15:00;45,6200;91,0241;68,2721;10,4002;46,6913;0,1289;37,4755;94,7976;16,3747;47,3904;96,8902;10,6121;22,2976;8,4023;84.937,3375;163.442,1944;106.193,6994
2024-03-14 16:30:00;44,5300;81,1469;88,9618;38,3999;7,8833;38,1599;64,4523;57,8090;90,0982;51,0622;22,4877;92,0336;55,3502;72,7396;73.278,9844;141.524,4906;73.689,7781
2024-03-14 16:45:00;41,2100;60,6789;14,7080;85,4705;82,9017;5,9306;53,8538;95,0710;41,0591;78,3372;33,9792;70,9646;48,0869;21,8894;-999.0;125.342,1303;44.392,3577
2024-03-14 17:00:00;37,6400;80,1180;65,2638;57,8659;68,3633;25,3885;11,2293;3,8270;16,7767;4,3799;60,0466;4,6725;99,5514;94,8788;45.155,4021;88.652,1560;48.387,3728
2024-03-14 17:15:00;36,2600;67,8003;0,5800;7,9243;28,3567;24,0130;20,1723;54,7663;50,2015;2,9646;6,7471;19,7276;26,5397;10,3909;38.431,9280;76.012,0247;32.499,8036
2024-03-14 17:30:00;32,0400;66,2632;81,7710;97,4477;49,6554;33,0928;18,7500;0,2997;9,6244;10,3280;85,8928;43,0434;26,0900;97,1150;22.989,8102;46.980,8431;30.345,3939
2024-03-14 17:45:00;33,5200;84,4135;41,9912;80,7072;80,1824;14,6076;54,2033;33,5968;39,3788;16,9304;87,9788;54,5887;58,2111;22,3875;12.988,0236;28.177,4843;16.444,0131
2024-03-14 18:00:00;28,3300;21,7559;2,7736;51,8649;74,9642;28,0661;38,8732;41,1580;37,8879;42,3759;6,5178;83,5173;64,7760;78,9299;-2.000,0000;0,0000;0,0000
2024-03-14 18:15:00;32,6500;44,4367;67,5043;21,4773;55,8365;47,0445;98,4682;56,9914;80,7704;62,6403;0,7903;84,9762;28,5945;30,3642;-2.000,0000;0,0000;0,0000
2024-03-14 18:30:00;32,0900;70,6995;2,2960;98,0547;82,0714;61,9358;68,7894;28,4269;72,8191;69,6624;33,8809;98,0267;16,8706;82,0089;-2.000,0000;0,0000;0,0000
14.03.2024 18:45:00;31,1700;4,1016;26,4019;9,2458;52,7365;20,2210;37,6253;92,7590;48,5394;85,4113;89,4174;96,7786;56,0789;66,5345;-2.000,0000;0,0000;0,0000
2024-03-14 19:00:00;27,9200;59,9900;99,4888;80,7363;35,6923;2,6116;70,8442;8,7461;18,2179;18,1430;57,8387;36,7868;76,5272;7,9279;-2.000,0000;0,0000;0,0000
2024-03-14 19:15:00;27,9200;34,4876;83,3986;66,1909;79,1665;1,2452;42,6574;57,7882;1,6215;85,6249;35,7589;62,6068;82,3368;79,9760;-2.000,0000;0,0000;0,0000
2024-03-14 19:30:00;29,4300;57,5242;24,0518;11,4124;51,4735;14,5598;88,0114;17,5183;22,9092;49,9020;57,4645;47,6318;96,9636;92,1246;-2.000,0000;0,0000;0,0000
2024-03-14 19:45:00;32,6900;61,9364;60,7903;73,6366;19,1428;98,8651;68,0153;35,3473;4,8227;62,4618;50,1459;1,8571;51,6321;29,8070;-2.000,0000;0,0000;0,0000
2024-03-14 20:00:00;27,0600;93,3940;65,4023;57,5874;9,4707;27,1896;81,8866;81,7186;54,8826;21,5994;38,2123;9,0948;6,0831;18,6228;-2.000,0000;0,0000;0,0000
2024-03-14 20:15:00;29,6300;6,9355;15,9328;60,4653;83,1670;86,5172;41,0424;78,5290;29,6475;18,0042;61,2214;96,2672;19,7887;96,8365;-2.000,0000;0,0000;0,0000
2024-03-14 20:30:00;28,5600;43,3041;13,2002;13,0246;94,8355;96,8150;14,2462;70,6798;85,7278;29,3427;85,2256;52,0817;68,6254;4,5149;-2.000,0000;0,0000;0,0000
2024-03-14 20:45:00;31,8300;81,3842;96,5822;81,2477;58,3754;15,4319;26,3913;27,3760;87,1276;92,9723;73,8701;47,9269;50,7164;40,5029;-2.000,0000;0,0000;0,0000
2024-03-14 21:00:00;31,2000;3,7681;17,8767;59,3107;61,5372;75,1178;97,1911;84,9690;2,6744;79,3246;2,1221;36,0097;9,5420;89,0883;-2.000,0000;0,0000;0,0000
2024-03-14 21:15:00;32,1400;98,5513;31,6458;60,2030;15,5825;20,4513;71,8808;51,0605;15,4823;4,9043;34,0348;20,1953;77,1176;21,1712;-2.000,0000;0,0000;0,0000
2024-03-14 21:30:00;28,9400;40,2829;10,9655;81,2104;83,1846;32,4618;99,5918;41,2244;35,7517;25,0437;89,6041;84,6162;8,6642;48,9209;-2.000,0000;0,0000;0,0000
2024-03-14 21:45:00;29,7900;6,7527;77,6971;55,1728;88,4825;61,4850;90,6670;0,9798;67,1138;97,9689;91,5479;87,6701;60,6063;10,2131;-2.000,0000;0,0000;0,0000
2024-03-14 22:00:00;30,0600;91,2480;89,4558;78,5995;83,6616;11,7210;35,5951;83,4972;25,8742;88,2611;81,8041;58,4403;79,7038;93,8332;-2.000,0000;0,0000;0,0000
2024-03-14 22:15:00;32,9400;85,7888;35,0541;68,2730;29,0730;74,2404;99,8745;29,2952;73,9753;14,5240;8,0161;18,0859;29,2263;57,8351;-2.000,0000;0,0000;0,0000
2024-03-14 22:30:00;32,5000;49,8547;97,5529;5,3324;46,8531;12,0672;38,2956;60,9527;7,1000;93,1087;43,9950;11,7678;4,1003;52,7895;-2.000,0000;0,0000;0,0000
2024-03-14 22:45:00;30,3700;40,8773;98,1139;84,8188;89,0493;17,3768;74,3811;12,4021;22,5992;72,4442;81,4129;54,0226;34,3173;10,4387;-2.000,0000;0,0000;0,0000
2024-03-14 23:00:00;30,9600;44,9086;1,2115;43,9235;71,1312;67,8144;24,7200;29,1992;31,1954;40,0588;4,8229;37,9762;12,9741;54,3839;-2.000,0000;0,0000;0,0000
14.03.2024 23:15:00;33,1000;85,7558;22,0301;99,1152;41,3356;20,6224;33,6714;58,9417;6,2946;10,7419;4,2578;20,9324;46,1232;18,3304;-2.000,0000;0,0000;0,0000
2024-03-14 23:30:00;28,8100;78,8021;75,1772;22,1014;48,0800;70,1992;31,6344;83,1645;45,1054;45,8602;8,3635;85,4894;84,3009;97,3654;-2.000,0000;0,0000;0,0000
2024-03-14 23:45:00;34,6600;73,7964;66,4981;65,6314;14,8179;29,7968;44,4583;79,5637;18,3257;47,3155;50,6770;59,4553;9,2342;29,0135;-2.000,0000;0,0000;0,0000
2024-03-15 00:00:00;31,5300;14,7597;35,0449;59,2611;53,7047;18,5794;26,5013;67,8962;56,5645;70,8463;81,7780;27,8630;41,4598;72,9270;-2.000,0000;0,0000;0,0000
15.03.2024 00:15:00;32,0500;93,2463;29,8684;87,0484;66,9981;55,4796;89,9726;69,3478;91,1680;63,1885;96,6362;13,3042;2,1018;75,4685;-2.000,0000;0,0000;0,0000
2024-03-15 00:30:00;27,5000;44,4472;42,0919;34,3553;1,4864;47,6131;67,7202;12,8063;11,0466;5,5917;4,3291;56,5825;0,1141;92,4937;-2.000,0000;0,0000;0,0000
2024-03-15 00:45:00;28,9600;45,1887;4,0772;68,8361;33,3141;68,2266;16,8321;96,2076;65,4476;89,5416;4,8743;22,5247;94,6507;60,4049;-2.000,0000;0,0000;0,0000
2024-03-15 01:00:00;26,4800;94,2381;67,7225;7,7279;84,5553;68,5163;72,8312;98,3343;61,1823;20,0749;39,4849;7,9156;10,5292;76,7302;-2.000,0000;0,0000;0,0000
2024-03-15 01:15:00;30,8500;1,4361;32,9713;20,7432;59,9461;38,7719;70,6584;83,7725;32,6879;26,3097;50,8327;54,0938;9,9171;83,4440;-2.000,0000;0,0000;0,0000
2024-03-15 01:30:00;31,1600;6,4077;67,2144;73,3999;18,9191;96,2858;50,7008;61,6977;47,7934;1,6435;19,1201;43,1216;32,8387;41,3520;-2.000,0000;0,0000;0,0000
2024-03-15 01:45:00;33,1900;9,0863;73,2221;54,4360;83,5070;40,8706;16,2826;16,1280;66,1177;30,8215;22,4277;42,7014;26,0159;61,7308;-2.000,0000;0,0000;0,0000
2024-03-15 02:00:00;33,0700;37,5321;67,6654;12,9749;36,8642;63,6333;83,7522;0,4184;52,8616;9,0863;11,6469;63,0771;28,9056;51,9513;-2.000,0000;0,0000;0,0000
2024-03-15 02:15:00;31,3600;6,5283;80,5756;33,8446;5,5487;1,6300;74,4561;37,7662;62,9357;38,3714;95,4558;29,9425;68,0537;60,4895;-2.000,0000;0,0000;0,0000
15.03.2024 02:30:00;28,7600;81,0551;99,6785;28,1190;90,4207;24,0910;87,9866;9,0482;39,2722;30,3919;38,0788;24,4749;35,8563;0,5389;888888.8;0,0000;0,0000
2024-03-15 02:45:00;30,0200;86,3890;66,4636;32,2939;92,5559;98,6777;25,9881;21,3539;20,1053;76,2807;15,9015;68,9703;95,0819;10,0818;-2.000,0000;0,0000;0,0000
2024-03-15 03:00:00;32,7100;98,2347;97,5218;50,0831;26,6911;54,9397;45,2708;33,1799;87,2519;37,5983;47,5071;54,0829;68,5275;15,3708;-2.000,0000;0,0000;0,0000
2024-03-15 03:15:00;28,0600;20,4037;51,3778;43,2181;8,3666;36,4428;81,3460;48,7982;83,0092;87,8768;19,0686;77,0872;28,0668;76,5668;-2.000,0000;0,0000;0,0000
15.03.2024 03:30:00;31,8100;60,5199;74,0307;22,0377;56,6441;50,1519;68,8410;1,4362;91,2318;72,7992;48,0506;76,1313;64,3268;20,7993;-2.000,0000;0,0000;0,0000
2024-03-15 03:45:00;28,0000;75,5470;23,3193;36,7577;83,6109;35,0441;20,9500;85,8986;10,2613;36,8745;85,4089;90,1566;86,2912;47,2370;-2.000,0000;0,0000;0,0000
2024-03-15 04:00:00;27,7700;3,9821;63,2706;58,2448;61,2481;64,5614;82,8766;78,9435;94,6340;23,9437;52,1044;4,9687;44,2450;10,8359;-2.000,0000;0,0000;0,0000
2024-03-15 04:15:00;32,7900;21,3809;60,8135;86,7958;77,0217;43,7784;65,7715;90,8779;44,1504;85,8243;84,4594;96,8995;73,6495;51,6937;-2.000,0000;0,0000;0,0000
2024-03-15 04:30:00;30,0000;6,9379;96,6186;98,8712;54,7724;92,9162;79,0557;47,3567;2,4518;57,9252;32,7182;91,3437;76,5483;93,7559;-2.000,0000;0,0000;0,0000
2024-03-15 04:45:00;32,8500;32,4485;36,9928;36,5718;93,1552;43,7981;45,3442;38,8339;82,7071;91,3705;61,2159;5,7764;78,6780;95,8032;888888.8;0,0000;0,0000
15.03.2024 05:00:00;30,4400;90,3975;17,5738;79,6071;34,8563;80,2725;34,2987;17,1214;6,2399;83,0443;67,8414;95,0811;22,4299;63,2143;-2.000,0000;0,0000;0,0000
2024-03-15 05:15:00;30,9200;72,9676;78,5226;36,2262;49,8243;26,3147;66,5941;31,1767;68,6572;3,0109;14,2724;38,2844;92,4119;48,0156;-2.000,0000;0,0000;0,0000
2024-03-15 05:30:00;29,5100;37,3260;85,3828;5,2883;5,8851;32,8498;32,1006;11,7803;41,3671;11,9455;26,6197;94,1138;80,7163;89,1258;-2.000,0000;0,0000;0,0000
2024-03-15 05:45:00;34,9400;3,8280;28,6471;19,5011;77,1801;12,4207;0,4555;27,1290;12,7342;35,8181;92,0210;4,6240;61,2225;70,5561;-2.000,0000;0,0000;0,0000
2024-03-15 06:00:00;30,5600;38,6146;97,3043;94,0270;86,1366;60,7458;96,1015;12,4197;44,9868;26,8888;28,6839;74,1087;7,8043;26,0661;-2.000,0000;0,0000;0,0000
15.03.2024 06:15:00;29,5400;52,5331;37,0535;26,7399;98,6657;75,8769;24,6695;61,7276;40,6305;6,9123;93,5446;64,2445;72,4853;64,1117;12.053,0271;26.419,6909;13.904,5747
2024-03-15 06:30:00;35,5200;22,3285;36,3547;82,9178;82,9521;45,0024;21,7048;94,2240;53,3343;32,1123;84,5242;44,0738;45,0792;17,3060;-999.0;52.468,4239;29.700,7576
2024-03-15 06:45:00;38,0000;51,7211;60,0266;2,9320;87,0759;76,2948;88,0259;80,5326;81,5345;17,4506;44,4085;5,0786;82,1451;9,1749;39.212,5863;77.479,6622;37.453,4616
2024-03-15 07:00:00;41,4700;6,6059;1,0699;6,5275;8,2612;4,0555;29,3289;57,8358;44,5479;83,4119;88,0801;48,5822;98,0378;96,4223;53.726,9007;104.766,5733;57.607,4045
2024-03-15 07:15:00;38,7500;81,1637;83,5185;53,7542;73,3963;6,4805;52,9628;71,6243;32,5811;20,8492;9,2553;66,7423;87,0793;98,2294;57.763,0760;112.354,5829;47.892,0882
2024-03-15 07:30:00;42,3100;21,4207;70,2791;77,3277;78,7808;83,0228;54,3211;28,9883;47,4869;66,3045;85,6505;31,0309;87,0670;18,2374;75.627,0195;145.938,7967;71.383,8868
2024-03-15 07:45:00;44,2600;29,2926;96,7824;80,0010;19,7401;90,9933;87,1425;44,5819;72,9163;91,0487;72,7844;22,3823;5,1936;82,3934;83.218,1365;160.210,0966;105.220,6634
15.03.2024 08:00:00;45,4200;72,0219;55,2316;53,0924;29,9061;83,3631;12,5662;6,8553;7,1576;22,6086;40,9019;51,8674;94,1589;81,4251;99.965,8178;191.695,7375;112.923,9728
2024-03-15 08:15:00;47,8400;55,8582;27,9486;40,9469;23,1661;18,9378;90,5422;76,7823;63,8467;1,5840;84,1787;28,6405;10,3550;19,8358;97.626,5944;187.297,9974;116.859,5428
15.03.2024 08:30:00;50,6300;39,2770;45,4728;14,0552;89,7845;34,8051;36,9569;76,8925;71,5394;19,8287;95,8751;18,5095;61,0524;85,9641;122.465,9779;233.996,0385;97.320,3709
15.03.2024 08:45:00;54,0800;56,6851;43,1118;10,5429;75,7786;20,1054;82,6749;71,1741;31,2589;95,2053;96,3094;22,1979;58,8571;59,5505;123.390,3610;235.733,8788;94.365,3795
2024-03-15 09:00:00;61,5400;65,2747;20,5612;21,3051;13,3918;97,1393;12,2548;93,5515;61,7110;4,1753;1,9906;20,1021;31,4097;77,3884;150.554,1184;286.801,7427;122.991,9874
