System Export Report
Generated: 2024-03-17
Status: OK
timestamp	;inverter_temperature_C;grid_export_raw;irradiance_w_m2;panel_efficiency_pct;ambient_temp_C;voltage_V;current_A;frequency_Hz;reactive_power_kvar;sensor_v1_legacy;estimated_yield_daily ;cloud_cover_pct;humidity_pct;wind_speed_ms;energy_wh;forecast_yield
2024-03-15 16:30:00;40,8900;0,3684;78,2202;72,9220;84,7289;2,0124;95,4320;5,4501;11,3180;60,0654;97,3544;68,5797;17,6754;28,3960;123.557,1800;82.862,6325
2024-03-15 17:00:00;34,4900;43,4869;48,0716;27,7884;88,0955;1,7878;66,2588;98,0492;53,3994;91,6033;56,0286;38,7490;47,8617;40,9017;88.017,8888;91.553,2422
2024-03-15 17:30:00;35,0300;93,6828;55,6973;55,7561;31,4281;59,3885;97,3997;72,7940;87,0397;2,9247;38,0137;13,5605;16,4992;29,5541;49.168,6716;29.888,7717
2024-03-15 18:00:00;29,4600;81,2145;28,2357;74,0682;85,4160;65,9117;56,2112;91,8063;45,9539;72,1847;78,5211;59,7292;59,6060;43,5601;12.000,0000;0,0000
2024-03-15 18:30:00;29,4200;20,4176;41,1668;66,8584;80,3215;54,9625;89,9528;90,4876;2,5895;74,8265;69,9587;26,7118;72,8030;59,2783;12.000,0000;0,0000
2024-03-15 19:00:00;25,9900;89,2151;74,9028;8,5133;52,2078;79,3391;4,6631;22,5472;86,6791;36,0562;78,5404;94,7223;32,7216;93,1345;12.000,0000;0,0000
2024-03-15 19:30:00;32,0000;56,5541;79,0647;61,0732;94,3576;46,1174;78,9227;32,6751;32,7952;92,8687;50,8607;18,2486;88,3186;49,0631;12.000,0000;0,0000
2024-03-15 20:00:00;26,6500;36,4010;50,6686;91,3955;69,3252;88,7278;89,7118;32,4736;18,6464;69,1695;19,0453;80,7943;69,2426;11,3356;12.000,0000;0,0000
2024-03-15 20:30:00;30,7900;93,4340;28,3330;84,6681;8,3529;14,9945;78,5870;46,9252;47,4877;45,2496;8,4156;32,3309;51,5613;87,0869;12.000,0000;0,0000
2024-03-15 21:00:00;29,1000;6,0774;19,2743;38,7415;36,5204;78,4822;66,4955;48,2656;91,7419;83,3575;52,8270;70,3934;74,5176;3,1388;12.000,0000;0,0000
2024-03-15 21:30:00;29,5100;92,5290;93,6092;63,3111;80,7223;36,1693;13,2040;3,7028;50,1586;24,1233;82,7974;11,2998;72,6937;78,9402;12.000,0000;0,0000
2024-03-15 22:00:00;30,8400;21,2647;82,9476;17,2787;47,1920;58,2773;49,9117;46,6648;1,1525;31,5487;92,3798;56,8029;62,8761;66,4036;12.000,0000;0,0000
2024-03-15 22:30:00;28,1900;11,4096;41,6460;22,8069;51,9822;3,2591;79,4638;22,8299;71,8675;76,7237;67,6137;54,5605;55,3621;14,6688;12.000,0000;0,0000
2024-03-15 23:00:00;31,9600;72,4399;92,4169;13,5986;49,1425;70,2064;12,4312;62,5455;67,9775;16,0301;28,0582;70,4740;69,0121;98,9340;12.000,0000;0,0000
2024-03-15 23:30:00;29,6600;68,5026;70,1678;15,1063;13,2935;63,6485;64,1228;11,2993;46,3669;51,2610;20,7297;46,8187;8,2364;43,5053;12.000,0000;0,0000
2024-03-16 00:00:00;29,4300;98,9739;41,6202;5,6054;35,2401;30,6110;68,3410;46,9614;67,6857;82,9464;32,6356;56,8670;13,5785;41,7398;12.000,0000;0,0000
2024-03-16 00:30:00;27,5100;46,6870;53,1230;43,7763;84,7303;59,6181;7,2005;79,4505;0,5972;34,3093;93,0672;94,6849;78,3478;58,8540;12.000,0000;0,0000
2024-03-16 01:00:00;27,4900;67,7256;45,1874;72,4495;80,8806;63,0199;37,9220;1,6166;10,6026;90,4236;10,5074;64,2419;87,8967;68,7520;12.000,0000;0,0000
2024-03-16 01:30:00;27,8500;47,4852;40,4637;82,0480;49,7495;32,3802;7,0674;77,1291;22,6995;41,0046;79,6480;18,5174;2,9219;91,1363;12.000,0000;0,0000
2024-03-16 02:00:00;31,7300;73,5675;51,8612;12,8702;94,1083;3,0060;93,1475;2,5322;27,5813;1,1413;16,2860;98,2629;75,3542;98,4690;12.000,0000;0,0000
2024-03-16 02:30:00;29,3800;52,3526;0,0029;70,0289;19,4368;40,3818;38,6745;62,7458;85,6351;85,0259;68,2948;99,9860;57,7572;38,6613;12.000,0000;0,0000
2024-03-16 03:00:00;29,4500;69,7001;78,5462;15,2032;62,7108;45,5017;80,2267;52,2450;8,7116;30,4593;10,2583;16,6780;71,7629;13,5467;12.000,0000;0,0000
2024-03-16 03:30:00;29,4700;24,5943;94,9540;36,4056;93,7778;12,4821;17,6572;8,5725;97,4580;12,7088;84,6654;40,7847;65,6052;4,6569;12.000,0000;0,0000
2024-03-16 04:00:00;26,4900;15,9885;66,1581;97,8056;60,4642;93,7328;91,8281;18,9568;53,3291;5,1683;28,8837;21,7184;73,7822;26,8973;12.000,0000;0,0000
2024-03-16 04:30:00;31,3100;62,5680;88,9930;73,8221;34,5680;88,6251;96,8695;41,5720;98,8784;89,8108;52,9937;98,1151;95,6410;25,8188;12.000,0000;0,0000
2024-03-16 05:00:00;32,6900;5,3115;82,8485;28,8526;38,1357;74,7995;24,3865;56,0127;94,9561;19,3602;29,3630;52,7463;16,1690;22,0111;12.000,0000;0,0000
2024-03-16 05:30:00;30,5800;55,6786;16,8061;43,5650;71,8992;75,9283;65,3941;18,3495;97,8376;75,5516;46,2544;12,5440;59,1135;68,0862;12.000,0000;0,0000
2024-03-16 06:00:00;28,0700;91,2273;59,7895;42,7915;97,2164;8,5060;94,1556;16,0595;61,7244;11,7920;70,6968;10,2242;73,6228;50,4972;12.000,0000;0,0000
2024-03-16 06:30:00;35,0300;38,4338;22,8283;51,7841;11,7960;22,0898;39,2360;99,6350;31,7820;94,4321;35,4672;47,4582;63,5204;34,9995;888888.8;33.922,4573
2024-03-16 06:30:00;35,0300;38,4338;22,8283;51,7841;11,7960;22,0898;39,2360;99,6350;31,7820;94,4321;35,4672;47,4582;63,5204;34,9995;51.580,8043;33.922,4573
2024-03-16 07:00:00;40,5200;4,9351;25,3973;71,2070;81,0511;26,8044;29,1370;35,9458;42,5108;42,8961;28,5181;18,7169;87,0818;92,6857;91.158,6394;61.534,3621
2024-03-16 07:30:00;45,0400;32,9398;24,9514;38,5390;68,2916;72,4959;13,4415;79,3758;79,5454;9,1738;60,6519;58,0645;23,7285;78,7573;131.821,5664;122.076,6580
2024-03-16 08:00:00;48,9700;74,2705;16,5923;38,0734;82,1165;22,8135;75,5318;31,9591;45,6526;19,9355;13,8070;38,2058;64,1463;65,7096;169.152,5080;160.518,0545
2024-03-16 08:30:00;53,5600;96,1892;63,4865;38,3058;9,6248;39,9497;96,7083;32,5991;45,6204;66,2302;6,1662;90,5448;96,7125;92,3997;200.569,5054;200.529,3389
2024-03-16 09:00:00;55,1700;48,8718;60,8588;53,4884;9,2172;69,7846;61,9967;38,0081;50,3935;9,2569;80,7148;24,4615;9,7821;9,7885;227.591,9499;232.298,3591
2024-03-16 09:30:00;62,4100;28,2592;47,5364;67,3889;98,2330;29,7264;67,8586;98,1501;53,8440;30,2484;28,6499;66,4544;24,2302;56,2012;257.685,6144;228.183,6532
2024-03-16 10:00:00;61,4800;32,7516;0,5114;58,6306;9,9305;1,5836;31,5426;44,9380;61,3653;62,8388;94,0645;12,6549;17,9557;3,9558;275.901,9546;308.806,1548
2024-03-16 10:30:00;64,4200;70,4880;36,3066;3,6419;34,3825;23,0551;1,1157;44,2041;16,6378;25,6328;0,5414;91,0161;62,1926;6,9946;307.439,6742;307.399,7263
2024-03-16 11:00:00;68,9500;90,9548;35,9913;93,0931;54,2720;58,8363;34,4032;18,4277;17,8181;12,2859;10,9455;15,3881;88,1745;52,3586;309.100,5036;438.992,5930
2024-03-16 11:30:00;62,2700;88,4224;94,1503;28,1424;35,0734;67,4950;36,9419;42,8454;11,1513;93,0546;5,3240;48,5292;50,8893;20,1485;310.752,9360;324.782,6735
2024-03-16 12:30:00;70,5100;37,0747;71,8393;78,9989;87,8569;34,7333;34,0396;88,0454;61,5429;45,8454;76,5061;90,6494;67,5621;73,6762;319.208,8380;344.153,8867
2024-03-16 13:00:00;69,3100;59,6909;32,9906;22,6220;47,0081;47,7159;34,3289;99,8350;37,2739;52,8407;96,3862;14,2936;92,8712;91,6509;317.615,3046;284.993,6021
2024-03-16 13:30:00;65,3200;16,5644;58,9179;48,9291;37,4158;93,1337;32,1966;8,0698;23,5864;32,6416;79,5641;24,8715;14,8134;52,3330;282.259,7384;250.469,5614
2024-03-16 14:00:00;61,7300;94,8940;52,8930;26,6613;11,6646;83,3246;63,8018;46,7392;32,7356;64,6578;18,7444;23,0063;50,2334;49,8950;-999.0;253.699,2837
2024-03-16 14:30:00;61,2500;26,2783;39,9639;92,7476;45,0320;31,4423;90,5198;78,6657;98,9275;37,8636;48,2934;34,9092;85,8277;19,7758;256.794,4744;252.262,9094
2024-03-16 15:00:00;57,5500;21,2616;26,4242;6,3315;22,4864;68,5681;43,0139;64,8379;77,0206;4,2168;57,2093;30,0375;2,5384;29,8349;230.099,8458;203.612,1472
2024-03-16 15:30:00;56,0700;51,4847;21,9377;68,7786;3,2961;57,5599;27,4411;53,7831;21,0441;72,8812;16,8953;36,8627;8,9909;4,1324;-999.0;249.368,3023
2024-03-16 16:00:00;50,0800;0,7224;57,9732;49,5882;97,0347;1,7788;57,3230;40,8288;96,9669;60,7468;97,3660;72,6352;16,2123;91,4870;154.872,9783;115.079,2573
2024-03-16 16:30:00;47,0900;49,2857;12,6375;6,4872;17,3514;71,7611;86,9629;62,3029;8,5041;68,9888;1,0496;24,7610;57,2784;38,1764;130.829,0121;107.570,9171
2024-03-16 17:00:00;41,7500;41,5812;5,6290;13,9837;13,5520;56,8866;14,6674;27,9424;23,4297;5,5735;86,3495;28,0030;2,5771;99,6938;-999.0;73.210,2848
2024-03-16 17:30:00;36,9900;53,8795;37,3375;44,5832;46,7190;34,1116;64,5243;61,1751;57,7106;59,0161;73,0782;1,0386;29,5719;42,6510;-999.0;32.230,8236
2024-03-16 18:00:00;31,4300;87,1995;59,3715;65,7484;46,7137;15,8387;4,9711;18,2047;54,8671;52,7899;31,3034;76,2877;65,5694;94,3219;timeout;0,0000
2024-03-16 18:30:00;29,0800;44,2467;85,4761;28,5347;11,9482;47,3731;57,7687;97,6188;92,8655;79,4917;47,3633;70,8683;84,8970;23,6128;12.000,0000;0,0000
2024-03-16 19:00:00;28,8800;80,4657;67,1428;94,3697;57,0248;92,8281;65,6841;66,9343;33,7337;7,3569;66,8792;7,3598;33,5219;42,8800;12.000,0000;0,0000
2024-03-16 19:30:00;29,6600;38,4897;90,4706;19,5304;78,1618;2,9296;93,2438;6,8449;91,9951;41,2671;70,5934;62,9075;79,1296;60,8011;12.000,0000;0,0000
2024-03-16 20:00:00;31,0300;31,7953;50,6803;29,7537;78,7858;54,9342;1,0167;3,7394;96,8194;59,6854;69,2688;20,9974;36,1296;70,8180;12.000,0000;0,0000
2024-03-16 20:30:00;27,7500;84,7810;97,9112;30,3770;8,9619;0,3066;89,5964;62,3893;75,6159;57,3314;9,2248;44,0411;79,4026;7,1280;12.000,0000;0,0000
2024-03-16 21:00:00;25,4700;43,3908;10,5617;13,3267;89,9255;53,4764;60,2383;14,9139;19,6021;72,8374;57,9231;51,9358;74,4895;11,5079;12.000,0000;0,0000
2024-03-16 21:30:00;30,5000;62,2018;60,0760;37,8671;50,8844;67,7631;93,4333;59,7052;7,4920;81,3189;78,3826;39,7891;15,6393;49,3549;12.000,0000;0,0000
2024-03-16 22:00:00;27,7100;98,4125;68,2126;32,6748;43,1802;44,3659;30,9769;83,4775;0,6892;90,4442;71,9351;4,5376;93,8016;51,6516;12.000,0000;0,0000
2024-03-16 22:30:00;32,1500;67,2417;94,0605;51,7047;77,8113;14,9170;5,5377;59,5956;80,2302;93,1014;36,4736;20,0457;28,3621;83,4363;12.000,0000;0,0000
