System Export Report
Generated: 2024-03-17
Status: OK
timestamp	;inverter_temperature_C;grid_export_raw;irradiance_w_m2;panel_efficiency_pct;ambient_temp_C;voltage_V;current_A;frequency_Hz;reactive_power_kvar;sensor_v1_legacy;estimated_yield_daily ;cloud_cover_pct;humidity_pct;wind_speed_ms;reading;forecast_yield
2024-03-14 04:45:00;26,9300;50,8207;44,0374;30,0446;32,5447;81,2727;54,0295;98,5575;86,2201;63,6159;66,7300;96,8199;20,1230;72,9198;18.000,0000;0,0000
2024-03-14 05:00:00;35,3300;78,1919;26,1311;35,7288;5,6715;66,0381;67,0960;74,8424;2,7713;94,6252;14,1581;2,9889;56,8654;83,3801;18.000,0000;0,0000
2024-03-14 05:15:00;32,1400;51,1642;84,3533;9,7380;50,7365;5,8674;10,3767;22,9201;32,8388;47,9275;25,5004;95,0150;57,2165;63,4174;18.000,0000;0,0000
2024-03-14 05:30:00;31,8100;29,7251;24,8549;79,2242;89,5298;74,1308;34,4430;8,3184;52,1594;99,1382;94,8720;25,2673;79,4320;11,2081;18.000,0000;0,0000
2024-03-14 05:45:00;28,5500;67,4873;91,2563;12,1495;80,1352;90,8514;49,9174;49,2883;64,7590;98,9438;64,5811;17,7542;30,8106;48,1817;timeout;0,0000
2024-03-14 06:00:00;31,1400;88,3899;76,4186;84,8683;0,5139;63,0335;53,3718;46,5663;45,2860;84,3119;56,7747;94,7489;60,4666;72,3209;18.000,0000;0,0000
2024-03-14 06:15:00;37,2000;97,1382;99,8696;69,0815;67,7194;56,9808;52,9662;83,4865;68,4133;72,3831;6,4001;78,9131;92,8738;78,4199;27.569,6167;7.483,5930
2024-03-14 06:30:00;32,7600;34,0620;42,7918;20,1045;78,9613;94,8956;95,1631;91,5676;62,7467;17,9730;82,5781;48,4495;41,9695;28,3516;-999.0;18.284,6813
2024-03-14 06:45:00;39,4100;50,4026;94,0766;50,1514;97,8924;59,3537;15,9779;14,6705;9,0044;36,7666;87,0706;33,2235;75,9272;23,2713;46.017,4924;27.876,0440
2024-03-14 07:00:00;44,9900;6,1726;42,1896;84,6334;17,6924;65,7912;55,1087;47,1113;81,5111;39,9676;51,6268;8,0047;43,7265;0,3489;58.385,3832;33.717,0562
2024-03-14 07:15:00;41,3200;91,6270;86,6924;40,7940;50,8503;77,6021;78,5563;44,8864;43,2384;33,6377;27,0467;81,6100;57,5767;20,5658;65.609,1762;54.077,1788
2024-03-14 07:30:00;43,1900;68,4367;30,4434;32,9454;34,7522;25,0626;46,0087;86,6571;10,1216;55,2803;78,2535;12,8509;74,1774;1,0814;81.219,8499;71.406,9476
2024-03-14 07:45:00;45,6000;87,7540;46,6425;72,0097;88,8553;44,3914;63,0719;47,4137;8,0381;47,7926;92,5906;51,2691;45,5429;69,9459;83.842,1145;60.912,6910
14.03.2024 08:00:00;46,1600;66,4289;58,3313;84,1028;1,8643;73,2412;2,5774;87,3414;22,8652;65,6585;96,4066;2,1155;7,3707;16,7499;91.349,5639;79.381,1122
2024-03-14 08:15:00;49,1700;45,6555;16,8071;44,9567;21,2533;87,3590;18,4605;32,6758;86,0765;52,8560;61,9124;10,3841;43,1055;24,0475;101.069,6831;74.958,5170
2024-03-14 08:30:00;50,9100;74,5153;27,3174;17,6447;57,1979;27,1326;91,9362;94,1807;30,7963;25,0763;99,1354;99,4961;69,5274;64,2111;108.830,3863;108.376,3034
2024-03-14 08:45:00;50,8600;72,2354;95,2831;10,3793;52,8196;53,2411;26,7899;39,2269;41,9902;64,5679;40,2319;73,0557;31,5857;38,9698;117.223,7122;83.973,0556
14.03.2024 09:00:00;54,1400;78,5045;91,8839;94,9100;19,5526;16,9052;48,8682;99,3721;56,5897;62,7467;63,9327;78,0233;97,6453;13,1185;129.890,8655;123.933,2473
2024-03-14 09:15:00;58,3100;95,2402;38,1963;61,4390;9,2305;85,5413;79,3449;51,1833;75,8246;54,3052;58,9677;41,1021;62,2884;58,7124;128.062,4614;107.212,8640
2024-03-14 09:30:00;57,5100;53,7940;26,3685;76,7233;25,2756;5,9242;1,7860;67,1948;80,7371;65,5543;57,3406;43,2475;40,2792;91,1905;130.999,0920;112.813,0409
2024-03-14 09:45:00;57,9200;5,2755;33,8780;46,7971;28,0589;31,3831;1,1140;91,3341;57,2137;68,5643;55,8270;95,1905;80,9805;28,8115;142.101,8733;132.304,5373
2024-03-14 10:00:00;56,1600;6,2630;49,7003;9,9359;65,9215;34,6088;51,4831;0,3571;91,1869;40,0226;8,4966;39,5580;30,8256;67,7067;142.873,4426;110.648,7586
2024-03-14 10:15:00;62,9700;53,1606;98,9150;87,7091;15,6197;33,0311;70,3862;86,8541;97,0420;69,1699;32,8329;14,4009;63,1378;10,7632;158.646,5247;144.080,0422
2024-03-14 10:30:00;65,1400;12,4249;95,5059;91,8618;83,4148;10,6469;33,0555;11,6072;51,9214;60,8272;53,9512;35,4308;31,4394;67,6000;169.097,8028;168.748,3296
14.03.2024 10:45:00;63,8000;9,9892;30,2407;90,0059;20,8730;57,2035;21,1162;72,5606;79,9252;59,5456;11,9545;25,9994;32,1636;38,9221;166.257,0420;166.053,1759
2024-03-14 11:00:00;64,2000;21,3279;48,3847;43,8366;61,1330;50,4061;65,3359;46,9014;57,7882;24,7949;65,1651;46,3639;22,4265;37,4422;timeout;112.738,7076
2024-03-14 11:15:00;68,2300;57,5871;92,3264;66,0433;47,4147;51,8418;81,1998;93,9993;29,0723;72,3891;44,4053;53,3372;63,1831;83,7683;169.624,2850;142.103,4732
2024-03-14 11:30:00;71,8000;80,6476;79,6529;90,1581;15,7621;12,5233;94,1073;68,4582;95,4523;49,8169;18,1419;74,0458;9,4319;82,1476;164.238,0147;159.934,5971
2024-03-14 11:45:00;70,0200;80,4161;5,3652;17,0089;52,0738;53,9920;42,8201;59,0407;67,8337;72,8718;87,8463;86,1574;99,9598;68,5584;169.077,3287;145.252,8170
2024-03-14 12:00:00;65,2800;58,4988;90,6382;85,5596;90,0691;65,1662;78,6992;71,9545;54,9363;55,6934;4,7407;28,1743;78,6796;45,9801;173.205,8003;161.673,1509
2024-03-14 12:15:00;65,6100;44,7802;15,8537;40,3749;47,7696;37,3719;54,6055;58,9671;25,0111;11,0912;58,0724;87,0924;62,5813;63,8647;N/A;188.122,5564
;;;;;;;;;;;;;;;;
14.03.2024 12:30:00;66,6600;16,7858;12,2945;20,9874;71,0836;29,8973;35,4087;76,4927;89,0978;71,4657;35,1560;43,3192;50,4834;70,8692;164.089,5546;141.734,7111
2024-03-14 12:45:00;64,5100;83,6242;53,5267;2,5529;33,2708;89,4504;82,6754;39,4827;27,8743;54,2989;58,3662;26,8794;78,4208;84,2566;161.823,6884;151.320,4910
2024-03-14 13:00:00;67,3700;55,7459;84,3896;30,4445;39,9417;46,5914;33,0018;4,8317;1,7247;19,1559;31,2670;28,0497;65,9396;59,3146;169.144,6124;154.875,5387
2024-03-14 13:15:00;64,0900;68,6167;81,9565;23,3500;68,5016;47,9364;54,0660;50,0919;13,3911;79,4657;57,0991;69,8785;72,1148;66,1026;168.353,3447;148.268,4099
14.03.2024 13:30:00;62,2300;30,8847;34,3217;36,9602;9,8210;43,5914;19,6599;50,9213;1,3011;46,6951;40,4768;92,2045;46,6448;60,9821;163.454,2089;126.168,9636
2024-03-14 13:45:00;60,5000;41,7526;61,9876;68,7348;0,5112;63,9958;6,7219;13,8983;12,7893;25,4897;36,9270;2,5132;28,3359;85,0320;144.284,3114;150.543,0468
2024-03-14 14:00:00;61,2500;42,3050;71,2716;88,1416;52,6764;51,0251;53,7207;48,1662;45,9169;93,9669;0,8240;87,3232;43,2154;19,6916;-999.0;115.629,5271
2024-03-14 14:15:00;65,6400;71,6490;8,1021;38,2024;90,5671;19,0996;99,2356;49,3206;99,7467;71,6493;55,8922;35,5468;76,4224;98,4998;154.269,2636;115.996,0455
2024-03-14 14:30:00;59,6600;64,3604;8,9089;90,0471;0,1570;69,2267;77,3078;2,9406;0,5991;7,2123;39,7213;58,9461;45,8680;94,3196;140.771,9930;105.892,2077
2024-03-14 14:45:00;58,7900;85,8621;5,4835;69,9645;70,1858;94,8406;74,0598;49,1435;34,9070;71,0743;46,0132;75,1493;25,1167;25,6879;136.840,9163;137.390,0198
2024-03-14 15:00:00;55,4200;93,6867;11,2414;17,1832;93,4651;35,7937;61,7970;24,3862;83,6498;12,5842;60,8713;9,9233;84,7546;52,7854;-999.0;132.758,4008
2024-03-14 15:15:00;50,0100;40,9948;88,0285;86,3793;28,9401;90,5042;59,8973;16,1069;19,8965;23,8349;7,3102;30,7118;36,5845;80,1287;888888.8;94.622,0410
2024-03-14 15:30:00;50,8300;12,9468;96,6992;92,0999;60,0291;77,6514;93,8512;52,7434;78,8062;79,9958;56,9392;48,9727;46,7103;90,7382;102.160,0597;95.183,1039
2024-03-14 15:45:00;49,3100;89,3435;61,2743;15,2058;46,8888;59,2984;96,7929;80,6588;48,7745;95,7429;12,3930;17,6821;82,6772;90,3202;106.027,8345;89.734,0993
2024-03-14 16:00:00;47,6500;76,1642;67,5065;26,5857;96,6616;80,1853;49,1664;6,2124;49,4093;24,4302;78,9885;53,4762;22,6886;85,2461;93.380,4345;89.038,8573
2024-03-14 16:15:00;41,7700;49,2359;1,3624;69,8379;34,2856;19,8336;98,9401;33,9857;96,3112;11,2118;77,6852;35,4828;9,3274;70,7546;85.402,2351;62.489,6046
2024-03-14 16:30:00;40,7200;8,1165;26,0533;13,1218;93,9216;20,6455;29,6636;68,0701;58,2950;95,3945;14,2137;94,8466;91,7995;93,0780;-999.0;54.432,5902
2024-03-14 16:45:00;39,3600;84,0289;99,2888;69,0727;15,8363;67,7136;16,9751;87,9828;65,6430;1,4362;63,5594;96,1079;99,4468;57,9747;66.697,3794;50.837,1050
2024-03-14 17:00:00;38,6000;25,3737;48,9364;9,7286;18,7317;1,9138;51,8958;2,5110;2,0393;6,9202;80,6978;24,1643;65,5520;40,1745;52.438,4879;35.238,2830
2024-03-14 17:15:00;38,7500;59,3564;28,6374;30,4127;12,9599;44,9447;28,1074;86,8984;5,3733;14,3141;69,6875;19,2950;48,8122;91,8678;47.783,1718;31.122,5921
14.03.2024 17:30:00;34,1200;71,1768;4,9005;88,1021;96,2697;35,5009;5,8051;51,1791;1,4585;78,5310;9,5026;61,8135;46,1141;74,5615;38.308,1867;20.780,3081
2024-03-14 17:45:00;32,5700;20,6412;11,2934;86,7660;15,2759;11,0509;35,2671;15,7845;15,2524;74,7626;62,9721;54,0649;48,3853;71,6331;27.220,0470;8.813,1912
2024-03-14 18:00:00;28,7300;39,2254;14,6917;31,0924;17,9874;41,2389;60,5794;48,3829;54,1858;61,9026;21,6918;10,6783;89,1132;33,5122;-999.0;0,0000
14.03.2024 18:15:00;29,8700;27,5116;74,9002;49,7249;52,7398;20,9625;54,2298;9,0816;69,1507;32,5710;97,1903;61,5440;46,2914;21,6560;18.000,0000;0,0000
2024-03-14 18:30:00;27,1300;81,1693;5,9959;63,8302;83,8639;51,9157;27,6618;82,2645;95,9043;93,7976;77,3205;91,8090;3,7506;18,4181;18.000,0000;0,0000
2024-03-14 18:45:00;29,7400;99,2985;90,3428;29,9863;67,9414;98,2206;91,3805;13,5531;50,5966;25,9275;46,3313;66,5133;65,5546;84,4423;18.000,0000;0,0000
2024-03-14 19:00:00;28,5300;96,1097;74,3009;62,2728;94,9044;48,6919;20,4001;87,1949;88,0072;82,3797;77,7630;80,6412;34,5187;83,2094;18.000,0000;0,0000
2024-03-14 19:15:00;29,5600;5,9621;81,4514;34,4417;12,0465;64,6047;79,5858;43,9266;22,7512;4,7624;38,0671;36,1658;17,4358;13,2938;18.000,0000;0,0000
14.03.2024 19:30:00;28,3500;53,7839;62,3938;86,3042;20,4888;1,4387;91,1373;16,6859;73,0274;50,6472;44,1753;12,1580;18,3757;36,1899;18.000,0000;0,0000
2024-03-14 19:45:00;32,7800;38,4819;71,9523;51,1379;98,8610;22,5221;43,6028;78,7886;85,1347;88,0818;67,2682;74,9638;28,5673;60,0879;18.000,0000;0,0000
2024-13-40 88:99:00;28,7100;59,9284;3,0729;21,4833;80,1394;3,3953;86,2119;43,0264;27,7691;10,8749;86,3336;14,1662;55,3576;2,2251;506.073,6981;0,0000
2024-03-14 20:15:00;26,0600;47,1176;3,1297;18,6707;84,5756;69,6232;51,2457;9,6224;21,1151;10,4364;85,4410;25,8347;39,7639;69,6925;18.000,0000;0,0000
2024-03-14 20:30:00;32,7500;60,2335;61,0357;75,6650;63,1696;96,0449;10,2199;9,1829;67,8409;67,6235;83,6431;40,0206;83,2567;78,6349;18.000,0000;0,0000
2024-03-14 20:45:00;33,4800;92,8882;55,9517;26,2850;77,7609;91,6521;95,5133;56,5081;22,5995;72,8241;28,2702;80,3459;68,7921;89,4766;18.000,0000;0,0000
2024-03-14 21:00:00;30,1800;74,7541;5,0548;24,0038;17,6759;9,2244;92,9835;84,2487;57,8871;72,7082;95,4986;33,9391;73,7583;9,9025;18.000,0000;0,0000
2024-03-14 21:15:00;31,2200;16,7027;73,8757;88,0098;66,7353;86,3748;1,0114;28,1474;89,1595;5,9871;34,7780;86,9086;40,1200;69,6887;18.000,0000;0,0000
14.03.2024 21:30:00;29,2800;9,8912;24,3386;20,6029;72,9418;94,7211;65,7978;9,4530;7,6818;83,9619;6,3452;30,7264;86,3689;77,1533;18.000,0000;0,0000
2024-03-14 21:45:00;33,0800;64,7351;12,6506;24,1651;95,0202;35,1855;14,6916;47,4127;69,8570;92,7247;60,9732;48,5867;6,9857;81,3207;18.000,0000;0,0000
2024-03-14 22:00:00;28,1900;22,4032;81,1018;52,7973;35,5444;49,3248;66,6884;69,5549;85,6675;42,0821;18,6278;40,9518;97,9443;51,5162;18.000,0000;0,0000
2024-03-14 22:15:00;30,3800;99,0552;89,3720;25,6549;41,4867;7,5054;73,7863;84,1271;42,7142;66,6202;8,5003;30,0048;1,9390;23,0625;18.000,0000;0,0000
2024-03-14 22:30:00;33,0800;19,7117;23,1167;45,9848;65,8319;91,8129;49,8828;1,8836;83,7039;81,9880;95,8503;18,1130;63,5507;19,2825;18.000,0000;0,0000
2024-03-14 22:45:00;28,2600;92,3916;44,2466;60,3622;79,7501;78,8877;14,6816;91,9586;57,3026;5,0191;29,4267;22,5512;22,4443;34,1910;18.000,0000;0,0000
2024-03-14 23:00:00;33,2300;40,0479;94,3203;74,5544;32,3868;89,6660;40,5430;65,3593;47,3616;62,6083;59,4255;4,1162;34,9211;29,4960;18.000,0000;0,0000
2024-03-14 23:15:00;31,0400;71,0685;97,3626;19,3585;38,7410;36,5885;82,1463;37,3899;80,2126;66,5045;15,6684;79,9657;91,1929;93,9926;18.000,0000;0,0000
2024-03-14 23:30:00;28,4500;15,9271;37,7050;31,3944;31,4586;80,4129;94,2095;85,1323;22,7223;18,3702;45,8804;5,2460;19,1784;34,7165;18.000,0000;0,0000
14.03.2024 23:45:00;31,3100;20,7946;50,1695;69,9305;24,8131;2,2606;79,6139;39,8570;31,5886;98,6802;78,6418;14,3327;48,1254;70,1687;18.000,0000;0,0000
15.03.2024 00:00:00;25,7000;77,4263;0,1760;42,7411;34,2659;40,7502;45,0798;30,9641;22,7596;49,7357;84,7230;61,6045;82,3600;92,3382;18.000,0000;0,0000
2024-03-15 00:15:00;32,4200;40,8618;45,1247;93,4456;49,7083;74,3133;28,9396;26,7079;11,1965;48,5024;28,9956;91,2267;24,6566;70,8199;18.000,0000;0,0000
2024-03-15 00:30:00;34,8000;30,0029;47,5326;50,0619;96,1582;93,5826;81,8126;47,8794;78,9987;96,0839;5,9517;92,9124;82,9226;20,8988;18.000,0000;0,0000
15.03.2024 00:45:00;34,0600;38,4556;66,5355;68,1851;71,3888;53,8930;56,1085;61,2519;70,6050;11,5696;80,0665;50,1653;5,3211;63,0587;18.000,0000;0,0000
2024-03-15 01:00:00;32,5000;8,4248;13,3985;95,9654;16,6512;8,9525;71,9328;83,1036;17,6049;47,9173;40,6975;73,3649;28,7773;9,3004;18.000,0000;0,0000
15.03.2024 01:15:00;36,0900;59,7991;9,1244;94,5173;78,8483;37,0228;5,9296;71,6342;43,9518;76,8571;99,7283;86,4322;15,9927;89,2185;18.000,0000;0,0000
2024-03-15 01:30:00;26,6100;72,9405;13,1173;49,7588;29,1851;35,3020;4,3574;82,7872;62,4067;21,1620;72,7983;35,6232;52,5804;60,0356;18.000,0000;0,0000
2024-03-15 01:45:00;34,2100;57,1979;94,1646;32,5425;94,1405;91,2411;79,7660;71,8211;19,2547;98,9121;96,2013;66,8608;83,1935;79,3304;18.000,0000;0,0000
2024-03-15 02:00:00;29,9600;15,7139;19,9187;9,9903;16,4555;79,6195;24,7877;32,9668;7,0507;29,6315;16,1885;62,2951;43,6335;22,0576;18.000,0000;0,0000
2024-03-15 02:15:00;28,0000;75,0445;90,4708;79,7304;10,6468;63,0246;12,5227;28,8689;9,4075;58,9731;75,0643;83,8231;30,1233;68,4700;18.000,0000;0,0000
2024-03-15 02:30:00;27,0000;51,3616;64,4707;44,0052;84,1882;13,3546;71,1897;66,0121;32,3900;15,9577;79,0221;15,9309;56,8575;80,5792;18.000,0000;0,0000
2024-03-15 02:45:00;33,5000;76,5553;38,1522;58,2759;66,8637;4,1524;63,5887;95,1212;88,8881;10,4026;90,4558;95,1720;88,6292;13,5948;18.000,0000;0,0000
15.03.2024 03:00:00;30,8200;76,4311;29,2382;44,2373;48,2135;19,8228;33,7616;35,0036;79,3824;47,9327;3,1977;46,3249;47,7330;76,9332;18.000,0000;0,0000
2024-03-15 03:15:00;26,7600;34,5596;24,6695;98,6470;27,7106;70,1666;7,9654;55,8689;47,1731;70,0520;70,7259;25,5784;54,3111;87,4335;18.000,0000;0,0000
2024-03-15 03:30:00;25,5400;90,5229;29,7279;97,4833;82,7909;30,2715;41,3297;60,7587;28,4713;4,7281;46,2876;41,4462;11,4685;93,5497;18.000,0000;0,0000
2024-03-15 03:45:00;28,1200;4,3032;38,7613;31,4856;83,1660;88,5524;97,3219;46,2880;86,7987;99,3255;83,5717;30,3060;48,5499;33,7669;18.000,0000;0,0000
15.03.2024 04:00:00;30,7400;10,2272;39,8704;27,6385;15,1151;65,1829;25,5085;21,3917;37,3978;14,1881;77,5736;89,0557;80,1901;53,3974;18.000,0000;0,0000
2024-03-15 04:15:00;31,6000;6,1182;11,5719;40,1558;9,9120;44,2789;56,6490;44,9477;2,9535;21,7369;1,3623;14,1407;86,4895;4,3256;18.000,0000;0,0000
2024-03-15 04:30:00;28,7800;32,4421;41,4182;16,0125;62,1341;82,3584;88,4839;71,5159;76,3790;56,9509;10,8173;82,5876;56,1576;97,8873;18.000,0000;0,0000
2024-03-15 04:45:00;27,5800;26,7871;5,7083;21,8397;38,2539;5,5812;42,4138;69,7157;50,6848;58,2001;24,8762;72,8824;27,0285;68,3698;18.000,0000;0,0000
2024-03-15 05:00:00;31,0300;63,4395;15,8953;51,4557;22,7239;91,0136;8,0953;58,8100;30,4445;91,0616;54,3751;56,5876;23,9283;28,7916;18.000,0000;0,0000
2024-13-40 88:99:00;29,9800;90,0768;87,2078;46,5416;98,0802;58,8023;62,8274;10,9882;72,7408;95,9585;46,7050;10,6924;21,9571;56,6422;506.073,6981;0,0000
15.03.2024 05:30:00;27,2300;67,6592;74,7388;61,7604;75,4105;71,5675;74,9554;87,6541;58,7028;2,3126;54,0707;89,1345;11,5520;15,4644;18.000,0000;0,0000
15.03.2024 05:45:00;31,9400;90,4077;76,0365;12,9102;98,8108;52,0580;90,0629;77,6603;32,4937;20,5828;15,8094;3,8153;61,5038;47,7092;18.000,0000;0,0000
2024-03-15 06:00:00;31,1300;58,2845;51,5811;26,7885;43,5676;75,9863;61,8962;52,5883;1,9411;84,5010;65,3286;33,3659;78,7152;3,8415;18.000,0000;0,0000
15.03.2024 06:15:00;29,4400;87,1476;22,9027;26,8281;80,8469;76,5230;2,7534;70,3635;42,1035;79,4485;60,1416;89,5269;5,0464;4,4823;29.442,2106;12.064,2605
15.03.2024 06:30:00;35,2900;12,2813;13,1785;55,9053;52,8664;3,6559;70,4489;43,5868;78,6069;69,2384;70,2344;19,0002;21,9778;74,6114;38.784,2323;20.972,3627
2024-03-15 06:45:00;34,9000;9,5222;39,0795;94,3822;54,8562;25,3731;25,3216;35,3283;47,5112;78,4434;63,4165;80,6391;69,1826;4,1905;48.871,7484;28.475,4504
2024-03-15 07:00:00;41,7000;78,0293;3,1068;23,7844;0,9894;66,4715;33,2103;38,3117;73,2157;64,6995;31,0883;28,2221;95,7333;71,4289;54.013,4869;39.153,3222
2024-13-40 88:99:00;38,3200;42,8336;79,5566;39,7582;2,7320;44,5763;38,0636;59,0756;13,8649;97,0246;34,1230;51,2797;10,6186;49,6672;506.073,6981;51.606,7864
2024-03-15 07:30:00;40,3200;3,1964;90,1540;25,5871;53,9907;73,0865;65,4086;40,6438;45,2233;8,7550;34,4190;96,2211;31,3703;17,8788;71.739,5388;61.225,8550
2024-03-15 07:45:00;47,5600;40,8519;16,8493;80,1558;57,1068;40,3905;28,0117;86,5769;29,8162;73,4355;17,3053;17,2016;14,8071;81,3341;88.238,7633;66.053,0371
2024-13-40 88:99:00;51,0700;4,7216;40,9386;5,3761;53,6202;80,6395;0,7914;12,3976;57,5349;57,8021;84,0381;38,3577;0,3093;10,5314;506.073,6981;89.326,2543
2024-03-15 08:15:00;50,5300;83,2517;17,5263;50,8352;4,7382;39,5185;5,2254;21,2493;56,3066;77,2609;89,6648;35,4768;54,1312;34,4692;96.208,5364;86.924,2984
2024-03-15 08:30:00;54,6300;85,7215;80,9451;42,2099;96,9389;41,0076;3,9126;76,9369;66,1037;65,8753;4,2591;78,1186;52,9686;30,5485;114.706,4459;110.121,5795
2024-03-15 08:45:00;53,4200;42,4745;37,2435;35,5981;89,5255;0,7741;85,5025;67,3275;72,5262;46,7105;23,2075;86,9087;61,9063;45,1611;125.875,4517;115.394,9208
2024-03-15 09:00:00;59,1300;13,1205;49,7352;87,8854;52,7049;97,1442;89,2465;1,9177;55,6756;25,6583;92,8783;16,7968;38,3635;27,6547;123.411,4506;124.702,4031
2024-03-15 09:15:00;61,3300;72,8243;28,7410;42,8167;47,7388;24,4965;38,2932;78,5001;23,5532;51,4318;88,4243;73,5517;12,9501;31,9617;139.544,9867;117.546,7392
2024-03-15 09:30:00;56,2500;99,4860;16,2387;34,3531;50,2943;67,8375;76,6234;44,2083;23,4299;55,6554;68,7566;16,9447;15,9815;71,7881;138.462,5610;134.172,8742
2024-03-15 09:45:00;56,8900;43,0757;7,5433;43,2056;67,0853;8,4126;82,1869;14,5915;89,9111;98,0157;83,4094;94,4452;14,7484;2,7907;136.780,5958;137.037,3082
2024-03-15 10:00:00;56,9800;37,4495;40,3157;30,7064;1,3537;93,0349;75,0497;30,6681;74,4515;95,5474;61,6010;45,5284;37,7153;44,3869;140.375,8469;138.264,6508
2024-03-15 10:15:00;59,8000;25,4463;94,3871;83,9022;4,9839;44,9851;62,7454;37,7218;82,9110;17,5885;12,9974;49,9115;57,9011;7,7158;145.236,6462;115.991,3947
2024-03-15 10:30:00;62,1400;69,4180;16,1569;53,6184;42,0597;10,5895;46,4423;58,6131;13,2063;66,5410;99,4444;58,2166;68,2398;95,2981;-999.0;139.287,5078
2024-03-15 10:45:00;65,3100;11,5272;72,5726;54,5551;89,5047;20,3246;71,9941;41,9530;58,3956;79,1874;96,1584;12,5781;40,1137;0,1992;166.571,0077;164.303,3717
2024-03-15 11:00:00;67,5900;29,5907;31,8755;55,9300;83,2837;55,8293;11,3295;37,7653;70,1058;26,2458;73,9432;72,3437;28,5657;85,9941;161.901,3964;124.099,8445
2024-03-15 11:15:00;68,0900;14,8861;63,6372;67,5738;41,2944;57,1847;92,9797;61,5505;50,5991;88,4629;87,4354;93,6151;62,2316;89,3836;167.783,4130;156.513,3247
