System Export Report
Generated: 2024-03-17
Status: OK
timestamp	;inverter_temperature_C;grid_export_raw;irradiance_w_m2;panel_efficiency_pct;ambient_temp_C;voltage_V;current_A;frequency_Hz;reactive_power_kvar;sensor_v1_legacy;estimated_yield_daily ;cloud_cover_pct;humidity_pct;wind_speed_ms;energy_out ;energy_out;forecast_yield
2024-03-14 02:30:00;28,6300;60,6378;18,9276;94,6505;44,0829;63,7647;38,3561;6,4617;14,3944;27,0428;24,9618;1,9117;25,8432;29,6014;8.500,0000;0,0000;0,0000
2024-03-14 02:45:00;30,6300;94,8420;31,8320;11,9432;29,9174;14,9270;75,1929;17,0048;16,5297;92,8817;80,2521;61,8639;95,3551;57,8521;8.500,0000;0,0000;0,0000
2024-03-14 03:00:00;28,8700;8,4837;28,4062;27,0309;80,4972;85,8835;13,4283;39,7926;48,9475;58,4448;56,9283;99,6095;29,9079;45,8051;8.500,0000;0,0000;0,0000
14.03.2024 03:15:00;29,6200;18,8939;19,4199;83,2685;42,4583;65,9816;48,8551;54,2776;26,3676;77,3751;42,0435;7,2304;94,1471;34,0994;8.500,0000;0,0000;0,0000
2024-03-14 03:30:00;26,5800;53,8114;11,7573;66,8746;73,1046;88,2293;86,4192;82,5964;61,2536;82,6079;4,8713;53,8676;50,5307;52,6159;8.500,0000;0,0000;0,0000
2024-03-14 03:45:00;31,9700;63,0437;78,6648;96,7602;88,2359;27,3699;61,2468;43,7275;61,7724;20,3195;40,7318;54,6746;79,9071;68,9386;8.500,0000;0,0000;0,0000
2024-03-14 04:00:00;30,4900;73,8258;51,1738;90,1187;48,0806;92,0705;12,0876;74,8523;36,8319;88,0490;14,6589;97,4769;19,6578;86,8834;8.500,0000;0,0000;0,0000
14.03.2024 04:15:00;29,9800;93,0538;52,0353;37,2309;7,7304;32,2049;92,7367;52,9805;76,6465;74,0122;68,3776;24,9872;92,4368;53,5437;8.500,0000;0,0000;0,0000
2024-03-14 04:30:00;24,6800;72,8059;70,2543;76,0127;99,6137;63,1054;34,4986;82,1641;5,0709;6,1401;53,7180;41,1956;80,8457;86,0066;8.500,0000;0,0000;0,0000
14.03.2024 04:45:00;29,8200;46,4777;8,0131;29,1719;64,4142;38,8695;46,3000;8,3426;56,7960;30,7959;55,1487;7,1933;12,8478;74,4062;8.500,0000;0,0000;0,0000
2024-03-14 05:00:00;25,9100;85,1160;34,0148;56,2557;89,5765;97,0608;38,7146;7,1572;56,2500;74,8355;52,6035;95,9998;0,0303;41,8515;8.500,0000;0,0000;0,0000
2024-03-14 05:15:00;29,7900;57,5131;70,3316;74,0949;60,8684;91,6231;61,5027;14,7390;99,5973;44,1194;20,9210;46,3057;73,9660;43,0044;8.500,0000;0,0000;0,0000
2024-03-14 05:30:00;27,0400;67,1375;95,0805;9,2163;6,7959;73,6691;94,7387;34,3296;31,0035;55,1628;79,6872;40,5102;26,2536;64,1428;8.500,0000;0,0000;0,0000
2024-03-14 05:45:00;26,8700;73,3065;87,1193;41,3014;76,2466;63,2959;88,0695;63,6447;84,4388;27,6848;55,1658;30,0320;61,9808;46,5654;8.500,0000;0,0000;0,0000
2024-03-14 06:00:00;23,7800;37,0049;39,7092;18,5072;29,9781;50,3409;55,7656;10,5877;15,7702;20,4351;56,8676;30,7867;63,8048;68,1079;8.500,0000;0,0000;0,0000
2024-03-14 06:15:00;29,4200;58,2107;25,6249;63,8553;93,4810;71,3853;71,4851;87,6185;52,6764;77,0452;36,5791;88,5570;10,3509;23,1120;23.295,6393;27.815,8019;18.881,6997
2024-03-14 06:30:00;34,5000;5,1817;42,9646;27,8263;54,9906;16,5415;58,9412;88,0332;77,3234;27,2648;16,2136;75,6149;38,0078;40,0988;35.192,0391;50.181,0335;25.059,1499
2024-03-14 06:45:00;36,9400;48,1381;6,5334;41,7791;24,8077;34,4956;78,5266;8,9983;1,1771;71,7416;85,0711;76,7607;66,4715;46,0906;50.745,7656;79.422,0394;45.364,1377
2024-03-14 07:00:00;41,7800;9,8460;43,8960;55,8105;20,8805;66,1504;19,3347;51,0264;52,7149;29,0448;37,8457;24,3749;74,5764;70,0478;62.674,4593;101.847,9836;64.449,1216
14.03.2024 07:15:00;44,6100;25,2728;70,9331;17,3666;81,8957;5,3655;92,9584;36,6490;56,7813;68,0677;52,0869;19,2490;66,4062;5,0078;74.535,1336;124.146,0512;79.911,9813
2024-03-14 07:30:00;45,7400;1,9134;6,0109;61,5400;92,5030;95,5319;41,3994;59,9996;40,8254;67,2452;81,6907;84,6450;1,9033;38,2073;-999.0;159.740,8696;93.374,9179
2024-03-14 07:45:00;47,7200;16,6025;55,6604;30,6139;51,2631;86,7129;69,6534;93,8676;96,0560;6,1820;99,3440;33,1474;26,7464;3,6727;109.271,0416;189.449,5582;117.682,6974
14.03.2024 08:00:00;47,9800;7,9148;0,6104;64,9958;72,2907;80,6331;4,3017;37,5417;47,5024;90,3242;83,6787;58,4939;39,6640;66,0112;108.779,8202;188.526,0619;122.157,1392
2024-03-14 08:15:00;48,9000;59,6569;35,3068;5,8877;21,1825;49,3822;88,7314;35,2318;3,0598;87,9225;66,9489;75,2104;36,2074;84,0619;127.735,4407;224.162,6284;115.471,4006
2024-03-14 08:30:00;54,0400;85,9857;52,2057;26,1201;86,7033;96,4946;97,1884;6,6175;50,7271;66,7819;18,5052;43,7562;28,9489;81,0330;140.489,0237;248.139,3646;140.797,2211
14.03.2024 08:45:00;53,6100;82,9331;28,3779;11,5560;81,3279;82,5937;37,5343;53,4974;83,3231;11,8138;8,6459;80,5739;75,8947;53,3506;153.036,1672;271.727,9943;134.112,6986
14.03.2024 09:00:00;56,3900;21,9684;87,3950;22,3306;20,2287;60,7405;26,0300;76,7636;9,5629;67,0114;49,3578;28,4390;96,6666;95,7555;162.725,8762;289.944,6473;152.175,2670
2024-03-14 09:15:00;59,0000;33,7671;94,2771;22,2668;43,7051;35,4785;77,3085;99,2147;65,8946;85,8789;99,8457;22,7877;90,0616;48,1257;170.521,8747;304.601,1243;168.697,1739
2024-03-14 09:30:00;60,4800;51,8576;33,4768;72,8876;82,2139;39,1197;78,4125;56,2642;31,0174;76,6048;3,5025;32,4963;87,2655;95,7163;177.252,3403;317.254,3997;140.554,2126
2024-03-14 09:45:00;55,9200;67,3884;5,3536;45,6061;98,7822;70,6021;10,8192;5,1649;34,0303;11,1444;85,1505;69,6496;97,8714;99,0905;169.278,8711;302.264,2777;120.037,9592
2024-03-14 10:00:00;59,8000;75,8647;44,1461;10,4027;22,2180;2,5000;67,7310;89,3393;39,6248;38,0302;72,9624;69,0871;97,2428;26,7951;179.465,9670;321.416,0180;189.210,7614
2024-03-14 10:15:00;61,1500;36,1283;64,3700;26,6171;95,4017;96,5578;96,9016;87,8317;35,0802;18,4975;99,1071;50,5707;30,0616;35,8978;181.389,6035;325.032,4545;228.112,0505
2024-03-14 10:30:00;61,6100;93,8150;66,3179;41,6040;19,1069;1,7564;3,9008;8,7648;73,3644;10,4935;49,2293;34,3221;3,1551;14,5180;185.264,8695;332.317,9546;169.014,0739
2024-03-14 10:45:00;64,0100;37,5832;74,0085;51,2948;29,6895;93,5426;40,9961;41,4743;34,5447;54,0195;68,6663;35,3714;78,4186;79,1088;213.533,6298;385.463,2240;222.406,5207
2024-03-14 11:00:00;66,4500;55,6002;96,2750;49,3552;28,6545;61,2528;38,0925;95,8676;67,4399;85,7991;14,1832;18,6995;44,2616;35,2565;-999.0;397.989,9355;179.817,6538
2024-03-14 11:15:00;65,7900;17,6240;77,0108;8,9303;73,1337;25,1431;89,8724;19,6968;72,2072;61,9361;96,1295;83,9989;39,0115;26,0951;210.922,2900;380.553,9052;186.841,3160
2024-03-14 11:30:00;71,3100;47,9638;4,9451;88,0824;24,8307;31,2272;0,1104;27,1383;73,6549;4,3218;60,3236;59,7272;58,6191;32,8134;241.457,8286;437.960,7178;228.601,2835
14.03.2024 11:45:00;63,3400;93,9252;24,1727;14,2314;48,2014;18,3050;45,0698;85,5536;52,5660;74,0243;84,0837;98,1000;15,6231;41,5345;212.892,5620;384.258,0166;216.596,5757
2024-03-14 12:00:00;65,7100;49,1006;94,5965;44,7525;29,1174;53,5353;95,1376;65,5262;62,2300;5,1137;54,2337;32,2193;95,7741;99,0212;217.612,3557;393.131,2288;237.347,6281
2024-03-14 12:15:00;71,6300;61,2703;95,7842;19,8037;97,9184;11,7978;96,7522;13,1124;44,2486;10,6396;99,2489;37,6706;74,9271;48,1785;232.136,8115;420.437,2057;186.135,5411
;;;;;;;;;;;;;;;;;
2024-03-14 12:30:00;68,2300;35,0197;84,5734;76,2642;23,5924;60,5515;10,5546;96,2780;40,3552;20,2635;34,4688;87,1483;86,1553;25,1037;-999.0;412.055,2704;182.713,3453
2024-03-14 12:45:00;66,8600;58,3943;58,0401;6,6093;70,0991;89,7418;2,6155;68,9658;40,3645;58,1993;17,1668;66,3818;59,8838;1,9226;234.731,9105;425.315,9917;195.497,8915
2024-03-14 13:00:00;70,3500;22,0256;31,5934;79,1673;87,0936;32,9051;35,8091;29,5989;38,0003;24,6235;62,2066;51,5746;41,0473;33,5841;226.727,1422;410.267,0274;211.948,3092
2024-03-14 13:15:00;66,5500;83,4764;70,5558;62,5514;6,7737;22,0186;91,9251;0,9309;76,4824;16,4726;67,9668;62,6033;20,0080;27,3314;208.395,1958;375.802,9681;230.988,4612
2024-03-14 13:30:00;68,1800;67,7561;65,2799;28,3438;72,0208;39,7975;74,0474;71,5768;4,3186;9,4798;51,5588;18,6071;5,8335;6,9253;210.695,4100;380.127,3708;173.838,1444
2024-03-14 13:45:00;68,1500;14,6335;94,9319;57,2077;64,0582;17,6466;21,7620;71,1833;57,8082;85,3247;20,0645;83,7698;37,2136;34,0841;-999.0;367.918,1482;191.550,5296
2024-03-14 14:00:00;61,8000;61,9237;37,4096;30,7661;52,1441;36,5072;66,7015;77,7781;57,2772;86,6853;93,4809;74,2168;88,5902;72,4202;184.305,8804;330.515,0552;176.106,9734
2024-03-14 14:15:00;59,8800;1,7465;77,8732;72,2545;86,7515;42,7753;22,0881;62,7972;39,3334;59,1238;90,5194;15,3924;46,8790;80,1468;176.354,9866;315.567,3747;126.571,5880
2024-03-14 14:30:00;57,5600;58,1716;89,6226;30,1943;79,0044;73,5688;83,3052;64,5437;81,8565;76,2922;65,4057;29,1403;38,2363;78,4321;176.963,5705;316.711,5126;160.234,0554
2024-03-14 14:45:00;58,6300;82,7145;48,1535;71,9213;22,6586;47,4490;14,3610;15,8594;26,7242;32,9413;99,5368;15,7007;96,2989;11,2284;179.243,4919;320.997,7647;163.053,4867
2024-03-14 15:00:00;56,3000;60,4047;50,4227;99,2147;73,3367;58,1806;28,5181;25,7916;66,9386;19,8617;34,6703;35,3013;18,6929;28,8301;-999.0;272.022,6793;139.086,2656
2024-03-14 15:15:00;55,0000;61,9424;3,4653;28,8889;42,1838;6,0224;97,2180;18,7591;4,2519;96,1996;45,7654;23,2324;22,3160;68,8824;135.926,5810;239.561,9723;138.892,1031
2024-03-14 15:30:00;49,2100;95,3056;76,1341;98,5121;85,1301;55,3265;24,4389;18,4714;53,8937;21,1024;80,5125;42,1563;49,6674;48,5573;129.396,5370;227.285,4896;107.180,7942
2024-03-14 15:45:00;52,0700;35,4782;86,7975;99,2114;93,6427;47,5282;80,5783;34,8271;31,4683;41,3983;82,7202;24,8851;11,8577;89,6022;129.605,8657;227.679,0275;122.553,4740
2024-03-14 16:00:00;48,0500;55,4745;58,0430;54,2591;20,5076;55,6576;87,9959;34,0014;95,6063;62,2495;9,3502;47,2869;7,8592;11,2793;116.093,2619;202.275,3323;111.239,6880
2024-03-14 16:15:00;49,0400;74,8611;75,7840;82,6692;20,5843;81,7947;6,5333;14,3830;36,7919;73,4631;99,8171;61,8272;78,1006;62,2708;110.591,7829;191.932,5519;97.521,2469
2024-03-14 16:30:00;44,8400;36,0072;23,9633;13,4749;74,4120;65,6843;10,7223;46,0788;20,5058;91,0092;84,6603;13,2974;72,7420;69,7549;null;164.612,6414;110.688,9818
2024-03-14 16:45:00;44,8900;27,3417;46,2639;84,4713;46,8171;87,5197;10,0039;16,6932;53,6034;56,2088;72,6727;6,5130;52,1985;91,8240;71.212,7219;117.899,9172;51.192,1008
14.03.2024 17:00:00;41,2500;44,3862;70,1302;18,0419;68,9074;73,7658;53,2453;93,0762;88,7283;95,0868;39,5618;35,2214;80,5192;92,5614;69.844,0166;115.326,7512;72.531,7776
2024-03-14 17:15:00;36,4300;42,5748;97,2741;86,5890;59,6401;21,9809;44,2805;55,8695;74,5529;80,7607;4,9089;24,7248;87,8191;86,4210;52.095,9153;81.960,3209;43.994,6905
2024-03-14 17:30:00;31,9300;55,4627;70,5019;72,2031;53,4468;39,5282;75,6835;96,3601;28,3525;39,8010;98,4730;25,9298;9,4625;3,3590;-999.0;50.621,0754;26.816,8457
2024-03-14 17:45:00;33,4300;83,6117;37,1583;85,5290;74,0346;16,5060;93,8951;62,5729;1,3790;26,1052;16,5301;61,5863;84,7649;42,3357;22.138,7785;25.640,9037;9.304,8463
14.03.2024 18:00:00;29,6300;44,4942;85,5995;81,6769;55,5146;44,0694;44,0568;58,2477;66,8961;55,2821;92,2826;75,9476;87,5750;48,5302;8.500,0000;0,0000;0,0000
2024-03-14 18:15:00;32,2700;34,9478;42,0173;68,5141;81,1992;0,4148;30,4240;68,8709;52,3839;7,8186;82,9598;37,8047;10,1529;8,6196;8.500,0000;0,0000;0,0000
2024-03-14 18:30:00;33,7800;94,7666;78,6446;96,4111;1,6695;41,6251;68,8903;71,0249;26,6707;38,4422;88,1401;30,2633;95,9782;9,7099;8.500,0000;0,0000;0,0000
14.03.2024 18:45:00;30,1300;25,7728;5,4035;2,1678;86,4227;54,0813;32,4167;12,2982;39,1689;26,8680;92,0271;85,5095;89,8171;74,8592;8.500,0000;0,0000;0,0000
2024-03-14 19:00:00;30,0200;68,9972;33,9593;39,2978;81,9502;68,3685;70,2130;53,6208;87,3711;49,6388;17,0943;32,5828;50,9604;62,8256;8.500,0000;0,0000;0,0000
2024-03-14 19:15:00;30,4900;15,5130;25,6924;52,3394;25,8607;26,0724;64,3369;93,0608;5,2239;8,4525;40,5582;33,9903;79,1016;27,0017;8.500,0000;0,0000;0,0000
2024-03-14 19:30:00;31,7700;87,1239;10,9136;63,7830;85,7915;98,5320;46,9439;61,9255;18,5264;4,2348;48,7795;93,2950;97,1223;0,2030;8.500,0000;0,0000;0,0000
2024-03-14 19:45:00;31,1100;11,4971;63,3983;87,9332;75,0355;83,1452;26,4243;76,2609;53,2067;2,0954;93,0608;63,9707;56,8363;54,9181;8.500,0000;0,0000;0,0000
2024-03-14 20:00:00;24,3400;78,3633;47,3003;82,3969;31,7098;5,7033;0,8043;25,6106;95,2011;15,7168;55,2658;37,4265;30,1479;79,0709;8.500,0000;0,0000;0,0000
2024-03-14 20:15:00;27,4600;20,0911;23,8631;76,9750;73,3420;56,1757;89,3185;62,2153;26,4879;93,7978;73,1979;21,3406;41,8580;74,7706;8.500,0000;0,0000;0,0000
14.03.2024 20:30:00;27,9600;77,8079;49,5438;92,1554;76,2114;98,0330;99,5728;29,1125;21,9365;21,7959;17,8014;44,8264;0,3475;8,6694;8.500,0000;0,0000;0,0000
2024-03-14 20:45:00;33,7800;6,4784;55,6177;7,3550;8,8951;93,3678;57,3217;41,5203;16,8892;56,0357;92,7283;13,3530;15,8361;35,1778;8.500,0000;0,0000;0,0000
2024-03-14 21:00:00;32,3400;80,3982;32,1912;40,7830;74,4155;71,9650;57,8797;82,6678;24,9459;45,3992;70,8553;7,9764;0,3122;82,4280;8.500,0000;0,0000;0,0000
2024-03-14 21:15:00;29,4100;38,0888;87,2067;21,1115;98,4905;70,6775;7,1476;5,6952;6,5203;83,2093;0,2750;44,2954;18,2196;44,5391;8.500,0000;0,0000;0,0000
2024-03-14 21:30:00;31,7000;99,6062;37,1319;6,5538;5,8567;99,8483;78,6484;37,9561;34,3103;1,7272;64,1677;90,0862;90,2673;23,4966;8.500,0000;0,0000;0,0000
2024-03-14 21:45:00;27,5300;88,2422;33,9827;24,2468;64,0413;26,2199;53,0429;55,5680;19,3175;28,0363;70,5060;17,8347;1,1392;31,7889;8.500,0000;0,0000;0,0000
2024-03-14 22:00:00;33,8300;92,9969;87,6120;14,6857;32,1475;45,5029;87,4480;55,7361;54,9182;50,2639;76,1605;67,0694;99,5020;6,2005;8.500,0000;0,0000;0,0000
2024-03-14 22:15:00;30,5000;95,2037;28,8193;86,4893;17,7634;0,4581;75,3124;99,0564;19,3254;15,5195;89,9068;30,0520;38,3379;19,8098;8.500,0000;0,0000;0,0000
2024-03-14 22:30:00;32,8800;73,6535;17,7671;39,4104;52,3856;62,2165;62,3075;97,1553;97,2455;72,0746;9,8724;31,7601;90,6110;86,9065;8.500,0000;0,0000;0,0000
2024-03-14 22:45:00;31,0300;96,5641;11,3331;98,1963;65,9384;48,8064;0,8202;84,7586;60,5266;73,4357;84,9650;95,6183;32,1857;70,6510;8.500,0000;0,0000;0,0000
2024-03-14 23:00:00;32,3000;3,6910;71,4389;65,2187;76,4177;40,9421;80,9547;2,8450;61,1095;95,0581;13,3069;20,0336;30,8754;28,8615;8.500,0000;0,0000;0,0000
2024-03-14 23:15:00;27,3500;23,1422;67,4189;59,4749;64,4060;53,7769;89,4247;54,3901;11,8415;13,8191;7,9392;16,3250;88,2006;33,0538;8.500,0000;0,0000;0,0000
2024-03-14 23:30:00;30,9000;92,2665;41,1146;61,5041;89,9885;59,4386;70,4361;11,5583;79,3524;1,4239;38,1747;61,9798;7,1101;38,4626;8.500,0000;0,0000;0,0000
2024-03-14 23:45:00;30,0700;37,8923;64,3939;54,4606;43,3498;95,2064;10,6168;15,8706;24,4674;47,2717;11,0732;62,7397;89,7837;69,8577;8.500,0000;0,0000;0,0000
2024-03-15 00:00:00;29,2300;43,5885;3,3625;50,9314;38,0301;45,6098;35,1848;1,0928;92,2805;62,9204;87,5648;27,9056;24,2094;41,5979;8.500,0000;0,0000;0,0000
2024-03-15 00:15:00;30,3600;56,4099;18,6126;0,4272;33,3491;41,3880;82,2670;92,8754;29,2600;95,5579;24,5916;12,8098;64,2596;78,5138;8.500,0000;0,0000;0,0000
15.03.2024 00:30:00;29,1300;46,4135;46,6721;48,0935;10,0498;15,1680;29,1427;45,3227;80,7909;41,6171;75,4699;2,8399;68,8871;74,4811;8.500,0000;0,0000;0,0000
2024-03-15 00:45:00;28,3900;0,1488;93,1457;25,7443;15,8661;84,9520;18,1699;31,0727;98,4447;84,8986;39,3988;15,5632;96,6943;49,6846;8.500,0000;0,0000;0,0000
2024-03-15 01:00:00;29,1800;5,0234;99,7332;74,4954;66,3594;24,5552;59,5450;66,6070;50,0023;80,8455;40,1411;62,4604;90,9790;99,1994;8.500,0000;0,0000;0,0000
2024-03-15 01:15:00;29,2200;92,3222;97,5278;95,1625;59,2652;54,0805;6,6277;0,4940;93,6897;17,7699;18,0317;58,5924;96,8615;76,3968;8.500,0000;0,0000;0,0000
2024-03-15 01:30:00;30,5300;20,9781;62,6585;70,1138;30,3793;44,0175;64,4998;37,4892;56,3404;35,3096;24,8644;27,7749;3,8562;5,1414;8.500,0000;0,0000;0,0000
2024-03-15 01:45:00;28,1200;50,0237;47,2948;44,0370;94,4819;5,8236;99,1747;11,7109;85,2955;47,4705;3,7111;94,2622;80,9862;37,3891;8.500,0000;0,0000;0,0000
2024-03-15 02:00:00;28,4300;6,5907;2,7075;11,5746;97,1140;78,5875;86,3293;34,0396;16,9563;42,6164;23,7474;72,2499;23,1528;54,5908;8.500,0000;0,0000;0,0000
2024-03-15 02:15:00;27,8000;49,5381;74,2373;43,3413;46,5393;24,0704;90,4611;25,6279;39,3260;48,6775;2,5671;13,9750;70,2639;19,2454;8.500,0000;0,0000;0,0000
2024-03-15 02:30:00;30,7400;6,7002;91,0660;8,4848;74,8187;19,6090;73,7641;36,6935;66,6767;50,4810;73,4516;38,6339;29,2240;64,4051;8.500,0000;0,0000;0,0000
2024-03-15 02:45:00;26,1400;59,4886;56,9641;70,6489;89,4432;47,0842;80,8026;66,3132;78,5182;36,5916;46,4463;37,5473;87,4039;37,5063;8.500,0000;0,0000;0,0000
2024-03-15 03:00:00;29,2500;1,7032;82,1282;38,8130;15,9821;10,4248;27,0063;18,1364;73,9947;90,0511;25,4727;31,8008;24,4051;90,5958;8.500,0000;0,0000;0,0000
2024-03-15 03:15:00;28,1500;28,6598;72,1813;27,2996;61,2947;15,6592;26,5316;80,9938;54,6269;44,1896;31,2444;49,8000;30,5523;40,9779;8.500,0000;0,0000;0,0000
2024-03-15 03:30:00;30,0200;88,8260;23,5942;0,7813;47,6055;46,1983;44,0442;60,8253;52,0987;92,4685;36,0795;18,0920;24,9869;60,5408;8.500,0000;0,0000;0,0000
2024-03-15 03:45:00;28,7900;24,2489;92,7778;10,2262;76,3408;82,1885;5,2456;86,2021;29,5700;26,0721;78,1471;94,3321;69,1004;73,2857;8.500,0000;0,0000;0,0000
2024-03-15 04:00:00;27,4100;90,9780;38,1409;42,9120;39,5087;82,9289;30,2455;3,9008;33,4867;80,6685;54,1857;95,1357;77,2299;92,7929;8.500,0000;0,0000;0,0000
2024-03-15 04:15:00;27,7700;17,6623;6,0901;5,7220;28,2042;19,1097;90,8254;50,2615;56,1224;50,5450;58,8593;6,8036;13,7169;24,9247;8.500,0000;0,0000;0,0000
2024-03-15 04:30:00;32,6200;27,4779;91,8588;70,4230;37,1518;69,3752;97,3330;91,2194;25,8144;40,1728;85,6663;88,9614;94,5089;66,7108;8.500,0000;0,0000;0,0000
2024-03-15 04:45:00;30,8700;75,1987;70,9592;89,1160;32,2526;73,8349;52,6038;67,3420;40,8948;56,7636;5,3547;83,1114;12,4816;15,0583;8.500,0000;0,0000;0,0000
15.03.2024 05:00:00;30,6200;10,4043;42,6464;43,6801;40,2016;43,7576;0,8992;63,1434;98,6512;99,5064;12,0924;28,5612;51,0292;72,7994;8.500,0000;0,0000;0,0000
2024-03-15 05:15:00;28,8700;1,3343;25,5747;37,6181;3,3693;58,9697;7,8831;61,8621;9,5847;77,7566;12,6075;98,6994;90,3507;84,0793;888888.8;0,0000;0,0000
2024-03-15 05:30:00;30,0600;76,1911;43,0268;77,8223;12,5045;66,6649;56,2887;74,3854;65,5937;7,6205;26,9415;59,8664;31,3486;52,8111;8.500,0000;0,0000;0,0000
15.03.2024 05:45:00;28,6400;90,7149;86,2323;70,2489;30,4077;77,7650;18,6777;26,8470;93,8160;1,6002;32,7258;36,9054;20,3809;48,6877;8.500,0000;0,0000;0,0000
2024-03-15 06:00:00;32,3400;68,8273;26,5494;23,2036;92,8283;8,1544;87,9419;48,2111;79,7400;95,8872;98,8242;62,6670;64,2509;78,3163;8.500,0000;0,0000;0,0000
15.03.2024 06:15:00;32,7500;37,1622;5,9183;89,8853;75,4562;85,0882;55,7598;30,5925;86,6432;16,9794;90,8773;69,1042;60,6447;97,5492;22.369,1231;26.073,9513;15.011,5659
15.03.2024 06:30:00;35,1700;59,0339;43,3973;61,4688;24,8254;74,6762;17,5941;82,8541;82,5743;0,0323;7,5189;35,7464;72,4903;81,9470;36.463,3174;52.571,0368;27.487,9206
15.03.2024 06:45:00;39,7300;63,9663;58,6630;79,1554;36,2486;44,7894;91,2551;38,5571;25,4685;77,7247;70,8764;75,4756;92,0505;19,2750;49.585,3014;77.240,3665;49.242,1266
2024-03-15 07:00:00;36,4100;51,2328;27,0300;33,3321;82,8264;63,5735;32,5835;91,1847;78,7966;44,6029;60,5688;36,1554;72,1076;49,3264;56.291,6628;89.848,3261;41.966,6803
2024-03-15 07:15:00;42,9100;56,4972;21,4968;69,5135;65,4591;75,1479;71,0483;80,0122;88,5327;87,1323;79,2597;88,8915;67,8952;0,3710;76.058,3284;127.009,6574;82.796,0280
2024-03-15 07:30:00;40,4500;51,1627;29,3574;44,8411;48,5545;78,0731;69,0383;93,2059;40,5265;38,5242;15,8101;87,7358;12,4064;43,5076;86.127,4539;145.939,6134;101.248,4922
15.03.2024 07:45:00;43,8400;82,4626;92,7419;2,4397;79,4502;9,2802;15,0885;38,3066;74,0947;91,5492;82,4971;82,4031;41,5440;85,2545;105.315,5090;182.013,1570;48.001,5193
2024-03-15 08:00:00;49,8100;3,9717;2,8550;41,0530;69,5876;87,6135;66,8523;97,8136;72,6933;23,0337;2,6908;30,1898;77,0180;56,7861;-999.0;201.490,7811;94.382,1240
2024-03-15 08:15:00;51,3800;59,9343;59,6228;33,0855;76,4555;87,4724;64,4136;83,4632;49,8692;92,8417;76,5137;15,6342;44,3822;96,8806;124.286,6842;217.678,9663;88.424,9694
15.03.2024 08:30:00;49,7300;53,2425;9,5392;93,4684;42,3723;53,5560;0,1973;7,4775;75,9395;57,4681;54,3965;88,8539;12,6333;26,6650;-999.0;228.417,4574;131.179,0414
2024-03-15 08:45:00;51,6300;95,2229;60,7167;26,4938;60,4003;21,0756;63,8865;48,6484;71,2869;72,1504;27,6115;60,0769;38,0132;7,3210;146.747,3596;259.905,0361;128.645,1127
2024-03-15 09:00:00;56,6400;59,7441;66,5918;31,1082;50,3057;75,1261;63,4781;4,4829;88,3729;44,4335;4,1045;90,0032;48,4799;90,0690;165.281,3454;294.748,9294;216.723,1735
2024-03-15 09:15:00;59,9600;93,2994;33,4665;14,6991;53,9295;97,5996;61,4005;3,4562;61,8248;7,8462;35,3596;63,9045;5,5329;77,0466;168.847,0975;301.452,5434;159.664,0918
