System Export Report
Generated: 2024-03-17
Status: OK
timestamp	,inverter_temperature_C,grid_export_raw,irradiance_w_m2,panel_efficiency_pct,ambient_temp_C,voltage_V,current_A,frequency_Hz,reactive_power_kvar,sensor_v1_legacy,estimated_yield_daily ,cloud_cover_pct,humidity_pct,wind_speed_ms,reading ,reading,forecast_yield
2024-03-14 05:15:00,30.81,97.3515,3.465,33.4685,31.618,72.9586,94.3722,18.0072,85.1273,83.0552,73.4598,39.4813,47.4833,83.7959,20000.0,0.0,0.0
2024-03-14 05:20:00,28.28,31.8743,81.2947,85.0703,31.2541,67.2349,69.1977,0.7854,86.2303,34.8047,41.4808,32.554,37.1031,47.831,20000.0,0.0,0.0
2024-03-14 05:25:00,30.84,12.6699,64.8823,35.7317,42.908,30.5289,7.2803,85.0531,41.4672,44.9242,78.2459,3.0585,27.9678,80.6529,20000.0,0.0,0.0
2024-03-14 05:30:00,27.45,13.4257,7.298,30.6139,77.6152,97.1954,40.7773,79.2798,74.2366,80.95,27.9583,50.0157,65.7528,0.2685,20000.0,0.0,0.0
2024-03-14 05:35:00,28.28,60.1315,90.2777,35.7929,37.1646,67.6645,8.2576,99.3514,86.5367,60.2588,51.0925,22.6478,84.465,9.1304,20000.0,0.0,0.0
2024-03-14 05:40:00,31.4,99.7697,72.0283,28.3798,27.3354,14.9103,89.6535,16.563,27.3044,22.5784,61.4443,97.2464,38.6366,97.9684,20000.0,0.0,0.0
14.03.2024 05:45:00,27.72,36.6303,99.0011,6.875,31.5097,77.129,5.5736,91.1754,20.9421,20.5236,70.6222,59.3637,71.8934,48.5903,20000.0,0.0,0.0
2024-03-14 05:50:00,29.95,46.0303,38.3996,26.0151,33.0699,74.975,97.3515,83.1053,42.3703,53.3928,73.1065,47.5605,21.8843,61.0359,20000.0,0.0,0.0
2024-03-14 05:55:00,31.64,13.8717,41.2194,72.3792,16.3912,10.293,65.0856,93.9759,53.8762,82.3572,4.0519,46.7161,38.8292,88.7836,20000.0,0.0,0.0
2024-03-14 06:00:00,26.1,62.798,27.9617,51.5474,66.6804,80.806,1.8134,36.2312,87.7074,98.6051,63.086,88.7529,64.0992,11.3605,20000.0,0.0,0.0
14.03.2024 06:05:00,29.74,59.2982,31.5805,53.049,6.0587,17.8644,60.6619,67.7629,9.1215,5.4773,98.5075,24.0215,31.1274,50.562,21489.7463,2800.723,1264.534
2024-03-14 06:10:00,34.65,16.5672,34.3844,44.0185,21.0686,31.1706,2.0778,55.9036,94.4773,16.0677,54.8348,27.4839,39.1025,56.3743,23384.3121,6362.5068,3311.4809
2024-03-14 06:15:00,32.54,95.322,89.6364,34.4307,99.8891,35.7766,26.5174,21.0612,84.3547,79.8862,79.7079,3.6347,93.4786,85.5052,24486.2389,8434.1291,4585.6262
2024-03-14 06:20:00,36.74,21.5659,93.3005,93.8911,26.4787,23.9368,11.1565,88.9794,51.3921,47.7928,53.1347,10.196,70.5007,67.9269,25892.9174,11078.6847,6558.3425
2024-03-14 06:25:00,38.04,11.6994,32.4172,80.9216,46.5758,14.2674,65.559,41.1541,11.7128,25.8214,51.0923,57.9983,75.9123,99.7519,27389.3668,13892.0097,6936.2466
14.03.2024 06:30:00,31.5,1.5597,25.6813,14.2179,20.2907,86.994,27.8811,2.6138,41.4231,53.2428,12.2531,35.3724,2.0573,51.4602,30246.9702,19264.304,10837.8893
2024-03-14 06:35:00,35.62,96.1396,3.3214,2.3711,73.9118,39.4617,21.5513,51.3756,23.4295,5.131,57.6546,37.3547,54.2247,16.2313,31024.3619,20725.8003,7184.9292
2024-03-14 06:40:00,34.48,48.1215,40.2538,47.4358,79.9214,48.1918,40.2937,35.4697,38.5223,6.8884,1.712,49.0974,9.9618,88.1322,-999.0,22039.8788,11471.3686
2024-03-14 06:45:00,38.56,80.0689,47.7,87.2524,98.1673,86.3398,70.2332,48.833,57.0526,22.6467,47.5413,5.1401,8.8296,82.8917,33654.5067,25670.4725,11466.0562
2024-03-14 06:50:00,36.93,80.1883,78.3027,47.8429,65.8184,76.4891,69.436,16.8827,2.4219,94.0665,98.718,40.9731,98.4603,60.4563,34771.2709,27769.9893,14558.8999
2024-03-14 06:55:00,40.36,96.2426,65.6683,88.047,74.0098,10.3821,57.0722,92.9242,50.529,95.9807,78.537,23.466,20.8927,13.1262,36180.6276,30419.5798,19227.5392
2024-03-14 07:00:00,36.23,94.9216,23.5656,71.3421,22.5736,6.1792,99.9274,50.958,67.2137,97.7723,65.1959,17.8043,2.8021,96.1634,38641.2118,35045.4782,19411.6653
14.03.2024 07:05:00,42.09,47.6801,23.328,22.0875,44.8612,99.5023,53.3622,14.2038,57.701,25.2889,14.0999,64.8901,75.5411,77.902,38524.3384,34825.7562,14078.9157
2024-03-14 07:10:00,42.77,85.7217,13.0956,2.7219,17.834,24.0024,37.423,90.1413,81.0592,51.845,85.4253,71.4403,0.9258,89.6309,-999.0,41061.7239,23736.4672
2024-03-14 07:15:00,38.05,91.7787,93.6915,15.4838,16.5938,88.5405,35.8302,43.0117,22.7963,19.6129,7.7838,38.3248,43.6725,60.2334,44359.5942,45796.0372,24406.5318
14.03.2024 07:20:00,41.81,98.1702,39.549,36.575,37.2484,63.894,61.8262,44.1988,69.1262,69.4462,4.175,14.1408,3.9025,75.9159,43783.3391,44712.6774,24082.1765
2024-03-14 07:25:00,44.62,91.9901,4.8267,45.621,73.8295,9.9488,90.9483,10.2679,46.8624,45.0869,54.0149,51.7284,15.0926,84.6173,48590.5831,53750.2961,33140.4272
2024-03-14 07:30:00,47.04,44.2672,24.1378,62.4552,26.9668,78.2692,50.3301,8.9151,81.4246,95.4842,49.9045,74.0121,3.9295,79.6604,46144.7407,49152.1125,27070.2779
14.03.2024 07:35:00,44.25,2.3784,94.6806,36.277,32.8556,43.3803,53.2231,99.6626,58.0451,36.7094,78.5236,69.1418,70.6099,27.6684,46643.4534,50089.6925,31777.7784
2024-03-14 07:40:00,45.27,60.6246,68.9578,18.3394,69.9434,87.6024,96.69,20.5125,53.2097,90.6211,69.1016,40.9183,85.4756,15.9518,49030.6778,54577.6742,29577.499
2024-03-14 07:45:00,43.87,36.5345,34.3164,31.6648,49.0609,22.6954,14.0909,62.1789,19.2742,64.4976,35.7868,98.0871,86.2542,38.3303,51101.4426,58470.7121,34828.3452
14.03.2024 07:50:00,48.42,38.579,2.4208,27.9721,40.6334,79.0874,54.8807,84.9969,89.2278,90.5777,56.3647,54.4519,71.9118,2.0338,53640.5359,63244.2074,30145.2944
2024-03-14 07:55:00,49.04,90.3415,66.316,75.3724,41.426,55.4663,48.914,10.4615,89.772,92.1768,25.9189,31.7666,68.1446,78.7831,54868.5551,65552.8836,31168.2035
14.03.2024 08:00:00,45.74,24.8396,92.1656,88.2456,96.9459,23.1572,31.9838,20.9232,48.9554,32.1269,67.8521,73.4693,21.6277,53.9566,50252.0645,56873.8812,28637.2884
14.03.2024 08:05:00,48.49,46.3388,19.3299,93.816,36.4683,82.8641,65.6661,60.0492,34.0436,51.8091,48.5436,58.9421,35.774,62.1161,57471.2468,70445.944,42191.0784
2024-03-14 08:10:00,52.6,68.0096,59.0252,22.1095,57.6196,27.77,21.3468,14.4134,61.4717,25.5664,16.055,11.0748,91.4642,63.0731,61301.4572,77646.7395,38216.5602
2024-03-14 08:15:00,49.72,36.4607,77.5999,7.3187,42.6605,96.7413,31.6579,99.0746,85.7631,61.872,44.6318,34.6635,77.2564,17.0298,60501.2647,76142.3777,40490.4567
2024-03-14 08:20:00,52.83,98.3188,97.6,96.2235,44.2088,94.1947,23.5987,84.7993,79.113,59.5293,24.0403,25.1567,40.6017,88.3227,61646.6581,78295.7172,45624.7613
2024-03-14 08:25:00,50.9,67.4573,14.6455,50.5914,59.4684,9.338,30.3817,3.992,3.3227,21.1121,95.1541,51.9789,95.1867,79.4498,-999.0,76412.0659,35442.4517
2024-03-14 08:30:00,52.62,53.2968,45.0601,12.6076,1.9936,88.635,97.4946,12.223,38.7462,99.0823,97.1977,15.8669,50.8139,11.7501,60527.2657,76191.2596,43641.8689
2024-03-14 08:35:00,51.02,22.3022,39.965,83.0136,85.5382,5.1962,75.3276,49.0548,72.4829,17.7633,74.909,29.7143,83.1582,94.9825,64009.0643,82737.0408,45083.851
2024-13-40 88:99:00,55.25,7.7721,48.892,93.6114,64.3738,13.8582,4.1241,29.3012,65.7005,27.8677,51.7509,37.305,70.2215,21.7828,237083.3682,93286.7633,56275.5139
2024-03-14 08:45:00,53.19,10.7512,85.4822,16.0142,27.8568,69.9625,46.6257,37.3012,80.9791,32.6111,40.1684,9.1151,43.433,81.4873,63982.3631,82686.8426,41156.6975
2024-03-14 08:50:00,55.57,21.2216,11.4528,69.9836,16.5797,49.311,43.8941,67.7268,37.8638,20.8266,15.7611,79.4924,4.8056,95.327,-999.0,88593.2097,50372.3523
2024-03-14 08:55:00,54.68,22.3823,35.6894,82.5132,94.8157,94.5119,90.2001,34.1027,61.9175,47.7818,32.8689,85.7469,84.4316,86.1778,66589.8029,87588.8295,42957.1787
2024-03-14 09:00:00,55.88,1.7727,82.6152,77.4861,74.2186,80.8659,5.6135,84.4095,88.2423,48.4912,56.3193,2.5618,33.4998,83.1114,71814.3578,97410.9927,48651.5354
2024-03-14 09:05:00,51.89,47.0961,64.4341,36.0104,49.2664,94.301,64.8122,75.432,19.4604,80.6441,29.8129,86.5182,91.0006,9.0983,65496.83,85534.0404,48477.3525
14.03.2024 09:10:00,55.87,65.1792,36.673,20.0389,86.0079,32.2594,59.1507,33.637,39.0854,38.6547,87.2453,6.7217,1.0061,36.5625,72679.8441,99038.1069,42546.2132
2024-03-14 09:15:00,57.69,68.6379,44.7659,42.7822,64.1322,9.2172,32.1418,80.3128,85.1306,91.4576,79.5364,25.7373,2.9009,52.2165,76106.9519,105481.0695,50184.2969
2024-03-14 09:20:00,57.58,54.5682,82.4469,60.3906,46.3356,44.5643,49.098,52.9197,24.7267,58.2849,3.6997,67.3608,50.0816,64.3986,73974.0519,101471.2177,59105.2484
2024-03-14 09:25:00,54.91,45.4208,90.0853,97.8036,71.1765,3.2347,65.132,82.5628,37.451,3.7226,23.9991,45.2338,77.2401,56.6842,73683.8647,100925.6657,60105.9314
2024-03-14 09:30:00,56.53,0.3422,76.6359,95.6941,81.5078,86.1858,48.5307,84.3535,93.8983,72.1163,84.1838,70.8844,10.887,55.833,76868.5471,106912.8686,69329.4366
2024-03-14 09:35:00,57.78,25.7553,41.1382,14.2621,39.5867,52.7655,78.3567,89.8172,62.4731,54.7512,60.921,23.3867,16.4651,91.3057,75076.4938,103543.8083,63043.932
2024-03-14 09:40:00,56.97,75.4561,22.2556,31.3021,71.4892,32.6264,59.7212,9.4538,74.4006,69.741,68.8597,3.3422,86.1428,27.1733,77574.3691,108239.8139,52540.1299
14.03.2024 09:45:00,61.08,81.6525,4.1268,62.4666,6.6439,61.567,74.8971,44.804,63.8187,83.1814,31.5234,89.8165,57.2383,82.0381,83399.0307,119190.1777,65293.6076
2024-03-14 09:50:00,55.24,63.5247,32.033,43.7009,93.8727,56.391,44.6862,52.4837,68.7216,47.0189,78.0816,57.9269,51.0273,15.1902,77127.4061,107399.5235,57309.8789
2024-03-14 09:55:00,62.86,84.9221,79.6667,61.5656,40.5933,9.1393,53.1284,87.5686,25.8249,30.6282,76.1759,39.2607,93.7687,65.4167,79014.7036,110947.6428,63279.0531
2024-03-14 10:00:00,60.47,27.4532,57.0594,48.6085,70.9311,17.4846,23.1053,66.9314,82.8052,67.5592,39.1109,49.5052,55.5908,22.9554,77150.0342,107442.0643,65873.0402
2024-03-14 10:05:00,60.19,14.183,45.8671,35.2878,71.5181,47.5145,62.8392,51.68,4.2317,60.5105,78.3567,3.0388,88.5085,7.8088,82237.1539,117005.8492,51015.5907
2024-03-14 10:10:00,62.49,87.7718,13.7365,87.8351,59.0516,95.4189,10.6821,51.0272,30.3697,54.6605,5.3875,91.2301,71.5908,97.429,88107.8884,128042.8303,76133.9794
2024-03-14 10:15:00,64.3,41.9593,84.8335,43.0336,88.3797,38.954,3.1017,37.1763,80.5484,82.5759,82.533,28.2506,47.917,54.222,84929.4951,122067.4508,71400.5115
2024-03-14 10:20:00,62.09,96.7682,88.4398,83.7641,97.4581,37.9844,80.3121,62.7311,0.2969,71.5996,83.046,55.6774,68.4936,33.6895,80703.0574,114121.7478,68157.3217
2024-03-14 10:25:00,59.24,51.924,0.3289,84.7724,85.8867,25.4214,17.9361,56.1674,40.5854,72.8114,84.0452,36.9903,92.665,26.2968,81338.5638,115316.4999,49449.4551
2024-03-14 10:30:00,63.56,48.9664,83.2399,75.1237,8.314,41.1291,71.7567,33.5437,31.0339,94.0552,37.9922,94.0418,95.7346,79.4325,82674.7499,117828.5298,63014.8681
2024-03-14 10:35:00,70.72,80.0314,98.6883,22.6291,99.6736,1.4042,9.0711,50.8954,23.7898,46.8208,45.0489,6.9255,76.4895,69.6088,93281.6463,137769.495,67342.4479
2024-03-14 10:40:00,64.08,48.8586,80.2739,19.6815,28.3718,79.287,51.9545,29.3425,6.9673,71.5474,30.1413,57.7625,15.5964,32.9396,87765.7471,127399.6046,63378.2112
2024-03-14 10:45:00,62.36,0.1158,70.7248,22.0646,73.7412,18.9271,44.9223,67.2201,10.7427,47.7215,14.5465,62.6246,66.4964,89.877,86342.0267,124723.0103,66241.3221
2024-03-14 10:50:00,60.67,17.035,24.655,71.6456,33.8057,48.4787,56.9669,90.3351,20.2139,66.763,54.3724,62.2874,61.2723,35.0768,88147.2046,128116.7447,62420.6947
2024-03-14 10:55:00,65.42,59.1328,25.1763,89.5147,47.9727,32.0792,25.0923,99.3545,49.7489,65.2769,15.8722,10.9184,96.2837,36.9415,89227.9955,130148.6315,71650.7649
2024-03-14 11:00:00,64.44,29.5571,52.7073,53.1,71.1372,55.9041,7.6438,90.4097,79.2469,24.9104,60.1993,80.1749,43.3244,88.6655,84762.9465,121754.3394,44309.8105
2024-03-14 11:05:00,60.99,1.5604,78.9396,22.9053,41.0709,8.0202,60.3745,42.3781,40.3574,71.6321,5.9543,20.379,86.2045,77.9043,82072.7333,116696.7386,49125.4036
2024-03-14 11:10:00,60.56,25.9895,33.418,96.2055,11.9425,54.891,17.6491,31.4956,79.6283,44.8913,92.7401,96.3417,26.9177,65.2792,86256.4634,124562.1512,69297.4065
14.03.2024 11:15:00,64.24,37.7285,89.8837,86.0026,31.8779,85.9147,42.2828,5.1539,92.9182,63.4975,33.1464,16.1765,43.4338,76.2257,88811.7858,129366.1574,89206.928
14.03.2024 11:20:00,60.66,59.4144,42.631,80.0537,23.6675,41.4117,65.6383,26.9132,87.7925,97.9256,88.1444,1.4251,96.8744,77.1991,87161.7156,126264.0254,66647.4087
2024-03-14 11:25:00,62.09,97.2521,34.8574,94.1263,70.9967,11.183,89.2572,78.2941,28.6783,89.6749,22.9737,65.38,97.9843,80.718,85543.5161,123221.8102,65968.7281
2024-03-14 11:30:00,66.43,82.2443,49.3217,0.3345,50.3738,17.0232,21.4801,42.4582,60.4719,37.2662,18.223,3.4009,39.4194,68.9847,91518.2468,134454.304,51372.3545
2024-03-14 11:35:00,70.51,25.6897,68.2826,96.0388,56.6609,57.5779,64.5604,27.1561,53.6177,25.3009,66.9518,74.9215,41.7301,88.4783,85472.9057,123089.0627,68549.2407
2024-03-14 11:40:00,69.53,2.0567,85.8604,79.7533,37.0538,46.0492,34.9704,97.907,64.5191,65.4221,94.5294,76.4119,48.9451,43.7792,91038.9917,133553.3045,78039.756
2024-03-14 11:45:00,64.3,0.0523,39.0277,28.351,76.2233,20.9344,92.3996,52.0393,92.4941,25.2172,97.1262,95.1598,96.1722,46.0635,90781.7615,133069.7116,62771.348
