System Export Report
Generated: 2024-03-17
Status: OK
timestamp	,inverter_temperature_C,grid_export_raw,irradiance_w_m2,panel_efficiency_pct,ambient_temp_C,voltage_V,current_A,frequency_Hz,reactive_power_kvar,sensor_v1_legacy,estimated_yield_daily ,cloud_cover_pct,humidity_pct,wind_speed_ms,kw_generation,forecast_yield
2024-03-14 08:40:00,51.0,97.5617,71.8515,59.8836,97.9264,11.7286,87.2467,58.4908,40.1158,7.567,36.6522,47.3903,35.5248,35.2604,764.3553,689.485
2024-03-14 08:45:00,50.32,15.85,5.4196,87.3368,97.204,71.0905,23.222,87.9267,35.5958,99.5319,60.9477,62.827,44.4714,16.1549,793.8779,653.9437
2024-03-14 08:50:00,56.05,31.2231,29.2666,81.9837,96.3485,16.1114,97.2226,44.7206,17.6866,96.3943,47.3557,0.3237,62.495,53.1348,901.3403,719.2871
2024-03-14 08:55:00,53.16,78.1893,69.0356,7.3867,70.4672,82.8929,33.6864,12.3906,41.9902,0.1706,25.418,55.1291,16.2747,18.0949,842.8894,999.7139
2024-03-14 09:00:00,57.28,92.6268,28.736,76.7456,20.3476,55.4659,75.9748,28.2831,56.8226,37.0598,27.2486,52.7463,44.607,0.2318,894.1916,787.8928
2024-03-14 09:05:00,50.53,47.7993,10.992,78.6103,59.3748,30.5434,24.9169,32.6558,29.0856,25.5566,20.654,60.0412,49.7127,28.7198,841.3046,711.1364
2024-03-14 09:10:00,55.4,49.6969,9.7245,16.5092,20.3124,77.9033,8.0934,99.4696,56.1175,70.8109,13.1569,67.3448,44.7791,49.4097,941.2483,1166.4834
2024-03-14 09:15:00,60.16,35.4883,65.6842,50.179,69.0025,55.7268,95.5957,60.9064,24.8482,49.7161,97.7021,66.2596,62.8539,21.1672,939.0543,840.6016
2024-03-14 09:20:00,59.19,40.7902,22.9372,77.3379,76.7635,10.1234,74.7246,90.9652,2.5822,53.6453,52.2271,91.9065,50.1625,7.873,1024.2003,771.4386
2024-03-14 09:25:00,57.54,44.2184,88.5036,65.8688,94.6061,51.0004,55.5082,26.7135,56.1908,43.5432,42.9714,47.5712,12.2299,76.536,976.0084,1089.763
2024-03-14 09:30:00,57.99,67.0257,23.7593,90.0159,29.6125,74.0597,61.8954,52.1228,43.4205,20.3165,39.6476,84.5267,66.8214,61.8079,1050.1077,805.9125
2024-03-14 09:35:00,55.8,89.095,43.1587,38.235,2.5943,4.4461,44.2235,82.1872,36.8686,19.8626,5.9714,59.0125,92.3134,20.3582,933.8837,866.5079
2024-03-14 09:40:00,60.85,97.0675,25.4761,85.8085,4.6708,50.265,86.542,52.7403,2.6619,91.0837,93.727,66.9781,44.9437,90.7932,1067.0045,915.1581
2024-03-14 09:45:00,60.67,2.3545,96.2623,98.241,38.7903,17.0329,88.5898,44.1899,76.8237,97.9134,72.134,78.8702,46.0062,84.8125,1056.2837,992.6628
2024-03-14 09:50:00,61.51,74.2305,64.9815,35.4166,14.0043,14.9971,67.4389,10.5065,43.2999,52.921,57.2738,86.5804,60.3546,39.4659,1054.0698,948.578
2024-03-14 09:55:00,58.45,0.6018,94.9105,14.2175,95.0785,6.2888,71.3572,93.7504,98.324,48.0735,24.4058,27.3949,12.89,6.6881,1034.565,1020.2
2024-03-14 10:00:00,61.82,19.6394,60.9481,2.3408,74.9805,78.5378,71.5433,88.1298,4.3648,3.7728,48.0187,8.2834,37.4321,63.3238,1133.0776,1057.905
2024-03-14 10:05:00,56.98,99.8098,17.5482,19.6956,6.9876,97.9731,79.6958,51.1273,31.2164,11.989,94.7377,43.6815,38.2111,69.3622,1106.5956,1171.5529
2024-03-14 10:10:00,57.62,16.5248,2.6629,90.8043,99.6439,20.4946,77.3503,43.15,41.9794,44.993,6.1958,31.2867,90.5407,83.9057,1080.9337,1301.9041
2024-03-14 10:15:00,64.69,25.342,66.0608,21.4291,73.9287,1.5066,91.4467,9.0315,10.4277,50.0394,29.6564,36.6742,43.7703,50.0891,1184.5027,1228.3084
2024-03-14 10:20:00,61.82,99.4704,8.0214,66.478,8.5337,4.9629,75.7365,6.043,62.6515,68.5641,99.2843,12.6857,49.0978,21.427,1136.9573,1295.6969
2024-03-14 10:25:00,61.7,54.0574,68.111,28.2749,62.6447,89.5101,73.205,71.4661,52.7029,43.3106,47.9361,44.8396,49.1951,30.7195,1070.2802,898.5602
2024-03-14 10:30:00,62.81,85.0357,45.8709,59.9633,86.5489,56.0762,41.9392,57.9283,2.6738,87.7912,2.9432,27.951,64.2733,7.7194,1110.21,1278.7627
2024-03-14 10:35:00,64.26,5.6531,17.939,20.1472,79.9967,68.8381,16.7938,70.4799,69.7128,42.9161,32.5216,62.9337,96.1872,88.9593,1160.1045,1113.4023
2024-03-14 10:40:00,63.98,21.4649,31.1373,69.334,18.5537,18.4605,93.3992,34.4461,45.613,5.7544,63.7133,42.1836,13.7512,38.5092,1134.2808,1138.438
2024-03-14 10:45:00,63.52,22.3957,32.5938,64.4395,11.2647,31.0461,1.6899,21.0401,41.7253,84.8912,27.5068,12.2145,35.2495,34.4581,1202.8508,954.6185
2024-03-14 10:50:00,67.87,66.1075,18.0556,0.0497,69.2009,28.7468,18.2805,86.2497,87.2855,13.4579,88.8745,50.1174,81.406,60.6678,1225.4323,1141.6555
2024-03-14 10:55:00,64.78,38.4764,60.4245,20.0617,57.4845,30.6094,53.6918,1.8442,36.3996,43.2865,66.245,29.4147,86.7454,17.6304,1190.3595,879.3702
2024-03-14 11:00:00,61.47,27.1072,35.7403,59.7434,9.1394,3.1269,24.84,17.3908,75.263,35.2406,19.4062,10.0027,86.3859,12.6214,1099.8592,1242.1404
2024-03-14 11:05:00,63.94,64.8233,3.267,89.4775,7.4719,73.8083,95.7535,16.1996,84.3606,11.2938,69.0735,56.0073,85.4171,2.1737,1197.8825,1471.3047
2024-03-14 11:10:00,66.84,43.2619,85.1481,34.9593,44.4137,9.1682,5.014,17.6418,96.1205,57.2872,54.1251,19.1491,84.6909,47.6837,1195.2086,1078.9647
2024-03-14 11:15:00,65.81,88.361,77.8298,37.0486,75.408,8.3103,1.0669,24.6625,75.9372,35.4705,47.7577,71.8732,97.4748,95.3744,1253.0024,1407.8398
2024-03-14 11:20:00,59.96,46.7446,30.5561,66.4082,34.5707,97.3087,91.4928,10.5788,19.1503,44.668,34.6952,8.2096,4.5491,94.3115,1151.0108,1187.1374
2024-03-14 11:25:00,60.9,74.7109,67.3402,80.0538,67.7571,68.5062,65.822,87.9475,31.6616,66.3983,42.7378,75.6667,20.2294,45.9874,1155.1317,1347.0072
2024-03-14 11:30:00,64.61,47.5171,22.994,52.1082,16.1514,96.1245,31.3112,50.4801,17.3691,38.0449,63.3305,45.6005,69.4266,7.5269,1148.9125,1543.5444
2024-03-14 11:35:00,63.25,53.1813,19.3809,71.9805,92.8843,94.183,53.2598,73.8669,5.1395,11.4779,56.4341,7.301,46.0049,47.2728,1202.8404,1008.5319
2024-03-14 11:40:00,67.02,85.1196,29.1679,53.2745,40.1225,74.0077,33.0162,63.8122,20.7626,46.2767,42.0235,56.0497,30.2433,45.4267,1280.0382,1143.2435
2024-03-14 11:45:00,67.26,3.5125,25.9971,62.3393,19.1957,19.8724,83.4645,43.3612,7.9369,7.7321,22.4646,90.0435,96.8456,23.0705,-999.0,1504.6453
2024-03-14 11:50:00,67.48,99.1821,67.0768,37.3954,74.6081,60.8954,77.882,60.3531,41.0447,59.7338,48.2799,96.5638,58.5201,66.0592,1334.0073,1136.7697
2024-03-14 11:55:00,65.76,78.8936,49.4124,70.9975,88.5922,15.7327,51.4463,61.7557,53.0494,50.7474,10.7238,80.2986,55.8619,55.0724,1178.3848,1158.6914
2024-03-14 12:00:00,70.61,92.7058,3.1395,37.7646,10.5152,97.8247,64.9355,98.397,98.9449,22.4506,99.1664,79.226,91.0428,7.0715,1323.9125,788.7767
2024-03-14 12:05:00,64.46,22.9503,13.3434,30.7223,46.6083,51.5291,81.8322,86.9144,44.1609,72.5588,81.7148,73.9729,83.5657,13.4498,1180.273,750.0835
2024-03-14 12:10:00,65.81,30.0119,54.8774,77.4047,73.4128,51.0294,44.7763,16.7229,1.4207,16.6772,78.1266,29.9652,69.0043,76.0128,1228.4924,1250.8857
2024-03-14 12:15:00,65.39,46.2332,92.2862,23.9312,1.3556,32.1389,16.1621,20.0788,99.596,8.9169,11.5818,42.4975,8.999,21.2582,1208.8192,1252.2334
2024-03-14 12:20:00,63.98,57.7904,51.3815,35.8991,64.7187,56.2136,53.5015,15.5318,31.5199,16.1059,34.6125,5.5357,18.2127,65.1942,1172.1157,1083.4649
2024-03-14 12:25:00,61.79,63.6081,97.5908,76.2303,39.5985,7.8482,47.0248,82.4662,52.0732,64.5467,59.9654,57.8556,97.8855,66.9008,1167.1005,1062.5275
2024-03-14 12:30:00,64.76,92.416,93.2073,50.4554,4.4103,26.1902,23.3283,40.585,31.2008,68.1402,56.9769,87.7052,86.1264,46.1932,1210.5959,1150.266
