System Export Report
Generated: 2024-03-17
Status: OK
timestamp	;inverter_temperature_C;grid_export_raw;irradiance_w_m2;panel_efficiency_pct;ambient_temp_C;voltage_V;current_A;frequency_Hz;reactive_power_kvar;sensor_v1_legacy;estimated_yield_daily ;cloud_cover_pct;humidity_pct;wind_speed_ms;generation ;generation;forecast_yield
2024-03-14 08:00:00;44,9600;7,0131;97,3595;90,4403;41,8047;0,0760;16,9211;69,5275;32,9612;93,6015;41,2781;72,8934;68,8098;60,3106;offline;241,1686;139,6310
2024-03-14 08:15:00;50,9700;38,6561;36,9500;46,9862;81,7065;80,1037;91,6694;39,1034;27,8851;8,8779;58,8255;40,8738;6,0129;30,8874;138,5602;288,6931;108,0939
2024-03-14 08:30:00;52,1200;14,9856;43,8224;66,3857;67,2258;96,7392;55,9933;2,2905;60,5678;75,3315;54,4485;9,2557;24,9764;42,0908;152,9557;315,7568;146,0155
2024-03-14 08:45:00;53,0500;34,9652;16,6661;24,1507;77,7552;78,0341;97,1724;49,4952;4,7114;15,3078;62,8689;27,1893;62,1242;46,1722;172,5605;352,6138;153,1366
2024-03-14 09:00:00;54,2100;86,0365;37,1340;8,9997;62,2211;26,7427;22,4096;4,7902;56,4715;23,5565;1,9183;53,5026;97,8584;10,0627;153,8469;317,4321;160,1966
2024-03-14 09:15:00;55,6500;55,1546;94,6427;17,5912;10,2173;40,6870;25,5923;37,1590;75,4871;23,7421;20,7380;17,7324;7,5405;48,4577;169,3568;346,5908;174,3642
14.03.2024 09:30:00;63,0700;67,0314;18,3592;94,3237;98,5895;11,2929;85,7884;96,1336;59,1096;89,3968;51,9903;78,3167;43,0912;81,7831;202,2979;408,5200;240,3339
2024-03-14 09:45:00;57,7400;30,6944;79,1608;47,1229;98,3874;72,5711;31,2170;68,9703;46,8226;95,2214;24,3893;0,0277;7,6340;19,4853;204,8346;413,2891;166,8558
2024-03-14 10:00:00;62,3800;96,9468;51,4484;24,4730;11,2371;31,2947;25,8906;49,0935;12,4668;40,9666;43,5268;61,4600;42,4430;51,6276;227,3562;455,6296;244,8615
2024-03-14 10:15:00;64,7500;46,6912;78,3206;55,9046;55,8170;8,0131;69,0751;35,7650;6,8914;78,0365;17,0930;47,7906;20,1231;45,8865;888888.8;468,4326;235,4531
14.03.2024 10:30:00;67,6600;71,3145;56,2798;67,0054;63,6528;2,7370;23,2949;34,5664;43,0488;7,6264;51,8164;77,0637;50,5897;36,5072;244,0870;487,0835;271,8072
2024-03-14 10:45:00;63,2300;8,4472;91,5997;72,4749;80,7570;35,1248;36,2339;42,0771;56,6077;46,4009;40,7798;68,8624;44,5757;88,9271;229,9554;460,5162;216,4924
2024-03-14 11:00:00;69,4900;64,1071;12,4714;55,3752;53,3715;96,0149;22,2164;8,8281;40,9240;49,2542;69,5702;29,1852;22,9916;49,4798;261,1935;519,2438;273,7478
2024-03-14 11:15:00;65,3800;90,4501;96,9777;88,2522;18,7510;43,0610;87,6189;25,7626;28,2997;75,3995;46,5052;66,0380;58,7208;80,5898;-999.0;490,0610;224,0276
14.03.2024 11:30:00;66,5600;54,4824;69,8972;45,5327;14,7574;90,0983;39,0170;12,9611;46,1379;12,6158;98,9245;6,0069;81,4594;42,6330;232,3827;465,0795;216,5388
2024-03-14 11:45:00;68,6000;99,7300;47,6773;27,3634;93,9466;95,8359;32,3052;75,5646;78,8448;39,5153;23,3183;7,1914;38,8126;40,0420;258,5953;514,3592;314,6266
2024-03-14 12:00:00;68,9800;69,2851;69,8767;69,5836;45,9223;72,0998;64,0376;8,2848;17,7934;83,5161;16,0834;1,8122;58,6306;43,5912;270,3416;536,4422;269,1468
2024-03-14 12:15:00;63,9100;77,7920;65,7274;95,1184;29,2419;68,8513;29,5103;87,2231;76,5938;65,8859;52,6961;97,5659;12,7399;80,4252;249,7741;497,7754;224,2060
;;;;;;;;;;;;;;;;;
2024-03-14 12:30:00;65,4900;60,6650;94,9647;20,8320;96,2569;53,2913;42,8841;92,5328;92,4433;92,0828;11,8749;41,1336;96,2104;52,5242;248,4507;495,2872;221,8654
2024-03-14 12:45:00;68,9300;78,7557;65,7186;47,6290;73,1289;91,4656;58,8436;1,2494;43,3950;66,6015;52,2605;31,0301;33,4157;48,7491;264,4615;525,3875;244,7415
2024-03-14 13:00:00;68,7100;37,0530;33,0310;7,9088;82,0290;73,9224;60,6975;68,6693;30,5012;56,3800;81,0213;37,1094;9,1845;65,7618;252,5354;502,9665;240,8273
2024-03-14 13:15:00;65,7500;56,1260;21,9516;25,1574;41,4218;62,1066;15,3618;40,5463;29,4226;37,5403;10,9156;54,9384;89,9734;94,8439;252,8595;503,5759;282,3738
2024-03-14 13:30:00;68,1800;26,2079;83,6710;18,4188;74,9762;1,0139;89,7457;46,3374;60,2865;60,9185;15,1319;81,5313;81,3153;94,3721;-999.0;498,3659;308,7959
2024-03-14 13:45:00;65,4200;25,4342;96,5720;5,5334;9,8614;20,4116;57,3231;27,8767;25,4587;60,9517;94,4485;76,0600;58,2707;12,8599;233,8322;467,8046;225,6771
2024-03-14 14:00:00;58,8800;92,1007;91,4645;3,8429;58,5207;51,0958;69,3506;29,9333;18,9859;23,1210;99,2476;11,6588;41,0270;39,6497;200,7978;405,6998;217,6068
2024-03-14 14:15:00;61,6800;57,8971;73,7896;87,3484;6,7441;13,9353;21,7849;63,8846;76,8279;97,4822;76,2324;2,9461;77,9900;81,5706;215,2919;432,9488;249,8853
2024-03-14 14:30:00;61,4700;62,6609;93,9405;53,3416;84,0312;5,5076;62,8976;62,2985;42,3727;32,3138;68,4538;99,6986;11,2293;82,9544;204,9575;413,5200;193,7850
14.03.2024 14:45:00;55,6600;11,8351;59,9151;21,3902;75,6894;28,9408;51,3647;77,0090;57,0627;86,5004;36,9579;35,3252;88,5125;17,2572;-999.0;361,6132;202,7886
2024-03-14 15:00:00;59,3500;88,9432;7,6215;67,0287;81,5266;88,0198;63,7642;82,8328;93,2653;66,6500;95,8781;67,9108;51,7028;47,0487;179,2388;365,1689;223,9037
2024-03-14 15:15:00;53,2900;21,5160;85,4122;12,1601;81,4167;18,2296;85,3502;77,6074;36,5525;37,5619;16,5530;35,5500;95,9037;4,9074;168,0037;344,0470;233,1710
2024-03-14 15:30:00;53,4900;89,9502;91,8030;25,1994;30,1036;31,8879;88,2150;52,6675;51,1938;57,7550;3,4350;74,4818;97,2820;93,0892;167,6511;343,3841;170,4179
2024-03-14 15:45:00;47,3200;14,4012;78,7561;61,5213;90,5852;25,6038;94,3831;74,5810;92,5111;27,9765;11,2128;61,5128;24,4489;54,8206;138,5925;288,7539;135,8155
2024-03-14 16:00:00;48,9200;35,9754;70,8954;53,0159;54,1332;12,9642;19,7250;70,4633;20,2313;42,8966;73,2876;52,6393;89,5666;48,1030;133,2682;278,7443;150,9080
2024-03-14 16:15:00;43,9500;25,9681;43,5124;8,1315;86,1031;39,6882;96,1345;23,7758;79,5104;91,3694;46,1373;14,2378;24,9777;51,4365;105,5075;226,5541;146,9239
2024-13-40 88:99:00;46,3500;96,8590;3,8007;53,6858;18,3921;1,6203;56,0743;71,0444;9,8714;40,7956;50,7523;29,6220;40,0457;66,8453;874,0594;188,6296;91,9515
14.03.2024 16:45:00;41,9500;15,5090;16,7671;79,0274;51,1539;88,8383;35,2011;68,3076;47,5732;88,8187;10,8914;54,0908;94,8029;3,6434;78,3735;175,5421;88,1863
2024-03-14 17:00:00;38,9300;92,1035;40,4307;33,5031;98,2080;32,4830;4,6151;11,0240;46,7079;47,7300;66,3253;48,1641;32,1580;67,1111;55,9659;133,4160;65,3308
2024-03-14 17:15:00;36,5400;20,7889;90,6358;44,3890;91,2016;58,9128;3,3837;4,1788;87,9831;86,2012;24,7934;87,3687;14,9287;98,6674;34,0821;92,2743;40,1403
2024-03-14 17:30:00;36,2900;33,2382;62,2431;72,4617;41,6371;77,5493;88,2168;58,3336;94,2223;52,7574;19,6013;26,0096;2,7557;33,9385;20,1989;66,1739;37,0859
2024-03-14 17:45:00;35,1600;85,7817;82,3353;28,1837;83,9614;81,2842;67,0272;54,8523;44,6090;91,4898;41,9542;45,8984;64,8674;83,8564;4,2215;36,1364;21,5902
14.03.2024 18:00:00;27,1300;67,2235;5,4022;91,9552;81,5231;9,7711;12,1410;59,7260;18,8753;20,6968;30,2145;73,7337;65,3166;73,8461;-15,0000;0,0000;0,0000
2024-03-14 18:15:00;28,9400;75,1394;86,7668;44,4508;11,4426;5,4971;14,4682;35,4858;66,5467;89,6611;52,6243;75,0818;28,4693;98,2838;-15,0000;0,0000;0,0000
2024-03-14 18:30:00;31,9300;81,9240;91,7808;25,2299;66,5095;29,2078;82,7346;5,3378;2,4705;37,6124;52,8937;9,7887;87,1547;47,5568;-15,0000;0,0000;0,0000
2024-03-14 18:45:00;29,4100;98,6854;45,1321;63,8681;34,5072;16,3612;7,1855;16,4129;3,8284;65,6693;64,9344;83,6186;74,3805;65,4739;-15,0000;0,0000;0,0000
2024-03-14 19:00:00;31,5100;44,0427;76,4633;32,6081;78,7711;7,2877;75,5480;33,6657;49,5978;92,2086;79,2988;48,9501;25,3938;39,3780;-15,0000;0,0000;0,0000
2024-03-14 19:15:00;31,4900;59,6504;93,1629;2,4650;57,6141;58,7575;69,9656;76,2192;89,4470;99,4270;91,4742;4,3655;40,4079;97,4761;-15,0000;0,0000;0,0000
2024-03-14 19:30:00;30,4800;59,1597;66,2819;14,8176;87,8100;37,3408;7,0367;98,8644;20,3727;91,2243;82,5909;68,4751;94,0319;60,8760;-15,0000;0,0000;0,0000
2024-03-14 19:45:00;28,1400;81,9871;98,3760;96,1269;80,2483;45,6528;45,3192;19,4412;19,2005;56,7524;95,2706;45,2381;58,3592;30,9459;-15,0000;0,0000;0,0000
2024-03-14 20:00:00;29,8300;93,0493;56,1889;23,7446;47,0502;94,6052;85,9929;85,7602;66,7581;59,0842;4,0378;25,6076;82,4126;13,0653;-15,0000;0,0000;0,0000
2024-13-40 88:99:00;30,2900;15,7936;83,8739;99,4171;0,9344;84,0427;35,9964;11,7245;40,1313;98,2500;96,6423;60,7042;76,0666;41,9906;874,0594;0,0000;0,0000
14.03.2024 20:30:00;28,7600;50,1232;55,2306;39,1161;14,6493;77,0851;48,0294;8,6534;0,8029;57,4779;2,6082;20,9576;20,5092;2,3880;-15,0000;0,0000;0,0000
14.03.2024 20:45:00;29,4600;48,7607;60,5522;24,1179;91,1054;36,6796;48,2865;71,1557;61,2295;96,1068;61,7202;81,9676;82,4716;41,5788;-15,0000;0,0000;0,0000
2024-03-14 21:00:00;29,3300;64,7545;16,6439;71,3519;79,5488;62,0887;55,4708;60,3913;34,2814;87,4450;10,7390;56,7787;48,0217;70,7387;-15,0000;0,0000;0,0000
2024-03-14 21:15:00;28,1400;89,0716;32,1720;45,8177;20,0383;84,0140;71,3658;42,1495;47,0790;98,1810;56,8402;71,2568;42,0043;98,8486;-15,0000;0,0000;0,0000
2024-03-14 21:30:00;29,1400;87,4477;52,1745;1,5777;30,9342;74,8953;12,4298;43,5203;94,4727;91,7202;88,3796;30,1566;98,4563;52,4852;-15,0000;0,0000;0,0000
2024-03-14 21:45:00;24,9700;52,8641;49,6817;8,6960;80,7054;42,0984;48,7633;56,7116;6,4680;87,3374;13,8523;18,8524;21,8152;44,2472;-15,0000;0,0000;0,0000
2024-03-14 22:00:00;31,6800;44,6319;87,3416;21,9953;11,9938;56,9386;61,6074;12,9976;3,7748;26,3401;71,4505;31,3936;51,0102;4,6037;-15,0000;0,0000;0,0000
2024-03-14 22:15:00;31,5300;16,6185;78,5718;86,3079;30,0348;71,6885;3,2942;44,3690;91,8700;50,4403;13,8011;93,7734;71,0364;79,3301;-15,0000;0,0000;0,0000
2024-03-14 22:30:00;29,3300;37,7879;70,9741;18,3671;92,4036;41,8702;71,8128;67,1649;23,1782;69,8706;63,7788;3,1116;2,5972;89,7722;-15,0000;0,0000;0,0000
2024-03-14 22:45:00;28,7700;94,2414;71,8970;19,8303;99,4444;63,4782;10,3816;78,6503;78,6240;15,5392;17,2698;50,1583;58,9083;5,4285;-15,0000;0,0000;0,0000
2024-03-14 23:00:00;31,3600;62,8457;45,4887;9,8263;50,2534;99,8944;50,1764;77,4930;5,2792;48,2239;86,0318;74,2598;64,3748;44,1218;-15,0000;0,0000;0,0000
14.03.2024 23:15:00;30,8800;81,5883;10,4157;20,0581;43,9071;88,4174;41,0090;92,4031;72,2210;91,0089;73,6299;28,0196;47,8634;71,0577;-15,0000;0,0000;0,0000
2024-03-14 23:30:00;29,0700;12,7760;22,6272;97,0490;9,5784;2,5944;84,5976;30,8743;3,5447;99,9477;91,2062;58,9809;6,2488;8,9025;-15,0000;0,0000;0,0000
2024-03-14 23:45:00;29,4400;9,5291;8,0063;65,6819;32,4178;77,2773;79,1728;79,4150;0,5780;0,7439;44,5485;26,3489;1,6708;28,2499;-15,0000;0,0000;0,0000
15.03.2024 00:00:00;30,5200;31,7175;88,6237;18,5591;29,0935;89,6445;61,3342;74,4010;50,6012;20,7498;37,8173;10,4389;22,7894;68,1856;-15,0000;0,0000;0,0000
2024-03-15 00:15:00;28,3900;70,4474;90,0576;14,5317;14,0197;42,0616;86,0853;39,7722;16,0300;42,6108;27,3208;43,2995;32,9786;91,1692;-15,0000;0,0000;0,0000
2024-03-15 00:30:00;31,6000;38,1486;11,0839;24,1136;83,3601;68,1213;57,1281;93,7980;97,1329;93,3560;39,6239;11,6955;9,2645;7,2197;-15,0000;0,0000;0,0000
2024-03-15 00:45:00;33,3800;64,8496;57,1864;79,8908;45,8130;72,1430;1,6008;99,2805;54,0734;89,0096;12,1390;48,4083;71,6239;99,7961;-15,0000;0,0000;0,0000
15.03.2024 01:00:00;30,4400;20,4623;58,0590;46,5168;6,5088;94,0992;70,7815;39,6127;20,3686;88,3419;14,1457;19,1725;44,5153;48,2614;-15,0000;0,0000;0,0000
2024-03-15 01:15:00;30,3800;84,5110;17,7336;98,0894;74,2892;55,6670;26,4213;87,2008;12,4769;97,6549;59,1448;13,6547;4,2117;58,5770;-15,0000;0,0000;0,0000
2024-03-15 01:30:00;30,5200;99,9555;53,9019;55,8015;83,1340;22,0284;14,4133;32,9134;1,9987;61,7102;94,1089;11,0999;80,4694;40,9507;-15,0000;0,0000;0,0000
2024-03-15 01:45:00;30,8000;20,5800;18,7493;69,1577;11,3174;34,0567;24,8261;53,0296;66,9379;90,0103;68,0911;28,6327;66,6464;34,1303;-15,0000;0,0000;0,0000
2024-03-15 02:00:00;28,9600;38,4513;8,5529;59,4302;50,4131;77,2591;88,1634;28,0551;61,2782;74,0501;45,0092;2,5244;95,6390;53,5213;-15,0000;0,0000;0,0000
2024-03-15 02:15:00;33,2400;76,2804;49,1684;11,8685;16,0244;25,9259;49,6676;63,0872;1,5426;96,7608;94,5212;79,5821;93,9017;58,0441;-15,0000;0,0000;0,0000
2024-03-15 02:30:00;27,8300;9,8780;99,8485;83,3160;23,5739;24,6122;0,7837;60,3352;27,4432;5,3263;35,7547;58,9515;90,1478;76,7381;-15,0000;0,0000;0,0000
2024-03-15 02:45:00;28,7300;26,9953;50,1493;8,8573;31,3214;8,1289;74,6583;57,1730;57,6272;77,1421;31,3523;68,2665;2,5191;62,2505;-15,0000;0,0000;0,0000
2024-03-15 03:00:00;29,1500;91,2363;18,5108;94,5171;21,9764;40,8322;21,5956;48,1333;34,2625;73,6214;23,6196;78,7512;44,6736;83,2106;timeout;0,0000;0,0000
2024-03-15 03:15:00;27,8100;81,8889;72,4122;12,3128;52,5677;7,3401;59,3873;92,4760;82,0484;78,0523;34,6203;57,7658;5,1860;1,8267;-15,0000;0,0000;0,0000
2024-03-15 03:30:00;28,0000;29,1241;29,0426;1,9859;76,0149;79,6057;22,8682;43,2285;65,0257;44,5432;35,8401;19,8007;34,2408;31,0610;-15,0000;0,0000;0,0000
15.03.2024 03:45:00;28,5700;44,9778;87,4236;84,5047;31,0781;3,8973;26,8423;81,9219;93,6826;73,9181;87,0865;92,3672;75,1834;62,2104;-15,0000;0,0000;0,0000
2024-03-15 04:00:00;29,7800;1,8375;64,4733;87,0775;92,1428;38,8490;12,1394;58,6688;29,2040;42,4115;57,7688;24,6996;16,5437;16,6698;-15,0000;0,0000;0,0000
2024-03-15 04:15:00;31,0400;42,4889;51,6408;26,8443;47,8035;89,8197;19,1546;15,5177;12,7608;8,4400;64,1187;44,5056;85,2739;65,5787;-15,0000;0,0000;0,0000
2024-03-15 04:30:00;28,3500;3,5970;62,1039;79,4820;68,6183;5,2553;64,7065;81,5566;30,8226;82,7636;11,0796;82,5951;51,3224;87,1550;-15,0000;0,0000;0,0000
2024-03-15 04:45:00;30,4900;91,6077;99,5864;64,2865;4,6645;32,4926;26,9448;83,0191;90,4999;10,9710;0,0043;25,1112;60,1782;65,6877;-15,0000;0,0000;0,0000
15.03.2024 05:00:00;31,8400;40,0690;24,4645;39,1839;39,1058;72,9088;4,8272;9,2384;41,0274;7,6278;11,1326;67,6113;49,9729;98,2910;-15,0000;0,0000;0,0000
2024-03-15 05:15:00;26,1500;99,5612;90,8239;46,0274;1,7564;82,2072;57,5867;62,7979;98,0463;16,5359;45,1948;28,1887;87,2188;87,7071;-15,0000;0,0000;0,0000
15.03.2024 05:30:00;30,2200;32,3587;59,7431;95,3451;74,7615;5,3155;68,7255;94,0987;22,1228;62,1378;28,8989;84,6655;41,1458;26,1642;-15,0000;0,0000;0,0000
2024-03-15 05:45:00;30,4900;12,3431;32,7909;98,8717;35,5036;61,5252;10,2731;61,3023;82,8689;78,8609;48,4873;88,1426;68,2904;80,8263;-15,0000;0,0000;0,0000
15.03.2024 06:00:00;30,1500;54,6238;48,7038;46,6448;41,4041;81,3129;46,9879;21,9749;26,3784;26,4651;53,6578;87,6228;0,9864;15,1053;-15,0000;0,0000;0,0000
2024-03-15 06:15:00;34,1500;30,2179;84,2518;83,8604;17,9155;45,5016;1,9556;41,1003;79,3785;56,5568;12,2228;60,0272;98,3522;33,1156;2,6275;33,1398;15,2638
2024-03-15 06:30:00;32,1600;96,6413;30,7933;83,5964;64,9008;93,1542;3,5222;40,5965;87,9306;73,0381;59,5371;48,7869;46,2607;17,1099;23,7259;72,8047;34,5918
2024-03-15 06:45:00;38,4900;28,5334;58,9133;28,8635;24,6239;72,4647;56,1825;45,8068;86,0369;0,0455;12,2373;16,2227;11,0432;26,4662;42,2979;107,7200;57,3980
15.03.2024 07:00:00;43,8600;51,1815;54,4544;77,3208;27,8002;72,9121;32,5529;68,4510;94,2437;53,7761;41,1716;32,7190;80,1319;1,5316;57,8329;136,9258;64,6636
15.03.2024 07:15:00;45,3800;94,3159;90,6139;81,7004;15,3695;76,3454;92,9824;15,4151;39,2797;55,3723;57,8353;97,8281;15,0884;66,4031;77,8535;174,5646;96,5459
2024-03-15 07:30:00;41,1600;7,9721;96,4593;37,5833;60,5913;29,9311;10,7176;25,5923;34,5610;1,2303;78,3120;25,1036;50,5029;41,3929;93,9535;204,8326;109,6022
15.03.2024 07:45:00;45,8900;28,7051;3,4859;98,2253;52,0010;7,5670;38,8673;77,6196;92,2315;59,6648;82,2590;13,5460;92,9543;18,1790;-999.0;217,2377;124,3025
2024-03-15 08:00:00;48,1300;87,2773;8,4540;43,4907;71,3465;98,1949;52,2978;32,0991;82,8586;63,2589;15,1242;84,2924;87,5169;98,7019;129,3694;271,4144;159,4700
2024-03-15 08:15:00;48,3100;7,2011;0,2659;56,5708;65,0649;5,6677;92,6221;17,4011;32,3068;53,3961;65,0320;44,3510;87,3979;19,0571;139,3660;290,2081;158,2531
2024-03-15 08:30:00;54,3600;24,5600;53,2987;69,9873;98,1265;68,1076;40,3118;34,9246;33,8424;6,0146;31,5078;73,2006;29,4407;33,5746;138,9045;289,3405;189,0326
2024-03-15 08:45:00;56,7700;47,6005;89,2777;97,8544;3,1245;12,7958;55,0076;98,1907;26,8048;81,1444;3,3266;68,1594;88,1294;40,9871;167,0773;342,3053;185,7419
2024-03-15 09:00:00;63,1800;96,6634;60,8724;94,4115;61,3806;22,3424;60,4321;42,9810;27,9718;86,3664;48,3488;93,0448;26,2452;63,1635;-999.0;410,8462;209,9253
2024-03-15 09:15:00;56,8900;63,9928;21,3308;5,8891;25,6364;98,4068;96,7529;68,7255;79,6969;16,6285;49,8856;1,1237;70,4746;78,7739;207,7658;418,7996;239,4059
2024-03-15 09:30:00;60,3600;67,9868;70,0501;66,5856;81,1736;4,7887;99,8942;62,7070;68,9459;85,5802;18,9488;32,9427;76,9111;94,3908;205,2148;414,0038;178,4570
2024-03-15 09:45:00;61,2200;79,6173;2,8576;63,6789;3,9308;38,2435;71,1880;15,6872;96,1975;80,5811;69,4893;14,7484;92,8734;57,8271;213,0852;428,8002;159,6648
2024-03-15 10:00:00;59,0400;48,6434;75,6289;12,4176;21,9210;9,9323;41,0742;30,3778;18,0050;56,0138;1,4528;35,9010;18,0156;98,4081;230,3179;461,1977;252,1314
2024-03-15 10:15:00;61,6000;45,6611;0,6980;68,7428;46,1677;53,2970;48,3101;31,6683;85,0947;94,9334;79,5820;54,3489;59,8766;29,9717;227,0076;454,9744;268,1599
