System Export Report
Generated: 2024-03-17
Status: OK
timestamp	,inverter_temperature_C,grid_export_raw,irradiance_w_m2,panel_efficiency_pct,ambient_temp_C,voltage_V,current_A,frequency_Hz,reactive_power_kvar,sensor_v1_legacy,estimated_yield_daily ,cloud_cover_pct,humidity_pct,wind_speed_ms,value,forecast_yield
2024-03-14 06:00:00,30.2,28.1591,27.1223,8.9373,51.3758,65.002,44.5066,20.4483,45.3993,9.9974,21.626,76.4525,21.1194,8.8474,888888.8,0.0
2024-03-14 06:00:00,30.2,28.1591,27.1223,8.9373,51.3758,65.002,44.5066,20.4483,45.3993,9.9974,21.626,76.4525,21.1194,8.8474,-0.04,0.0
2024-03-14 06:15:00,33.33,22.5356,89.0642,87.8847,67.2047,76.9323,56.6645,9.809,94.0032,34.9697,48.947,84.8883,71.2593,35.0132,-0.0144,0.0257
2024-03-14 06:30:00,34.35,32.5752,42.0005,7.514,26.6905,83.1061,56.0414,10.4739,94.815,12.1442,44.0132,41.8754,31.1644,68.0259,0.012,0.0668
2024-03-14 06:45:00,40.21,26.3634,79.3815,70.2279,26.8105,65.7995,50.3748,57.7801,7.491,85.0976,13.0299,88.2276,38.1072,82.8963,0.0363,0.0563
2024-03-14 07:00:00,35.28,2.1987,43.6743,8.5233,5.4244,82.7681,50.8655,20.7711,46.5165,7.814,3.6098,19.0313,24.1874,79.6774,0.0497,0.0865
2024-03-14 07:15:00,44.06,82.2281,47.2379,62.278,4.4955,65.6026,76.3465,53.2862,67.9352,15.6663,54.5083,17.648,1.4271,8.6508,-999.0,0.1435
2024-03-14 07:30:00,44.32,29.0788,6.3754,64.8749,77.1972,89.7516,7.5163,36.0382,38.6133,21.0538,65.0855,16.0195,71.7411,40.9556,-999.0,0.1798
2024-03-14 07:45:00,51.83,20.2052,13.6305,46.4929,26.5111,74.2403,43.2804,89.3266,75.9651,97.6988,70.5677,22.1279,90.5409,2.4226,0.1428,0.1682
2024-03-14 08:00:00,50.53,5.9962,49.4473,74.8393,91.7006,90.7625,72.8212,44.2456,40.9195,51.8886,5.8605,89.5898,76.5608,72.8002,0.1342,0.1717
2024-03-14 08:15:00,54.55,96.8814,16.676,65.9696,25.8278,29.0323,96.4076,45.7237,41.5613,9.0519,79.1096,14.5308,37.1058,93.3252,0.1836,0.2049
2024-03-14 08:30:00,56.07,69.2477,95.8867,73.9666,50.3721,66.9424,41.8779,25.7216,63.7319,69.4873,2.383,9.2864,7.7967,31.3507,0.208,0.2577
2024-03-14 08:45:00,52.94,4.3655,70.9652,76.5365,23.4968,95.3473,38.2869,77.4425,8.2453,4.8636,96.2432,85.816,21.2101,64.6405,0.1904,0.2638
2024-03-14 09:00:00,64.06,48.5006,22.8388,97.8247,30.6121,0.5369,0.3528,40.4512,82.3333,44.91,42.9043,30.3818,13.7473,55.9981,888888.8,0.2804
2024-03-14 09:00:00,64.06,48.5006,22.8388,97.8247,30.6121,0.5369,0.3528,40.4512,82.3333,44.91,42.9043,30.3818,13.7473,55.9981,0.2505,0.2804
2024-03-14 09:15:00,59.04,23.7538,40.9068,12.5278,95.0583,63.4603,52.4347,15.6644,9.2755,47.6012,10.375,98.6827,23.1371,4.2225,0.2252,0.281
2024-03-14 09:30:00,57.07,75.1597,9.1284,42.528,73.2662,78.6238,73.4835,85.2513,95.7361,32.4159,88.96,56.0757,33.2295,38.741,-999.0,0.2661
2024-03-14 09:45:00,60.36,88.1253,87.2788,1.6065,29.9434,60.462,89.3378,15.9983,97.3398,3.3227,11.6057,2.4623,25.1978,36.4195,0.2532,0.2645
2024-03-14 10:00:00,67.24,6.5342,67.0964,81.285,10.3851,82.2555,63.9284,67.7451,59.3758,3.7888,37.1762,21.0004,92.2292,78.814,0.3159,0.4008
2024-03-14 10:15:00,60.08,35.3264,67.9276,92.7419,21.5508,82.494,88.5665,98.4397,45.1545,71.9294,97.681,85.2358,10.1445,35.5879,0.2722,0.3127
2024-03-14 10:30:00,65.27,91.2257,17.3346,88.0093,23.904,36.5386,53.3305,9.2869,35.4732,1.0525,53.4896,27.5503,40.7748,73.3607,0.3168,0.3528
2024-03-14 10:45:00,62.11,64.2417,29.4955,3.7109,91.8215,86.2153,71.8784,95.8569,7.3855,41.7311,38.5231,3.3107,29.0304,18.639,0.2875,0.2604
2024-03-14 11:00:00,67.8,4.6458,71.5153,10.9759,54.2108,9.7796,34.9915,19.3081,76.7651,31.7188,20.6671,43.3546,83.9599,71.8817,0.308,0.3483
2024-03-14 11:15:00,67.45,1.0114,54.0692,36.5173,94.4635,99.2275,42.4254,42.8823,19.8641,61.8865,43.737,33.8073,60.139,3.7722,0.3348,0.4035
2024-03-14 11:30:00,67.3,50.9526,68.0854,69.7087,52.5889,67.3278,43.1818,30.1242,10.5547,92.2262,87.4147,21.3444,95.6134,6.1503,0.3514,0.3409
2024-03-14 11:45:00,64.91,0.2681,71.1812,97.6285,72.2967,15.3867,72.6722,95.3917,34.8142,97.8222,32.388,39.3398,27.0677,18.197,-999.0,0.3335
2024-03-14 12:00:00,70.91,41.1151,78.4144,19.8581,90.3997,40.007,59.9936,46.6412,38.324,36.9215,51.8454,22.3943,39.0969,70.9061,0.3475,0.4419
2024-03-14 12:15:00,65.98,50.7373,59.6964,12.7911,81.4701,1.9702,12.3127,80.6995,74.8235,63.1313,92.9708,95.9165,5.0239,83.1017,0.3271,0.2156
2024-03-14 12:30:00,64.77,95.472,65.6253,18.7358,84.3036,82.5051,92.8082,12.7475,36.6511,32.3912,86.7894,28.0556,47.9612,82.8879,0.3057,0.4244
2024-03-14 12:45:00,71.02,66.3878,89.6431,9.8527,34.0363,28.2977,93.8542,58.5132,83.0849,89.0903,36.0656,88.106,27.466,2.8853,0.3412,0.3915
2024-03-14 13:00:00,68.16,98.2436,32.0107,7.1195,23.6948,89.4175,34.5935,61.5621,13.0053,17.195,73.9329,92.7355,18.5858,15.9093,0.3214,0.341
2024-03-14 13:15:00,68.41,83.3999,54.0322,15.7144,10.413,35.5949,54.5352,87.3312,77.8505,25.1937,75.7371,96.8452,71.1331,78.8507,0.3155,0.4401
2024-03-14 13:30:00,63.87,58.4395,3.3388,19.4222,71.1835,97.2336,51.9043,34.9232,55.1187,54.7451,61.6766,17.3733,39.0695,98.4779,0.3013,0.3416
2024-03-14 13:45:00,64.94,89.0578,98.7744,37.3662,95.8963,88.1094,99.1336,40.2653,58.6853,66.9302,65.3051,57.9168,44.0494,2.446,0.3057,0.3422
2024-03-14 14:00:00,64.06,87.5238,35.5967,81.9766,15.4769,31.2213,95.3391,15.4658,20.9612,20.411,67.4948,61.9375,78.4286,13.4882,0.2851,0.3169
2024-03-14 14:15:00,62.11,10.5048,4.2524,91.0368,21.5599,13.5734,10.0622,17.4111,43.9622,40.3499,70.5346,47.894,72.5475,25.2148,-999.0,0.3384
2024-03-14 14:30:00,62.97,19.4362,99.6223,35.7403,30.8084,66.3783,7.0926,72.5191,37.5362,62.5896,70.5353,63.1027,6.1285,70.9224,0.2676,0.3445
2024-03-14 14:45:00,59.14,36.1803,50.8621,59.7799,69.9491,4.106,30.0406,34.7336,79.9808,84.3452,68.1163,40.5173,72.1751,25.133,0.2372,0.2335
2024-03-14 15:00:00,53.72,73.3037,11.7841,26.8593,87.6266,27.7932,65.6704,34.1901,7.5411,94.7327,27.9324,55.5277,95.7927,2.513,0.236,0.2272
2024-03-14 15:15:00,54.07,4.8025,29.7521,59.6737,63.2735,38.5723,44.4266,18.277,78.7541,91.7655,82.7751,76.4999,7.1695,14.7877,0.2079,0.3198
2024-03-14 15:30:00,50.24,69.291,23.5005,82.6752,46.176,76.5632,88.1932,46.8395,84.8186,94.5835,72.3416,71.8683,41.4984,26.6162,0.1902,0.2655
2024-03-14 15:45:00,50.11,35.0895,65.4039,11.9732,10.2586,28.6268,66.5988,18.5561,23.0641,64.0831,24.0447,25.0852,25.3443,72.4895,0.1613,0.2028
2024-03-14 16:00:00,53.83,62.0708,86.1655,56.3897,41.5858,74.1874,37.3277,36.0159,8.5653,72.4975,41.0949,31.4411,37.9134,3.2265,0.1598,0.1977
2024-03-14 16:15:00,48.72,83.9369,97.9879,11.5587,69.936,35.975,10.8137,81.5104,34.9266,97.9061,28.6643,48.334,96.0801,38.7175,null,0.2081
2024-03-14 16:30:00,43.92,95.4876,76.7896,28.5399,81.3678,91.1077,99.9103,99.1999,85.0116,22.106,65.9344,6.8725,2.8649,42.1653,0.102,0.1617
2024-03-14 16:45:00,43.32,27.6158,91.6108,52.4224,36.6168,9.4178,47.9874,76.2618,42.6614,29.8908,83.5094,52.806,37.3134,15.9197,0.0808,0.1136
2024-03-14 17:00:00,42.77,55.2738,36.2286,76.5902,59.5537,25.3162,43.8043,67.9118,6.5996,63.1318,58.3367,72.4702,64.0912,40.2466,0.0497,0.0861
2024-03-14 17:15:00,40.09,67.5732,36.484,16.4581,80.1728,8.6645,63.6507,83.4516,79.5976,18.4934,90.7767,59.3247,61.3685,29.3325,0.0327,0.0743
2024-03-14 17:30:00,39.69,71.1914,13.6976,24.5659,45.5693,97.7173,57.8645,15.9166,78.5867,70.5858,58.2141,59.6009,56.7688,43.7296,0.0071,0.0375
2024-03-14 17:45:00,34.69,52.176,32.8837,70.3453,9.9791,47.9608,80.8558,48.2635,45.2877,24.7064,89.6885,31.1442,37.5077,76.1751,-0.0151,0.0271
2024-03-14 18:00:00,29.23,67.5288,8.4852,83.2255,29.6325,79.6484,55.7974,90.9242,48.8383,99.0093,32.7178,25.2124,15.6419,69.018,-0.04,0.0
2024-03-14 18:15:00,29.5,53.2327,52.7417,61.6797,86.7706,27.0875,38.8537,68.9803,34.5561,67.9881,13.5639,33.8856,6.8933,35.9936,-0.04,0.0
2024-03-14 18:30:00,31.03,96.4557,35.1029,5.424,86.7564,81.3158,7.477,99.7092,97.3173,48.1408,43.8544,44.2431,13.2483,10.7625,-0.04,0.0
2024-03-14 18:45:00,31.24,24.4851,98.8151,39.3759,12.2098,57.8638,6.4843,31.9884,65.4979,24.5852,98.1808,79.3057,85.1804,88.0014,-0.04,0.0
2024-03-14 19:00:00,28.78,31.9161,69.4841,92.7357,47.5627,22.475,5.3562,62.3371,21.0169,31.4724,92.6006,90.4299,90.9389,42.3732,-0.04,0.0
2024-03-14 19:15:00,30.8,46.4008,75.1612,54.4733,74.0121,93.0005,19.05,63.4362,13.9107,23.0595,71.208,60.972,88.204,76.5628,-0.04,0.0
2024-03-14 19:30:00,30.82,64.6291,63.7087,51.599,44.0337,19.5349,58.1372,64.4109,77.2471,69.6839,75.0624,35.9353,79.0142,29.8714,-0.04,0.0
2024-03-14 19:45:00,26.09,60.8539,55.884,88.7975,97.8518,26.0314,69.5408,98.3938,85.7323,63.204,17.0301,38.8458,51.6255,28.8077,-0.04,0.0
2024-03-14 20:00:00,28.33,21.862,11.2063,71.2881,77.2011,70.0366,0.3722,49.3677,93.5634,97.1628,36.9675,99.2104,49.1287,86.1205,-0.04,0.0
2024-03-14 20:15:00,30.86,37.0751,73.8192,29.5053,0.066,15.623,28.8197,73.7228,96.0121,41.4842,39.4214,56.4186,52.0533,65.0696,-0.04,0.0
2024-03-14 20:30:00,26.92,1.1508,29.2221,94.4025,72.46,61.1838,87.9215,28.098,81.0279,7.7012,51.8431,96.262,26.5417,48.8656,-0.04,0.0
2024-03-14 20:45:00,28.56,24.1349,36.7951,75.2749,80.7436,41.1105,27.3804,24.8954,55.1819,8.2114,95.5644,89.7897,54.3338,46.6189,-0.04,0.0
2024-03-14 21:00:00,31.16,39.8016,44.4593,37.4179,65.2275,34.2053,35.3207,98.02,55.2264,77.5615,20.4628,12.6684,43.5553,74.1592,-0.04,0.0
2024-03-14 21:15:00,28.82,59.2565,41.8162,86.769,37.7945,49.9589,89.2161,79.3121,77.2598,36.6741,31.2912,78.5033,96.2907,36.3409,-0.04,0.0
2024-03-14 21:30:00,29.89,32.9388,52.6807,69.9295,11.1858,24.4179,68.5863,43.5855,25.719,15.0619,87.6029,98.705,31.5689,95.5757,-0.04,0.0
2024-03-14 21:45:00,26.64,67.8047,21.1487,76.3379,62.8295,0.9889,74.5062,13.8089,19.5533,52.225,1.1839,67.6063,62.1379,80.5811,-0.04,0.0
2024-03-14 22:00:00,28.76,14.8767,24.3951,93.933,20.0356,23.2965,46.4168,92.5889,90.0711,20.801,27.3179,33.7478,76.1524,26.7546,-0.04,0.0
2024-03-14 22:15:00,29.14,4.5655,65.7372,20.6025,75.5896,82.6945,13.329,71.7255,79.5912,84.764,97.4847,90.4195,68.7056,59.3916,-0.04,0.0
2024-03-14 22:30:00,31.23,16.8031,70.0316,62.2169,80.4819,88.0072,11.3562,76.0435,13.3291,0.9869,34.2682,59.7041,26.0089,83.9423,-0.04,0.0
2024-03-14 22:45:00,32.24,84.4894,62.0972,47.73,18.3846,96.8543,88.9973,82.6923,28.1956,19.5428,14.9759,95.3542,97.9547,36.3819,-0.04,0.0
2024-03-14 23:00:00,29.07,17.441,6.9558,68.0227,11.2138,16.5093,82.473,50.6579,41.2209,22.6135,7.2258,57.8858,47.9244,4.3296,-0.04,0.0
2024-03-14 23:15:00,29.92,81.5268,77.0332,68.8762,60.4233,40.2815,83.8444,23.2894,96.3113,41.7327,64.6354,27.1032,16.2812,55.5128,-0.04,0.0
2024-03-14 23:30:00,29.72,72.7221,34.8199,91.4251,28.9317,28.961,58.2405,75.3492,64.2764,34.2938,42.0115,82.5367,80.9974,41.4986,-0.04,0.0
2024-03-14 23:45:00,29.01,7.0074,32.2885,79.9201,91.1502,77.0139,60.185,46.5692,47.9716,21.2303,53.1552,55.5149,53.8369,30.7977,-0.04,0.0
2024-03-15 00:00:00,30.56,9.2448,14.6537,6.4548,79.0852,93.1695,7.2022,58.5698,49.8159,87.0281,3.3933,35.4466,95.5612,16.6891,-0.04,0.0
2024-03-15 00:15:00,32.06,73.2923,19.185,77.7243,38.2919,58.1317,50.8961,55.8883,20.0141,16.1966,9.1977,68.2879,30.1157,86.7935,-0.04,0.0
2024-03-15 00:30:00,27.36,99.0199,2.1505,1.4422,8.5163,13.3236,69.6826,78.5516,43.5649,92.0876,8.8809,56.6691,90.7613,73.1376,-0.04,0.0
2024-03-15 00:45:00,28.58,89.8108,96.9264,96.7781,33.8462,39.7859,54.1465,40.6477,49.0369,32.8424,93.1706,32.3864,72.2752,52.9156,-0.04,0.0
2024-03-15 01:00:00,29.83,26.8952,92.8257,71.0378,7.3758,77.6358,84.7043,55.2928,74.2325,26.0334,51.0578,75.4603,63.593,33.7044,-0.04,0.0
2024-03-15 01:15:00,32.0,91.8669,31.1,71.6132,78.1459,68.0782,93.7763,56.545,72.8661,82.0917,58.8186,70.1654,32.8444,82.3035,-0.04,0.0
2024-03-15 01:30:00,31.69,26.4156,85.0311,41.4176,60.4036,83.5402,55.9453,66.0379,14.9659,18.6066,99.6367,1.9486,60.9248,92.9509,-0.04,0.0
2024-03-15 01:45:00,31.04,64.1904,56.496,33.2693,66.8767,52.7714,48.7989,31.7945,15.7293,11.7165,28.5788,54.6276,16.3701,84.4164,-0.04,0.0
2024-03-15 02:15:00,32.35,82.7638,44.5651,58.3533,99.3113,86.0213,99.9126,23.7358,97.6437,80.0647,92.8654,45.3816,15.9501,14.728,-0.04,0.0
2024-03-15 02:30:00,31.04,61.0732,29.5158,67.8343,37.9593,16.0966,1.3028,16.3724,46.4967,25.9797,14.6915,9.6872,84.2834,18.4453,-0.04,0.0
2024-03-15 02:45:00,28.81,60.4552,38.6355,99.6934,21.1466,87.4818,75.3264,55.2215,34.0823,24.1257,81.934,60.7903,7.2252,9.3943,-0.04,0.0
2024-03-15 03:00:00,27.95,36.5346,28.0341,82.9626,99.8297,34.2185,80.8544,23.926,67.8316,43.6774,24.8151,40.9511,17.9987,81.8766,-0.04,0.0
2024-03-15 03:15:00,35.9,10.5037,75.8406,91.6874,99.9128,91.9332,45.7825,27.0713,73.6583,66.1399,54.0098,25.1016,80.3658,97.6125,-0.04,0.0
2024-03-15 03:30:00,32.69,58.67,85.9868,96.4007,32.4669,10.73,74.8035,55.831,79.6057,55.3695,60.2425,13.1117,46.2025,40.9999,-0.04,0.0
2024-03-15 03:45:00,32.02,64.0822,3.0954,55.2357,15.4249,62.5521,93.2289,46.1826,45.4672,79.5814,84.5004,6.0949,18.0427,49.8484,-0.04,0.0
2024-03-15 04:00:00,29.76,16.7756,32.2351,7.0088,15.2121,23.6851,67.7698,80.4591,24.4428,80.6246,52.877,11.0501,80.6858,3.8827,-0.04,0.0
2024-03-15 04:15:00,27.8,27.6478,12.3774,31.5319,0.5535,64.086,13.2158,65.1656,88.3773,57.5153,9.949,39.7212,7.228,92.2169,N/A,0.0
2024-03-15 04:30:00,28.51,4.996,84.4937,4.7677,58.7,61.7949,61.2781,95.64,98.8273,57.3065,3.882,19.9377,39.662,67.3073,offline,0.0
2024-03-15 04:45:00,28.4,41.0713,95.1259,71.4432,24.8037,55.8624,75.9684,27.4666,58.497,35.569,91.343,25.0043,75.3092,73.199,-0.04,0.0
2024-03-15 05:00:00,29.49,95.7113,13.6999,69.0121,64.0986,86.7784,27.948,58.6458,80.9324,23.4344,26.0553,37.5589,26.3705,18.6487,-0.04,0.0
2024-03-15 05:15:00,34.37,24.9082,66.3941,70.6827,89.3428,42.9088,84.8371,95.2892,40.0024,56.777,87.9114,67.7066,11.7133,22.7189,-0.04,0.0
2024-03-15 05:30:00,29.34,79.1172,35.5489,39.1569,12.8424,36.4944,28.5051,34.1729,72.8673,56.3943,58.165,82.3045,87.9597,75.7476,-0.04,0.0
2024-03-15 05:45:00,29.18,77.2833,64.6094,42.3082,97.5771,43.7551,96.3826,40.7452,16.7879,76.5405,35.5579,30.2153,64.3241,39.6452,-0.04,0.0
2024-03-15 06:00:00,33.11,3.1204,81.2677,12.8181,12.635,41.5423,1.6209,77.216,58.5658,34.289,94.579,92.159,61.4642,97.5301,-0.04,0.0
2024-03-15 06:15:00,33.67,77.6078,14.0315,84.5085,92.9493,42.5724,1.2672,50.2964,50.2563,51.1332,92.3974,71.1022,88.7897,25.8291,-0.0144,0.0216
2024-03-15 06:30:00,34.38,38.9397,67.2969,11.8232,53.9331,53.8726,53.6328,91.3186,54.5755,79.0765,52.4918,74.8197,34.8117,60.3106,-999.0,0.0367
2024-03-15 06:45:00,36.53,65.7899,80.8685,17.2892,7.9415,39.7447,33.0919,11.1057,97.0877,34.6289,86.2435,33.554,37.2364,72.7492,0.036,0.0895
2024-03-15 07:00:00,42.86,60.117,86.7568,52.5688,90.5182,64.6092,27.6114,39.2862,34.3188,72.41,57.5145,14.4347,4.5656,9.3409,0.0628,0.1316
2024-03-15 07:15:00,41.1,38.0407,99.0814,87.6146,37.5918,46.1785,36.3399,0.1617,81.8667,15.802,78.6785,25.8988,27.7723,32.2539,0.0746,0.1466
2024-03-15 07:30:00,43.77,74.3204,27.1815,54.5413,51.0476,69.171,2.6004,7.4261,40.0333,95.5802,39.7754,62.7714,65.8894,8.1201,0.1119,0.134
2024-03-15 07:45:00,47.29,96.6438,25.5721,49.0945,76.5317,55.7569,68.4152,5.5116,83.8285,53.356,33.7149,6.8404,0.5401,56.718,0.1258,0.139
2024-03-15 08:00:00,51.22,70.8228,36.7998,2.1806,96.2377,48.8164,22.9452,27.6269,22.831,20.7165,3.3019,10.1082,69.0907,21.8871,0.1551,0.1716
2024-03-15 08:15:00,49.42,76.1437,48.9399,42.0344,20.3939,67.2932,81.2501,27.0977,82.048,35.2816,46.5901,55.4573,93.0927,17.064,0.1699,0.2246
2024-03-15 08:30:00,49.63,90.553,29.6494,18.1566,72.5164,91.1297,27.6684,58.7565,51.0781,15.0101,93.8766,11.79,20.6963,10.989,0.179,0.2219
2024-03-15 08:45:00,57.92,48.1789,44.0926,55.3138,35.3571,73.1025,74.4029,55.4611,28.3776,50.1285,10.9119,85.5654,96.274,90.1836,0.211,0.2667
2024-03-15 09:00:00,58.77,50.1255,30.1448,89.8029,34.0039,40.2675,0.5663,28.028,94.6484,54.5501,42.3219,96.081,23.493,76.1222,0.2263,0.321
2024-03-15 09:15:00,60.04,86.7465,16.9499,92.8594,67.6298,77.1529,12.1454,14.3737,16.3149,77.0218,85.3708,66.347,2.0979,63.332,0.2559,0.289
2024-03-15 09:30:00,58.16,74.694,33.4732,17.6434,79.2009,92.9434,72.4477,65.8592,3.5594,91.9625,19.5845,78.0912,52.7145,34.5548,0.2472,0.2501
2024-03-15 09:45:00,64.13,52.2896,53.3788,17.3443,95.0655,71.1263,17.6344,10.8551,75.1683,72.701,34.3731,81.1928,33.5487,40.3106,0.2732,0.313
2024-03-15 10:00:00,61.34,42.5438,66.0401,63.9851,50.9741,98.5682,40.0804,76.462,20.827,68.9503,1.5645,38.5118,10.8088,79.2752,0.2769,0.3195
2024-03-15 10:15:00,68.19,59.213,30.2824,57.1033,21.5824,8.7744,13.9138,3.8413,95.8512,81.6962,99.39,17.4438,39.5879,61.0695,0.3139,0.3868
2024-03-15 10:30:00,68.43,94.4492,56.8783,4.8767,70.2264,95.2679,96.8346,90.6338,40.6703,22.9395,21.3039,81.0109,29.2677,82.3175,0.3068,0.2676
2024-03-15 10:45:00,66.54,74.5139,64.078,27.349,2.4343,15.1603,69.163,6.6719,8.8855,5.9301,28.4031,21.5222,39.4718,43.4662,0.3235,0.4155
2024-03-15 11:00:00,70.25,45.4241,64.9938,81.24,90.596,63.9046,93.6195,89.2326,41.0954,12.9343,18.3202,15.087,83.5258,88.4733,0.3464,0.3427
2024-03-15 11:15:00,67.55,14.2931,65.6174,2.1991,8.0288,30.1937,89.2427,76.8391,38.9988,70.0467,4.5072,5.9174,2.1462,15.2195,0.3337,0.3407
2024-03-15 11:30:00,67.8,16.3127,9.5523,10.1042,84.6486,52.5184,41.5697,2.0671,75.511,37.0418,70.5999,23.7892,18.6322,14.4545,0.3136,0.3938
2024-03-15 11:45:00,67.27,29.035,94.7304,61.6054,26.2179,39.0151,48.698,81.1988,43.5679,5.9402,33.6907,42.7465,59.9396,16.7413,0.3323,0.3405
2024-03-15 12:00:00,65.64,29.6188,45.2372,77.3159,38.189,12.5365,20.5921,43.6285,45.1383,77.0619,67.891,0.1686,17.4384,22.3129,0.3243,0.4562
2024-03-15 12:15:00,68.32,56.8027,38.4545,23.8487,85.7516,93.976,74.5746,85.7277,10.3335,99.3856,61.7408,60.1427,93.882,48.8607,0.3238,0.4098
2024-03-15 12:30:00,70.29,4.375,98.1483,91.9352,10.8995,50.1082,30.7589,51.966,47.9357,86.7359,42.9736,32.1056,69.6538,42.9783,0.3267,0.3723
2024-03-15 12:45:00,66.63,43.8029,39.0514,81.019,98.3496,63.7145,8.1922,50.9477,19.8919,88.513,48.1685,96.0119,12.2258,80.4372,0.3321,0.3845
2024-03-15 13:00:00,69.59,96.298,83.9424,51.5038,97.9243,48.2338,24.8642,84.031,51.1791,96.5499,79.148,39.1966,32.1712,68.9582,0.3273,0.2623
2024-03-15 13:15:00,62.27,29.7193,68.7693,69.0811,19.2201,9.2724,88.6341,10.3383,55.8824,53.996,44.7303,72.5577,19.9075,97.5168,0.3375,0.4727
2024-03-15 13:30:00,67.53,20.3815,47.1654,99.7725,91.849,15.9087,14.0067,16.3193,12.3315,61.1011,83.551,53.3454,25.8577,33.2107,0.328,0.3207
