timestamp,zone,temperature_c
2023-07-04 12:00:00,Meat,2.14
2023-07-04 12:00:00,Dairy,4.27
2023-07-04 12:00:00,Dry,16.97
2023-07-04 14:00:00,frozen,"-16,55"
2023-07-04 14:00:00,Meat,2.65
2023-07-04 14:00:00,Dairy,3.61
2023-07-04 14:00:00,Dry,16.67
2023-07-04 16:00:00,frozen,"-16,33"
2023-07-04 16:00:00,Meat,1.92
2023-07-04 16:00:00,Dairy,4.56
2023-07-04 16:00:00,Dry,17.34
2023-07-04 18:00:00,frozen,"-16,27"
2023-07-04 18:00:00,Meat,2.05
2023-07-04 18:00:00,Dairy,4.1
2023-07-04 18:00:00,Dry,20.35
2023-07-04 20:00:00,frozen,"-17,18"
2023-07-04 20:00:00,Meat,1.62
2023-07-04 20:00:00,Dairy,3.82
2023-07-04 20:00:00,Dry,18.68
2023-07-04 22:00:00,frozen,"-17,78"
2023-07-04 22:00:00,Meat,2.25
2023-07-04 22:00:00,Dairy,3.78
2023-07-04 22:00:00,Dry,19.72
2023-07-05 00:00:00,frozen,"-18,2"
2023-07-05 00:00:00,Meat,1.69
2023-07-05 00:00:00,Dairy,3.33
2023-07-05 00:00:00,Dry,16.76
2023-07-05 02:00:00,frozen,"-16,88"
2023-07-05 02:00:00,Meat,1.93
2023-07-05 02:00:00,Dairy,3.9
2023-07-05 02:00:00,Dry,17.76
2023-07-05 04:00:00,frozen,"-16,9"
2023-07-05 04:00:00,Meat,1.6
2023-07-05 04:00:00,Dairy,4.28
2023-07-05 04:00:00,Dry,18.99
2023-07-05 06:00:00,frozen,"-16,81"
2023-07-05 06:00:00,Meat,2.22
2023-07-05 06:00:00,Dairy,4.12
2023-07-05 06:00:00,Dry,21.05
2023-07-05 08:00:00,frozen,"-17,04"
2023-07-05 08:00:00,Meat,1.88
2023-07-05 08:00:00,Dairy,3.7
2023-07-05 08:00:00,Dry,16.45
2023-07-05 10:00:00,frozen,"-17,62"
2023-07-05 10:00:00,Meat,1.64
2023-07-05 10:00:00,Dairy,3.97
2023-07-05 10:00:00,Dry,18.5
2023-07-05 12:00:00,frozen,"-16,97"
2023-07-05 12:00:00,Meat,1.69
2023-07-05 12:00:00,Dairy,4.36
2023-07-05 12:00:00,Dry,19.11
2023-07-05 14:00:00,frozen,"-17,08"
2023-07-05 14:00:00,Meat,1.74
2023-07-05 14:00:00,Dairy,4.22
2023-07-05 14:00:00,Dry,18.28
2023-07-05 16:00:00,frozen,"-17,72"
2023-07-05 16:00:00,Meat,1.97
2023-07-05 16:00:00,Dairy,4.1
2023-07-05 16:00:00,Dry,16.65
2023-07-05 18:00:00,frozen,"-16,91"
2023-07-05 18:00:00,Meat,1.42
2023-07-05 18:00:00,Dairy,4.53
2023-07-05 18:00:00,Dry,19.87
2023-07-05 20:00:00,frozen,"-17,13"
2023-07-05 20:00:00,Meat,2.15
2023-07-05 20:00:00,Dairy,3.04
2023-07-05 20:00:00,Dry,16.27
2023-07-05 22:00:00,frozen,"-17,15"
2023-07-05 22:00:00,Meat,1.57
2023-07-05 22:00:00,Dairy,4.29
2023-07-05 22:00:00,Dry,21.0
2023-07-06 00:00:00,frozen,"-17,59"
2023-07-06 00:00:00,Meat,1.67
2023-07-06 00:00:00,Dairy,4.09
2023-07-06 00:00:00,Dry,20.42
2023-07-06 02:00:00,frozen,"-17,61"
2023-07-06 02:00:00,Meat,2.1
2023-07-06 02:00:00,Dairy,4.73
2023-07-06 02:00:00,Dry,15.52
2023-07-06 04:00:00,frozen,"-17,64"
2023-07-06 04:00:00,Meat,1.83
2023-07-06 04:00:00,Dairy,3.79
2023-07-06 04:00:00,Dry,19.22
2023-07-06 06:00:00,frozen,"-16,88"
2023-07-06 06:00:00,Meat,1.29
2023-07-06 06:00:00,Dairy,4.21
2023-07-06 06:00:00,Dry,17.13
2023-07-06 08:00:00,frozen,"-16,36"
2023-07-06 08:00:00,Meat,1.75
2023-07-06 08:00:00,Dairy,3.75
2023-07-06 08:00:00,Dry,18.81
2023-07-06 10:00:00,frozen,"-16,62"
2023-07-06 10:00:00,Meat,2.18
2023-07-06 10:00:00,Dairy,3.33
2023-07-06 10:00:00,Dry,18.81
2023-07-06 12:00:00,frozen,"-17,52"
2023-07-06 12:00:00,Meat,2.09
2023-07-06 12:00:00,Dairy,3.43
2023-07-06 12:00:00,Dry,18.67
2023-07-06 14:00:00,frozen,"-17,4"
2023-07-06 14:00:00,Meat,1.49
2023-07-06 14:00:00,Dairy,4.29
2023-07-06 14:00:00,Dry,18.36
2023-07-06 16:00:00,frozen,"-17,31"
2023-07-06 16:00:00,Meat,2.58
2023-07-06 16:00:00,Dairy,3.82
2023-07-06 16:00:00,Dry,18.05
2023-07-06 18:00:00,frozen,"-16,87"
2023-07-06 18:00:00,Meat,1.75
2023-07-06 18:00:00,Dairy,4.19
2023-07-06 18:00:00,Dry,17.2
2023-07-06 20:00:00,frozen,"-17,21"
2023-07-06 20:00:00,Meat,2.55
2023-07-06 20:00:00,Dairy,3.58
2023-07-06 20:00:00,Dry,14.38
2023-07-06 22:00:00,frozen,"-16,19"
2023-07-06 22:00:00,Meat,3.02
2023-07-06 22:00:00,Dairy,3.84
2023-07-06 22:00:00,Dry,15.09
2023-07-07 00:00:00,frozen,"-17,16"
2023-07-07 00:00:00,Meat,1.89
2023-07-07 00:00:00,Dairy,3.92
2023-07-07 00:00:00,Dry,16.33
2023-07-07 02:00:00,frozen,"-16,71"
2023-07-07 02:00:00,Meat,2.21
2023-07-07 02:00:00,Dairy,3.4
2023-07-07 02:00:00,Dry,19.05
2023-07-07 04:00:00,frozen,"-15,97"
2023-07-07 04:00:00,Meat,2.07
2023-07-07 04:00:00,Dairy,3.87
2023-07-07 04:00:00,Dry,17.79
2023-07-07 06:00:00,frozen,"-16,69"
2023-07-07 06:00:00,Meat,1.31
2023-07-07 06:00:00,Dairy,4.07
2023-07-07 06:00:00,Dry,17.41
2023-07-07 08:00:00,frozen,"-16,08"
2023-07-07 08:00:00,Meat,1.93
2023-07-07 08:00:00,Dairy,4.67
2023-07-07 08:00:00,Dry,16.34
2023-07-07 10:00:00,frozen,"-16,71"
2023-07-07 10:00:00,Meat,2.13
2023-07-07 10:00:00,Dairy,3.65
2023-07-07 10:00:00,Dry,18.27
2023-07-07 12:00:00,frozen,"-16,39"
2023-07-07 12:00:00,Meat,1.87
2023-07-07 12:00:00,Dairy,3.32
2023-07-07 12:00:00,Dry,17.97
2023-07-07 14:00:00,frozen,"-17,45"
2023-07-07 14:00:00,Meat,1.86
2023-07-07 14:00:00,Dairy,3.97
2023-07-07 14:00:00,Dry,15.44
2023-07-07 16:00:00,frozen,"-17,81"
2023-07-07 16:00:00,Meat,2.19
2023-07-07 16:00:00,Dairy,3.79
2023-07-07 16:00:00,Dry,14.15
2023-07-07 18:00:00,frozen,"-16,61"
2023-07-07 18:00:00,Meat,2.11
2023-07-07 18:00:00,Dairy,3.71
2023-07-07 18:00:00,Dry,16.02
2023-07-07 20:00:00,frozen,"-16,58"
2023-07-07 20:00:00,Meat,2.14
2023-07-07 20:00:00,Dairy,4.95
2023-07-07 20:00:00,Dry,18.63
2023-07-07 22:00:00,frozen,"-16,81"
2023-07-07 22:00:00,Meat,1.93
2023-07-07 22:00:00,Dairy,4.33
2023-07-07 22:00:00,Dry,18.94
2023-07-08 00:00:00,frozen,"-16,37"
2023-07-08 00:00:00,Meat,1.79
2023-07-08 00:00:00,Dairy,3.83
2023-07-08 00:00:00,Dry,17.28
2023-07-08 02:00:00,frozen,"-16,6"
2023-07-08 02:00:00,Meat,2.6
2023-07-08 02:00:00,Dairy,3.82
2023-07-08 02:00:00,Dry,17.36
2023-07-08 04:00:00,frozen,"-16,84"
2023-07-08 04:00:00,Meat,1.9
2023-07-08 04:00:00,Dairy,4.38
2023-07-08 04:00:00,Dry,14.62
2023-07-08 06:00:00,frozen,"-17,41"
2023-07-08 06:00:00,Meat,1.69
2023-07-08 06:00:00,Dairy,3.07
2023-07-08 06:00:00,Dry,16.55
2023-07-08 08:00:00,frozen,"-17,46"
2023-07-08 08:00:00,Meat,1.92
2023-07-08 08:00:00,Dairy,4.45
2023-07-08 08:00:00,Dry,17.63
2023-07-08 10:00:00,frozen,"-17,52"
2023-07-08 10:00:00,Meat,1.98
2023-07-08 10:00:00,Dairy,4.42
2023-07-08 10:00:00,Dry,16.54
2023-07-08 12:00:00,frozen,"-17,46"
2023-07-08 12:00:00,Meat,2.22
2023-07-08 12:00:00,Dairy,3.91
2023-07-08 12:00:00,Dry,18.97
2023-07-08 14:00:00,frozen,"-17,01"
2023-07-08 14:00:00,Meat,2.28
2023-07-08 14:00:00,Dairy,3.59
2023-07-08 14:00:00,Dry,17.98
2023-07-08 16:00:00,frozen,"-17,11"
2023-07-08 16:00:00,Meat,1.51
2023-07-08 16:00:00,Dairy,3.37
2023-07-08 16:00:00,Dry,19.03
2023-07-08 18:00:00,frozen,"-17,18"
2023-07-08 18:00:00,Meat,1.59
2023-07-08 18:00:00,Dairy,3.96
2023-07-08 18:00:00,Dry,19.69
2023-07-08 20:00:00,frozen,"-18,14"
2023-07-08 20:00:00,Meat,1.4
2023-07-08 20:00:00,Dairy,3.63
2023-07-08 20:00:00,Dry,20.19
2023-07-08 22:00:00,frozen,"-16,86"
2023-07-08 22:00:00,Meat,2.31
2023-07-08 22:00:00,Dairy,3.54
2023-07-08 22:00:00,Dry,16.32
2023-07-09 00:00:00,frozen,"-16,78"
2023-07-09 00:00:00,Meat,2.02
2023-07-09 00:00:00,Dairy,4.22
2023-07-09 00:00:00,Dry,17.72
2023-07-09 02:00:00,frozen,"-16,86"
2023-07-09 02:00:00,Meat,2.06
2023-07-09 02:00:00,Dairy,4.31
2023-07-09 02:00:00,Dry,19.21
2023-07-09 04:00:00,frozen,"-17,81"
2023-07-09 04:00:00,Meat,1.1
2023-07-09 04:00:00,Dairy,4.4
2023-07-09 04:00:00,Dry,19.78
2023-07-09 06:00:00,frozen,"-17,51"
2023-07-09 06:00:00,Meat,1.26
2023-07-09 06:00:00,Dairy,4.04
2023-07-09 06:00:00,Dry,19.4
2023-07-09 08:00:00,frozen,"-16,1"
2023-07-09 08:00:00,Meat,2.21
2023-07-09 08:00:00,Dairy,3.85
2023-07-09 08:00:00,Dry,16.66
2023-07-09 10:00:00,frozen,"-16,99"
2023-07-09 10:00:00,Meat,1.88
2023-07-09 10:00:00,Dairy,3.59
2023-07-09 10:00:00,Dry,21.07
2023-07-09 12:00:00,frozen,"-16,11"
2023-07-09 12:00:00,Meat,2.45
2023-07-09 12:00:00,Dairy,3.63
2023-07-09 12:00:00,Dry,19.28
2023-07-09 14:00:00,frozen,"-16,68"
2023-07-09 14:00:00,Meat,2.18
2023-07-09 14:00:00,Dairy,4.5
2023-07-09 14:00:00,Dry,18.95
2023-07-09 16:00:00,frozen,"-16,63"
2023-07-09 16:00:00,Meat,2.25
2023-07-09 16:00:00,Dairy,4.14
2023-07-09 16:00:00,Dry,15.32
2023-07-09 18:00:00,frozen,"-16,96"
2023-07-09 18:00:00,Meat,1.78
2023-07-09 18:00:00,Dairy,3.49
2023-07-09 18:00:00,Dry,20.52
2023-07-09 20:00:00,frozen,"-16,14"
2023-07-09 20:00:00,Meat,2.54
2023-07-09 20:00:00,Dairy,4.1
2023-07-09 20:00:00,Dry,20.03
2023-07-09 22:00:00,frozen,"-16,99"
2023-07-09 22:00:00,Meat,2.08
2023-07-09 22:00:00,Dairy,3.56
2023-07-09 22:00:00,Dry,18.6
2023-07-10 00:00:00,frozen,"-16,97"
2023-07-10 00:00:00,Meat,1.48
2023-07-10 00:00:00,Dairy,3.98
2023-07-10 00:00:00,Dry,17.88
2023-07-10 02:00:00,frozen,"-16,1"
2023-07-10 02:00:00,Meat,2.36
2023-07-10 02:00:00,Dairy,4.0
2023-07-10 02:00:00,Dry,18.37
2023-07-10 04:00:00,frozen,"-16,98"
2023-07-10 04:00:00,Meat,1.92
2023-07-10 04:00:00,Dairy,3.57
2023-07-10 04:00:00,Dry,17.77
2023-07-10 06:00:00,frozen,"-17,37"
2023-07-10 06:00:00,Meat,1.5
2023-07-10 06:00:00,Dairy,4.2
2023-07-10 06:00:00,Dry,18.59
2023-07-10 08:00:00,frozen,"-17,89"
2023-07-10 08:00:00,Meat,1.95
2023-07-10 08:00:00,Dairy,4.4
2023-07-10 08:00:00,Dry,19.59
2023-07-10 10:00:00,frozen,"-16,49"
2023-07-10 10:00:00,Meat,2.02
2023-07-10 10:00:00,Dairy,3.66
2023-07-10 10:00:00,Dry,16.37
2023-07-10 12:00:00,frozen,"-16,83"
2023-07-10 12:00:00,Meat,2.15
2023-07-10 12:00:00,Dairy,4.51
2023-07-10 12:00:00,Dry,19.65
2023-07-10 14:00:00,frozen,"-17,07"
2023-07-10 14:00:00,Meat,1.5
2023-07-10 14:00:00,Dairy,3.87
2023-07-10 14:00:00,Dry,18.33
2023-07-10 16:00:00,frozen,"-17,1"
2023-07-10 16:00:00,Meat,1.77
2023-07-10 16:00:00,Dairy,4.1
2023-07-10 16:00:00,Dry,17.24
2023-07-10 18:00:00,frozen,"-17,31"
2023-07-10 18:00:00,Meat,2.12
2023-07-10 18:00:00,Dairy,3.84
2023-07-10 18:00:00,Dry,18.37
2023-07-10 20:00:00,frozen,"-16,86"
2023-07-10 20:00:00,Meat,1.54
2023-07-10 20:00:00,Dairy,3.81
2023-07-10 20:00:00,Dry,20.16
2023-07-10 22:00:00,frozen,"-17,58"
2023-07-10 22:00:00,Meat,1.15
2023-07-10 22:00:00,Dairy,3.26
2023-07-10 22:00:00,Dry,18.04
2023-07-11 00:00:00,frozen,"-16,98"
2023-07-11 00:00:00,Meat,1.95
2023-07-11 00:00:00,Dairy,4.49
2023-07-11 00:00:00,Dry,13.99
2023-07-11 02:00:00,frozen,"-16,8"
2023-07-11 02:00:00,Meat,2.62
2023-07-11 02:00:00,Dairy,3.55
2023-07-11 02:00:00,Dry,17.43
2023-07-11 04:00:00,frozen,"-17,38"
2023-07-11 04:00:00,Meat,1.64
2023-07-11 04:00:00,Dairy,3.87
2023-07-11 04:00:00,Dry,20.14
2023-07-11 06:00:00,frozen,"-16,08"
2023-07-11 06:00:00,Meat,1.87
2023-07-11 06:00:00,Dairy,4.76
2023-07-11 06:00:00,Dry,18.05
2023-07-11 08:00:00,frozen,"-16,12"
2023-07-11 08:00:00,Meat,1.96
2023-07-11 08:00:00,Dairy,4.05
2023-07-11 08:00:00,Dry,18.55
2023-07-11 10:00:00,frozen,"-15,41"
2023-07-11 10:00:00,Meat,2.34
2023-07-11 10:00:00,Dairy,3.72
2023-07-11 10:00:00,Dry,19.45
2023-07-11 12:00:00,frozen,"-17,18"
2023-07-11 12:00:00,Meat,1.8
2023-07-11 12:00:00,Dairy,4.36
2023-07-11 12:00:00,Dry,18.05
2023-07-11 14:00:00,frozen,"-16,86"
2023-07-11 14:00:00,Meat,2.01
2023-07-11 14:00:00,Dairy,4.13
2023-07-11 14:00:00,Dry,18.64
2023-07-11 16:00:00,frozen,"-17,97"
2023-07-11 16:00:00,Meat,2.27
2023-07-11 16:00:00,Dairy,3.61
2023-07-11 16:00:00,Dry,15.84
2023-07-11 18:00:00,frozen,"-17,03"
2023-07-11 18:00:00,Meat,2.03
2023-07-11 18:00:00,Dairy,3.72
2023-07-11 18:00:00,Dry,19.25
2023-07-11 20:00:00,frozen,"-17,67"
2023-07-11 20:00:00,Meat,1.84
2023-07-11 20:00:00,Dairy,3.77
2023-07-11 20:00:00,Dry,17.93
2023-07-11 22:00:00,frozen,"-16,86"
2023-07-11 22:00:00,Meat,1.6
2023-07-11 22:00:00,Dairy,4.29
2023-07-11 22:00:00,Dry,18.09
2023-07-12 00:00:00,frozen,"-17,95"
2023-07-12 00:00:00,Meat,1.22
2023-07-12 00:00:00,Dairy,4.0
2023-07-12 00:00:00,Dry,17.67
2023-07-12 02:00:00,frozen,"-17,05"
2023-07-12 02:00:00,Meat,1.99
2023-07-12 02:00:00,Dairy,4.09
2023-07-12 02:00:00,Dry,19.42
2023-07-12 04:00:00,frozen,"-17,56"
2023-07-12 04:00:00,Meat,1.53
2023-07-12 04:00:00,Dairy,3.56
2023-07-12 04:00:00,Dry,18.43
2023-07-12 06:00:00,frozen,"-16,38"
2023-07-12 06:00:00,Meat,1.83
2023-07-12 06:00:00,Dairy,3.0
2023-07-12 06:00:00,Dry,15.44
2023-07-12 08:00:00,frozen,"-17,42"
2023-07-12 08:00:00,Meat,1.78
2023-07-12 08:00:00,Dairy,3.84
2023-07-12 08:00:00,Dry,18.06
2023-07-12 10:00:00,frozen,"-17,16"
2023-07-12 10:00:00,Meat,2.42
2023-07-12 10:00:00,Dairy,3.73
2023-07-12 10:00:00,Dry,16.71
2023-07-12 12:00:00,frozen,"-16,76"
2023-07-12 12:00:00,Meat,1.39
2023-07-12 12:00:00,Dairy,4.16
2023-07-12 12:00:00,Dry,18.15
2023-07-12 14:00:00,frozen,"-17,07"
2023-07-12 14:00:00,Meat,2.64
2023-07-12 14:00:00,Dairy,3.75
2023-07-12 14:00:00,Dry,21.09
2023-07-12 16:00:00,frozen,"-17,11"
2023-07-12 16:00:00,Meat,1.49
2023-07-12 16:00:00,Dairy,4.03
2023-07-12 16:00:00,Dry,16.39
2023-07-12 18:00:00,frozen,"-17,38"
2023-07-12 18:00:00,Meat,2.16
2023-07-12 18:00:00,Dairy,4.22
2023-07-12 18:00:00,Dry,17.07
2023-07-12 20:00:00,frozen,"-16,51"
2023-07-12 20:00:00,Meat,2.46
2023-07-12 20:00:00,Dairy,4.57
2023-07-12 20:00:00,Dry,18.79
2023-07-12 22:00:00,frozen,"-16,32"
2023-07-12 22:00:00,Meat,1.25
2023-07-12 22:00:00,Dairy,3.87
2023-07-12 22:00:00,Dry,16.7
2023-07-13 00:00:00,frozen,"-16,94"
2023-07-13 00:00:00,Meat,1.77
2023-07-13 00:00:00,Dairy,3.93
2023-07-13 00:00:00,Dry,20.82
2023-07-13 02:00:00,frozen,"-17,08"
2023-07-13 02:00:00,Meat,2.17
2023-07-13 02:00:00,Dairy,3.91
2023-07-13 02:00:00,Dry,18.11
2023-07-13 04:00:00,frozen,"-17,0"
2023-07-13 04:00:00,Meat,2.18
2023-07-13 04:00:00,Dairy,4.47
2023-07-13 04:00:00,Dry,20.47
2023-07-13 06:00:00,frozen,"-16,85"
2023-07-13 06:00:00,Meat,2.24
2023-07-13 06:00:00,Dairy,3.54
2023-07-13 06:00:00,Dry,17.87
2023-07-13 08:00:00,frozen,"-16,53"
2023-07-13 08:00:00,Meat,2.35
2023-07-13 08:00:00,Dairy,4.08
2023-07-13 08:00:00,Dry,19.33
2023-07-13 10:00:00,frozen,"-16,75"
2023-07-13 10:00:00,Meat,2.48
2023-07-13 10:00:00,Dairy,4.12
2023-07-13 10:00:00,Dry,17.47
2023-07-13 12:00:00,frozen,"-16,83"
2023-07-13 12:00:00,Meat,0.83
2023-07-13 12:00:00,Dairy,4.15
2023-07-13 12:00:00,Dry,12.53
2023-07-13 14:00:00,frozen,"-17,86"
2023-07-13 14:00:00,Meat,2.18
2023-07-13 14:00:00,Dairy,4.19
2023-07-13 14:00:00,Dry,16.26
2023-07-13 16:00:00,frozen,"-17,36"
2023-07-13 16:00:00,Meat,2.55
2023-07-13 16:00:00,Dairy,3.81
2023-07-13 16:00:00,Dry,21.36
2023-07-13 18:00:00,frozen,"-17,0"
2023-07-13 18:00:00,Meat,2.16
2023-07-13 18:00:00,Dairy,4.65
2023-07-13 18:00:00,Dry,18.2
2023-07-13 20:00:00,frozen,"-17,5"
2023-07-13 20:00:00,Meat,1.96
2023-07-13 20:00:00,Dairy,3.99
2023-07-13 20:00:00,Dry,15.95
2023-07-13 22:00:00,frozen,"-17,13"
2023-07-13 22:00:00,Meat,1.7
2023-07-13 22:00:00,Dairy,4.37
2023-07-13 22:00:00,Dry,18.05
2023-07-14 00:00:00,frozen,"-17,14"
2023-07-14 00:00:00,Meat,1.96
2023-07-14 00:00:00,Dairy,4.09
2023-07-14 00:00:00,Dry,18.93
2023-07-14 02:00:00,frozen,"-17,5"
2023-07-14 02:00:00,Meat,1.58
2023-07-14 02:00:00,Dairy,4.44
2023-07-14 02:00:00,Dry,17.38
2023-07-14 04:00:00,frozen,"-17,71"
2023-07-14 04:00:00,Meat,2.18
2023-07-14 04:00:00,Dairy,4.19
