weather_station_id,district,timestamp,temperature_c,humidity_pct,wind_speed_m_s,rain_accumulation_mm
WS002,FABRYCZNA,2026-01-03 16:00:00,1.87,87.35,3.37,2.17
WS002,FABRYCZNA,2026-01-03 20:00:00,-3.25,77.38,2.65,2.47
WS002,FABRYCZNA,2026-01-04 00:00:00,-5.69,82.89,7.13,2.47
WS002,FABRYCZNA,2026-01-04 04:00:00,-4.11,99.0,3.3,2.47
WS002,FABRYCZNA,2026-01-04 08:00:00,1.26,65.98,3.47,2.47
WS002,FABRYCZNA,2026-01-04 12:00:00,5.04,72.99,3.61,3.29
WS002,FABRYCZNA,2026-01-04 16:00:00,2.39,74.69,3.39,3.29
WS002,FABRYCZNA,2026-01-04 20:00:00,-4.61,96.92,0.51,3.29
WS003,FABRYCZNA,2026-01-01 00:00:00,-4.49,99.0,5.05,0.45
WS003,FABRYCZNA,2026-01-01 04:00:00,-4.01,89.2,2.44,0.45
WS003,FABRYCZNA,2026-01-01 08:00:00,0.77,72.43,7.11,0.45
WS003,FABRYCZNA,2026-01-01 12:00:00,4.49,59.62,2.84,1.4
WS003,FABRYCZNA,2026-01-01 16:00:00,1.5,79.04,4.02,1.4
WS003,FABRYCZNA,2026-01-01 20:00:00,-3.43,96.74,0.75,1.4
WS003,FABRYCZNA,2026-01-02 00:00:00,-6.12,86.16,5.65,1.4
WS003,FABRYCZNA,2026-01-02 04:00:00,-2.63,85.04,3.9,1.4
WS003,FABRYCZNA,2026-01-02 08:00:00,0.95,48.7,6.17,1.4
WS003,FABRYCZNA,2026-01-02 12:00:00,5.34,64.44,0.59,1.4
WS003,FABRYCZNA,2026-01-02 16:00:00,0.9,76.33,0.0,2.39
WS003,FABRYCZNA,2026-01-02 20:00:00,-2.64,94.86,3.91,2.39
WS003,FABRYCZNA,2026-01-03 00:00:00,-6.34,82.52,4.55,2.39
WS003,FABRYCZNA,2026-01-03 04:00:00,-0.35,83.13,2.27,2.39
WS003,FABRYCZNA,2026-01-03 08:00:00,2.0,74.16,7.36,2.39
WS003,FABRYCZNA,2026-01-03 12:00:00,4.27,57.85,2.86,2.39
WS003,FABRYCZNA,2026-01-03 16:00:00,1.53,77.44,0.7,2.39
WS003,FABRYCZNA,2026-01-03 20:00:00,-2.87,93.32,0.0,2.39
WS003,FABRYCZNA,2026-01-04 00:00:00,-5.04,91.31,4.23,2.39
WS003,FABRYCZNA,2026-01-04 04:00:00,-4.26,90.08,3.12,2.39
WS003,FABRYCZNA,2026-01-04 08:00:00,-0.23,63.1,5.15,2.39
WS003,FABRYCZNA,2026-01-04 12:00:00,3.38,72.59,5.73,3.86
WS003,FABRYCZNA,2026-01-04 16:00:00,-0.2,68.84,5.41,3.86
WS003,FABRYCZNA,2026-01-04 20:00:00,-4.12,82.36,3.54,3.86
WS004,FABRYCZNA,2026-01-01 00:00:00,-6.34,83.13,3.97,0.0
WS004,FABRYCZNA,2026-01-01 04:00:00,-5.45,80.69,5.69,0.0
WS004,FABRYCZNA,2026-01-01 08:00:00,0.61,72.53,3.31,6.87
WS004,FABRYCZNA,2026-01-01 12:00:00,2.27,70.53,5.39,6.87
WS004,FABRYCZNA,2026-01-01 16:00:00,0.69,74.92,2.31,6.87
WS004,FABRYCZNA,2026-01-01 20:00:00,-5.54,82.35,1.29,6.87
WS004,FABRYCZNA,2026-01-02 00:00:00,-5.6,98.27,1.34,6.87
WS004,FABRYCZNA,2026-01-02 04:00:00,-4.54,85.39,8.79,6.87
WS004,FABRYCZNA,2026-01-02 08:00:00,0.88,65.25,3.68,6.87
WS004,FABRYCZNA,2026-01-02 12:00:00,3.23,54.46,4.97,7.76
WS004,FABRYCZNA,2026-01-02 16:00:00,1.01,76.45,2.74,7.76
WS004,FABRYCZNA,2026-01-02 20:00:00,-3.28,98.55,3.44,7.76
WS004,FABRYCZNA,2026-01-03 00:00:00,-6.51,89.34,3.96,7.76
WS004,FABRYCZNA,2026-01-03 04:00:00,-2.8,84.33,6.33,7.76
WS004,FABRYCZNA,2026-01-03 08:00:00,2.24,72.85,6.07,7.76
WS004,FABRYCZNA,2026-01-03 12:00:00,3.08,62.1,5.09,7.76
WS004,FABRYCZNA,2026-01-03 16:00:00,1.4,61.44,2.24,7.76
WS004,FABRYCZNA,2026-01-03 20:00:00,-4.13,83.82,6.15,7.76
WS004,FABRYCZNA,2026-01-04 00:00:00,-4.87,83.81,3.05,7.76
WS004,FABRYCZNA,2026-01-04 04:00:00,-2.26,84.89,6.85,7.76
WS004,FABRYCZNA,2026-01-04 08:00:00,0.97,73.75,5.3,8.66
WS004,FABRYCZNA,2026-01-04 12:00:00,3.92,62.41,1.52,8.66
WS004,FABRYCZNA,2026-01-04 16:00:00,-0.17,77.55,1.65,8.66
WS004,FABRYCZNA,2026-01-04 20:00:00,-2.17,80.12,0.0,8.66
WS005,FABRYCZNA,2026-01-01 00:00:00,-6.06,83.91,2.6,0.0
WS005,FABRYCZNA,2026-01-01 04:00:00,-3.55,69.59,5.44,0.0
WS005,FABRYCZNA,2026-01-01 08:00:00,1.48,54.79,4.72,0.0
WS005,FABRYCZNA,2026-01-01 12:00:00,2.61,55.06,4.28,0.0
WS005,FABRYCZNA,2026-01-01 16:00:00,0.88,75.34,0.14,0.0
WS005,FABRYCZNA,2026-01-01 20:00:00,-4.81,94.58,1.2,0.0
WS005,FABRYCZNA,2026-01-02 00:00:00,-4.83,89.29,5.16,0.0
WS005,FABRYCZNA,2026-01-02 04:00:00,-3.24,79.81,7.11,0.0
WS005,FABRYCZNA,2026-01-02 08:00:00,-0.02,72.86,6.95,0.0
WS005,FABRYCZNA,2026-01-02 12:00:00,3.24,66.53,1.18,1.91
WS005,FABRYCZNA,2026-01-02 16:00:00,1.43,75.69,2.66,5.34
WS005,FABRYCZNA,2026-01-02 20:00:00,-3.62,84.59,0.0,5.34
WS005,FABRYCZNA,2026-01-03 00:00:00,-4.29,80.33,2.19,5.34
WS005,FABRYCZNA,2026-01-03 04:00:00,-5.37,89.5,6.54,5.96
WS005,FABRYCZNA,2026-01-03 08:00:00,2.57,57.83,8.36,6.65
WS005,FABRYCZNA,2026-01-03 12:00:00,4.29,54.76,0.81,6.65
WS005,FABRYCZNA,2026-01-03 16:00:00,-0.22,74.91,3.45,6.65
WS005,FABRYCZNA,2026-01-03 20:00:00,-5.03,85.92,0.48,6.65
WS005,FABRYCZNA,2026-01-04 00:00:00,-5.53,93.59,4.03,6.65
WS005,FABRYCZNA,2026-01-04 04:00:00,-3.53,91.11,3.85,6.65
WS005,FABRYCZNA,2026-01-04 08:00:00,1.14,73.98,6.05,6.65
WS005,FABRYCZNA,2026-01-04 12:00:00,3.47,73.51,5.41,6.65
WS005,FABRYCZNA,2026-01-04 16:00:00,0.82,68.54,0.0,6.65
WS005,FABRYCZNA,2026-01-04 20:00:00,-1.7,81.96,2.58,6.65
WS006,KRZYKI,2026-01-01 00:00:00,-6.02,87.9,5.64,0.0
WS006,KRZYKI,2026-01-01 04:00:00,-4.17,92.51,2.72,0.0
WS006,KRZYKI,2026-01-01 08:00:00,1.05,61.87,2.03,0.0
WS006,KRZYKI,2026-01-01 12:00:00,2.47,60.48,0.0,0.72
WS006,KRZYKI,2026-01-01 16:00:00,0.33,71.81,0.13,0.72
WS006,KRZYKI,2026-01-01 20:00:00,-4.1,98.12,1.74,0.72
WS006,KRZYKI,2026-01-02 00:00:00,-3.62,92.91,5.05,0.72
WS006,KRZYKI,2026-01-02 04:00:00,-5.15,87.23,6.11,0.72
WS006,KRZYKI,2026-01-02 08:00:00,-0.42,76.26,4.19,0.72
WS006,KRZYKI,2026-01-02 12:00:00,3.66,85.21,3.7,0.72
WS006,KRZYKI,2026-01-02 16:00:00,-0.59,82.91,1.57,0.72
WS006,KRZYKI,2026-01-02 20:00:00,-3.84,81.5,0.4,0.72
WS006,KRZYKI,2026-01-03 00:00:00,-8.35,91.22,0.0,0.72
WS006,KRZYKI,2026-01-03 04:00:00,-3.94,90.0,5.91,0.72
WS006,KRZYKI,2026-01-03 08:00:00,-0.01,66.99,7.45,1.16
WS006,KRZYKI,2026-01-03 12:00:00,4.15,74.49,7.11,1.16
WS006,KRZYKI,2026-01-03 16:00:00,1.48,73.26,2.53,1.16
WS006,KRZYKI,2026-01-03 20:00:00,-2.86,97.7,0.32,1.16
WS006,KRZYKI,2026-01-04 00:00:00,-5.34,90.35,2.53,6.72
WS006,KRZYKI,2026-01-04 04:00:00,-4.54,78.88,4.34,6.72
WS006,KRZYKI,2026-01-04 08:00:00,-0.02,64.93,4.23,7.73
WS006,KRZYKI,2026-01-04 12:00:00,4.55,67.99,1.36,7.73
WS006,KRZYKI,2026-01-04 16:00:00,1.57,61.1,1.54,7.73
WS006,KRZYKI,2026-01-04 20:00:00,-4.67,87.36,1.12,7.73
WS007,KRZYKI,2026-01-01 00:00:00,-4.89,96.12,0.0,2.77
WS007,KRZYKI,2026-01-01 04:00:00,-2.33,68.83,4.28,2.77
WS007,KRZYKI,2026-01-01 08:00:00,-0.26,56.14,5.42,2.77
WS007,KRZYKI,2026-01-01 12:00:00,2.46,70.45,2.68,2.77
WS007,KRZYKI,2026-01-01 16:00:00,1.48,80.97,0.79,2.77
WS007,KRZYKI,2026-01-01 20:00:00,-4.16,89.31,0.0,3.61
WS007,KRZYKI,2026-01-02 00:00:00,-4.18,85.58,6.57,4.89
WS007,KRZYKI,2026-01-02 04:00:00,-4.61,81.49,7.48,4.89
WS007,KRZYKI,2026-01-02 08:00:00,0.41,57.11,4.34,4.89
WS007,KRZYKI,2026-01-02 12:00:00,3.2,62.3,4.12,4.89
WS007,KRZYKI,2026-01-02 16:00:00,1.8,60.98,0.0,5.23
WS007,KRZYKI,2026-01-02 20:00:00,-5.54,87.01,2.43,5.23
WS007,KRZYKI,2026-01-03 00:00:00,-3.65,88.17,5.65,5.23
WS007,KRZYKI,2026-01-03 04:00:00,-3.52,90.51,7.63,5.23
WS007,KRZYKI,2026-01-03 08:00:00,2.19,75.05,5.62,5.23
WS007,KRZYKI,2026-01-03 12:00:00,3.63,76.35,4.43,5.23
WS007,KRZYKI,2026-01-03 16:00:00,1.89,79.36,0.01,5.23
WS007,KRZYKI,2026-01-03 20:00:00,-6.75,76.96,0.0,5.23
WS007,KRZYKI,2026-01-04 00:00:00,-5.79,91.45,3.51,5.9
WS007,KRZYKI,2026-01-04 04:00:00,-3.15,76.57,2.05,5.9
WS007,KRZYKI,2026-01-04 08:00:00,1.09,74.08,5.67,5.9
WS007,KRZYKI,2026-01-04 12:00:00,-0.44,70.46,4.73,5.9
WS007,KRZYKI,2026-01-04 16:00:00,2.84,70.72,0.21,5.9
WS007,KRZYKI,2026-01-04 20:00:00,-4.32,78.52,0.76,5.9
WS008,KRZYKI,2026-01-01 00:00:00,-6.58,89.43,3.85,1.83
WS008,KRZYKI,2026-01-01 04:00:00,-2.27,89.37,3.99,2.81
WS008,KRZYKI,2026-01-01 08:00:00,0.19,74.41,5.13,3.16
WS008,KRZYKI,2026-01-01 12:00:00,3.16,67.42,0.4,3.16
WS008,KRZYKI,2026-01-01 16:00:00,0.01,75.75,1.28,3.16
WS008,KRZYKI,2026-01-01 20:00:00,-4.92,84.11,0.78,3.16
WS008,KRZYKI,2026-01-02 00:00:00,-5.57,87.71,0.23,3.16
WS008,KRZYKI,2026-01-02 04:00:00,-5.57,74.05,4.52,3.16
WS008,KRZYKI,2026-01-02 08:00:00,3.22,82.29,7.73,3.65
WS008,KRZYKI,2026-01-02 12:00:00,2.45,67.58,0.73,3.65
WS008,KRZYKI,2026-01-02 16:00:00,1.99,55.72,2.8,3.65
WS008,KRZYKI,2026-01-02 20:00:00,-4.53,98.44,0.38,3.65
WS008,KRZYKI,2026-01-03 00:00:00,-5.57,87.93,4.12,3.65
WS008,KRZYKI,2026-01-03 04:00:00,-2.21,89.75,2.52,3.65
WS008,KRZYKI,2026-01-03 08:00:00,0.71,70.65,6.87,3.65
WS008,KRZYKI,2026-01-03 12:00:00,1.5,67.48,2.83,3.65
WS008,KRZYKI,2026-01-03 16:00:00,2.59,68.31,0.0,6.79
WS008,KRZYKI,2026-01-03 20:00:00,-3.97,90.13,0.0,6.79
WS008,KRZYKI,2026-01-04 00:00:00,-6.29,87.51,3.46,6.79
WS008,KRZYKI,2026-01-04 04:00:00,-3.65,56.41,7.21,6.79
WS008,KRZYKI,2026-01-04 08:00:00,-0.17,72.05,3.8,8.14
WS008,KRZYKI,2026-01-04 12:00:00,1.74,64.41,0.34,8.14
WS008,KRZYKI,2026-01-04 16:00:00,2.92,83.45,0.47,9.47
WS008,KRZYKI,2026-01-04 20:00:00,-3.33,95.51,2.36,11.23
WS009,KRZYKI,2026-01-01 00:00:00,-6.84,77.09,4.48,0.0
WS009,KRZYKI,2026-01-01 04:00:00,-3.13,78.12,7.19,1.53
WS009,KRZYKI,2026-01-01 08:00:00,0.72,76.78,3.91,1.53
WS009,KRZYKI,2026-01-01 12:00:00,1.39,59.43,3.47,1.53
WS009,KRZYKI,2026-01-01 16:00:00,0.8,65.93,2.44,1.53
WS009,KRZYKI,2026-01-01 20:00:00,-3.74,87.71,1.36,1.53
WS009,KRZYKI,2026-01-02 00:00:00,-5.67,90.4,2.19,1.53
WS009,KRZYKI,2026-01-02 04:00:00,-3.32,70.04,3.16,1.53
WS009,KRZYKI,2026-01-02 08:00:00,0.5,75.62,6.69,2.21
WS009,KRZYKI,2026-01-02 12:00:00,1.24,73.74,6.49,4.42
WS009,KRZYKI,2026-01-02 16:00:00,0.06,69.72,3.33,4.42
WS009,KRZYKI,2026-01-02 20:00:00,-4.73,67.53,1.11,4.42
WS009,KRZYKI,2026-01-03 00:00:00,-5.52,89.23,0.78,4.42
WS009,KRZYKI,2026-01-03 04:00:00,-4.62,82.07,4.02,4.42
WS009,KRZYKI,2026-01-03 08:00:00,1.48,72.55,6.53,4.42
WS009,KRZYKI,2026-01-03 12:00:00,2.67,60.63,6.1,4.42
WS009,KRZYKI,2026-01-03 16:00:00,1.9,85.04,2.28,4.42
WS009,KRZYKI,2026-01-03 20:00:00,-2.64,83.3,0.0,4.42
WS009,KRZYKI,2026-01-04 00:00:00,-4.79,84.86,2.9,5.0
WS009,KRZYKI,2026-01-04 04:00:00,-3.44,80.07,2.49,5.0
WS009,KRZYKI,2026-01-04 08:00:00,-0.3,57.68,5.33,9.3
WS009,KRZYKI,2026-01-04 12:00:00,1.72,58.65,1.95,9.3
WS009,KRZYKI,2026-01-04 16:00:00,0.16,80.87,0.85,9.3
WS009,KRZYKI,2026-01-04 20:00:00,-6.33,77.51,0.49,9.3
WS010,KRZYKI,2026-01-01 00:00:00,-5.19,95.19,1.39,0.0
WS010,KRZYKI,2026-01-01 04:00:00,-5.69,89.59,4.99,2.28
WS010,KRZYKI,2026-01-01 08:00:00,1.68,67.45,5.5,2.28
WS010,KRZYKI,2026-01-01 12:00:00,1.96,70.27,1.47,2.28
WS010,KRZYKI,2026-01-01 16:00:00,0.7,78.28,4.45,2.28
WS010,KRZYKI,2026-01-01 20:00:00,-3.3,88.59,3.28,2.28
WS010,KRZYKI,2026-01-02 00:00:00,-5.55,92.1,2.4,2.28
WS010,KRZYKI,2026-01-02 04:00:00,-5.03,65.83,5.98,2.28
WS010,KRZYKI,2026-01-02 08:00:00,2.21,72.74,3.52,3.87
WS010,KRZYKI,2026-01-02 12:00:00,3.26,79.69,4.3,3.87
WS010,KRZYKI,2026-01-02 16:00:00,0.57,75.16,0.39,3.87
WS010,KRZYKI,2026-01-02 20:00:00,-3.88,98.12,0.0,3.87
WS010,KRZYKI,2026-01-03 00:00:00,-6.06,81.53,5.96,3.87
WS010,KRZYKI,2026-01-03 04:00:00,-3.28,76.22,4.09,3.87
WS010,KRZYKI,2026-01-03 08:00:00,-1.45,88.09,6.7,3.87
WS010,KRZYKI,2026-01-03 12:00:00,2.21,60.07,4.62,3.87
WS010,KRZYKI,2026-01-03 16:00:00,1.7,66.7,0.81,3.87
WS010,KRZYKI,2026-01-03 20:00:00,-4.0,75.86,2.42,3.87
WS010,KRZYKI,2026-01-04 00:00:00,-9.27,73.14,3.52,3.87
WS010,KRZYKI,2026-01-04 04:00:00,-4.58,64.16,5.89,3.87
WS010,KRZYKI,2026-01-04 08:00:00,0.59,65.48,4.55,5.72
WS010,KRZYKI,2026-01-04 12:00:00,2.86,67.08,2.9,5.72
WS010,KRZYKI,2026-01-04 16:00:00,1.55,58.72,2.81,5.72
WS010,KRZYKI,2026-01-04 20:00:00,-3.22,87.2,2.0,8.16
WS011,PSIE_POLE,2026-01-01 00:00:00,-6.99,86.34,6.32,0.0
WS011,PSIE_POLE,2026-01-01 04:00:00,-4.3,89.07,4.97,0.0
WS011,PSIE_POLE,2026-01-01 08:00:00,2.1,73.77,7.73,0.0
WS011,PSIE_POLE,2026-01-01 12:00:00,2.83,47.67,4.93,0.0
WS011,PSIE_POLE,2026-01-01 16:00:00,0.14,84.45,0.0,0.0
WS011,PSIE_POLE,2026-01-01 20:00:00,-3.15,95.62,0.0,0.0
WS011,PSIE_POLE,2026-01-02 00:00:00,-4.94,82.22,4.68,0.0
WS011,PSIE_POLE,2026-01-02 04:00:00,-4.4,80.44,7.89,0.0
WS011,PSIE_POLE,2026-01-02 08:00:00,0.15,62.1,7.73,0.0
WS011,PSIE_POLE,2026-01-02 12:00:00,4.22,47.46,1.56,1.59
WS011,PSIE_POLE,2026-01-02 16:00:00,-2.12,68.15,2.87,2.1
WS011,PSIE_POLE,2026-01-02 20:00:00,-3.86,91.64,0.24,2.1
WS011,PSIE_POLE,2026-01-03 00:00:00,-6.58,93.18,5.63,2.1
WS011,PSIE_POLE,2026-01-03 04:00:00,-4.73,66.78,2.61,3.69
WS011,PSIE_POLE,2026-01-03 08:00:00,0.53,63.95,7.58,5.61
WS011,PSIE_POLE,2026-01-03 12:00:00,2.86,66.98,3.74,5.61
WS011,PSIE_POLE,2026-01-03 16:00:00,-0.21,87.71,4.16,5.61
WS011,PSIE_POLE,2026-01-03 20:00:00,-1.22,86.56,0.54,6.82
WS011,PSIE_POLE,2026-01-04 00:00:00,-6.55,77.39,5.17,6.82
WS011,PSIE_POLE,2026-01-04 04:00:00,-3.43,80.37,4.46,6.82
WS011,PSIE_POLE,2026-01-04 08:00:00,1.4,75.21,5.18,9.27
WS011,PSIE_POLE,2026-01-04 12:00:00,3.54,64.56,3.66,9.27
WS011,PSIE_POLE,2026-01-04 16:00:00,0.64,75.15,1.24,9.27
WS011,PSIE_POLE,2026-01-04 20:00:00,-4.98,94.24,2.85,9.27
WS012,PSIE_POLE,2026-01-01 00:00:00,-4.29,88.79,2.82,0.0
WS012,PSIE_POLE,2026-01-01 04:00:00,-4.05,79.66,5.14,0.0
WS012,PSIE_POLE,2026-01-01 08:00:00,-1.87,83.56,7.59,0.74
WS012,PSIE_POLE,2026-01-01 12:00:00,3.79,75.4,4.68,0.74
WS012,PSIE_POLE,2026-01-01 16:00:00,0.58,78.04,2.08,0.74
WS012,PSIE_POLE,2026-01-01 20:00:00,-3.2,92.21,3.26,0.74
WS012,PSIE_POLE,2026-01-02 00:00:00,-5.26,89.26,3.98,2.7
WS012,PSIE_POLE,2026-01-02 04:00:00,-2.3,72.21,6.33,2.7
WS012,PSIE_POLE,2026-01-02 08:00:00,1.0,95.92,5.0,2.7
WS012,PSIE_POLE,2026-01-02 12:00:00,3.16,60.07,4.5,2.7
WS012,PSIE_POLE,2026-01-02 16:00:00,0.44,78.08,2.77,2.7
WS012,PSIE_POLE,2026-01-02 20:00:00,-5.0,76.39,5.23,4.51
WS012,PSIE_POLE,2026-01-03 00:00:00,-7.09,95.45,3.07,6.98
WS012,PSIE_POLE,2026-01-03 04:00:00,-2.5,81.1,7.36,6.98
WS012,PSIE_POLE,2026-01-03 08:00:00,0.22,78.66,5.57,6.98
WS012,PSIE_POLE,2026-01-03 12:00:00,2.53,85.68,3.22,6.98
WS012,PSIE_POLE,2026-01-03 16:00:00,-0.24,72.63,3.01,6.98
WS012,PSIE_POLE,2026-01-03 20:00:00,-5.88,91.83,2.34,8.4
WS012,PSIE_POLE,2026-01-04 00:00:00,-5.37,85.22,3.16,9.0
WS012,PSIE_POLE,2026-01-04 04:00:00,-5.66,74.16,6.34,9.0
WS012,PSIE_POLE,2026-01-04 08:00:00,0.12,66.34,6.56,9.0
WS012,PSIE_POLE,2026-01-04 12:00:00,2.63,73.32,0.49,10.62
WS012,PSIE_POLE,2026-01-04 16:00:00,1.49,82.71,1.32,10.62
WS012,PSIE_POLE,2026-01-04 20:00:00,-3.75,84.32,0.96,10.62
WS013,PSIE_POLE,2026-01-01 00:00:00,-5.44,84.2,2.89,0.0
WS013,PSIE_POLE,2026-01-01 04:00:00,-4.42,90.31,5.44,2.72
WS013,PSIE_POLE,2026-01-01 08:00:00,0.33,72.92,5.23,2.72
WS013,PSIE_POLE,2026-01-01 12:00:00,3.33,70.86,4.69,2.72
WS013,PSIE_POLE,2026-01-01 16:00:00,0.82,55.63,2.67,2.72
WS013,PSIE_POLE,2026-01-01 20:00:00,-1.9,86.9,1.61,2.72
WS013,PSIE_POLE,2026-01-02 00:00:00,-4.61,76.19,2.73,3.54
WS013,PSIE_POLE,2026-01-02 04:00:00,-3.77,83.26,8.05,3.54
WS013,PSIE_POLE,2026-01-02 08:00:00,-0.2,64.42,9.53,3.54
WS013,PSIE_POLE,2026-01-02 12:00:00,2.18,68.14,1.13,4.3
WS013,PSIE_POLE,2026-01-02 16:00:00,-0.06,82.43,2.58,4.3
WS013,PSIE_POLE,2026-01-02 20:00:00,-4.63,83.48,3.94,4.3
WS013,PSIE_POLE,2026-01-03 00:00:00,-6.68,92.57,2.43,4.3
WS013,PSIE_POLE,2026-01-03 04:00:00,-4.82,78.04,9.86,4.77
WS013,PSIE_POLE,2026-01-03 08:00:00,-0.14,78.72,4.44,4.77
WS013,PSIE_POLE,2026-01-03 12:00:00,1.94,67.93,6.37,9.79
WS013,PSIE_POLE,2026-01-03 16:00:00,0.88,73.14,1.7,9.79
WS013,PSIE_POLE,2026-01-03 20:00:00,-3.55,67.75,1.75,12.2
WS013,PSIE_POLE,2026-01-04 00:00:00,-7.42,75.63,5.29,12.79
WS013,PSIE_POLE,2026-01-04 04:00:00,-2.49,76.88,7.93,12.79
WS013,PSIE_POLE,2026-01-04 08:00:00,0.85,68.83,7.47,12.79
WS013,PSIE_POLE,2026-01-04 12:00:00,4.3,67.69,1.53,12.79
WS013,PSIE_POLE,2026-01-04 16:00:00,0.45,84.54,0.22,12.79
WS013,PSIE_POLE,2026-01-04 20:00:00,-5.28,70.39,1.17,12.79
WS014,PSIE_POLE,2026-01-01 00:00:00,-4.32,91.57,2.37,0.0
WS014,PSIE_POLE,2026-01-01 04:00:00,-2.48,92.72,3.06,0.0
WS014,PSIE_POLE,2026-01-01 08:00:00,1.4,56.34,5.72,0.0
WS014,PSIE_POLE,2026-01-01 12:00:00,2.62,67.9,4.47,0.0
WS014,PSIE_POLE,2026-01-01 16:00:00,1.87,77.1,3.38,0.0
WS014,PSIE_POLE,2026-01-01 20:00:00,-2.62,94.05,5.12,1.7
WS014,PSIE_POLE,2026-01-02 00:00:00,-6.8,94.33,3.46,1.7
WS014,PSIE_POLE,2026-01-02 04:00:00,-4.45,72.08,7.11,1.7
WS014,PSIE_POLE,2026-01-02 08:00:00,0.76,72.07,6.34,1.7
WS014,PSIE_POLE,2026-01-02 12:00:00,3.77,62.78,3.6,1.7
WS014,PSIE_POLE,2026-01-02 16:00:00,-1.03,70.18,2.59,2.21
WS014,PSIE_POLE,2026-01-02 20:00:00,-3.28,99.0,3.76,2.21
WS014,PSIE_POLE,2026-01-03 00:00:00,-5.26,72.42,4.24,5.26
WS014,PSIE_POLE,2026-01-03 04:00:00,-5.03,91.88,7.88,5.26
WS014,PSIE_POLE,2026-01-03 08:00:00,-1.39,64.79,4.69,5.26
WS014,PSIE_POLE,2026-01-03 12:00:00,1.3,58.58,3.6,5.26
WS014,PSIE_POLE,2026-01-03 16:00:00,1.35,78.22,4.77,5.26
WS014,PSIE_POLE,2026-01-03 20:00:00,-4.46,91.6,2.83,5.26
WS014,PSIE_POLE,2026-01-04 00:00:00,-6.11,95.39,3.27,5.26
WS014,PSIE_POLE,2026-01-04 04:00:00,-3.67,77.91,8.22,8.19
