station_id,timestamp,pollutant,current_reading
ST009,2026-01-02 12:00:00,PM25,22.59
ST009,2026-01-02 16:00:00,PM25,17.29
ST009,2026-01-02 20:00:00,PM25,
ST009,2026-01-03 00:00:00,PM25,
ST009,2026-01-03 04:00:00,PM25,18.36
ST009,2026-01-03 08:00:00,PM25,17.11
ST009,2026-01-03 12:00:00,PM25,15.19
ST009,2026-01-03 16:00:00,PM25,28.59
ST009,2026-01-03 20:00:00,PM25,15.5
ST009,2026-01-04 00:00:00,PM25,16.09
ST009,2026-01-04 04:00:00,PM25,21.46
ST009,2026-01-04 08:00:00,PM25,18.36
ST009,2026-01-04 12:00:00,PM25,10.82
ST009,2026-01-04 16:00:00,PM25,18.66
ST009,2026-01-04 20:00:00,PM25,28.02
ST010,2026-01-01 00:00:00,PM10,31.86
ST010,2026-01-01 04:00:00,PM10,48.45
ST010,2026-01-01 08:00:00,PM10,22.66
ST010,2026-01-01 12:00:00,PM10,
ST010,2026-01-01 16:00:00,PM10,
ST010,2026-01-01 20:00:00,PM10,42.05
ST010,2026-01-02 00:00:00,PM10,23.22
ST010,2026-01-02 04:00:00,PM10,36.17
ST010,2026-01-02 08:00:00,PM10,
ST010,2026-01-02 12:00:00,PM10,25.2
ST010,2026-01-02 16:00:00,PM10,26.59
ST010,2026-01-02 20:00:00,PM10,37.54
ST010,2026-01-03 00:00:00,PM10,
ST010,2026-01-03 04:00:00,PM10,31.12
ST010,2026-01-03 08:00:00,PM10,19.64
ST010,2026-01-03 12:00:00,PM10,21.09
ST010,2026-01-03 16:00:00,PM10,30.95
ST010,2026-01-03 20:00:00,PM10,28.94
ST010,2026-01-04 00:00:00,PM10,31.42
ST010,2026-01-04 04:00:00,PM10,24.32
ST010,2026-01-04 08:00:00,PM10,
ST010,2026-01-04 12:00:00,PM10,17.83
ST010,2026-01-04 16:00:00,PM10,33.78
ST010,2026-01-04 20:00:00,PM10,28.82
ST011,2026-01-01 00:00:00,PM25,23.18
ST011,2026-01-01 04:00:00,PM25,18.83
ST011,2026-01-01 08:00:00,PM25,17.96
ST011,2026-01-01 12:00:00,PM25,15.58
ST011,2026-01-01 16:00:00,PM25,19.86
ST011,2026-01-01 20:00:00,PM25,25.79
ST011,2026-01-02 00:00:00,PM25,15.18
ST011,2026-01-02 04:00:00,PM25,19.99
ST011,2026-01-02 08:00:00,PM25,13.25
ST011,2026-01-02 12:00:00,PM25,15.77
ST011,2026-01-02 16:00:00,PM25,25.18
ST011,2026-01-02 20:00:00,PM25,26.04
ST011,2026-01-03 00:00:00,PM25,11.45
ST011,2026-01-03 04:00:00,PM25,21.27
ST011,2026-01-03 08:00:00,PM25,13.27
ST011,2026-01-03 12:00:00,PM25,12.0
ST011,2026-01-03 16:00:00,PM25,16.15
ST011,2026-01-03 20:00:00,PM25,14.9
ST011,2026-01-04 00:00:00,PM25,12.92
ST011,2026-01-04 04:00:00,PM25,16.99
ST011,2026-01-04 08:00:00,PM25,14.63
ST011,2026-01-04 12:00:00,PM25,12.77
ST011,2026-01-04 16:00:00,PM25,11.08
ST011,2026-01-04 20:00:00,PM25,20.76
ST012,2026-01-01 00:00:00,PM25,28.34
ST012,2026-01-01 04:00:00,PM25,39.53
ST012,2026-01-01 08:00:00,PM25,37.99
ST012,2026-01-01 12:00:00,PM25,29.9
ST012,2026-01-01 16:00:00,PM25,39.47
ST012,2026-01-01 20:00:00,PM25,32.95
ST012,2026-01-02 00:00:00,PM25,
ST012,2026-01-02 04:00:00,PM25,35.68
ST012,2026-01-02 08:00:00,PM25,36.54
ST012,2026-01-02 12:00:00,PM25,28.44
ST012,2026-01-02 16:00:00,PM25,
ST012,2026-01-02 20:00:00,PM25,40.87
ST012,2026-01-03 00:00:00,PM25,15.6
ST012,2026-01-03 04:00:00,PM25,33.96
ST012,2026-01-03 08:00:00,PM25,24.76
ST012,2026-01-03 12:00:00,PM25,
ST012,2026-01-03 16:00:00,PM25,25.82
ST012,2026-01-03 20:00:00,PM25,24.49
ST012,2026-01-04 00:00:00,PM25,24.81
ST012,2026-01-04 04:00:00,PM25,36.29
ST012,2026-01-04 08:00:00,PM25,27.18
ST012,2026-01-04 12:00:00,PM25,22.35
ST012,2026-01-04 16:00:00,PM25,30.7
ST012,2026-01-04 20:00:00,PM25,31.1
ST013,2026-01-01 00:00:00,PM25,12.54
ST013,2026-01-01 04:00:00,PM25,7.11
ST013,2026-01-01 08:00:00,PM25,11.66
ST013,2026-01-01 12:00:00,PM25,6.72
ST013,2026-01-01 16:00:00,PM25,10.41
ST013,2026-01-01 20:00:00,PM25,16.12
ST013,2026-01-02 00:00:00,PM25,14.22
ST013,2026-01-02 04:00:00,PM25,17.24
ST013,2026-01-02 08:00:00,PM25,12.3
ST013,2026-01-02 12:00:00,PM25,14.04
ST013,2026-01-02 16:00:00,PM25,21.81
ST013,2026-01-02 20:00:00,PM25,15.48
ST013,2026-01-03 00:00:00,PM25,13.94
ST013,2026-01-03 04:00:00,PM25,
ST013,2026-01-03 08:00:00,PM25,12.87
ST013,2026-01-03 12:00:00,PM25,1.72
ST013,2026-01-03 16:00:00,PM25,7.38
ST013,2026-01-03 20:00:00,PM25,13.8
ST013,2026-01-04 00:00:00,PM25,8.97
ST013,2026-01-04 04:00:00,PM25,12.74
ST013,2026-01-04 08:00:00,PM25,4.42
ST013,2026-01-04 12:00:00,PM25,6.53
ST013,2026-01-04 16:00:00,PM25,11.83
ST013,2026-01-04 20:00:00,PM25,15.06
ST014,2026-01-01 00:00:00,PM25,
ST014,2026-01-01 04:00:00,PM25,36.37
ST014,2026-01-01 08:00:00,PM25,28.6
ST014,2026-01-01 12:00:00,PM25,
ST014,2026-01-01 16:00:00,PM25,38.05
ST014,2026-01-01 20:00:00,PM25,39.34
ST014,2026-01-02 00:00:00,PM25,27.61
ST014,2026-01-02 04:00:00,PM25,31.91
ST014,2026-01-02 08:00:00,PM25,42.05
ST014,2026-01-02 12:00:00,PM25,
ST014,2026-01-02 16:00:00,PM25,35.56
ST014,2026-01-02 20:00:00,PM25,27.52
ST014,2026-01-03 00:00:00,PM25,35.09
ST014,2026-01-03 04:00:00,PM25,39.98
ST014,2026-01-03 08:00:00,PM25,37.03
ST014,2026-01-03 12:00:00,PM25,18.84
ST014,2026-01-03 16:00:00,PM25,36.86
ST014,2026-01-03 20:00:00,PM25,
ST014,2026-01-04 00:00:00,PM25,18.49
ST014,2026-01-04 04:00:00,PM25,41.31
ST014,2026-01-04 08:00:00,PM25,29.99
ST014,2026-01-04 12:00:00,PM25,23.19
ST014,2026-01-04 16:00:00,PM25,33.05
ST014,2026-01-04 20:00:00,PM25,30.85
ST015,2026-01-01 00:00:00,PM10,27.72
ST015,2026-01-01 04:00:00,PM10,47.39
ST015,2026-01-01 08:00:00,PM10,34.68
ST015,2026-01-01 12:00:00,PM10,32.92
ST015,2026-01-01 16:00:00,PM10,28.5
ST015,2026-01-01 20:00:00,PM10,35.99
ST015,2026-01-02 00:00:00,PM10,35.91
ST015,2026-01-02 04:00:00,PM10,25.23
ST015,2026-01-02 08:00:00,PM10,33.82
ST015,2026-01-02 12:00:00,PM10,20.66
ST015,2026-01-02 16:00:00,PM10,28.17
ST015,2026-01-02 20:00:00,PM10,
ST015,2026-01-03 00:00:00,PM10,35.43
ST015,2026-01-03 04:00:00,PM10,39.45
ST015,2026-01-03 08:00:00,PM10,13.39
ST015,2026-01-03 12:00:00,PM10,31.99
ST015,2026-01-03 16:00:00,PM10,23.63
ST015,2026-01-03 20:00:00,PM10,35.58
ST015,2026-01-04 00:00:00,PM10,21.18
ST015,2026-01-04 04:00:00,PM10,
ST015,2026-01-04 08:00:00,PM10,
ST015,2026-01-04 12:00:00,PM10,14.54
ST015,2026-01-04 16:00:00,PM10,32.53
ST015,2026-01-04 20:00:00,PM10,36.34
ST016,2026-01-01 00:00:00,PM25,17.54
ST016,2026-01-01 04:00:00,PM25,29.4
ST016,2026-01-01 08:00:00,PM25,17.88
ST016,2026-01-01 12:00:00,PM25,25.38
ST016,2026-01-01 16:00:00,PM25,27.04
ST016,2026-01-01 20:00:00,PM25,35.99
ST016,2026-01-02 00:00:00,PM25,15.69
ST016,2026-01-02 04:00:00,PM25,30.83
ST016,2026-01-02 08:00:00,PM25,21.99
ST016,2026-01-02 12:00:00,PM25,20.06
ST016,2026-01-02 16:00:00,PM25,21.79
ST016,2026-01-02 20:00:00,PM25,33.39
ST016,2026-01-03 00:00:00,PM25,23.51
ST016,2026-01-03 04:00:00,PM25,18.61
ST016,2026-01-03 08:00:00,PM25,28.62
ST016,2026-01-03 12:00:00,PM25,17.29
ST016,2026-01-03 16:00:00,PM25,22.34
ST016,2026-01-03 20:00:00,PM25,
ST016,2026-01-04 00:00:00,PM25,20.32
ST016,2026-01-04 04:00:00,PM25,18.03
ST016,2026-01-04 08:00:00,PM25,17.64
ST016,2026-01-04 12:00:00,PM25,
ST016,2026-01-04 16:00:00,PM25,20.88
ST016,2026-01-04 20:00:00,PM25,39.34
ST017,2026-01-01 00:00:00,PM25,20.34
ST017,2026-01-01 04:00:00,PM25,20.85
ST017,2026-01-01 08:00:00,PM25,
ST017,2026-01-01 12:00:00,PM25,5.37
ST017,2026-01-01 16:00:00,PM25,20.41
ST017,2026-01-01 20:00:00,PM25,24.97
ST017,2026-01-02 00:00:00,PM25,
ST017,2026-01-02 04:00:00,PM25,17.18
ST017,2026-01-02 08:00:00,PM25,17.71
ST017,2026-01-02 12:00:00,PM25,13.65
ST017,2026-01-02 16:00:00,PM25,
ST017,2026-01-02 20:00:00,PM25,21.1
ST017,2026-01-03 00:00:00,PM25,13.52
ST017,2026-01-03 04:00:00,PM25,7.37
ST017,2026-01-03 08:00:00,PM25,14.41
ST017,2026-01-03 12:00:00,PM25,7.83
ST017,2026-01-03 16:00:00,PM25,7.73
ST017,2026-01-03 20:00:00,PM25,
ST017,2026-01-04 00:00:00,PM25,17.05
ST017,2026-01-04 04:00:00,PM25,10.9
ST017,2026-01-04 08:00:00,PM25,1.0
ST017,2026-01-04 12:00:00,PM25,5.21
ST017,2026-01-04 16:00:00,PM25,8.4
ST017,2026-01-04 20:00:00,PM25,18.72
ST018,2026-01-01 00:00:00,PM25,29.75
ST018,2026-01-01 04:00:00,PM25,27.5
ST018,2026-01-01 08:00:00,PM25,26.02
ST018,2026-01-01 12:00:00,PM25,25.31
ST018,2026-01-01 16:00:00,PM25,
ST018,2026-01-01 20:00:00,PM25,24.78
ST018,2026-01-02 00:00:00,PM25,26.25
ST018,2026-01-02 04:00:00,PM25,22.91
ST018,2026-01-02 08:00:00,PM25,24.27
ST018,2026-01-02 12:00:00,PM25,20.87
ST018,2026-01-02 16:00:00,PM25,28.41
ST018,2026-01-02 20:00:00,PM25,27.71
ST018,2026-01-03 00:00:00,PM25,25.07
ST018,2026-01-03 04:00:00,PM25,20.19
ST018,2026-01-03 08:00:00,PM25,18.61
ST018,2026-01-03 12:00:00,PM25,21.75
ST018,2026-01-03 16:00:00,PM25,16.85
ST018,2026-01-03 20:00:00,PM25,29.65
ST018,2026-01-04 00:00:00,PM25,
ST018,2026-01-04 04:00:00,PM25,28.32
ST018,2026-01-04 08:00:00,PM25,27.44
ST018,2026-01-04 12:00:00,PM25,
ST018,2026-01-04 16:00:00,PM25,23.06
ST018,2026-01-04 20:00:00,PM25,32.65
ST019,2026-01-01 00:00:00,PM25,35.9
ST019,2026-01-01 04:00:00,PM25,
ST019,2026-01-01 08:00:00,PM25,25.63
ST019,2026-01-01 12:00:00,PM25,19.81
ST019,2026-01-01 16:00:00,PM25,
ST019,2026-01-01 20:00:00,PM25,34.87
ST019,2026-01-02 00:00:00,PM25,32.72
ST019,2026-01-02 04:00:00,PM25,31.38
ST019,2026-01-02 08:00:00,PM25,26.1
ST019,2026-01-02 12:00:00,PM25,15.75
ST019,2026-01-02 16:00:00,PM25,31.36
ST019,2026-01-02 20:00:00,PM25,33.88
ST019,2026-01-03 00:00:00,PM25,21.71
ST019,2026-01-03 04:00:00,PM25,30.63
ST019,2026-01-03 08:00:00,PM25,
ST019,2026-01-03 12:00:00,PM25,17.84
ST019,2026-01-03 16:00:00,PM25,
ST019,2026-01-03 20:00:00,PM25,25.68
ST019,2026-01-04 00:00:00,PM25,
ST019,2026-01-04 04:00:00,PM25,38.81
ST019,2026-01-04 08:00:00,PM25,
ST019,2026-01-04 12:00:00,PM25,22.28
ST019,2026-01-04 16:00:00,PM25,27.13
ST019,2026-01-04 20:00:00,PM25,
ST020,2026-01-01 00:00:00,PM10,26.58
ST020,2026-01-01 04:00:00,PM10,27.44
ST020,2026-01-01 08:00:00,PM10,17.88
ST020,2026-01-01 12:00:00,PM10,8.46
ST020,2026-01-01 16:00:00,PM10,29.57
ST020,2026-01-01 20:00:00,PM10,
ST020,2026-01-02 00:00:00,PM10,28.28
ST020,2026-01-02 04:00:00,PM10,19.29
ST020,2026-01-02 08:00:00,PM10,27.42
ST020,2026-01-02 12:00:00,PM10,35.85
ST020,2026-01-02 16:00:00,PM10,15.12
ST020,2026-01-02 20:00:00,PM10,28.98
ST020,2026-01-03 00:00:00,PM10,26.17
ST020,2026-01-03 04:00:00,PM10,13.75
ST020,2026-01-03 08:00:00,PM10,11.6
ST020,2026-01-03 12:00:00,PM10,16.68
ST020,2026-01-03 16:00:00,PM10,18.22
ST020,2026-01-03 20:00:00,PM10,22.31
ST020,2026-01-04 00:00:00,PM10,
ST020,2026-01-04 04:00:00,PM10,20.51
ST020,2026-01-04 08:00:00,PM10,
ST020,2026-01-04 12:00:00,PM10,11.79
ST020,2026-01-04 16:00:00,PM10,
ST020,2026-01-04 20:00:00,PM10,24.77
ST021,2026-01-01 00:00:00,PM25,31.8
ST021,2026-01-01 04:00:00,PM25,33.49
ST021,2026-01-01 08:00:00,PM25,20.22
ST021,2026-01-01 12:00:00,PM25,27.28
ST021,2026-01-01 16:00:00,PM25,27.79
ST021,2026-01-01 20:00:00,PM25,39.88
ST021,2026-01-02 00:00:00,PM25,25.36
ST021,2026-01-02 04:00:00,PM25,35.7
ST021,2026-01-02 08:00:00,PM25,22.21
ST021,2026-01-02 12:00:00,PM25,26.78
ST021,2026-01-02 16:00:00,PM25,36.97
ST021,2026-01-02 20:00:00,PM25,33.08
ST021,2026-01-03 00:00:00,PM25,23.55
ST021,2026-01-03 04:00:00,PM25,35.54
ST021,2026-01-03 08:00:00,PM25,16.58
ST021,2026-01-03 12:00:00,PM25,23.26
ST021,2026-01-03 16:00:00,PM25,30.84
ST021,2026-01-03 20:00:00,PM25,28.48
ST021,2026-01-04 00:00:00,PM25,
ST021,2026-01-04 04:00:00,PM25,25.88
ST021,2026-01-04 08:00:00,PM25,25.5
ST021,2026-01-04 12:00:00,PM25,20.3
ST021,2026-01-04 16:00:00,PM25,21.93
ST021,2026-01-04 20:00:00,PM25,34.89
ST022,2026-01-01 00:00:00,PM25,19.82
ST022,2026-01-01 04:00:00,PM25,19.65
ST022,2026-01-01 08:00:00,PM25,20.8
ST022,2026-01-01 12:00:00,PM25,13.57
ST022,2026-01-01 16:00:00,PM25,17.27
ST022,2026-01-01 20:00:00,PM25,21.62
ST022,2026-01-02 00:00:00,PM25,18.0
ST022,2026-01-02 04:00:00,PM25,22.36
ST022,2026-01-02 08:00:00,PM25,13.29
ST022,2026-01-02 12:00:00,PM25,15.28
ST022,2026-01-02 16:00:00,PM25,18.2
ST022,2026-01-02 20:00:00,PM25,18.79
ST022,2026-01-03 00:00:00,PM25,15.08
ST022,2026-01-03 04:00:00,PM25,17.19
ST022,2026-01-03 08:00:00,PM25,10.99
ST022,2026-01-03 12:00:00,PM25,6.12
ST022,2026-01-03 16:00:00,PM25,17.36
ST022,2026-01-03 20:00:00,PM25,15.27
ST022,2026-01-04 00:00:00,PM25,19.86
ST022,2026-01-04 04:00:00,PM25,21.98
ST022,2026-01-04 08:00:00,PM25,9.22
ST022,2026-01-04 12:00:00,PM25,13.66
ST022,2026-01-04 16:00:00,PM25,15.29
ST022,2026-01-04 20:00:00,PM25,9.93
ST023,2026-01-01 00:00:00,PM25,23.73
ST023,2026-01-01 04:00:00,PM25,33.53
ST023,2026-01-01 08:00:00,PM25,35.45
ST023,2026-01-01 12:00:00,PM25,26.43
ST023,2026-01-01 16:00:00,PM25,38.87
ST023,2026-01-01 20:00:00,PM25,35.68
ST023,2026-01-02 00:00:00,PM25,28.96
ST023,2026-01-02 04:00:00,PM25,30.87
ST023,2026-01-02 08:00:00,PM25,30.82
ST023,2026-01-02 12:00:00,PM25,26.05
ST023,2026-01-02 16:00:00,PM25,26.43
ST023,2026-01-02 20:00:00,PM25,
ST023,2026-01-03 00:00:00,PM25,26.4
ST023,2026-01-03 04:00:00,PM25,26.36
ST023,2026-01-03 08:00:00,PM25,28.27
ST023,2026-01-03 12:00:00,PM25,18.89
ST023,2026-01-03 16:00:00,PM25,22.4
ST023,2026-01-03 20:00:00,PM25,27.81
ST023,2026-01-04 00:00:00,PM25,
ST023,2026-01-04 04:00:00,PM25,30.55
ST023,2026-01-04 08:00:00,PM25,14.05
ST023,2026-01-04 12:00:00,PM25,
ST023,2026-01-04 16:00:00,PM25,22.55
ST023,2026-01-04 20:00:00,PM25,23.1
ST024,2026-01-01 00:00:00,PM25,26.65
ST024,2026-01-01 04:00:00,PM25,31.79
ST024,2026-01-01 08:00:00,PM25,28.96
ST024,2026-01-01 12:00:00,PM25,32.8
ST024,2026-01-01 16:00:00,PM25,27.31
ST024,2026-01-01 20:00:00,PM25,32.35
ST024,2026-01-02 00:00:00,PM25,37.26
ST024,2026-01-02 04:00:00,PM25,39.09
ST024,2026-01-02 08:00:00,PM25,29.9
ST024,2026-01-02 12:00:00,PM25,29.78
ST024,2026-01-02 16:00:00,PM25,
ST024,2026-01-02 20:00:00,PM25,40.66
ST024,2026-01-03 00:00:00,PM25,33.15
ST024,2026-01-03 04:00:00,PM25,32.64
